,trùm,giáo,phái,aum,và,con,đường,dẫn,tới,án,tử,hình,shoko,asahara,hôm,nay,phải,lĩnh,mức,nghiêm,khắc,nhất,như,vậy,số,phận,của,khét,tiếng,tại,nhật,bản,đã,được,định,đoạt,tội,ác,bắt,đầu,từ,một,ngôi,trường,dạy,yoga,sau,khi,tự,nhận,là,vị,cứu,tinh,loài,người,lập,ra,mang,tên,shinrikyo,quy,tụ,hàng,chục,nghìn,tín,đồ,mù,quáng,tin,theo,nhiều,đến,vẫn,đặt,câu,hỏi,sao,đang,tâm,lệnh,cho,thuộc,hạ,dùng,chất,độc,thần,kinh,sarin,tấn,công,tàu,điện,ngầm,ở,thủ,đô,lại,dân,xứ,sở,mặt,trời,mọc,nhớ,vụ,ngày,20,3,1995,trong,những,hành,động,khủng,bố,lịch,sử,đây,cũng,chính,đẫm,máu,13,danh,mà,bị,toà,cáo,buộc,thật,chizuo,matsumoto,trai,làm,nghề,dệt,chiếu,nghèo,khổ,vùng,kumamoto,ngay,lúc,mới,sinh,hỏng,mắt,lớn,lên,nội,trú,đặc,biệt,nhà,nước,chuyên,dành,trẻ,em,yếu,hoặc,thị,giác,kể,rằng,lợi,dụng,việc,mình,còn,có,thể,nhìn,thấy,mờ,để,trêu,trọc,nạn,bạn,học,cả,hai,rời,quê,tokyo,vừa,tốt,nghiệp,trung,tham,gia,ôn,thi,vào,đại,từng,biết,lần,anh,ta,thổ,lộ,muốn,nhập,đảng,bảo,cầm,quyền,nào,đó,sẽ,trở,thành,tướng,nhưng,cuối,cùng,sự,cay,đắng,quay,về,hương,cửa,hiệu,massage,năm,23,tuổi,nữa,cưới,nữ,19,đồng,thời,mở,phòng,mạch,chữa,bệnh,bằng,kỹ,thuật,châm,vì,giả,mạo,vực,y,tế,gặp,rắc,rối,tiên,với,pháp,luật,sang,hướng,tập,quan,ý,tưởng,khai,sáng,khác,chuyến,đi,tính,ngưỡng,ấn,độ,1986,đạt,năng,tương,lai,bước,ngoặt,cuộc,đời,đổi,nghĩa,chân,lý,tối,thượng,gọi,tận,thế,do,tạo,pha,trộn,giữa,niệm,triết,đạo,phật,cơ,đốc,này,phát,triển,nhanh,chóng,thập,kỷ,90,trước,10,000,30,các,1990,khiến,dư,luận,ngạc,nhiên,chạy,đua,quốc,hội,thất,bại,thảm,hại,kiện,nhồi,nhét,kẻ,cuồng,chỉ,ai,sống,sót,rất,gần,tháng,cảnh,sát,đột,kích,tổ,chức,điều,tra,ráo,riết,tích,lũy,kho,loại,vũ,khí,hoá,chiến,phủ,hiện,biến,truy,nã,gắt,gao,ông,16,5,phiên,xét,xử,kéo,dài,suốt,8,đưa,phán,quyết
0,0.04196770763760945,0.027283317605220125,0.027283317605220125,0.01026842226196905,0.015427803035156982,0.01862019496494969,0.02403114007754375,0.02403114007754375,0.02403114007754375,0.05665209766999878,0.035668243851194055,0.035668243851194055,0.02403114007754375,0.006983091191299386,0.035668243851194055,0.02403114007754375,0.020983853818804726,0.02832604883499939,0.035668243851194055,0.035668243851194055,0.035668243851194055,0.020983853818804726,0.02403114007754375,0.02832604883499939,0.016688945061349086,0.035668243851194055,0.012394036303893444,0.035668243851194055,0.035668243851194055,0.02403114007754375,0.015056096533773154,0.015056096533773154,0.006983091191299386,0.015056096533773154,0.035668243851194055,0.035668243851194055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.04779655592061076,,,0.023389184041151725,,0.04241266630905206,0.05473759684329409,0.05473759684329409,0.05473759684329409,,,,,,,,,,,,,,,,,,0.02823086046997951,,,,,,0.01590592993573749,,,,0.06452044456860971,0.06452044456860971,0.04779655592061076,0.038013708195295134,0.05473759684329409,0.014348778624612849,0.05473759684329409,0.04779655592061076,0.08124433321660866,0.05473759684329409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.016450235614912132,0.016450235614912132,0.012382509198256796,0.009302057712374063,,,,,,,,,0.008420786436566907,,,,,,,,,,,,,0.01494574966057739,,,,,,0.008420786436566907,0.01815588111425586,,,,,,,,,,,,,0.022453764516556975,0.02530405901679393,0.028978727740567457,0.028978727740567457,0.01815588111425586,0.04301170582055753,0.03415788241867573,0.03415788241867573,0.04301170582055753,0.01815588111425586,0.03415788241867573,0.02012490433868566,0.03415788241867573,0.028978727740567457,0.028978727740567457,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.02012490433868566,0.02530405901679393,0.04301170582055753,0.04301170582055753,0.03415788241867573,0.028978727740567457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.01659626072962907,0.02141905963433247,,,,,,,,,0.02141905963433247,,,,,,,0.02141905963433247,0.025247130483369018,,,,,,0.02141905963433247,0.013419564301841288,0.013419564301841288,,0.013419564301841288,,,,,,,,0.005614739461805028,,,,,,,0.02141905963433247,,,,,,,0.04025869290552386,,0.01487492929381114,,,,,,,,,,,,,0.025247130483369018,0.02141905963433247,0.050494260966738036,0.01659626072962907,0.025247130483369018,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.02141905963433247,0.025247130483369018,0.025247130483369018,0.01659626072962907,0.025247130483369018,0.025247130483369018,0.025247130483369018,0.02141905963433247,0.01870300014284769,0.02141905963433247,0.02141905963433247,0.03179126082389035,0.025247130483369018,0.025247130483369018,0.025247130483369018,0.025247130483369018,0.025247130483369018,0.02141905963433247,0.01870300014284769,0.02141905963433247,0.02141905963433247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,0.028978727740567457,,,,,,0.02530405901679393,0.028978727740567457,,,,,,,,,,,,,,,,,0.02012490433868566,,0.0075964122130303315,,,,,,,,,0.01815588111425586,,,,,0.01815588111425586,,,,,,,,,,,,,,,,,,0.04490752903311395,0.03415788241867573,,,,,,,,,,,,,0.02530405901679393,,0.028978727740567457,,,,,,,,,,,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.03415788241867573,0.022453764516556975,0.04301170582055753,0.03415788241867573,0.02530405901679393,0.027199882229350356,0.022453764516556975,0.03415788241867573,0.03415788241867573,0.08602341164111506,0.04301170582055753,0.03415788241867573,0.03415788241867573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0330899233296536,0.02151184657334664,0.02151184657334664,0.016192512028489658,,,,,,0.04466800008596057,,,,,,,,,,,,0.0330899233296536,,,0.02631718259674279,,,,,,0.023742306072488433,0.023742306072488433,,,,,0.08933600017192114,0.04466800008596057,,,,,,,,,,,,,0.023742306072488433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017784538380729083,,,,,,,,0.03789525935304976,0.04466800008596057,0.0330899233296536,0.056246076842267546,0.056246076842267546,0.056246076842267546,0.056246076842267546,0.056246076842267546,0.029362615137036047,0.04466800008596057,0.056246076842267546,0.056246076842267546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.036353713979187484,,,,,,,0.04691794015139493,0.013633654230632135,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012298953106811013,,,,,,,,,0.058790472179495165,,,,,0.029395236089747583,,,,0.04691794015139493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04691794015139493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05530323820166547,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.05530323820166547,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.06963799989995029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.008322893742650477,,,,,,,,,0.007534387864296706,,,0.022640473857131412,,,,,,,,,,0.01337251285420082,,,,,,0.007534387864296706,,,,,,,,0.025928335346823515,0.013593579749633225,0.025928335346823515,0.022640473857131412,,,,,,,,,,,,,,0.018006493355666117,,,,,,,,,,,,,,,,,,,,,,,,,0.0200902103569194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012168368365762001,0.0200902103569194,,,,,,,,,,,,,,,0.0200902103569194,,,,,,,,,,,,,,,,0.025928335346823515,0.03848415783944621,0.022640473857131412,0.025928335346823515,0.06112463169657762,0.03056231584828881,0.03848415783944621,0.025928335346823515,0.03848415783944621,0.03848415783944621,0.03056231584828881,0.03056231584828881,0.03848415783944621,0.03056231584828881,0.03056231584828881,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,0.009302057712374063,0.022453764516556975,,,,,,,,0.008420786436566907,,,,,,,,,,,,,,,,,,,0.008420786436566907,,,,,,0.02530405901679393,,,0.0075964122130303315,,,,,,,,,,,,,,0.01815588111425586,,,,,,,,,,,,,,,,,0.03415788241867573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022453764516556975,,,,,,,,,,,,,,,0.022453764516556975,,,,,,,,,,,,,,,,,,,,0.03415788241867573,0.06831576483735145,,,,,,,,,,,,,,,,,0.03415788241867573,0.028978727740567457,0.04301170582055753,0.04301170582055753,0.03415788241867573,0.03415788241867573,0.04301170582055753,0.028978727740567457,0.04301170582055753,0.03415788241867573,0.028978727740567457,0.08602341164111506,0.02530405901679393,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.02530405901679393,0.04301170582055753,0.04301170582055753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.013177915092529921,,,,,,,,,0.011929447451803118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035847416940458066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035847416940458066,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04105319763247056,,,,,,,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035847416940458066,,,,,0.07169483388091613,,,0.0609332499124565,0.04839033342645728,0.04105319763247056,0.0609332499124565,0.0609332499124565,0.0609332499124565,0.0609332499124565,0.04839033342645728,0.04105319763247056,0.0609332499124565,0.121866499824913,0.035847416940458066,0.0609332499124565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
