,bush,blair,và,tin,tình,báo,về,vũ,khí,huỷ,diệt,những,kết,luận,mới,đây,ở,cả,anh,mỹ,cho,thấy,hậu,quả,chính,trị,của,việc,không,thể,tìm,hủy,cũng,nghiêm,trọng,như,mối,đe,doạ,từ,cấm,các,cáo,thức,đổ,lỗi,thủ,tướng,hay,tổng,thống,nhưng,hạn,chế,chỉ,trích,nhằm,vào,2,nhà,lãnh,đạo,này,capitol,hill,cựu,trưởng,thanh,sát,david,kay,khẳng,định,với,nghị,sĩ,rằng,chúng,ta,gần,đã,sai,lầm,nguy,cơ,iraq,trước,chiến,tranh,trách,nhiệm,quan,chứ,phải,ông,tại,nhóm,điều,tra,thẩm,phán,hutton,giải,thoát,tony,khỏi,buộc,giới,chí,nói,dối,để,thêm,mắm,muối,lý,do,dẫn,đến,tuy,nhiên,tuyên,bố,nước,trả,lời,câu,hỏi,liệu,có,bị,phóng,đại,rốt,cuộc,là,gia,đối,lập,washington,london,đang,kêu,gọi,tiếp,tục,tiến,hành,sao,ước,đoán,lại,vậy,tôi,hoá,vấn,đề,anthony,cordesman,phân,tích,quốc,phòng,trung,tâm,nghiên,cứu,lược,tế,biết,hiện,nay,người,quên,đi,thực,mà,phủ,công,hiểu,đó,thế,mạnh,điểm,yếu,gì,cần,làm,cải,thiện,hình,sau,buổi,trần,phe,dân,chủ,một,độc,tập,trắng,lấy,khả,năng,sẽ,sâu,năm,cử,thăm,dư,chứng,tỏ,vẫn,ủng,hộ,trong,khi,mặt,thì,đương,đầu,vì,tấn,hôm,11,9,2001,viện,cato,charles,pena,nhận,bản,được,chuẩn,kỹ,lưỡng,uỷ,ban,quân,sự,thượng,thứ,tư,hiệu,thách,khó,khăn,mức,nào,nhiều,trên,quyền,clinton,đều,chia,sẻ,sở,hữu,phát,triển,ngăn,chặn,cũ,tài,vụ,viên,hơn,thích,giống,dự,xảy,ra,phản,ứng,bình,chức,dành,thời,gian,động,thái,đoàn,phê,sử,dụng,lực,xét,tạo,đà,theo,đánh,giá,kỳ,nợ,mắt,nancy,pelosi,lĩnh,đảng,hạ,tương,tự,diện,hai,bờ,tây,dương,châm,ngòi,ngay,hy,vọng,họ,dịu,chẳng,quyết,kennedy,tịch,dò,hãng,national,opinion,49,số,minh,oan,27,ý,kiến,nên,dù,sạch,chuyên,kelly,ảnh,hưởng,tới,dịch,tồn,đặc,biệt,nếu,ngày,xấu,rẽ,khẩu,thần,vốn,tức,giận,zogby,international,john,cách,đúng,đắn,sót,cẩu,thả,phức,tạp,biện,pháp,hỗ,trợ,gắt,gao,nhất,lịch,hoàn,thành,lo,ngại,nổi,lên,tuần,tiên,bỏ,thay,đổi,độ,sẵn,sàng
0,0.016211484382992573,0.014561875090333725,0.02391796948865495,0.020833333333333332,0.009077678532529944,0.0075662063002672,0.013167150306362615,0.04368562527100118,0.04863445314897773,0.020833333333333332,0.041666666666666664,0.011958984744327475,0.016211484382992573,0.016211484382992573,0.0307733594733263,0.024501901230326695,0.011958984744327475,0.018230442987327084,0.013167150306362615,0.009940026139992966,0.010893307193340366,0.0615467189466526,0.024501901230326695,0.018230442987327084,0.011958984744327475,0.020833333333333332,0.006271458242999608,0.014561875090333725,0.008290416847334116,0.014561875090333725,0.0307733594733263,0.024501901230326695,0.016211484382992573,0.0307733594733263,0.0307733594733263,0.011958984744327475,0.018230442987327084,0.020833333333333332,0.020833333333333332,0.024501901230326695,0.0307733594733263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.01210593008042752,,,,,,,,,,,,,0.021067440490180184,0.015904041823988746,0.017429291509344587,,,,0.01913437559092396,,,,0.026529333911469173,,,,0.02593837501278812,,,,,,,,,0.017429291509344587,0.029168708779723336,0.03333333333333333,0.039203041968522714,0.04923737515732208,0.02593837501278812,0.029168708779723336,0.03333333333333333,0.02593837501278812,0.02593837501278812,0.029168708779723336,0.039203041968522714,0.04923737515732208,0.039203041968522714,0.04923737515732208,0.04923737515732208,0.03333333333333333,0.039203041968522714,0.02329900014453396,0.04923737515732208,0.04923737515732208,0.039203041968522714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016211484382992573,,,,0.009077678532529944,0.0075662063002672,0.013167150306362615,0.014561875090333725,0.016211484382992573,,,,,,,,0.011958984744327475,,,0.009940026139992966,0.010893307193340366,,,,,,,,0.008290416847334116,,,,,,,0.011958984744327475,,,,,,0.021786614386680732,,,0.024501901230326695,,,,,,,0.018230442987327084,,,,,,,,,,,,0.024501901230326695,0.024501901230326695,0.024501901230326695,0.024501901230326695,0.018230442987327084,0.016211484382992573,0.018230442987327084,0.010893307193340366,0.024501901230326695,0.020833333333333332,0.014561875090333725,0.0307733594733263,0.0307733594733263,0.018230442987327084,0.013167150306362615,0.014561875090333725,0.0307733594733263,0.011958984744327475,0.016211484382992573,0.024501901230326695,0.018230442987327084,0.019880052279985932,0.010893307193340366,0.018230442987327084,0.009940026139992966,0.011958984744327475,0.0307733594733263,0.020833333333333332,0.013167150306362615,0.0307733594733263,0.016211484382992573,0.016211484382992573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.014871702219915295,,,,0.0077271894130388425,0.013447302440540543,,,,,0.012213431228249336,,,,,,,0.026894604881081086,,0.011125079686815694,,,,,,0.012809787049531115,,,,,,,,,,0.018618324753014896,0.02127659574468085,0.02127659574468085,,,,0.018618324753014896,,,,0.016556409582630716,0.018618324753014896,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,0.018618324753014896,,,,0.024426862456498673,,,,,0.011125079686815694,,0.010151516057865158,0.012213431228249336,,,,,,0.016556409582630716,0.014871702219915295,0.025023218277780455,0.012213431228249336,0.013447302440540543,0.025023218277780455,0.025023218277780455,0.025023218277780455,0.02127659574468085,0.03142811180254601,0.025023218277780455,0.03142811180254601,0.03142811180254601,0.018618324753014896,0.03142811180254601,0.016556409582630716,0.03142811180254601,0.018618324753014896,0.025023218277780455,0.03142811180254601,0.03142811180254601,0.018618324753014896,0.013447302440540543,0.016556409582630716,0.013447302440540543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.015945312992436633,,,,,,,,,,,,,,0.015945312992436633,0.024307257316436112,,,,,,,0.015945312992436633,,,,0.033161667389336465,,,,,,,,,,,,,,,0.027777777777777776,,,,,0.05555555555555555,,,,,,,,,,0.03266920164043559,,,,,,,,,,,,,,,,,,,,,,,0.021615312510656768,,,,,,0.013253368186657288,0.015945312992436633,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024307257316436112,0.017556200408483488,0.021615312510656768,0.017556200408483488,0.024307257316436112,0.024307257316436112,0.03266920164043559,0.027777777777777776,0.041031145964435065,0.03266920164043559,0.027777777777777776,0.027777777777777776,0.024307257316436112,0.027777777777777776,0.026506736373314577,0.021615312510656768,0.027777777777777776,0.021615312510656768,0.041031145964435065,0.0194158334537783,0.013253368186657288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,0.015945312992436633,,0.012103571376706592,0.010088275067022933,0.017556200408483488,,,,,,,,,,,,,,,,,,0.015945312992436633,0.027777777777777776,0.008361944323999478,0.0194158334537783,,,,,,,,0.015945312992436633,,,,,,0.014524409591120488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021615312510656768,0.03266920164043559,,0.013253368186657288,,,,,,,0.017556200408483488,,,,0.0388316669075566,,0.015945312992436633,0.017556200408483488,,,,,,,,,,,,,,,,,,,,0.017556200408483488,,,,,,,,,,,,,,,,,,0.024307257316436112,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.041031145964435065,0.021615312510656768,0.027777777777777776,0.027777777777777776,0.03266920164043559,0.041031145964435065,0.024307257316436112,0.024307257316436112,0.03266920164043559,0.041031145964435065,0.03266920164043559,0.03266920164043559,0.03266920164043559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.015106085992834705,0.02631578947368421,0.01146654130424835,0.009557313221390147,,,,,,,,,,,0.015106085992834705,0.023027927983992107,0.016632189860668566,0.012555822492622696,0.013759966981061515,,,,0.03021217198566941,0.05263157894736842,0.0079218419911574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01839394748252681,,,,,,,,,,,,,,,,,,0.016632189860668566,,,,,,,,,,0.012555822492622696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,0.020477664483780095,,,,,,,,,,,,0.0388716119663069,0.0777432239326138,0.016632189860668566,0.016632189860668566,0.0388716119663069,0.030949769975149508,0.020477664483780095,0.020477664483780095,0.05263157894736842,0.0388716119663069,0.030949769975149508,0.0388716119663069,0.0388716119663069,0.0388716119663069,0.0388716119663069,0.02631578947368421,0.0388716119663069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.02609233035125995,,,,,,,,,,,,,,,0.039775511972350006,,,,,,,0.02609233035125995,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028728327941154798,0.031771363833455406,,,,,0.039775511972350006,0.021687329759984657,,,,,,,,,0.035370511381074714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021687329759984657,,,,,,0.021687329759984657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,,0.039775511972350006,0.05345869359344006,0.031771363833455406,0.0671418752145301,0.05345869359344006,0.05345869359344006,0.045454545454545456,0.0671418752145301,0.039775511972350006,0.0671418752145301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.0478359389773099,,0.03631071413011978,0.0151324126005344,,,,,,0.02391796948865495,,,,,,,,,,,,,,,0.012542916485999216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02633430061272523,0.02912375018066745,,,,,,0.019880052279985932,,,,,,,0.02633430061272523,,,,,,,,,,,,,,,,,,,,0.03646088597465417,,,,,,,,,,,,,,,,,,,,,,,,0.019880052279985932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03646088597465417,0.04900380246065339,0.0615467189466526,0.04900380246065339,0.0615467189466526,0.04900380246065339,0.0615467189466526,0.04900380246065339,0.0615467189466526,0.0615467189466526,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,0.01818181818181818,0.007922337628389769,0.006603234589324101,,,,,,,,,,,,,,,,,,,,,0.005473272648436021,0.012708545533382161,0.007235272884946138,,,,,,,,,,,,,,,,,,,,,0.014148204552429884,0.014148204552429884,,,,,,,0.03636363636363636,,0.012708545533382161,,,,,,,,,,0.01591020478894,0.00950688627782432,,,,,,,,,,,,,,,,,0.008674931903993863,0.010436932140503978,,,,,,,,,0.03131079642151194,0.022982662352923837,,,,,,,,,,,,,0.01591020478894,,,,0.01591020478894,0.011491331176461918,,,,,,,,,,,,0.01818181818181818,0.017349863807987725,,0.01818181818181818,0.014148204552429884,,0.03812563660014648,,,,0.01818181818181818,,,,0.01818181818181818,0.01818181818181818,,,0.03182040957788,0.01591020478894,,,,,,,,,,,,,,,,0.021383477437376022,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021383477437376022,0.021383477437376022,0.021383477437376022,0.026856750085812044,0.01591020478894,0.01818181818181818,0.014148204552429884,0.026856750085812044,0.026856750085812044,0.026856750085812044,0.026856750085812044,0.021383477437376022,0.01818181818181818,0.01818181818181818,0.021383477437376022,0.026856750085812044,0.021383477437376022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
