,từng,có,một,cuộc,chiến,điệp,viên,giữa,hai,miền,triều,tiên,mùa,đông,năm,1968,khi,căng,thẳng,2,lên,đỉnh,điểm,31,kẻ,thích,khách,của,chdcnd,vượt,qua,biên,giới,được,canh,gác,cẩn,mật,nhất,thế,để,tới,khu,vực,cây,cối,sau,dinh,tổng,thống,hàn,quốc,park,chung,hee,tuy,nhiên,đến,đây,tất,cả,đã,bị,chặn,lại,3,tháng,ăn,miếng,trả,quân,đội,tuyển,mộ,người,từ,nhà,tù,và,trên,đường,phố,đào,tạo,đặc,biệt,hòn,đảo,nhỏ,toàn,sỏi,đá,silmido,ngoài,khơi,hoàng,hải,nhiệm,vụ,họ,là,bình,nhưỡng,ám,sát,lãnh,đạo,kim,nhật,thành,vì,quan,hệ,đột,bớt,nên,đó,bỏ,dở,1971,nhận,thấy,không,cơ,hội,rời,khỏi,này,nổi,loạn,giết,quản,giáo,trong,doanh,trại,tìm,cách,vào,đất,liền,cướp,xe,buýt,về,seoul,thủ,đô,chức,trách,nhân,dùng,lựu,đạn,tự,làm,nổ,tung,mình,chương,tranh,lạnh,đưa,bộ,phim,vừa,phát,hành,hôm,24,12,các,tờ,báo,mô,tả,lớn,lịch,sử,điện,ảnh,xứ,sở,chi,nhiều,phải,vấn,lương,tâm,nó,tập,trung,thời,kỳ,mà,chính,phủ,muốn,quên,đi,tình,bí,chống,đối,xử,tàn,bạo,với,công,dân,trước,tiến,chủ,hoá,1987,luôn,bác,cáo,buộc,rằng,nước,phái,gián,đúng,thuật,phương,dụng,đề,nhạy,cảm,hình,cải,thiện,cựu,phản,thừa,bồi,thường,cho,cũng,như,thân,số,liệu,thức,theo,nghị,sĩ,thúc,đẩy,việc,hơn,7,700,thực,thi,1953,1972,khoảng,5,300,trở,phòng,lần,đầu,ra,tuyên,bố,khai,dậy,mất,tích,nằm,ngôn,tướng,nam,dae,yeon,biết,tân,binh,đơn,vị,684,phần,phi,thiệt,mạng,huấn,luyện,20,4,còn,sống,sót,toà,án,tử,tài,nữa,sứ,mệnh,chúng,ta,dạy,hy,sinh,tổ,jonathan,43,tuổi,giám,đốc,điều,hãng,hanmac,films,sản,xuất,nói,quyền,lợi,cá,giờ,thể,những,gì,ông,dựa,bài,tạp,chí,cuốn,sách,tái,hoà,giải,ánh,dương,tê,chỉ,cần,hát,thôi,sẽ,gây,yang,dong,su,54,6,lính,giam,giống,khác,chuyện,khẳng,định,xâm,nhập,thổ,học,ở,10,1970,cử,phục,dịch,mặc,dù,kết,chuộc,tội,cuối,cùng,nhưng,hầu,hết,phạm,chịu,nhẹ,xuyên,đánh,lộn,sự,hứa,hẹn,tiền,bạc,nếu,huỷ,vẫn,giữ,đời,đâu,rõ,tố,nào,dẫn,23,8,quyết,chết,quá,hiện,ràng,bao,phép,tuyệt,vọng,bắn,cổ,phía,nay,vết,sẹo,nhóm,jung,gil,ryong,50,bây,thư,ký,200,1,100,bắc,1976,thanh,niên,thất,nghiệp,pusan,tại,căn,cứ,núi,ngữ,tác,phong,hoạt,động,mối,liên,bên,hạn,chế,kiểm,duyệt,gửi,gia,đình,tiết,lộ,nghi,ngay,ty,mỹ,phẩm,luật,sư,trị,đảm,bảo,anh,hùng,thái,độ,hoàn,biến,quay,lưng,phiền,tôi,tức,giận,đức,giả,câu,bắt,du,gần,sân,bay,inchon,đen,tối,han,yu,kyoung,đồng,sai,lầm,năn,hối,lỗi
0,0.020984354768773892,0.01411389134502742,0.010193922817829121,0.01411389134502742,0.018969213855736796,0.012550826619091026,0.011273709747355143,0.05735971775431108,0.020984354768773892,0.03793842771147359,0.03382112924206543,0.03213909184242614,0.02867985887715554,0.02867985887715554,0.01411389134502742,0.023824536366446165,0.016129032258064516,0.023824536366446165,0.023824536366446165,0.02867985887715554,0.023824536366446165,0.02867985887715554,0.020984354768773892,0.015049245328538496,0.02867985887715554,0.023824536366446165,0.02867985887715554,0.010713030614142045,0.011883202664926106,0.020984354768773892,0.020984354768773892,0.020984354768773892,0.034812298259600805,0.008833908532344672,0.02867985887715554,0.02867985887715554,0.02867985887715554,0.020984354768773892,0.023824536366446165,0.023824536366446165,0.020984354768773892,0.01411389134502742,0.02867985887715554,0.02867985887715554,0.02867985887715554,0.02867985887715554,0.017406149129800402,0.02867985887715554,0.020984354768773892,0.020984354768773892,0.013288850660392237,0.011883202664926106,0.02867985887715554,0.023824536366446165,0.02867985887715554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1079181246047625,0.11760912590556814,0.14771212547196624,0.14771212547196624,0.07781512503836437,0.09330532103693868,0.14771212547196624,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,0.02332633025923467,,,,,,,,,,,,,,,,,0.06505149978319906,,,,,,0.026979531151190624,,,,0.02059771852360797,0.018418964130635467,,,,,,,,,,,,,,0.03252574989159953,0.03252574989159953,0.03692803136799156,0.08890756251918219,0.044453781259591096,0.03692803136799156,0.03692803136799156,0.029402281476392036,0.029402281476392036,0.01660519745192017,0.03692803136799156,0.025,0.03692803136799156,0.010893214239035935,0.05395906230238125,0.03692803136799156,0.03692803136799156,0.044453781259591096,0.03692803136799156,0.044453781259591096,0.044453781259591096,0.03252574989159953,0.02332633025923467,0.029402281476392036,0.044453781259591096,0.044453781259591096,0.044453781259591096,0.018418964130635467,0.03692803136799156,0.044453781259591096,0.044453781259591096,0.044453781259591096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,0.03039000018852256,0.02887860426420899,,,,,,,,,,,,,,,,0.02887860426420899,0.032032981096757326,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.04692092374120108,,,,,,,,,,,,,,,,,,,,,,,,,0.04692092374120108,,,,,,,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,0.040567530885625515,0.03804614188659566,0.03383266306015842,0.024957881205552992,0.05113440256763832,0.06422266324868098,0.05656652155060788,0.05656652155060788,0.06422266324868098,0.06422266324868098,0.040567530885625515,0.05656652155060788,0.03582211917149212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,0.06847526292968321,0.061899539950299017,,,,,,,,0.0777432239326138,0.0777432239326138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,0.10526315789473684,,,,,,0.049108063703651936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049108063703651936,0.04605585596798421,,,,,,,,,,,,0.061899539950299017,0.061899539950299017,0.061899539950299017,0.0935869079149286,0.0935869079149286,0.0935869079149286,0.049108063703651936,0.061899539950299017,0.0935869079149286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.030174526323851727,,,,,,,,,,,,,0.030174526323851727,,,,,,,,,0.03217424863342713,,,,,,,,,,0.01888628720708171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022903720623338165,,,,0.015025123088325426,,,,,,,,,0.03217424863342713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050935215679988356,0.04055487100192005,0.04055487100192005,0.021793903955358813,0.04486310329875797,0.04486310329875797,0.050935215679988356,0.06131556035805667,0.034482758620689655,0.030174526323851727,0.03217424863342713,0.06131556035805667,0.04055487100192005,0.03721314641543534,0.019794181645783407,0.06131556035805667,0.050935215679988356,0.06131556035805667,0.04486310329875797,0.034482758620689655,0.06131556035805667,0.06131556035805667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.09028903067220079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11116446434052052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25402160719766337,0.25402160719766337,0.25402160719766337,0.15416874943537498,0.15416874943537498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,0.042411509562244855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04905369300216477,,,,,0.042411509562244855,0.0671418752145301,0.045454545454545456,,,,,,,,,,,,0.045454545454545456,0.0671418752145301,,0.04905369300216477,,,,,,,,0.042411509562244855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08082505683562016,0.08082505683562016,0.05345869359344006,0.0671418752145301,0.04905369300216477,0.0671418752145301,0.08082505683562016,0.0671418752145301,0.0671418752145301,0.045454545454545456,0.08082505683562016,0.08082505683562016,0.05913772707563551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.02633430061272523,,0.04900380246065339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04564186075044747,,,,,,,,,,,,,,,,,0.034329530872679946,0.030698273551059106,,,,,,,,,,0.03242296876598515,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04900380246065339,,,,0.030698273551059106,,,,,,,,,,,,,,,,,,,,,,,,0.03887721709872445,,,,,,,,,,,,,,,,,0.02391796948865495,,,,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,0.07408963543265182,0.07408963543265182,0.07408963543265182,0.07408963543265182,0.03646088597465417,0.034329530872679946,0.07408963543265182,0.054209583152665886,0.054209583152665886,0.0615467189466526,0.07408963543265182,0.07408963543265182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050935215679988356,,,,,,,,,,,,,,,,,,,,0.04055487100192005,,,,,,,,,,,,,,,,0.022903720623338165,,,,0.015025123088325426,,,,,,,,,,,,,,,,,,,,,,0.019794181645783407,,,,,,,0.03217424863342713,,,,,,,,,,,,,,,,,,,,,,,,,,0.019794181645783407,,,,,,,,,,,,,,,,,,,,,0.050935215679988356,0.034482758620689655,,,,,,,,0.030174526323851727,0.028410646239459266,,,,,,,0.028410646239459266,0.06131556035805667,0.03217424863342713,0.04486310329875797,0.04486310329875797,0.06131556035805667,0.03721314641543534,0.03721314641543534,0.06131556035805667,0.06131556035805667,0.06131556035805667,0.06131556035805667,0.06131556035805667,0.04486310329875797,0.03721314641543534,0.04055487100192005,0.06131556035805667,0.06131556035805667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
