,sự,đối,lập,giữa,nhà,lãnh,đạo,adzharia,và,gruzia,dường,như,không,có,điểm,chung,nào,aslan,abashidze,nhỏ,thó,tóc,bạc,tồn,tại,từ,thời,liên,xô,cũ,nhân,vật,đang,muốn,kiểm,soát,vùng,tự,trị,của,ông,vị,luật,sư,trẻ,mập,mạp,mikhail,saakashvili,65,tuổi,vươn,lên,bậc,thang,quyền,lực,ở,một,thuộc,nắm,vai,trò,quan,trọng,trước,đây,nhờ,thành,phố,cảng,xuất,khẩu,dầu,batumi,sau,khi,tan,rã,lấy,nơi,này,tuyên,bố,là,nước,cộng,hòa,tổng,thống,36,hơn,cả,thế,hệ,được,đào,tạo,ngoài,nói,tiếng,anh,trôi,chảy,chịu,nhiều,ảnh,hưởng,phương,tây,xét,về,cách,nghĩ,hai,hoàn,toàn,thể,dung,archik,gegeshidze,quỹ,nghiên,cứu,quốc,tế,chiến,lược,thủ,đô,tbilisi,bình,luận,quyết,tâm,đưa,vào,vòng,trung,ương,cáo,buộc,ngăn,chặn,bầu,cử,nghị,viện,do,xử,giống,chúa,phong,kiến,trả,lời,rằng,cắt,giảm,tranh,cãi,leo,các,lượng,với,saakhshvili,đáp,lại,bằng,áp,dụng,lệnh,trừng,phạt,kinh,khu,vực,dỡ,bỏ,thảo,theo,thỏa,thuận,vẫn,điều,hành,đổi,sẽ,chỉ,định,đại,diện,cá,giám,sát,chức,hải,cam,kết,bảo,đảm,người,dân,đi,phiếu,ngày,28,3,hồi,tháng,1,cuộc,đảo,chính,đổ,máu,lật,eduard,shevardnadze,tân,chấm,dứt,tham,nhũng,nhất,đất,xích,gần,tốt,nghiệp,trường,harvard,37,gela,bezhuashvili,làm,bộ,trưởng,phòng,rồi,cũng,miêu,tả,nội,mình,đội,ngũ,đoàn,những,chuyên,cùng,suy,trong,đó,thắt,chặt,họ,hàng,thân,trí,chủ,chốt,tướng,an,ninh,đứng,đầu,tòa,án,tối,cao,nổi,vì,hay,ra,kỳ,lạ,lần,khẳng,giả,trang,khách,du,lịch,tìm,ám,tia,chết,phóng,bóng,đèn,flash,máy,chụp,chuyến,tới,matxcơva,hỏi,quy,mô,nếu,bạn,nên,đề,xóm,láng,giềng,khóa,vòi,viên,bối,rối,hiểu,gì,tư,pháp,dưới,cho,đến,năm,2001,để,phản,thích,thẳng,vấn,thường,xuyên,cung,cấp,giới,báo,chí,thông,tin,sách,trái,cấm,ngôn,cai,quản,hôn,nhạc,công,con,đã,lớn,diana,georgy,vợ,hà,lan,trai,còn,nguồn,thu,yếu,hóa,quá,cảnh,qua,thổ,chuyển,khoảng,200,000,thùng,hoạt,động,nộp,thuế,bbc,biểu,tình,rời,gruzia06,05,2004,gruzia05,lỗi,nga,khủng,hoảng,adzharia04,hậu,thư,adzharia03,căng,hạ,nhiệt19,03,tàu,nối,lại19,đánh,giá,việc,giải,xung,đột18,nhượng,chấp,nhận,thoại,adzharia17,quân,adzharia16,bị,phớt,lờ16
0,0.021893090593744086,0.018691431338186244,0.027366363242180107,0.03738286267637249,0.03283963589061613,0.026436317379500446,0.03283963589061613,0.01686390156951567,0.014225695491384334,0.010946545296872043,0.027366363242180107,0.018691431338186244,0.013218158689750223,0.013218158689750223,0.021893090593744086,0.027366363242180107,0.027366363242180107,0.021893090593744086,0.0077448860413142015,0.021893090593744086,0.027366363242180107,0.027366363242180107,0.027366363242180107,0.027366363242180107,0.027366363242180107,0.018691431338186244,0.021893090593744086,0.018691431338186244,0.018691431338186244,0.027366363242180107,0.021893090593744086,0.027366363242180107,0.027366363242180107,0.027366363242180107,0.016419817945308064,0.016419817945308064,0.014657817708797947,0.013218158689750223,0.021893090593744086,0.009184545060361928,0.008431950784757836,0.021893090593744086,0.021893090593744086,0.021893090593744086,0.021893090593744086,0.027366363242180107,0.027366363242180107,0.027366363242180107,0.012000944332829984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,0.014053251307929726,,0.018244242161453407,,,,,,,,,0.012908143402190337,,,,,,,,,0.03115238556364374,0.03115238556364374,,,,,,,,0.024429696181329917,,,,,,,,,,,,,0.04561060540363352,0.03115238556364374,0.04561060540363352,0.03115238556364374,0.04561060540363352,0.036488484322906814,0.018244242161453407,0.027366363242180107,0.04000314777609995,0.01669416572365397,0.03115238556364374,0.027366363242180107,0.04561060540363352,0.04561060540363352,0.03115238556364374,0.04561060540363352,0.04561060540363352,0.036488484322906814,0.036488484322906814,0.036488484322906814,0.04561060540363352,0.036488484322906814,0.036488484322906814,0.036488484322906814,0.03115238556364374,0.024429696181329917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,0.019323220548403373,0.016300276083877883,,,,,,,,,,,,,,,,,,,0.04283453015001014,0.04283453015001014,,,,,,0.03762874945799764,0.03762874945799764,,0.030291613664010928,0.050171665943996864,,0.019323220548403373,,,,,,,,,,,,,,,0.025085832971998432,,,,,0.03762874945799764,,,,,,,,,,,,,,,0.04283453015001014,0.03359083224932863,0.06271458242999609,0.06271458242999609,0.06271458242999609,0.06271458242999609,0.03762874945799764,0.050171665943996864,0.050171665943996864,0.050171665943996864,0.03762874945799764,0.06271458242999609,0.050171665943996864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,0.018814374728998825,,,,,,,,,0.013311522883508784,,,,,,,,,,,,,,,,,,,,,0.015785936822497064,,,,,0.03762874945799765,,,,0.020626623072051535,,0.03212589761250761,,,,,,,0.04125324614410307,0.017215858402518158,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028221562093498236,,,0.028221562093498236,0.028221562093498236,0.047035936822497064,0.03762874945799765,0.03762874945799765,0.047035936822497064,0.047035936822497064,0.022718710248008197,0.03762874945799765,0.03762874945799765,0.047035936822497064,0.03762874945799765,0.03762874945799765,0.047035936822497064,0.047035936822497064,0.03762874945799765,0.03762874945799765,0.047035936822497064,0.03762874945799765,0.047035936822497064,0.03212589761250761,0.03212589761250761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,0.024407837486268746,0.01964861426854763,0.024407837486268746,,0.021146304108814552,0.0162718916575125,,,0.01964861426854763,,0.032543783315025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017839241575828356,,0.02778456009730388,,,,0.02778456009730388,,,,,,,,,,,,,,,,,,0.024407837486268746,,,,,,0.032543783315025,,,,,,,,0.01964861426854763,,,,,,,,,,,,,,,0.04067972914378125,0.024407837486268746,0.024407837486268746,0.032543783315025,0.02778456009730388,0.04067972914378125,0.04067972914378125,0.04067972914378125,0.04067972914378125,0.04067972914378125,0.04067972914378125,0.04067972914378125,0.04067972914378125,0.04067972914378125,0.032543783315025,0.02778456009730388,0.04067972914378125,0.04067972914378125,0.032543783315025,0.04067972914378125,0.02778456009730388,0.04067972914378125,0.02778456009730388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,0.04215975392378918,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08209908972654033,0.08209908972654033,,,,,,,,,,,,,0.06000472166414992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10946545296872044,0.13683181621090054,0.09345715669093123,0.06000472166414992,0.10946545296872044,0.09345715669093123,0.10946545296872044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.05473272648436022,,,,,0.03304539672437556,,,0.01778211936423042,,,0.046728578345465614,,,,,,,0.019362215103285504,,,,,,,,,,,,,,,,,,,0.03304539672437556,,,0.02107987696189459,,,,,,,,,,,,,,,,,,0.025041248585480957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06841590810545027,0.05473272648436022,0.05473272648436022,0.06841590810545027,0.05473272648436022,0.046728578345465614,0.046728578345465614,0.046728578345465614,0.046728578345465614,0.06841590810545027,0.06841590810545027,0.06841590810545027,0.06841590810545027,0.06841590810545027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,0.05192848056687588,0.05192848056687588,,,,,0.030426338019448648,,,,,,,,,,,,,,,,,,,,,0.036082141308564714,0.033125520940120064,,,,,,,,,,,,,,,0.08600857018970891,0.06450642764228168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0734306231143031,,,,,,,,,,,,,,,,,,,,,,,,0.10751071273713614,0.10751071273713614,0.08600857018970891,0.08600857018970891,0.10751071273713614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,0.02898483082260506,,,,,,,,,,,0.02662304576701757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752574989159953,,0.05644312418699647,,,,,,,,,,,,0.0752574989159953,,,,,,,,0.05038624837399295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04125324614410307,,0.06425179522501522,,,,0.0752574989159953,,,,,,,,,,,,,,,,,0.0752574989159953,0.09407187364499413,0.09407187364499413,0.03157187364499413,0.09407187364499413,0.05644312418699647,0.09407187364499413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057112706866680185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05017166594399686,0.05017166594399686,,,,,,,,,,,,,,,,,,,,,,,0.05017166594399686,,,,,,,,,,,,,0.057112706866680185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028063887684439223,,,,0.06689555459199582,0.05017166594399686,0.057112706866680185,0.06689555459199582,0.08361944323999478,0.06689555459199582,0.08361944323999478,0.08361944323999478,0.06689555459199582,0.08361944323999478,0.08361944323999478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
