,tàu,điện,ngầm,trong,đời,sống,matxcơva,vụ,nổ,bom,trên,toa,hôm,thứ,sáu,xảy,ra,ở,khu,vực,trung,tâm,thủ,đô,nơi,na,metro,đi,là,một,từ,rất,thông,dụng,đối,với,đa,số,người,dân,có,mạng,lưới,nhộn,nhịp,nhất,thế,giới,khoảng,9,triệu,hành,khách,mỗi,ngày,so,8,tokyo,và,3,london,nhờ,ưu,điểm,giá,vé,rẻ,đến,đúng,giờ,các,tuyến,đường,tỏa,rộng,nên,mặc,dù,xe,riêng,nga,đã,tăng,vọt,thập,kỷ,qua,hệ,thống,lúc,nào,cũng,tấp,nập,của,hơn,300,km,ray,12,163,nhà,ga,được,coi,thu,hút,du,lịch,vẻ,đẹp,tính,sử,chúng,xem,10,nét,chỉ,vài,năm,sau,khi,bắt,đầu,vào,hoạt,động,1935,những,nằm,vị,trí,sâu,để,tránh,đức,thời,kỳ,chiến,ii,zamoskvoretskaya,nối,liền,hai,sân,bay,chính,thành,phố,sheremetyevo,phía,bắc,domodedovo,nam,này,phục,quảng,trường,đỏ,hát,lớn,cách,trạm,dừng,gặp,nạn,đó,đang,về,paveletskaya,dành,cho,buôn,bán,cùng,tên,avtozavodskaya,đặt,theo,máy,sản,xuất,ôtô,gần,hay,liên,tấn,công,khủng,bố,sự,sụp,đổ,xô,vì,trở,cuộc,xung,đột,sắc,tộc,tranh,chechnya,đẫm,máu,tuy,nhiên,đánh,tiên,lại,dưới,ông,brezhnev,1,1977,nhân,vật,ly,khai,armenia,gài,làm,7,thiệt,37,khác,bị,thương,trước,thảm,kịch,còn,4,nhằm,nhưng,đều,không,kết,luận,nhóm,phạm,tháng,6,1996,quả,serpukhovskaya,1998,tại,tretyakovskaya,khiến,13,118,hầm,bộ,tverskaya,hồi,2000,2,2001,20,belorusskaya,điều,gây,ấn,tượng,ai,lần,an,ninh,đây,dõi,cầu,thang,cuốn,cảnh,sát,sẵn,sàng,kiểm,tra,chứng,minh,thư,mang,lý,cồng,kềnh,lên,bất,cao,sáng,mùa,đông,nhiều,áo,khoác,dày,kẻ,lẽ,dễ,dàng,trà,trộn,dòng,phó,chủ,tịch,duma,đề,nghị,hoãn,bầu,cử,tổng,thống09,02,2004,tang,ngầm09,lời,kể,chứng07,bên,nước,nga07,mỹ,chia,buồn,bom07,39,chết06
0,0.01442271517837796,0.025768159849636006,0.025768159849636006,0.008348080310241897,0.028416746687840642,0.028416746687840642,0.016696160620483794,0.00619452446561842,0.008348080310241897,0.008348080310241897,0.012884079924818003,0.01781405213851481,0.01781405213851481,0.01781405213851481,0.01781405213851481,0.01781405213851481,0.01503763576944148,0.00721135758918898,0.01781405213851481,0.02172719122864106,0.02172719122864106,0.02172719122864106,0.02172719122864106,0.028416746687840642,0.028416746687840642,0.028416746687840642,0.019273580486158765,0.01112449667931523,0.012884079924818003,0.00619452446561842,0.01503763576944148,0.028416746687840642,0.028416746687840642,0.01781405213851481,0.028416746687840642,0.012884079924818003,0.028416746687840642,0.02172719122864106,0.00619452446561842,0.02172719122864106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,0.013416557641460191,,,,,,,,,,,0.023179363679536005,,,,,,,,,0.015487698604949005,,,,,,,,,0.02070655702202893,,,,,0.024167628915173805,0.024167628915173805,0.045669771462601025,0.045669771462601025,0.045669771462601025,0.024167628915173805,0.03491870018888742,0.03491870018888742,0.045669771462601025,0.045669771462601025,0.1370093143878031,0.024167628915173805,0.024167628915173805,0.045669771462601025,0.03491870018888742,0.045669771462601025,0.028629726651184517,0.045669771462601025,0.009955485748315318,0.03491870018888742,0.045669771462601025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.015452909119690671,0.013804371348019288,0.013804371348019288,0.008944371760973461,,,,,,,,,,,,,,0.007726454559845336,,,,,,,,,,0.011919103584980602,,,,,,,,,,0.023279133459258278,,,,,,,,,,,,,,,,,,,,,0.006636990498876879,,,0.023279133459258278,0.030446514308400684,0.01611175261011587,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.023279133459258278,0.030446514308400684,0.023279133459258278,0.010325132403299337,0.013804371348019288,0.01908648443412301,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.023279133459258278,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.01908648443412301,0.01908648443412301,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.01908648443412301,0.011919103584980602,0.013804371348019288,0.01908648443412301,0.01908648443412301,0.030446514308400684,0.023279133459258278,0.023279133459258278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.020870200775604742,,,,,,,,,,,,,,,,,,,,0.024091975607698452,,,,,,,,,,,,,,0.0375940894236037,,,,,,,,,,,,,,,,,,0.01548631116404605,,,,,,,,,,,,,0.032210199812045,0.08907026069257405,,,,,,,,,,,,,,,0.027811241698288074,0.032210199812045,,,,,,0.027811241698288074,0.0710418667196016,0.0710418667196016,0.0710418667196016,0.0710418667196016,0.05431797807160265,0.0710418667196016,0.024091975607698452,0.020870200775604742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.010468099726242068,0.01870269666505839,0.01870269666505839,,,,0.012118181095512432,,,,,,,,,,,,,,,,,,,,,,0.01870269666505839,0.008992051643639642,,,,,,,,,,,,,,,,,,,,,,,0.02182882611693118,,,,,,0.008992051643639642,,,0.03153947113834993,,0.02182882611693118,,,,,,,0.013988889062534586,,,,,,,,,,,,,,,,,,,,,,,,0.032296925843173244,,,,,,,0.013988889062534586,0.012118181095512432,0.02585910794300537,0.041250116159768674,0.041250116159768674,0.041250116159768674,0.041250116159768674,0.08250023231953735,0.041250116159768674,0.08250023231953735,0.041250116159768674,0.02585910794300537,0.041250116159768674,0.041250116159768674,0.041250116159768674,0.041250116159768674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0070545889459457415,0.01260399123080022,0.01260399123080022,0.008166600303497508,,,,,,0.008166600303497508,0.01260399123080022,,,,,,,0.0070545889459457415,,,,,,,,,,0.01088265979498229,,,,,,0.01742679013550362,,,,,0.006059860890278889,0.02125486098454017,,,,,,0.014710730644018838,0.04250972196908034,0.02125486098454017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01742679013550362,,,,,,0.01088265979498229,0.01260399123080022,,,,,,,,,,,,,0.009427294803012439,0.008166600303497508,0.01742679013550362,,,,,,,,,0.01742679013550362,,,,,0.02125486098454017,0.02125486098454017,0.055597982650122994,0.027798991325061497,0.01742679013550362,0.02125486098454017,0.014710730644018838,0.014710730644018838,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.01742679013550362,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.02125486098454017,0.027798991325061497,0.027798991325061497,0.01742679013550362,0.02125486098454017,0.01742679013550362,0.027798991325061497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.010153070647591498,,,,0.007533881106833214,0.010153070647591498,,0.015669826935589465,,0.02166573908738288,0.02166573908738288,0.02166573908738288,0.02166573908738288,0.018289016476347748,0.017541140081811034,,,,,,,,,0.011720420565907356,,,0.007533881106833214,,,,,,0.015669826935589465,,,,,,,,,,0.018289016476347748,,,,,,,,,,,,,0.007533881106833214,,,,,,,,,,,,,0.03133965387117893,,,,,,,,,,,,,,,,,,,,,0.026424962305103994,0.026424962305103994,0.013529793258626632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02166573908738288,,,,,,,,,,,,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.05284992461020799,0.034560908133860244,0.034560908133860244,0.034560908133860244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,0.015652650581703557,0.011614733373034538,,,,,,,,,,,,,0.040738483553701986,0.040738483553701986,,,,,,0.020858431273716053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011614733373034538,,,,,,,,,,,,0.01806898170577384,0.024157649859033754,,,,,,,,,,,,,,,0.03340134775971527,,,,,,,,,,,,,,,0.03613796341154768,0.015652650581703557,,,,,,,,,,,,,,,0.040738483553701986,0.040738483553701986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040738483553701986,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.009833669439803155,,,,,,,,,,,0.024291889279792925,,,,,,,0.024291889279792925,,,,,,,,,0.015169768199066222,,0.008447078816752392,0.020505866958329292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024291889279792925,,,,,,,,,,,,0.026282155208398314,0.011383745877602587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029627988039055992,,,,,,,,,,,,,,0.038750109119782696,0.029627988039055992,0.04858377855958585,0.038750109119782696,0.029627988039055992,0.038750109119782696,0.029627988039055992,0.024291889279792925,0.038750109119782696,0.038750109119782696,0.038750109119782696,0.07750021823956539,0.038750109119782696,0.038750109119782696,0.029627988039055992,0.038750109119782696,0.038750109119782696,0.038750109119782696,0.038750109119782696,0.038750109119782696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,0.008166600303497508,,,,0.006059860890278889,0.008166600303497508,,,,,,,,0.014710730644018838,0.0070545889459457415,,,,,,,,,,0.01088265979498229,0.01260399123080022,,0.014710730644018838,,,,,0.01260399123080022,,,0.006059860890278889,,,,,,,0.014710730644018838,,,,,,,,,,,,,,,,,,0.014710730644018838,,,,,,,0.018854589606024878,,,,,,,,,,0.03485358027100724,,,,,,,0.01088265979498229,,,,,,,0.01088265979498229,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02125486098454017,0.014710730644018838,,,,,,,,,,,,,0.01742679013550362,,0.01742679013550362,,,,,,,,,,,,,,,,0.02125486098454017,,,,,,,,,,,,0.01742679013550362,,,,,,,,,,,,,,,,,,0.027798991325061497,0.055597982650122994,0.027798991325061497,0.027798991325061497,0.02125486098454017,0.02125486098454017,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.02125486098454017,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
