,hỏi,đáp,về,vấn,đề,hạt,nhân,bắc,triều,tiên,ngày,25,2,tới,6,đại,diện,của,nga,mỹ,trung,quốc,nhật,bản,hàn,và,chdcnd,sẽ,ngồi,lại,để,tiếp,tục,thảo,luận,chương,trình,bình,nhưỡng,bbc,đã,đăng,các,câu,trả,lời,liên,quan,này,nhằm,giúp,độc,giả,có,cái,nhìn,rõ,hơn,chúng,ta,biết,gì,vũ,khí,chính,quyền,kim,châng,in,từng,tuyên,bố,đang,nắm,trong,tay,gấp,rút,tăng,cường,mở,rộng,kho,lớn,nhất,đối,với,phần,còn,thế,giới,là,rất,khó,thẩm,tra,điều,chuyên,gia,nghi,ngờ,theo,đuổi,một,cho,tận,năm,1994,khi,họ,ký,vào,thoả,hiệp,lịch,sử,đó,đóng,băng,tất,cả,hoạt,động,tuy,tháng,12,2002,tái,khởi,lò,phản,ứng,ở,yongbyon,ép,buộc,thanh,sát,viên,hợp,phải,rời,nước,chưa,chuyến,thăm,không,thức,phái,đoàn,thể,cung,cấp,số,thông,tin,nào,tại,hay,nếu,hiệu,quả,tối,đa,nhà,phân,tích,lo,ngại,rằng,sản,xuất,đủ,plutonium,cia,dự,đoán,làm,giàu,uranium,riêng,biệt,nhiều,bom,mỗi,bao,nhiêu,nói,xác,cơ,năng,lượng,nguyên,tử,tế,iaea,toàn,sở,ra,chiết,loại,nhỏ,chức,hoặc,hai,khoảng,8,nghìn,nhiên,liệu,qua,dụng,bị,tống,được,dùng,nữa,kết,thúc,quá,chế,những,tình,báo,tỏ,trên,cuộc,khủng,hoảng,thực,sự,bán,đảo,hệ,giữa,washington,xấu,đi,nhanh,chóng,kể,từ,tổng,thống,bush,đưa,trục,ma,quỷ,1,căng,thẳng,bắt,đầu,lên,hồi,10,sau,loạt,gặp,tội,bí,mật,phát,triển,chỉ,việc,mà,muốn,ngăn,chặn,khẩu,tên,lửa,công,nghệ,sang,ương,ngạnh,đàm,phán,mang,tính,đồng,thời,khỏi,ước,phổ,biến,ngoài,tiếng,đe,doạ,nguy,chiến,thường,thì,định,nằm,thái,chủ,tịch,hành,gây,tranh,cãi,người,như,phao,bất,tương,xâm,tìm,kiếm,viện,trợ,ngoại,giao,gỡ,rối,nhưng,chắc,chắn,dễ,dàng,trừ,đều,hiểm,cần,cà,rốt,thuyết,phục,bỏ,mọi,lý,do,lắng,bởi,vì,phá,vỡ,thuận,khung,dù,hiện,nay,nền,kinh,tụt,hậu,mối,tâm,ông,sao,cách,vị,cùng,vật,quân,ảnh,hưởng,nên,dĩ,huỷ,diệt,hàng,rơi,độ,thảm,hoạ,thứ,ba,khác,iraq,mắt,trường,hoàn,nhau,cô,lập,nổi,cộm,minh,trọng,khu,vực,đông,á,sách,vâng,lẽ,điểm,ngay,thấy,manh,nha,khả,dường,muộn,hạn,bên17,02,2004,cảnh,đi01,03,đột,hội,bên28,bên,trí,lại28,vẫn,trái,ngược,nhân28
0,0.027798991325061497,0.03434312166558283,0.03485358027100724,0.014710730644018838,0.014710730644018838,0.016333200606995016,0.015188464140805923,0.01260399123080022,0.010320039817156691,0.010320039817156691,0.027798991325061497,0.03434312166558283,0.023970920476024952,0.023970920476024952,0.027798991325061497,0.03434312166558283,0.027798991325061497,0.02340830049819935,0.027798991325061497,0.01260399123080022,0.03434312166558283,0.027197438572934142,0.027798991325061497,0.027798991325061497,0.023970920476024952,0.011704150249099675,0.010126961832825507,0.027798991325061497,0.03434312166558283,0.027798991325061497,0.014710730644018838,0.027798991325061497,0.023970920476024952,0.027798991325061497,0.027798991325061497,0.015971425143533766,0.014710730644018838,0.014710730644018838,0.014710730644018838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0532814000397012,,,0.02819556706770277,0.02819556706770277,,,,,,,,,0.04594426424571449,,,,,,,,,,,,0.02243295464410771,,,,,,,,,,,,,,0.06582431652570042,0.02819556706770277,0.06582431652570042,0.019410010179582222,0.06582431652570042,0.06582431652570042,0.0532814000397012,0.04594426424571449,0.024157649859033754,0.02819556706770277,0.06582431652570042,0.06582431652570042,0.06582431652570042,0.06582431652570042,0.015652650581703557,0.04594426424571449,0.06582431652570042,0.0532814000397012,0.04594426424571449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.01908648443412301,,,0.017888743521946922,0.01663498453516839,0.013804371348019288,0.005651450376061998,0.005651450376061998,,,,,,,,0.012818831225204406,,,,,,,,0.012818831225204406,,,,,,,,,,0.017492513252441746,0.01611175261011587,,,,,,,,,,,,,,,,,,,,,,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.02625386528326542,0.03845649367561322,0.03845649367561322,0.014893835408987742,0.020971752197161696,0.023279133459258278,0.023279133459258278,0.023279133459258278,0.0376138951575431,0.030446514308400684,0.030446514308400684,0.06089302861680137,0.0376138951575431,0.013804371348019288,0.02625386528326542,0.0376138951575431,0.030446514308400684,0.02625386528326542,0.030446514308400684,0.0376138951575431,0.0376138951575431,0.02625386528326542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,0.03561545313815087,0.03561545313815087,,,,,,,,,,,,,0.028336363760978162,,,,,,,,,,,,0.06730282110278046,,,,,,,,,,,,,,,,,,,0.03561545313815087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05145913712046567,0.04635861012004165,0.06730282110278046,0.05145913712046567,0.05803486009984988,0.05145913712046567,0.06730282110278046,0.08314650508509526,0.022823976891503797,0.05145913712046567,0.05145913712046567,0.08314650508509526,0.08314650508509526,0.05145913712046567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.016696160620483794,0.015525985566157167,0.012884079924818003,0.005274687017657865,0.005274687017657865,,,,0.024503607597714396,,,,,,,,,,,,,,,,,,,,,,0.016326345702278963,0.01503763576944148,,,,0.01503763576944148,,0.020704010858221038,,,,,,,,,,,,,,,,,,,,0.011964242476857448,0.011964242476857448,,,,,,,,,,,,,,,,,,,,0.02172719122864106,,,,0.024503607597714396,,,,,,,,,,0.024503607597714396,0.01781405213851481,0.028416746687840642,0.028416746687840642,0.056833493375681284,0.024503607597714396,0.019273580486158765,0.01503763576944148,0.035106302147040226,0.024503607597714396,0.024503607597714396,0.019573635384017588,0.028416746687840642,0.035106302147040226,0.02172719122864106,0.028416746687840642,0.024503607597714396,0.035106302147040226,0.024503607597714396,0.01781405213851481,0.035106302147040226,0.035106302147040226,0.035106302147040226,0.035106302147040226,0.024503607597714396,0.013900913048388561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.011739487936277668,0.010916708601204257,,0.007417528618581372,0.007417528618581372,,,0.03445819818428587,,,,,,,,,0.019548158974296414,,,,0.016824715983080784,0.014557507634686667,,,,,,,,,,,,,,,,,,,,0.03445819818428587,,0.02114667530077708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0399610500297759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019548158974296414,0.049368237394275316,0.03055386266527649,0.049368237394275316,0.03445819818428587,0.03055386266527649,0.03445819818428587,0.03445819818428587,0.03445819818428587,0.03445819818428587,0.0399610500297759,0.0399610500297759,0.049368237394275316,0.0399610500297759,0.02752542475877473,0.03445819818428587,0.0399610500297759,0.03445819818428587,0.025051010819786453,0.049368237394275316,0.02295892364382979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.026721078207772215,,,,,,,,,,,,,,,0.01794636371528617,,0.019326119887227003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012522120465362845,,,0.042625120031760964,,,,,,,,0.02085136957258284,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014455185364619072,,,,,,,,,,,,0.028910370729238143,,,,,,,,,,,,,0.026721078207772215,,,,,0.03675541139657159,0.02085136957258284,,,,,,,,,,,0.042625120031760964,,,,,,,,,,0.042625120031760964,0.042625120031760964,0.052659453220560336,0.045112907308324436,0.052659453220560336,0.052659453220560336,0.052659453220560336,0.02085136957258284,0.042625120031760964,0.042625120031760964,0.03259078684296159,0.052659453220560336,0.03675541139657159,0.042625120031760964,0.042625120031760964,0.042625120031760964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.010435100387802371,0.009703740978848229,,,,,,,,,,,,,,,,,,,,,,,,0.01879704471180185,,,,,,,0.01879704471180185,0.01879704471180185,,,,,,,,,,0.01879704471180185,,,,,0.010435100387802371,,,,,,,,,0.014955303096071806,0.014955303096071806,,,,,,,,,,,,,,,0.030629509497142993,0.0355209333598008,,,0.030629509497142993,,,,0.027158989035801325,,,,,,,,,,,,,,,,,0.012045987803849226,,,,,,,,,,,,,,,,,,0.030629509497142993,0.0173761413104857,,,,,,,0.030629509497142993,0.030629509497142993,0.030629509497142993,,,,,,,,,,,,,,,,,,,0.0173761413104857,,,0.027158989035801325,,,,,,0.0355209333598008,0.04388287768380028,0.027158989035801325,0.0355209333598008,0.0355209333598008,0.0355209333598008,0.04388287768380028,0.04388287768380028,0.027158989035801325,0.0355209333598008,0.02446704423002198,0.030629509497142993,0.02446704423002198,0.027158989035801325,0.030629509497142993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.01295391772278915,0.012046023284087456,,0.00818485916533117,0.00818485916533117,,,0.038022839375763715,,,,,0.018565203843399485,,0.01999253781437276,,,,,,,0.016063456700343908,,,,,,,,,0.025333984710432873,0.023334262400857467,,,,,,,,,,,,,,,,,0.01295391772278915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014953640032364558,,,0.038022839375763715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02157038231646501,,,,,,,,0.0440949517569941,,,0.03371460707892578,,,,,,,,,0.038022839375763715,0.03037288249244108,,,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.0440949517569941,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.0440949517569941,0.03371460707892578,0.038022839375763715,0.054475296435062416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.015985685700463208,0.014865305329299413,0.012335821204612981,0.010100464501898039,0.010100464501898039,,,,,,,0.027207523424528274,0.011455125775714576,,,,0.013309384833563516,,,,,0.009911494559786667,,,,,,,,,,,,,,0.014397736374997161,,0.009911494559786667,,,,,0.012335821204612981,0.014397736374997161,,,,,0.023978528550694808,,,,,,,,,0.011455125775714576,0.011455125775714576,0.013309384833563516,,,,,,,,,,0.012335821204612981,0.023460900891428674,,,,,,,,,,,,,,,,,,0.020802629899762715,,,0.020802629899762715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01874071472937854,0.023460900891428674,,,,,,0.027207523424528274,0.027207523424528274,,,,,,0.013309384833563516,,,,,,,,,0.027207523424528274,,,,,,,,,,,,,,,,,,,,,,,,,,0.03361241694929383,0.03361241694929383,0.03361241694929383,0.027207523424528274,0.04160525979952543,0.027207523424528274,0.03361241694929383,0.03361241694929383,0.03361241694929383,0.027207523424528274,0.027207523424528274,0.027207523424528274,0.03361241694929383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
