,điện,thoại,di,động,giúp,lần,ra,khủng,bố,thế,nào,1,cuộc,điều,tra,mang,mật,danh,mont,blanc,bắt,đầu,vào,tháng,4,2002,khi,nhà,chức,trách,nghe,chặn,một,kéo,dài,không,đến,phút,và,hề,có,từ,ngữ,được,phát,nghi,ngờ,đây,là,dấu,hiệu,giữa,những,tên,các,nhân,viên,đã,theo,hiện,vết,phạm,này,khác,cuối,cùng,họ,nắm,3,nhánh,trên,châu,lục,cái,kết,nối,nhóm,đó,con,chip,máy,tính,nhỏ,hơn,móng,tay,quan,tình,báo,chống,mỹ,âu,giữ,hàng,chục,thành,al,qaeda,phá,vỡ,ít,nhất,âm,mưu,tấn,công,ở,ảrập,xêút,indonesia,truy,lùng,trong,kẻ,bị,gắt,gao,giới,khalid,sheikh,mohammed,người,cáo,buộc,chủ,vụ,11,9,cũng,thu,hẹp,quả,làmỹ,pakistan,hồi,năm,ngoái,2,đi,lại,của,thủ,lĩnh,sau,xác,định,rằng,ưa,dùng,nhãn,với,sử,dụng,thể,trả,tiền,trước,cho,gọi,khắp,do,hãng,swisscom,thuỵ,sĩ,sản,xuất,rất,thông,vì,chúng,mua,mà,phải,để,lộ,cứ,nghĩ,đảm,bảo,vô,nhưng,thực,tế,vậy,biết,dù,tin,cá,vẫn,giám,sát,cụ,tôi,vị,cao,cấp,nhận,thức,về,làm,an,ninh,nữa,giờ,thì,hiểu,qua,chiến,dịch,kể,2001,hình,mẫu,sự,hợp,tác,cơ,nhiều,nước,nhau,dưới,lãnh,đạo,10,đức,anh,italy,tham,gia,đóng,vai,trò,trọng,đấu,lá,đơn,yêu,cầu,thêm,quyền,tổng,chưởng,lý,john,ashcroft,chỉ,tầm,việc,cầm,lo,ngại,dễ,tổn,thương,phương,tiện,liên,hệ,thay,email,internet,thư,chuyển,bằng,hiếm,nếu,ngắn,mã,ném,bom,tora,bora,afghanistan,12,thấy,osama,bin,laden,nói,chuyện,cộng,vệ,tinh,lạc,điệp,viết,đưa,cẩn,dõi,abu,musab,zarqawi,lệnh,mục,tiêu,thái,tỏ,thận,bạn,đánh,mình,sẽ,học,đại,tá,nick,pratt,chuyên,đồng,thời,giáo,sư,trung,tâm,marshall,nghiên,cứu,trụ,sở,garmisch,partenkirchen,minh,nguyễn,hạnh,nyt
0,0.017040044811416515,0.017040044811416515,0.0249632144405721,0.0249632144405721,0.026377165262851113,0.0156260939891375,0.02779111608513013,0.01556173462719419,0.01556173462719419,0.017857142857142856,0.05275433052570223,0.026377165262851113,0.01556173462719419,0.01248160722028605,0.01248160722028605,0.026377165262851113,0.02100162962599431,0.017857142857142856,0.026377165262851113,0.026377165262851113,0.017857142857142856,0.02100162962599431,0.02100162962599431,0.017857142857142856,0.026377165262851113,0.02100162962599431,0.0156260939891375,0.013895558042565065,0.0093371204514346,0.0156260939891375,0.02100162962599431,0.026377165262851113,0.020501116704561385,0.026377165262851113,0.026377165262851113,0.0249632144405721,0.017857142857142856,0.026377165262851113,0.007780867313597095,0.026377165262851113,0.0093371204514346,0.0156260939891375,0.026377165262851113,0.013895558042565065,0.02100162962599431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.027345664480990628,,0.013616517798794917,0.013616517798794917,,,,,0.02184281263550059,0.02184281263550059,,,,,,,,,,,,,,,,,,,,,,0.03125,,0.013616517798794917,,,,,,0.03675285184549004,0.08203699344297188,0.04616003920998945,0.03675285184549004,0.024317226574488864,0.0923200784199789,0.03125,0.03125,0.01633996079001055,0.03675285184549004,0.0226986189008016,0.03675285184549004,0.03125,0.017938477116491214,0.024317226574488864,0.04616003920998945,0.04616003920998945,0.054691328961981256,0.024317226574488864,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,0.03112346925438838,0.03112346925438838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05558223217026026,,,,,,,,,,,,,,0.04100223340912277,,,,,,,0.10550866105140445,0.08400651850397724,0.10550866105140445,0.10550866105140445,0.1250087519131,0.08400651850397724,0.10550866105140445,0.05558223217026026,0.10550866105140445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03587695423298243,,,,,,,,,,,,,,,,0.04863445314897773,,,,,,,,,,,,,,,,,,,,0.054691328961981256,,,,,0.07350570369098008,0.07350570369098008,0.0923200784199789,0.0923200784199789,0.03587695423298243,0.0625,0.054691328961981256,0.0923200784199789,0.054691328961981256,0.0923200784199789,0.0625,0.0923200784199789,0.054691328961981256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,0.010374489751462794,0.010374489751462794,,,,0.010374489751462794,0.0166421429603814,0.0166421429603814,,,,,,0.023809523809523808,,,,,,,,0.012449493935246133,,,,,,,,,,0.03112346925438838,,,,,,,0.020834791985516667,,,,,,,,,0.008647092914591085,,0.023809523809523808,0.013667411136374258,0.018527410723420085,,,0.020834791985516667,,,,,,,0.020834791985516667,,,0.018527410723420085,,,,,,,,,,,,,,,0.013667411136374258,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.020834791985516667,0.028002172834659077,0.028002172834659077,0.028002172834659077,0.023809523809523808,0.018527410723420085,0.018527410723420085,0.028002172834659077,0.028002172834659077,0.03516955368380148,0.020834791985516667,0.03516955368380148,0.028002172834659077,0.028002172834659077,0.020834791985516667,0.018527410723420085,0.028002172834659077,0.028002172834659077,0.03516955368380148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,0.03225806451612903,,,0.014055760308433463,,,,,,,,,,,,,,,,,,,,0.01851713766863609,,,,,,,,,,,0.025101653238182052,,,,,,,,,0.01686705629936573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02822778269005484,,0.03793842771147359,,,,,,,0.09529814546578466,0.09529814546578466,0.020387845635658243,0.03793842771147359,0.09529814546578466,0.04764907273289233,0.04764907273289233,0.03793842771147359,0.04764907273289233,0.04764907273289233,0.03793842771147359,0.02822778269005484,0.04764907273289233,0.04764907273289233,0.04764907273289233,0.03793842771147359,0.03793842771147359,0.03793842771147359,0.03793842771147359,0.04764907273289233,0.04764907273289233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06731240487628462,,,,,,0.09046855838889857,,,,,,,,,,,,,,,,,,0.09046855838889857,,,,,,,,,,,,,,0.059857788491049516,,,,,,,,,,,,,,0.09046855838889857,,,,,,,,,,,0.09046855838889857,0.11362471190151249,0.09046855838889857,0.09046855838889857,0.07692307692307693,0.11362471190151249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.020744402379115758,0.020744402379115758,0.01519500009426128,0.01519500009426128,,0.01902307094329783,,,,,,,0.009472360207857333,0.01519500009426128,0.01519500009426128,,,,,,,,,,,,0.01902307094329783,0.01691633153007921,,,,,0.012478940602776496,,,,,,0.009472360207857333,,,,,,,0.01902307094329783,,,,,0.021739130434782608,,0.01136692924522473,,0.023685515374749496,,0.021739130434782608,0.012478940602776496,0.01691633153007921,,,0.01902307094329783,,,,0.02556720128381916,,,,,,,,,,,,,,0.01902307094329783,,,,,,,,,,,,,,0.02556720128381916,0.02556720128381916,0.021739130434782608,0.01691633153007921,0.01691633153007921,,,,,,,,,,,,,,,0.013739635102291425,,,,,,,,,,,,,,,,,,,,,,,0.021739130434782608,,0.03211133162434049,0.02556720128381916,0.03211133162434049,0.01519500009426128,0.03211133162434049,0.03211133162434049,0.021739130434782608,0.03211133162434049,0.02556720128381916,0.02556720128381916,0.03211133162434049,0.01902307094329783,0.03211133162434049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,0.047619047619047616,,,0.020748979502925587,,,,,,,,,,,,,,,,,,,,,,,,,,0.020748979502925587,,0.024898987870492266,,,,,,,,,,,,,,0.01729418582918217,,,,,,,,0.03705482144684017,,,,,,,,,,,,,,,,0.047619047619047616,0.04166958397103333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056004345669318153,,,,0.04166958397103333,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04166958397103333,,0.03705482144684017,0.047619047619047616,0.04166958397103333,0.047619047619047616,0.07033910736760296,0.07033910736760296,0.056004345669318153,0.03705482144684017,0.03705482144684017,0.07033910736760296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,0.016138095168942122,0.016138095168942122,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02588777793837107,,,,,0.019365879454827317,,,,,,,,,,,,0.019365879454827317,0.04355893552058079,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.032409676421914814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028820416680875687,,0.032409676421914814,0.037037037037037035,,,,,,,0.037037037037037035,0.05470819461924675,0.05470819461924675,0.04355893552058079,0.04355893552058079,0.05470819461924675,0.05470819461924675,0.037037037037037035,0.032409676421914814,0.05470819461924675,0.021260417323248845,0.05470819461924675,0.037037037037037035,0.04355893552058079,0.037037037037037035,0.04355893552058079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
