,rắc,rối,của,pháp,trong,vụ,bán,tàu,khu,trục,cho,đài,loan,những,khoản,tiền,hoa,hồng,mờ,ám,liên,quan,đến,thỏa,thuận,mua,6,công,nghệ,cao,năm,1991,đang,đặt,chính,phủ,trước,nguy,cơ,phải,bồi,thường,gần,600,triệu,usd,đây,là,bê,bối,lớn,phức,tạp,còn,nhiều,uẩn,khúc,các,chức,cấp,ở,cả,2,phía,theo,bản,báo,cáo,tố,viên,gửi,bộ,tư,hồi,trung,tuần,tháng,1,và,mới,được,tờ,le,figaro,tiết,lộ,có,khả,năng,dân,chúng,đứng,ra,trả,toàn,số,trái,phép,điều,này,xuất,phát,từ,vai,trò,việc,dàn,xếp,thomson,ty,quốc,doanh,nhưng,nay,đã,nhân,hóa,đổi,tên,thành,thales,trên,giấy,phụ,trách,thực,hiện,hợp,đồng,ban,hành,trình,hải,quân,một,tổ,nhà,nước,đầu,với,chống,tham,nhũng,cấm,bất,kỳ,nào,vì,giải,thích,bên,b,sẽ,giảm,giá,chi,dựa,ước,tính,thể,lên,thẩm,phán,tra,lần,yêu,cầu,bố,tài,liệu,thông,tin,vẫn,bị,giấu,kín,lý,do,bí,mật,phòng,sự,bắt,khi,thình,lình,bỏ,kế,hoạch,hàn,chọn,chiến,đắt,hơn,csf,chỉ,cần,nhỏ,lượng,rẽ,000,tấn,trọng,tới,3,thêm,vào,đó,phí,16,tỷ,francs,25,biến,nó,nhất,lịch,sử,tuy,nhiên,lãnh,đạo,coi,hội,khẩu,vũ,khí,châu,âu,không,trang,nhằm,tránh,làm,tức,giận,nhận,lời,hứa,lửa,máy,bay,tân,tiến,loại,mà,cung,khác,sản,kiện,đánh,dấu,thay,về,sách,paris,hoàn,cảnh,kinh,tế,trì,trệ,như,vậy,đối,lỡ,sau,trở,nên,thi,ngoài,bờ,biển,12,1993,xác,đại,úy,yin,ching,feng,người,sai,xung,quanh,cuộc,cái,chết,ông,hé,hoạt,động,dấy,phẫn,nộ,trần,thủy,phe,lập,gọi,nỗi,hổ,thẹn,gia,cương,lĩnh,cam,kết,sáng,tỏ,giúp,2001,tiên,giành,quyền,đảng,đầy,thế,lực,tiếp,cựu,sĩ,phó,đô,đốc,truy,quy,mô,dầu,elf,acquitaine,roland,dumas,giữ,ngoại,trưởng,thời,điểm,xử,kéo,dài,8,vạch,thập,kỷ,tù,phạt,thủ,hàng,trăm,đôla,án,tội,đút,lót,qua,tình,mình,christine,deviers,joncour,bà,khoảng,60,franc,nhờ,tòa,bác,thụy,andrew,wang,vật,tác,môi,giới,5,phong,tỏa,để,đòi,599,tôn,libération,phá,bức,màn,thu,bằng,chứng,đa,tuổi,vòng,dụng,họ
0,0.028360720685967688,0.028360720685967688,0.013162505851354585,0.0381322709459999,0.008375882796196858,0.010689563103757967,0.01952514189486283,0.019684404334898337,0.021379126207515933,0.021379126207515933,0.017211461587301715,0.014272254865333964,0.014272254865333964,0.015416831716782153,0.012710756981999966,0.010689563103757967,0.017211461587301715,0.017211461587301715,0.028360720685967688,0.028360720685967688,0.012710756981999966,0.012710756981999966,0.012710756981999966,0.013950512345529843,0.013950512345529843,0.017211461587301715,0.01952514189486283,0.009075670960815371,0.0227860911366347,0.017211461587301715,0.017211461587301715,0.0227860911366347,0.0227860911366347,0.028360720685967688,0.012710756981999966,0.017211461587301715,0.017211461587301715,0.028360720685967688,0.01952514189486283,0.017211461587301715,0.0227860911366347,0.028360720685967688,0.028360720685967688,0.0227860911366347,0.015416831716782153,0.017211461587301715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.024051516983455427,,,,,,,,,,,,,,,0.028599203209499924,0.05719840641899985,0.028599203209499924,,,,,,,0.03872578857142886,,,,,,,,,,,,,,,,,0.034687871362759845,0.024051516983455427,0.04393156926344136,0.04393156926344136,0.03872578857142886,0.051268705057428074,0.051268705057428074,0.04393156926344136,0.04393156926344136,0.06381162154342729,0.06381162154342729,0.024051516983455427,0.03872578857142886,0.03872578857142886,0.051268705057428074,0.06381162154342729,0.051268705057428074,0.04393156926344136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.0074039095413869545,0.04289880481424989,,,,,,,,,,,,0.012025758491727713,,,,,0.014299601604749962,0.014299601604749962,0.014299601604749962,0.01569432638872107,0.01569432638872107,,,0.010210129830917292,,,,,,,,,,,,0.01936289428571443,,,,,,,,,,,,,,,,,,,,,,,,,0.01936289428571443,0.025634352528714037,0.025634352528714037,0.025634352528714037,0.02196578463172068,0.02196578463172068,0.031905810771713644,0.051268705057428074,0.025634352528714037,0.031905810771713644,0.025634352528714037,0.031905810771713644,0.02196578463172068,0.031905810771713644,0.012025758491727713,0.031905810771713644,0.012025758491727713,0.02196578463172068,0.031905810771713644,0.031905810771713644,0.031905810771713644,0.025634352528714037,0.011072477438380315,0.031905810771713644,0.031905810771713644,0.025634352528714037,0.025634352528714037,0.025634352528714037,0.02196578463172068,0.02196578463172068,0.051268705057428074,0.017343935681379923,0.02196578463172068,0.025634352528714037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.00960507183747497,,0.012224261378233252,,,,,,0.025119430424710616,,,,,,,,,,,,,0.0203602072069895,0.0203602072069895,,,0.013245573834703516,,,,,,,0.018550834514270222,0.025119430424710616,0.025119430424710616,,,,,,,,,,0.022500240883952333,0.015600983989268387,,,,,,,,,,,,,,,,,,,,,,,,,0.03325537625346686,,,,,,0.015600983989268387,,0.015600983989268387,,,,,,,,,,,,,,,,,,0.016983484595954366,0.0203602072069895,0.028496153035745753,0.028496153035745753,0.028496153035745753,0.03325537625346686,0.03325537625346686,0.025119430424710616,0.04139132208222311,0.04139132208222311,0.025119430424710616,0.028496153035745753,0.015600983989268387,0.04139132208222311,0.025119430424710616,0.03325537625346686,0.015600983989268387,0.025119430424710616,0.04139132208222311,0.03325537625346686,0.028496153035745753,0.025119430424710616,0.03325537625346686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.014807819082773909,,,,,,,,,,,,,,,,,,,,,,,,,0.020420259661834583,,,,,,,,,,,,,,,,,,,,0.024051516983455427,,,,,,,,,,0.024051516983455427,0.03872578857142886,,,,,,,,,,,,,,,,,,,,,,,0.04393156926344136,,,,,,,,,,,,,,,,,0.026182872085429645,,,,,,,,,,,,,,,,,,,,,,,0.06381162154342729,0.06381162154342729,0.06381162154342729,0.06381162154342729,0.051268705057428074,0.04393156926344136,0.028599203209499924,0.028599203209499924,0.051268705057428074,0.06381162154342729,0.06381162154342729,0.04393156926344136,0.03872578857142886,0.018845736291442927,0.06381162154342729,0.04393156926344136,0.04393156926344136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,0.018350041969715097,0.018350041969715097,,0.06536960733599982,,0.04425804408163299,0.04425804408163299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025308519859155006,,,,,,,,,,,,0.029923282383348165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03268480366799991,0.03268480366799991,0.0585928057799178,,,,,0.02153798433307763,,,,0.03964328155743982,0.05020750772964727,0.05020750772964727,0.03964328155743982,0.03964328155743982,0.07292756747820262,0.0585928057799178,0.07292756747820262,0.07292756747820262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.015076589033154343,,,,,,,,,,0.02287936256759994,0.019241213586764342,0.03098063085714309,0.03098063085714309,,,,,,,,,,0.01633620772946767,,,,,,,,,,,,0.03098063085714309,,,,,,,,,,,,,,,,,,0.019241213586764342,,,,,,,0.03098063085714309,,0.04101496404594246,0.04101496404594246,0.03514525541075309,0.03514525541075309,,,,,,,,,,,0.019241213586764342,,,,,,,,,,,,,0.03514525541075309,,0.027750297090207876,,,0.020946297668343716,0.025110922221953717,,,,,,,,,,,,,,,,,,,,0.03098063085714309,,,,,,,,0.02287936256759994,0.02287936256759994,,,,,,,,,,,,,,,,,,,0.027750297090207876,0.05104929723474184,0.05104929723474184,0.05104929723474184,0.05104929723474184,0.04101496404594246,0.05104929723474184,0.05104929723474184,0.04101496404594246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.020905156352151403,,,,,,,,,,,,,0.03395508280017237,,,,,,,0.040375345707529306,,,,,,,,,,,,0.040375345707529306,,,,,,,,,0.07237934831636905,0.04897111251213154,0.054671701512605454,,,,,,,,,,,,0.03395508280017237,,,,,,,0.054671701512605454,,,,,,,,,,,,,,,,,,,,,,0.03126346570836795,,,,,,,,,0.04897111251213154,,,,,,,,,,,,,,,,,,,,,,,,,0.07237934831636905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09008699512013266,0.09008699512013266,0.09008699512013266,0.04897111251213154,0.062021038960152514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,0.016740997000682885,,0.014078936770803178,,,,,,,,,,,,,,,0.016740997000682885,0.016740997000682885,0.016740997000682885,,,,,0.011953322728878783,,,,,,,0.016740997000682885,0.02266875428571446,,,,,,,,,,,,,,,,,,,0.05143208108890696,,,0.028157873541606357,,,,,,,,,,,,,,0.03001094930190912,,,,,,,,,,,,,,,,,,,,,,,0.03001094930190912,,,,0.015326559269519794,0.01837384552825882,,,,,,,,,,,0.014078936770803178,,0.02266875428571446,0.03001094930190912,0.014078936770803178,,,,,,,,,,,,,,,,,,,,,,,,,0.02571604054445348,,,,,,,,,,,,,,,,,,,,,,0.037353144318103784,0.037353144318103784,0.02571604054445348,0.037353144318103784,0.037353144318103784,0.037353144318103784,0.037353144318103784,0.02266875428571446,0.037353144318103784,0.03001094930190912,0.037353144318103784,0.03001094930190912,0.01837384552825882,0.037353144318103784,0.037353144318103784,0.037353144318103784,0.037353144318103784,0.02571604054445348,0.02571604054445348,0.03001094930190912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.01974375877703188,,,,,0.029526606502347508,0.01603434465563695,0.01603434465563695,,0.010704191149000473,0.010704191149000473,,,0.01603434465563695,,,,,,,,,,0.05163438476190515,0.029287712842294242,,,,0.025817192380952574,0.034179136704952054,,,,,,,,,,,,,,,,,,,,,,,0.029287712842294242,,,,,,,,,,,,,,,,,,,,,,,,0.01603434465563695,,,,,,,,,,,,,,,,,,,,,,,,0.029287712842294242,,,0.025817192380952574,,,0.025817192380952574,,0.01603434465563695,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02312524757517323,,,,,,0.034179136704952054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025817192380952574,0.029287712842294242,0.02312524757517323,0.04254108102895153,0.04254108102895153,0.025817192380952574,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.034179136704952054,0.034179136704952054,0.02312524757517323,0.034179136704952054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
