,cuộc,tập,kích,căn,cứ,radar,ai,cập,năm,1969,của,israel,sau,chiến,tranh,6,ngày,1967,trung,đông,luôn,sống,trong,không,khí,căng,thẳng,xung,đột,liên,miên,các,nước,ảrập,ráo,riết,cải,tổ,quân,đội,mua,sắm,thêm,trang,thiết,bị,vũ,để,chuẩn,đối,đầu,với,một,những,đi,tiên,phong,là,họ,đã,tích,cực,xô,nhiều,hệ,thống,hiện,đại,như,phòng,gồm,loại,tên,lửa,sam,cảnh,giới,và,máy,bay,tiêm,đó,bí,mật,p,12,có,thể,tìm,kiếm,mục,tiêu,bán,kính,250,km,4,tần,số,phát,khả,năng,chống,nhiễu,cao,được,vấn,sự,trực,tiếp,tham,gia,lắp,đặt,huấn,luyện,chỉ,huy,chuyển,giao,công,nghệ,đất,thiện,đáng,kể,khắc,tinh,đấu,phương,vài,lần,tóm,cổ,trên,màn,hình,báo,động,cho,diệt,trước,tình,do,thái,phải,giảm,hoạt,biện,pháp,phó,qua,tin,tức,trinh,sát,xâm,phạm,lãnh,thổ,đang,sử,dụng,mới,tính,hơn,hẳn,đây,kế,hoạch,trạm,gấp,rút,soạn,thảo,f,con,ma,mirage,vào,huỷ,nhằm,ở,bờ,biển,ras,ghareb,gần,kênh,đào,suez,tuy,nhiên,phút,cuối,chuyên,bỏ,vì,quanh,này,hầu,bảo,vệ,bởi,lực,lượng,nào,thay,lập,táo,bạo,hủy,sẽ,dùng,đặc,nhiệm,bất,ngờ,thời,điểm,đánh,cướp,bằng,pháo,đài,đưa,về,phẫu,thuật,kỹ,tác,điện,tử,gây,giúp,tránh,nguy,cơ,bắn,rơi,sắp,tới,mỹ,ủng,hộ,sa,lầy,leo,thang,phá,miền,bắc,việt,nam,washington,hy,vọng,việc,ít,hiểu,khi,ta,tài,chuyện,đơn,giản,thăng,tuyến,biên,khu,vực,kỳ,mạo,hiểm,mỏm,núi,hẹp,địa,triển,khai,thuận,lợi,nữa,trọng,nặng,ước,tấn,lỉnh,kỉnh,cả,giàn,ăngten,khá,lớn,xe,chở,thì,tổng,lên,đến,7,sức,nhất,lúc,super,frelon,đoàn,aerospatiale,châu,âu,chế,tạo,nâng,nổi,buồng,điều,khiển,yêu,cầu,ngay,2,hạng,sikorky,ch,53,mệnh,danh,sea,stallion,hải,mã,đực,mà,1964,vận,cứu,nạn,giải,lầu,góc,chấp,nhận,hứa,chia,phần,nếu,thành,chiều,dài,27,mét,76,tầm,xa,1,100,nhờ,thùng,dầu,phụ,liệu,đảm,tuyển,chọn,phi,giỏi,hàng,chục,lính,dù,nhuệ,từng,kinh,dịch,thực,hành,tại,tương,tự,nghiệm,cẩu,phẩm,kiểu,cũ,tăng,syria,rồi,vượt,càng,mang,rooster,gà,trống,khởi,21,giờ,26,nghi,binh,thu,hút,chú,ý,a,rầm,rộ,oanh,tạc,vị,trí,dọc,tây,hồng,đêm,tối,3,thấp,lách,quá,trình,lạc,radio,bật,đèn,hiệu,vụ,hoàn,toàn,giả,đúng,đổ,bộ,xuống,hề,gì,nên,cự,yếu,ớt,chốc,lát,làm,chủ,theo,hiệp,đồng,lượn,vòng,ngoài,lao,nhanh,chóng,xẻ,thịt,tháo,gỡ,cắt,rời,chiếc,thông,khổng,lồ,còn,lại,43,móc,đa,thứ,khó,khăn,lắm,trở,nhưng,khối,tải,đứt,dây,cáp,hỏng,thủy,trưởng,n,dagan,lão,cố,gắng,lết,hạ,cánh,khẩn,cấp,quay,hỗ,trợ,cùng,chỉnh,ốc,phân,kết,quả,tuần,phản,kịch,liệt,buộc,chức,họp,nói,từ,chối,trả,mất,giác,chu,đáo,lường,áp,cách,quan,dựa
0,0.054732726484360214,0.03270246200144318,0.025337672647313042,0.025337672647313042,0.025337672647313042,0.01087945280732327,0.019389350067192793,0.019389350067192793,0.06540492400288636,0.03270246200144318,0.016215551566586342,0.013660373212039799,0.03270246200144318,0.019389350067192793,0.04182458308216988,0.05094670416289658,0.036488484322906814,0.04182458308216988,0.036488484322906814,0.036488484322906814,0.04182458308216988,0.04182458308216988,0.019389350067192793,0.011521552779139577,0.029765794940592984,0.05094670416289658,0.05094670416289658,0.04182458308216988,0.03270246200144318,0.029765794940592984,0.05094670416289658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,0.018783013166554723,,,,,,,,,,,,,0.040927968043315346,,,,,,,0.026660356342390088,0.03762874945799764,0.07005171822398279,0.07005171822398279,0.07005171822398279,0.057508801737983575,0.057508801737983575,0.025085832971998432,0.04496588525198437,0.050171665943996864,0.07005171822398279,0.07005171822398279,0.050171665943996864,0.04496588525198437,0.050171665943996864,0.057508801737983575,0.040927968043315346,0.057508801737983575,0.03762874945799764,0.07005171822398279,0.050171665943996864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,0.06398485522173622,0.06398485522173622,,,,,,,,,,,,,,,0.06398485522173622,,,,,,,,,,0.09030899869919436,,,,,,,,,,,,,,,,,,,,0.04507923159973134,0.1079181246047625,0.16812412373755872,0.16812412373755872,0.16812412373755872,0.09822712330395685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.02322619992670362,,,0.009972831740046331,,,,,0.014864255602704143,,,,,,,,,,,,,0.021122846761755888,0.0272853120288769,,,,,0.0272853120288769,,0.017773570894926725,,,,,,,0.016723888647998956,,0.03344777729599791,,,,,,0.03833920115865572,,,,,,,,,,,,0.029977256834656244,0.01892336770487742,0.03833920115865572,0.029977256834656244,0.03344777729599791,0.0272853120288769,0.04038881821868124,0.04038881821868124,0.02508583297199843,0.0272853120288769,0.0272853120288769,0.02019440910934062,0.0467011454826552,0.029977256834656244,0.0467011454826552,0.0467011454826552,0.0467011454826552,0.03344777729599791,0.03344777729599791,0.010561423380877944,0.021615312510656768,0.016723888647998956,0.0467011454826552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.017096282982936566,0.01523448933850862,0.01523448933850862,,,,,,,,,,,,,,,0.03046897867701724,,,,,,,,,0.01523448933850862,,,,,,,,,0.028669523396569637,,,,,,,,,,,,,,,,,0.023387410310465914,,0.016220029461323504,,,,,0.01730949352229196,0.01730949352229196,,,,,,0.025694791572562495,,,,0.028669523396569637,0.028669523396569637,0.009052648612181096,,,,0.018527410723420085,0.025694791572562495,0.023387410310465914,0.012740790516603552,0.012027380436188239,0.05192848056687588,0.04002955327084731,0.023387410310465914,0.04002955327084731,0.028669523396569637,0.023387410310465914,0.04002955327084731,0.04002955327084731,0.04002955327084731,0.0328621724217049,0.025694791572562495,0.04002955327084731,0.01990817136574596,0.028669523396569637,0.04002955327084731,0.0328621724217049,0.0328621724217049,0.0328621724217049,0.0328621724217049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.0071804388528333585,,,,,0.010702264033946985,,,0.012796971044347244,,,,,0.024082399653118498,0.024082399653118498,,,,0.007604224834232121,,,,,,0.019645424660791368,,,0.01806179973983887,,,,0.027604224834232118,,0.012041199826559249,,,,,0.024082399653118498,,0.012041199826559249,,,,0.01806179973983887,,0.024082399653118498,,,,,,0.019645424660791368,,,,,0.024082399653118498,,0.014539974558725246,0.014539974558725246,0.01806179973983887,0.019645424660791368,,0.014539974558725246,,,,,,,,0.007604224834232121,0.015563025007672872,0.012041199826559249,,,,,,,0.014539974558725246,,,,,,,,,,,,,,,,,,,0.011345957701375009,0.033624824747511745,0.019645424660791368,0.013624824747511744,0.027604224834232118,0.027604224834232118,0.024082399653118498,0.027604224834232118,0.033624824747511745,0.033624824747511745,0.027604224834232118,0.021583624920952497,0.021583624920952497,0.021583624920952497,0.024082399653118498,0.024082399653118498,0.033624824747511745,0.033624824747511745,0.033624824747511745,0.024082399653118498,0.027604224834232118,0.033624824747511745,0.027604224834232118,0.021583624920952497,0.024082399653118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.013808536255448768,,,,,,0.017338165999896668,,,,,,,,,,,,0.014623509296600232,,,,,,,,,,,,,,,,,,,,,,0.02315615351261394,,,,,,,0.017338165999896668,,,,,,,0.026201586052907202,,,,,0.02796148953601009,0.02796148953601009,,,,0.02796148953601009,,,,,,,,0.014623509296600232,0.029928894245524758,0.02315615351261394,,,,,0.020581276988359588,0.019428845319996387,,,,,,0.03777966280921417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06466312451444567,0.06466312451444567,0.06466312451444567,0.06466312451444567,0.041506971001831726,0.06466312451444567,0.041506971001831726,0.041506971001831726,0.034734230268920904,0.04631230702522788,0.03777966280921417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.03981634273149192,,,,,,,,,,,,,,,,,,,,,0.03621059444872438,,,,,,,,0.03046897867701724,,,,,,,0.028669523396569637,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01810529722436219,,,,0.03705482144684017,,,,,,,0.04677482062093183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05138958314512499,,0.043004285094854454,,,0.04677482062093183,0.057339046793139274,0.03981634273149192,0.05138958314512499,0.04677482062093183,0.08005910654169462,0.08005910654169462,0.08005910654169462,0.08005910654169462,0.08005910654169462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.008349347503294602,0.02976039777755173,0.02976039777755173,,,,0.010483542232495658,,,,,,,,,,,,,,,,,,,,0.014880198888775864,,,,,,,,,,,,,,,,,,,,0.028002790294323832,0.010483542232495658,0.050194476560354646,,,,,,,,,,,,,0.06300627816222862,0.045687034094863646,,,,0.050194476560354646,,,,,,0.008842121900269907,0.018096540706596363,0.014001395147161916,,,,,,,,,,,,,,,,,,,,0.028002790294323832,,0.03209793585375827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025097238280177323,,,,0.022843517047431823,0.028002790294323832,,,,,,,,,0.028002790294323832,0.03209793585375827,0.039098633427339234,0.039098633427339234,0.039098633427339234,0.039098633427339234,0.039098633427339234,0.028002790294323832,0.028002790294323832,0.03209793585375827,0.028002790294323832,0.02100209272074287,0.028002790294323832,0.03209793585375827,0.028002790294323832,0.039098633427339234,0.03209793585375827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.022438871415104245,,,,,,,,,,,,,,,,,,,,,,,,,,0.039990534513585134,,,,,,,,,,,,,,,,,,,,,0.028174519749832084,,,,,,,,,,,,,,,,,,,,,,,,,0.023763202606975377,,,,,,,0.033444575106084326,0.03157187364499413,,,0.06139195206497303,,,,,,,,,,,,,,,,,0.0354561178167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06139195206497303,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06139195206497303,0.06744882787797656,0.1050775773359742,0.1050775773359742,0.1050775773359742,0.1050775773359742,0.1050775773359742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
