,ireland,tiếp,nhận,chức,chủ,tịch,eu,sẽ,được,chứng,kiến,lần,mở,rộng,lớn,nhất,của,từ,trước,đến,nay,với,sự,gia,nhập,10,nước,đông,âu,và,địa,trung,hải,vào,tháng,5,nhưng,họ,cũng,phải,gánh,vác,một,trách,nhiệm,khó,khăn,giải,quyết,hậu,quả,thất,bại,trong,vòng,thảo,luận,về,hiến,pháp,châu,các,thành,viên,luân,phiên,đảm,6,bắt,đầu,kỳ,mới,bằng,lễ,kéo,cờ,ở,cung,điện,dublin,hôm,thứ,năm,theo,thủ,tướng,bertie,ahern,bất,đồng,cần,nhiều,thời,gian,sau,đổ,vỡ,có,để,suy,nghĩ,chiến,thuật,chúng,tôi,là,điểm,mà,italy,đã,kết,thúc,cố,gắng,duy,trì,những,đề,thể,thỏa,hiệp,đó,trao,đổi,quốc,khác,xem,đạt,tiến,bộ,hay,không,đây,vụ,lâu,dài,tính,tất,yếu,trình,này,cho,rằng,ta,còn,vấn,căn,bản,ông,nói,thuận,cuối,cùng,lẽ,vì,kiện,diễn,ra,như,bầu,cử,nghị,viện,bối,cảnh,tỷ,lệ,ủng,hộ,đang,mức,rất,thấp,hướng,liên,minh,tới,nỗ,lực,cải,thiện,kinh,tế,điều,phối,tốt,hơn,chính,sách,tị,nạn,trị,cư,tận,dụng,mối,hệ,truyền,thống,mỹ,quan,washington,vốn,căng,thẳng,cuộc,iraq,tranh,chấp,thương,mại,bị,chỉ,trích,sai,lầm,ngoại,giao,silvio,berlusconi,cách,thuyết,thiếu,mềm,dẻo,coi,nguyên,nhân,dẫn
0,0.027900925351296187,0.02938789835072405,0.02166918051318607,0.02166918051318607,0.01715402002457886,0.02166918051318607,0.02293118109447278,0.01146559054723639,0.013950462675648093,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.02938789835072405,0.012463489676220227,0.02938789835072405,0.013950462675648093,0.02166918051318607,0.02166918051318607,0.01715402002457886,0.02166918051318607,0.02166918051318607,0.02166918051318607,0.02938789835072405,0.01715402002457886,0.02938789835072405,0.02166918051318607,0.013950462675648093,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.01715402002457886,0.02938789835072405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,0.008679930310224801,,0.019431001583938415,,,,,,,,,,0.030182072857652027,,,,,,,,0.030182072857652027,0.04093314413136564,0.030182072857652027,0.023893099319949127,0.04093314413136564,0.04093314413136564,0.01596992969079354,0.04093314413136564,0.019431001583938415,0.030182072857652027,0.04093314413136564,0.023893099319949127,0.023893099319949127,0.04093314413136564,0.04093314413136564,0.030182072857652027,0.030182072857652027,0.019431001583938415,0.030182072857652027,0.030182072857652027,0.030182072857652027,0.019431001583938415,0.01596992969079354,0.01596992969079354,0.04093314413136564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.05281862750089105,0.05281862750089105,0.04181292380991097,0.05281862750089105,,,0.03400425277189223,,,0.05281862750089105,,,,,,,,,,,,,,,0.04181292380991097,,,,,,,,0.04181292380991097,,,,,,,,0.0279473769588887,,,,,,,,,,,,,,,,,,,0.04181292380991097,0.07163300222988987,0.07163300222988987,0.07163300222988987,0.07163300222988987,0.07163300222988987,0.05281862750089105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0302260024639042,,,,,,0.02484211285234551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302260024639042,,,,,,,,,,,,,,,,,,,,,,,,0.046949891111903154,0.046949891111903154,0.03716704338658753,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.03716704338658753,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0302260024639042,,,,,,,0.02484211285234551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03716704338658753,0.03716704338658753,,,,,,,,,0.0302260024639042,0.02484211285234551,0.02484211285234551,,,,,,,,,,,,,,,,,,,,,,,,0.0636737797599021,0.046949891111903154,0.046949891111903154,0.0636737797599021,0.046949891111903154,0.0636737797599021,0.0636737797599021,0.046949891111903154,0.0302260024639042,0.046949891111903154,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05146206007373658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05146206007373658,,,,,,,,,,,,,,,,,,,,0.06500754153955822,,0.13001508307911644,0.06500754153955822,0.05146206007373658,0.08816369505217216,0.08816369505217216,0.04185138802694428,0.05146206007373658,0.08816369505217216,0.08816369505217216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.014866817354635013,,,,0.012090400985561682,,,,,,,,0.005400845526362099,,,,,0.014866817354635013,,0.018779956444761263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014866817354635013,,,,,,,0.018779956444761263,0.018779956444761263,,,,,,,0.014866817354635013,,,,,,,,,,,,,,,,,,0.014866817354635013,,,0.024180801971123364,0.014866817354635013,,,0.018779956444761263,0.025469511903960844,0.018779956444761263,0.018779956444761263,0.014866817354635013,0.025469511903960844,0.025469511903960844,0.018779956444761263,0.018779956444761263,0.025469511903960844,0.025469511903960844,0.014866817354635013,0.014866817354635013,0.025469511903960844,0.025469511903960844,0.012090400985561682,0.018779956444761263,0.05093902380792169,0.018779956444761263,0.025469511903960844,0.018779956444761263,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.018779956444761263,0.025469511903960844,0.018779956444761263,0.018779956444761263,0.025469511903960844,0.025469511903960844,0.025469511903960844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,0.014296355805076143,,,,,,,,,,,,,0.032004002608839746,,,,,,,,,,,,,0.026303413608365835,,0.032004002608839746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0787066801127736,,,,,,,,,,,,,,,,0.049711649412603344,,,,,,,0.049711649412603344,,,,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,0.020325365061009966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03841354727337531,,,0.030409399134480708,,,0.020325365061009966,,,,,0.030409399134480708,0.030409399134480708,,,,,,,,,,0.020325365061009966,0.020325365061009966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024730365652285258,,,,,,0.024730365652285258,,,,,,0.03841354727337531,0.03841354727337531,,,,,,,,,,,,,0.03841354727337531,,,,,,,,,,,,,,,,,,,,,,,,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.024730365652285258,0.052096728894465365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,0.012085352198438358,,0.014704541739196641,,,,,,0.02284048756795289,,0.006568595910440391,,0.014704541739196641,,0.02284048756795289,,0.02284048756795289,,,,,,,,,,,0.02284048756795289,0.018081264350231774,,,,,,,,,,,0.02284048756795289,,,,,,,,0.014704541739196641,,,,0.014704541739196641,0.012085352198438358,0.012085352198438358,,,,,,,,0.02284048756795289,,,,,,,,,,,,,,,0.04568097513590578,,,,,,,,,0.014704541739196641,,,,,,0.029409083478393282,,,,,,,,,,,,,,,,,,,,,,0.02284048756795289,,,,,,0.02284048756795289,,0.02284048756795289,,,,,,,,,,,,,,,,,,,,,,,0.030976433396709135,0.06195286679341827,0.030976433396709135,0.030976433396709135,0.02284048756795289,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.030976433396709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
