,chile,không,còn,thờ,ơ,với,nạn,mại,dâm,trẻ,em,5,giờ,sáng,trên,đường,providencia,thủ,đô,santiago,vẫn,những,đứa,vật,vờ,đi,lại,tay,cầm,bó,hồng,đỏ,thấp,thoáng,đâu,đó,trong,bóng,tối,là,ông,bố,bà,mẹ,của,chúng,các,làm,việc,suốt,đêm,và,hoa,phải,thứ,duy,nhất,bán,cậu,bé,francisco,15,tuổi,chưa,nguôi,nỗi,đau,một,kẻ,lang,thang,chết,khi,mới,chào,đời,cha,lâu,sau,cũng,bị,bắn,lớn,lên,trại,mồ,côi,tới,năm,7,thì,bỏ,trốn,sống,phố,kể,từ,lôi,kéo,mình,để,kiếm,cái,ăn,tình,dục,vấn,đề,khiến,phần,quốc,gia,mỹ,latin,đầu,nhiều,thập,kỷ,qua,nhưng,đối,ảnh,hưởng,nặng,nề,bởi,suy,thoái,kinh,tế,như,nước,khu,vực,xã,hội,chỉ,tồn,tại,ở,ý,nghĩ,vậy,đã,thay,đổi,cuối,ngoái,vụ,scandal,liên,quan,doanh,nhân,claudio,spiniak,phanh,phui,này,xây,dựng,đế,chế,bằng,chính,mua,khốn,khổ,sự,trở,thành,tài,nóng,hổi,được,đăng,tải,báo,3,tháng,sĩ,cảnh,sát,có,tiếng,bắt,hai,thượng,nghị,cựu,thị,trưởng,đang,tiếp,tục,điều,tra,người,dân,tâm,hơn,phớt,lờ,bấy,nay,phủ,áp,dụng,biện,pháp,mạnh,tăng,cường,hỗ,trợ,cho,tổ,chức,vì,nhận,ra,họ,đấy,dấu,hiệu,tích,cực,ta,thấy,rằng,thực,tội,ác,tổn,thương,con,marcela,abarca,thuộc,uỷ,ban,về,sename,đánh,giá,theo,thống,kê,đầy,đủ,hiện,khoảng,4,nghìn,vào,ngành
0,0.020004425094609913,0.020004425094609913,0.07345662748521774,0.03672831374260887,0.03672831374260887,0.02836636941860939,0.02836636941860939,0.03672831374260887,0.03672831374260887,0.026506736373314577,0.0151130012319521,0.02836636941860939,0.03672831374260887,0.03672831374260887,0.046949891111903154,0.023474945555951577,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.02836636941860939,0.02836636941860939,0.040008850189219826,0.023474945555951577,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.02836636941860939,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,0.048010620227063795,,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.06807928660466253,0.036271202956685046,0.036271202956685046,0.08814795298226129,0.08814795298226129,0.041549952693193365,0.06807928660466253,0.08814795298226129,0.08814795298226129,0.06807928660466253,0.06807928660466253,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.04500995646287231,,,,,,,,,0.03400425277189223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03895308064986878,,,,,,0.06382433119187113,0.03400425277189223,0.06382433119187113,0.06382433119187113,0.06382433119187113,0.08263870592086996,0.04500995646287231,0.08263870592086996,0.04500995646287231,0.08263870592086996,0.08263870592086996,0.08263870592086996,0.05281862750089105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,0.048010620227063795,0.05633986933428379,0.06807928660466253,0.08814795298226129,0.05633986933428379,0.06807928660466253,0.08814795298226129,0.08814795298226129,0.06807928660466253,0.03180808364797749,0.08814795298226129,0.06807928660466253,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14588418558141972,,,,,,,,,,,,,,,0.10287990048656527,,,,,,,,,,,,,0.14588418558141972,0.14588418558141972,0.14588418558141972,0.18888847067627418,0.18888847067627418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.0720159303405957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05440680443502757,,,,,,,,,,,,,,,,,,,,,,,0.0720159303405957,,,,,,,,,,,,,0.10211892990699381,,,,,0.13222192947339192,0.08450980400142569,0.13222192947339192,0.13222192947339192,0.041912930774197575,0.13222192947339192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,0.022720059748555354,,,,,0.040242763810202704,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,0.025908002111917888,,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,,0.040242763810202704,,,,,,,0.048628061860473235,0.048628061860473235,,,,,,,,,,,,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.040242763810202704,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036271202956685046,,,,,,,,,,,,,,,,,,0.048010620227063795,,,,0.05633986933428379,0.048010620227063795,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,0.027941953849465045,,,,,,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.06807928660466253,0.06807928660466253,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,0.021687329759984657,0.024730365652285258,,,,,,,,,,,,,,,,,,,,,,,,,,0.024730365652285258,,,0.028329513199904566,,,,,,,0.024730365652285258,,,,,,,,,,,,,,,,,,,,0.046417695412269915,,,,,,,,,,,,,,,,0.046417695412269915,,,,,,,,,,,,,,,,,,,,,,0.03841354727337531,0.03841354727337531,0.03273451379117986,0.03273451379117986,0.046417695412269915,0.06010087703335997,0.03841354727337531,0.03841354727337531,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.03841354727337531,0.06010087703335997,0.06010087703335997,0.03841354727337531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.020575980097313054,0.020575980097313054,,,,0.029176837116283945,0.029176837116283945,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029176837116283945,0.031089602534301465,0.015544801267150733,,,,,,,,,,0.015544801267150733,,,,,,,,,,,,,,,,,,,,,0.013632035849133212,,,,,,,,,,,,,0.011975123078342163,,,,,,,,,,,,,,,,,,,,,,,,,,0.020575980097313054,,,,0.024145658286121623,0.024145658286121623,,,,,,,,0.029176837116283945,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.029176837116283945,0.037777694135254836,0.029176837116283945,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.029176837116283945,0.037777694135254836,0.037777694135254836,0.029176837116283945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039276511502689924,,,,,,,,0.01612035799007599,,,,,,,0.03250377076977911,0.039276511502689924,,,,,,,,,,,,,,,,0.03250377076977911,0.03250377076977911,,,,,,,,,,,,,,0.039276511502689924,,,,,,,,,,,0.039276511502689924,,,,,,,,,,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.02092569401347214,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.03250377076977911,0.039276511502689924,0.0508545882589969,0.02769843474638296,0.03250377076977911,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,0.02511164498524539,,,,,,0.04447884421127667,,,,,,0.07580624246378494,0.04447884421127667,,,,,,,,,,,,,,,,,,0.053746805214207265,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,,,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.053746805214207265,0.06959048919652207,0.06959048919652207,0.06959048919652207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,0.025908002111917888,,,,,,,,,,0.025908002111917888,,0.048628061860473235,0.048628061860473235,,,,,,,,,,,,,,,,,,0.022720059748555354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03429330016218842,,,,,,,,,,,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,0.025908002111917888,,,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,0.06296282355875805,0.048628061860473235,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03886200316787683,,,,,0.051439950243282635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029937807695855405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03886200316787683,,,,,,,,0.051439950243282635,0.06036414571530405,0.07294209279070986,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07294209279070986,0.09444423533813709,0.09444423533813709,0.06036414571530405,0.09444423533813709,0.09444423533813709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,0.06006995876881988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04236231196505629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024654665161292687,,,,,,,,,,,,,,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06006995876881988,,,,,,,,,,0.06006995876881988,,,,,,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.06006995876881988,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.0777776055725835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.03600796517029785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03600796517029785,,,,,,,,,,,,,,0.023856062735983122,,,,,,,,,,0.04225490200071284,,,0.020956465387098788,,,,,,,0.04225490200071284,,,,,,,,,,,,,,,,,,,0.03600796517029785,0.03600796517029785,0.051059464953496905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,0.051059464953496905,,0.03600796517029785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.051059464953496905,0.051059464953496905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,0.019084850188786497,0.021762721774011028,,,,,,,,,,,,,,,,,0.04084757196279752,,,,,,,,,,,,,,,,,,,0.043525443548022055,,,,,0.028806372136238278,,0.028806372136238278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021762721774011028,,,,,,,,,,,,,,,,,,,,,0.08169514392559504,,,,,,,0.04084757196279752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.04084757196279752,0.052888771789356775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,0.07294209279070986,,,,,,,,,,,,,,,0.051439950243282635,0.051439950243282635,,,,,,,,0.06036414571530405,,,0.06036414571530405,,,,,,,,,,,,,,,,,,,,,,,,,0.03886200316787683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,0.06036414571530405,,,,,,0.07294209279070986,0.07294209279070986,,,,,,,,,,,,,,,0.09444423533813709,0.09444423533813709,0.09444423533813709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08903561291398578,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18888847067627418,0.18888847067627418,0.18888847067627418,0.18888847067627418,0.18888847067627418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,0.028916439679979544,0.01648691043485684,,,,,,,,,,,,,,,,,,,,,,,,,0.01648691043485684,,,,0.01888634213326971,,,,,,,,0.03094513027484661,,,,,,,,,,,,,,,,,,,,0.028916439679979544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025609031515583542,0.025609031515583542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01648691043485684,,,,,,,,0.02182300919411991,,,,,,,,,,,,,,,,,0.03094513027484661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025609031515583542,,,,,,,,,,,,,,,,,,,,0.03094513027484661,,,,,,,,,,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,,,,,,,,,,,
20,0.020004425094609913,,,,,,,,,0.013253368186657288,0.0151130012319521,0.02836636941860939,,,,,,,,,,0.020004425094609913,0.023474945555951577,,,,,,,,,,,,,0.0151130012319521,0.0151130012319521,,,,,,,,,,,,,,,,,,,,,,,0.023474945555951577,,,0.023474945555951577,0.02836636941860939,,,,0.013253368186657288,,,,,,0.02836636941860939,,,,,,,0.011642480770610435,,,,,,,,,,,,,,,,,0.02836636941860939,0.02836636941860939,,,,,,0.023474945555951577,0.023474945555951577,,,,,,,,,,,,,,,,,,,,,,,0.02836636941860939,,,,,,,,0.02836636941860939,,,0.02836636941860939,,,,,,,,,,,,,0.023474945555951577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046949891111903154,,,,,,,,,0.02836636941860939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887
