,tên,lửa,trung,quốc,canh,bạc,bầu,cử,của,trần,thủy,biển,người,đứng,đầu,chính,quyền,đài,loan,lấy,mối,đe,dọa,về,ở,đại,lục,làm,lý,do,để,trưng,cầu,dân,ý,đây,có,lẽ,là,một,chiến,thuật,nhằm,giúp,ông,thêm,cơ,hội,tái,đắc,nhưng,cũng,không,thể,phủ,nhận,sự,phát,triển,nhanh,chóng,hệ,thống,trong,bài,biểu,tại,lễ,khai,trương,trụ,sở,vận,động,mình,bắc,ngày,17,1,tuyên,bố,với,những,ủng,hộ,đảng,tiến,rằng,hòa,bình,luôn,tìm,cách,tránh,tức,giận,trên,thực,tế,suốt,nhiệm,kỳ,tiên,kinh,đã,nhiều,vào,hòn,đảo,này,việc,quyết,tâm,hành,đồng,thời,cuộc,20,3,nghĩa,khoảng,500,đạn,đạo,quân,đội,giải,phóng,nhân,hoa,pla,chĩa,sẽ,trở,thành,vấn,đề,then,chốt,ra,tranh,bao,trùm,lên,nền,trị,lần,theo,các,quan,sát,viên,đang,hy,vọng,dựa,phản,đối,chúng,kiếm,lợi,thế,đọ,sức,cực,sao,chủ,tịch,liên,và,lãnh,thân,james,soong,năm,ngoái,khi,thông,báo,dự,định,kêu,gọi,tri,yêu,rút,bỏ,phải,sửa,lại,dùng,từ,sau,tổng,mỹ,george,w,bush,lời,trách,móc,hiếm,hoi,9,12,dành,cho,chuyến,thăm,thủ,tướng,ôn,gia,bảo,tới,washington,16,câu,hỏi,eo,được,bằng,biện,pháp,giả,sử,chối,bạn,mua,vũ,khí,chống,tăng,cường,khả,năng,tự,vệ,công,án,dụng,lực,ta,hay,ngoài,ngữ,nhẹ,nhàng,hơn,còn,xoa,dịu,đưa,đẩy,mạnh,thứ,2,nghị,tán,nỗ,thảo,luận,khuôn,khổ,ổn,ứng,chứng,tỏ,trấn,an,khiêu,khích,cần,thiết,ngoại,trưởng,colin,powell,xét,tôi,khá,mềm,dẻo,đặt,như,cân,chỉ,trích,gay,gắt,trước,đó,tham,mưu,richard,myers,nhắc,nhở,giới,họ,tác,căng,thẳng,hiện,nay,nếu,nhìn,số,đất,bên,phía,vị,thấy,rất,lớn,15,xác,tháng,nói,rõ,bất,nào,dù,chăng,nữa,muốn,va,chạm,nhất,điểm,lượng,bận,rộn,iraq,đóng,vai,trò,trọng,kiềm,chế,chương,trình,hạt,triều,dấu,hiệu,thỏa,hiệp,mới,hai,hồ,cầm,đào,yếu,đuối,vậy,2006,thay,đổi,hiến,áp,1946,cộng,sản,buộc,thì,nó,xóa,bế,tắc,cồng,kềnh,lo,sợ,tạo,tảng,đòi,khiến,nguôi,tờ,china,daily,19,cảnh,kế,hoạch,cao,thậm,chí,dẫn,khủng,hoảng,chuyên,wu,nengyuan,miêu,tả,phiếu,lựa,chọn,giữa,độc,lập,chi,phí,phòng,hằng,65,tỷ,usd,so,8,ngại,tụt,quá,xa,nên,thường,gây,ép,đa,nhà,phân,tích,tầm,ngắn,mũi,nhọn,mắt,mặt,giành,thập,kỷ,cáo,niên,gửi,hồi,7,lầu,góc,450,75,kiến,mỗi,vài,tập,khu,vực,nam,mức,độ,tàn,phá,loại,496,căn,cứ,600,km,leping,ganxian,tỉnh,giang,tây,mai,châu,quảng,đông,nơi,96,phúc,144,vĩnh,64,xianyou,tin,tinh,thám,cung,cấp,tiết,lộ,ngôn,bí,mật,chứ,xương,sống,phong,11,song,21,25,tấn,bộ,bắn,300,càng,điều,khiển,vi,nghệ,phương,phụ,thuộc,biết,tư,2003,đến,459,ngờ,ngồi,bàn,thương,thuyết,kịp,can,thiệp,đủ,hỏa,trả,giá,đắt,bản,5,new,york,sách,ít,tuy,nhiên,dường,lược,phối,hợp,trường,xảy,xung,đột,mục,tiêu,hạ,tầng,đợt,kích,kiểu,dịch,hủy,hải,tê,liệt,huy,tách,rời,khỏi,máy,mặc,mau,cạn,kiệt,diện,rộng,chưa,ai,vẫn,thách,thức,ninh,đà,tiếp,tục,nắm,chắc,phần,thắng
0,0.01827439924454498,0.01827439924454498,0.011030217470725452,0.011030217470725452,0.044085699839073435,0.044085699839073435,0.02903420005587437,0.02463191857948234,0.006801657493216615,0.03610176542023561,0.053222899461345924,0.045916497677434026,0.021508450164274842,0.03215766847108187,0.022958248838717013,0.016237116031402512,0.026611449730672962,0.008301605735098751,0.008711366139802983,0.044085699839073435,0.03215766847108187,0.026611449730672962,0.026611449730672962,0.018050882710117806,0.01710616868788281,0.01710616868788281,0.01710616868788281,0.02903420005587437,0.044085699839073435,0.036559949947473906,0.020229637103090312,0.026611449730672962,0.02463191857948234,0.019085699839073433,0.02463191857948234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.010749646614438224,0.010749646614438224,0.01297672643614759,0.01297672643614759,,,,0.028978727740567457,0.008001949992019546,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03783255114244926,0.015675855064254805,0.04301170582055753,0.021236332600138595,0.016450235614912132,0.028978727740567457,0.05186552922243933,0.031307587918438774,0.04301170582055753,0.01727460983844871,0.03783255114244926,0.05186552922243933,0.03415788241867573,0.04301170582055753,0.05186552922243933,0.028978727740567457,0.027009704516137663,0.022453764516556975,0.031307587918438774,0.03415788241867573,0.028978727740567457,0.022453764516556975,0.028978727740567457,0.028978727740567457,0.05186552922243933,0.04301170582055753,0.02530405901679393,0.022453764516556975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,0.010882651989146584,0.014440706168094244,0.021289159784538367,0.01836659907097361,0.034413520262839746,,,,,0.006641284588079,,,,,,,0.01368493495030625,0.01368493495030625,0.01368493495030625,0.023227360044699497,,,,,,0.015268559871258745,,,,,0.014440706168094244,0.011186160218140251,,,,,0.011746734690145122,,,,,,,,,,,,,0.019705534863585873,,,,,,0.008824173976580361,0.03526855987125875,0.03526855987125875,0.023227360044699497,0.03526855987125875,0.023227360044699497,0.03526855987125875,0.025726134776865497,0.029247959957979124,0.03526855987125875,0.03526855987125875,0.029247959957979124,0.01618370968247225,0.014440706168094244,0.03526855987125875,0.019705534863585873,0.021289159784538367,0.021289159784538367,0.011746734690145122,0.01836659907097361,0.029247959957979124,0.029247959957979124,0.025726134776865497,0.019705534863585873,0.015268559871258745,0.025726134776865497,0.021289159784538367,0.029247959957979124,0.025726134776865497,0.01836659907097361,0.023227360044699497,0.03526855987125875,0.029247959957979124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.014619519395635985,0.014619519395635985,,,,,,,0.010882651989146584,,,,,,0.03673319814194722,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042578319569076734,,0.023493469380290243,0.051452269553730993,,,,,,,,,,,,,0.039411069727171746,,,,,0.017648347953160722,,,,,0.04645472008939899,,,,,,,0.0323674193649445,,,,,,,,,,,,,,,,,,,,,0.039411069727171746,0.051452269553730993,0.042578319569076734,0.0705371197425175,0.0705371197425175,0.04645472008939899,0.04645472008939899,0.02888141233618849,0.039411069727171746,0.05849591991595825,0.03053711974251749,0.039411069727171746,0.039411069727171746,0.0323674193649445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.00630151698087758,0.00630151698087758,0.007607046531534794,,,,0.0400471724908612,0.03397506010963081,0.004690798271183872,0.012448884627667451,,,0.014833413906396442,0.022177702393849565,0.015833275061184145,0.011198011056139663,0.018352723952188246,0.005725245334550862,0.006007838717105505,,,,,,,,,,,,,0.018352723952188246,0.016987530054815406,0.02632510322630818,0.016987530054815406,,0.009189294348011436,,0.012448884627667451,0.009643241567362286,,,,,0.010126495422538899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012448884627667451,,,,,0.010126495422538899,,,,,0.016987530054815406,,,,,,,,,,,,,,,,,,,,0.01316255161315409,,,,0.0200235862454306,0.022177702393849565,0.02521375858446476,0.016987530054815406,0.0200235862454306,0.02521375858446476,0.016987530054815406,0.03040393092349892,0.02521375858446476,0.03040393092349892,0.0200235862454306,0.03040393092349892,0.013951473864200216,0.011198011056139663,0.01316255161315409,0.02521375858446476,0.02521375858446476,0.03040393092349892,0.022177702393849565,0.03040393092349892,0.013951473864200216,0.02521375858446476,0.010643102722149987,0.03040393092349892,0.02521375858446476,0.0200235862454306,0.016987530054815406,0.03040393092349892,0.03040393092349892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,0.04059279007850628,,0.020754014337746877,0.021778415349507457,,0.08039417117770467,0.0665286243266824,0.0665286243266824,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09139987486868476,,,,,,,0.08039417117770467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,0.09139987486868476,0.11021424959768358,0.11021424959768358,0.0665286243266824,0.09139987486868476,0.08039417117770467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.006194711608320333,0.006194711608320333,0.007478113539474882,0.014956227078949764,,,,,0.0046112932157400775,0.012237886583130715,,,,,,0.011008214258577974,,,,,,,,,,,,,,,0.013715008205484956,,,0.03881837255404766,,,,,,0.00947979679503411,0.016699605816598198,,,,0.009954859906902645,,,,,,0.016699605816598198,,,,,,0.012939457518015885,,,,,,,0.007478113539474882,,,,,,,,,,,,,,,,,,0.01990971981380529,,,,0.04360361826587372,,,,,,0.02180180913293686,,,,,,,,,,0.019684203427711437,,,,,0.012939457518015885,,,0.013715008205484956,,,,,,,0.016699605816598198,,,,,,,0.011008214258577974,,,,,,,,,,,,,,,,,,,,,,0.02180180913293686,0.02988861006038877,0.019684203427711437,0.007135683266792051,0.019684203427711437,0.05977722012077754,0.024786406744050103,0.01804166083435455,0.02988861006038877,0.02988861006038877,0.024786406744050103,0.024786406744050103,0.033399211633196396,0.019684203427711437,0.02988861006038877,0.024786406744050103,0.02180180913293686,0.02988861006038877,0.019684203427711437,0.02988861006038877,0.024786406744050103,0.019684203427711437,0.024786406744050103,0.024786406744050103,0.00821482021373065,0.01804166083435455,0.02988861006038877,0.02988861006038877,0.02988861006038877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.010442513854025703,0.010442513854025703,0.012605962823686229,0.012605962823686229,,,,0.028150764090836958,,,,,0.02458108590202839,0.03675162110980785,0.02623799867281944,,,0.009487549411541429,0.009955847016917695,,,,,,,,,,,,,0.03041308540648338,0.056301528181673915,0.02181222838751249,0.028150764090836958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028150764090836958,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028150764090836958,,,,,,,,,,,,,,,,,,,0.01763714165384855,,,,,,,,,,,,,,,,0.024057446442327487,,,,,,,,,,,,,,,,,,,,,,,,,,0.02458108590202839,0.041782799939970174,0.02623799867281944,0.056301528181673915,0.056301528181673915,0.03675162110980785,0.03318194292099928,0.050383656958941064,0.050383656958941064,0.03675162110980785,0.041782799939970174,0.03675162110980785,0.03675162110980785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,0.006976058967401656,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013666130056017009,,,,,,,,0.030119832538833644,,,,,,0.025263506235366502,,,,,,,,,,,,0.01957507675802403,0.01131304355971841,,,,,,,,,,,,,0.01851372585653108,,,,,,,,,,,,,,,,0.023546921885863603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023546921885863603,,,,,,,,,,,0.022059948886435733,0.045216102399049676,0.029778666723973713,0.03298222407290448,0.03298222407290448,0.029778666723973713,0.045216102399049676,0.017544788397828522,0.045216102399049676,0.045216102399049676,0.03298222407290448,0.03749738456151169,0.045216102399049676,0.045216102399049676,0.045216102399049676,0.045216102399049676,0.045216102399049676,0.03298222407290448,0.045216102399049676,0.01957507675802403,0.03749738456151169,0.03749738456151169,0.03749738456151169,0.045216102399049676,0.03298222407290448,0.023546921885863603,0.03298222407290448,0.022059948886435733,0.023546921885863603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,0.022913412632076594,0.006327123249503828,,,0.02135651054764373,0.020007860617930084,,0.02135651054764373,0.015104293982700011,0.02475483695876554,0.023167271818880234,0.02431078922735716,,,,,,,,,,,,,,0.022913412632076594,0.017754139385184588,,,,,0.016791518800109585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016791518800109585,,0.022913412632076594,,,,,,,,,,0.02991411020565755,0.02475483695876554,,,,,,,,,,,,,0.02700855819151104,,,,,,,,,0.02991411020565755,,,,,,,,,,,,,,,0.034009255765092,,,,,,0.014355812974062774,,,0.02700855819151104,0.022913412632076594,,,,,,,,,,,0.02700855819151104,0.019581642453057258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022913412632076594,0.022913412632076594,,,,,0.02991411020565755,0.034009255765092,,,0.020007860617930084,,,,,,,,,,,,,,,,,,,0.017754139385184588,,,,,,,,,,0.04100995333867296,0.02700855819151104,0.02700855819151104,0.034009255765092,0.01881826707264215,0.02991411020565755,0.04100995333867296,0.02475483695876554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
