,cúm,gà,thay,đổi,tập,quán,chính,trị,ở,đông,nam,á,dịch,sars,và,đã,khiến,các,nhà,lãnh,đạo,hiểu,rằng,họ,cần,thẳng,thắn,công,khai,với,nhau,chúng,ông,tổng,thư,ký,hiệp,hội,quốc,gia,asean,phát,biểu,hôm,thứ,ba,tại,nghị,bộ,trưởng,du,lịch,khu,vực,ngài,ong,keng,yong,nhận,xét,khái,niệm,về,như,là,một,diễn,đàn,chỉ,nói,mà,không,làm,lạc,hậu,bởi,thuyết,phục,phủ,thấu,con,đường,duy,nhất,phải,đi,cởi,mở,hành,động,thể,hợp,tác,bệnh,có,ảnh,hưởng,đáng,chú,ý,tới,văn,hoá,của,tôi,reuters,sau,lắng,nghe,cung,cấp,thông,tin,luôn,báo,cho,người,dân,sự,liên,quan,giữa,kiện,riêng,lẻ,vấn,đề,nữa,lơ,nếu,anh,sẽ,trả,giá,cũng,học,can,thiệp,vào,việc,nội,hơn,nhanh,trong,lần,này,thái,lan,indonesia,đều,bị,trích,che,đậy,tuyên,bố,mặc,dù,số,cơ,nhưng,quyền,muốn,kinh,trước,khi,được,những,bằng,chứng,xác,thực,cách,tốt,tình,huống,vậy,mọi,cảnh,giác,đang,đâu,đó,quanh,mình,thấy,ta,kiểm,soát,hình,điều,tạo,lòng,dễ,đối,tham,dự,nó,biến,cuộc,họp,trầm,thành,tranh,luận,ít,bài,chuẩn,từ,cảm,tuyệt,vời,kiến,tâm,lực,mối,lo,ngại,nhiều,mặt,khủng,hoảng,nông,nghiệp,đến,thất,mất,nỗi,thua,thiệt,tức,giận
0,0.015307575100603214,0.015307575100603214,0.013683181621090054,0.013683181621090054,0.013683181621090054,0.018244242161453407,0.005439726403661635,0.009122121080726703,0.018244242161453407,0.027366363242180107,0.027366363242180107,0.027366363242180107,0.005439726403661635,0.013683181621090054,0.019362215103285504,0.0064540717010951685,0.018244242161453407,0.02736636324218011,0.018244242161453407,0.018244242161453407,0.018244242161453407,0.013683181621090054,0.0064540717010951685,0.018244242161453407,0.01101513224145852,0.018244242161453407,0.018244242161453407,0.018244242161453407,0.018244242161453407,0.012908143402190337,0.013683181621090054,0.0064540717010951685,0.007653787550301607,0.01101513224145852,0.01101513224145852,0.01101513224145852,0.018244242161453407,0.02203026448291704,0.018244242161453407,0.018244242161453407,0.01101513224145852,0.013683181621090054,0.013683181621090054,0.018244242161453407,0.018244242161453407,0.018244242161453407,0.018244242161453407,0.01101513224145852,0.01101513224145852,0.013683181621090054,0.01101513224145852,0.01101513224145852,0.013683181621090054,0.013683181621090054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.009354629228146408,0.009354629228146408,,,0.016723888647998952,,0.00664855449336422,,,,,,,0.016723888647998952,0.015776619713788187,0.007888309856894093,,0.01114925909866597,,,,0.016723888647998952,0.015776619713788187,,,,,,,,,,,,,,,,,,0.013462939406227078,,,,,,,,,,,,,,0.02229851819733194,0.009354629228146408,0.02229851819733194,0.02229851819733194,0.013462939406227078,0.013462939406227078,0.02229851819733194,0.02229851819733194,0.01114925909866597,0.016723888647998952,0.028063887684439223,0.009354629228146408,0.02229851819733194,0.02229851819733194,0.016723888647998952,0.009354629228146408,0.02229851819733194,0.01114925909866597,0.02229851819733194,0.02229851819733194,0.02229851819733194,0.016723888647998952,0.016723888647998952,0.02229851819733194,0.013462939406227078,0.02229851819733194,0.02229851819733194,0.02229851819733194,0.02229851819733194,0.016723888647998952,0.013462939406227078,0.02229851819733194,0.016723888647998952,0.013462939406227078,0.02229851819733194,0.009354629228146408,0.013462939406227078,0.02229851819733194,0.013462939406227078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,0.014360877705666717,0.024082399653118498,,,,,0.014360877705666717,,,0.017038749290891244,,,,,,,,,,,,,,0.017038749290891244,,0.017038749290891244,0.02020599913279624,,,,,0.02907994911745049,,,,,,,,,,0.02907994911745049,,,,,,,,0.02020599913279624,,,,,,,,,,,,,,0.02020599913279624,,,,,,,,,,,,,,,,,,,,,,,,0.024082399653118498,0.02020599913279624,0.03612359947967774,0.03612359947967774,0.048164799306236995,0.048164799306236995,0.048164799306236995,0.03612359947967774,0.048164799306236995,0.048164799306236995,0.024082399653118498,0.02907994911745049,0.048164799306236995,0.03612359947967774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,0.015213169009724324,0.015213169009724324,,0.021502142547427227,,,,,,,,,,,,,,0.015213169009724324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021502142547427227,,,,,,,,,,,,,,,,,,,,,,,,0.03225321382114084,0.02596424028343794,,,,,,,,,,,,,,,,,0.02596424028343794,,,0.03225321382114084,0.043004285094854454,0.043004285094854454,0.043004285094854454,0.06450642764228168,0.02596424028343794,0.043004285094854454,0.03225321382114084,0.021502142547427227,0.021502142547427227,0.03225321382114084,0.043004285094854454,0.043004285094854454,0.03225321382114084,0.043004285094854454,0.043004285094854454,0.043004285094854454,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473272648436022,,,,0.03872443020657101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09184545060361929,0.045922725301809644,,,,,,0.05473272648436022,,,,,,,,,,,,,,,,,,,0.06609079344875111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10946545296872044,0.10946545296872044,0.08209908972654033,0.08209908972654033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473272648436022,,,,0.03872443020657101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045922725301809644,,,,,,,,,,,,,,,,,,,,0.06609079344875111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08209908972654033,0.10946545296872044,0.21893090593744088,0.06609079344875111,0.10946545296872044,0.10946545296872044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,0.009972831740046331,,,0.02508583297199843,0.02508583297199843,0.02508583297199843,,,0.011832464785341142,,,0.016723888647998956,,,,,0.011832464785341142,,0.02019440910934062,,,0.016723888647998956,,0.011832464785341142,0.02508583297199843,,0.014031943842219612,0.02019440910934062,0.02019440910934062,0.02019440910934062,,,,,,,,,,,,,0.02019440910934062,,,,,,,,,,0.02019440910934062,0.02019440910934062,,,,,,,,,,,,0.016723888647998956,,,,,0.02508583297199843,,0.02019440910934062,,,,,,0.02019440910934062,,,0.02019440910934062,,,,,,,,,,,,,,,,0.016723888647998956,,,,,,,,,,,,,,,,,,,,,,,,0.05017166594399686,,,,,,,0.03344777729599791,0.03344777729599791,0.03344777729599791,0.03344777729599791,0.03344777729599791,0.03344777729599791,0.03344777729599791,0.05017166594399686,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.028063887684439223,0.028063887684439223,,,,,,,,,,,0.019945663480092662,,0.023664929570682284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05017166594399686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05017166594399686,0.04038881821868124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03344777729599791,0.06689555459199582,0.06689555459199582,0.05017166594399686,0.05017166594399686,0.06689555459199582,0.06689555459199582,0.04038881821868124,0.06689555459199582,0.06689555459199582,0.06689555459199582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.012320731178534295,0.012320731178534295,,,,,0.017513265494715508,,,,,,0.017513265494715508,,,0.010389481274933686,,,,,,,0.010389481274933686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029368780064778655,,,0.012320731178534295,,,,0.012320731178534295,,0.014684390032389328,,,,,,,0.01773167629112835,,,,,,,,,,,0.012320731178534295,,,,0.014684390032389328,0.012320731178534295,,,,,,,,,,,,,,,,,,,,,,0.014684390032389328,0.02202658504858399,,,0.02202658504858399,,,,,,,,,,,,,,,,,,,,,,,,,,0.04405317009716798,0.02202658504858399,,,,,,,0.029368780064778655,0.029368780064778655,0.029368780064778655,0.029368780064778655,0.029368780064778655,0.029368780064778655,0.029368780064778655,0.02202658504858399,0.029368780064778655,0.029368780064778655,0.02202658504858399,0.01773167629112835,0.029368780064778655,0.014684390032389328,0.029368780064778655,0.02202658504858399,0.029368780064778655,0.029368780064778655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,0.015609649680072517,,,,,,,,,,0.01852037966401222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03926478204312798,0.021963042535648087,,,,,0.021963042535648087,,,,,,,,,,,,,,0.03926478204312798,,,,,,,,,,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,0.02617652136208532,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05235304272417064,0.05235304272417064,0.03926478204312798,0.05235304272417064,0.05235304272417064,0.05235304272417064,0.05235304272417064,0.03926478204312798,0.03926478204312798,0.05235304272417064,0.02617652136208532,0.05235304272417064,0.03926478204312798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
