,leningrad,từng,có,bộ,bài,về,phát,xít,đức,hơn,nửa,thế,kỷ,trước,khi,mỹ,đưa,ra,các,nhà,lãnh,đạo,iraq,bị,truy,nã,gắt,gao,nhất,một,hoạ,sĩ,tên,là,ivan,kharkevich,đã,hoàn,thành,cỗ,ban,quốc,xã,gồm,36,con,nhằm,làm,quân,đội,mất,tinh,thần,in,những,khẩu,hiệu,chế,nhạo,thủ,lĩnh,và,đồng,minh,mục,đích,của,tác,giả,kích,động,binh,lính,thoái,lui,trong,cuộc,bao,vây,chấm,dứt,ngày,27,1,1944,tình,hình,mặt,trận,không,biến,chuyển,ý,tưởng,vẽ,giờ,91,tuổi,nhớ,lại,thức,thích,hợp,để,gây,rối,loạn,đối,phương,bắt,đầu,công,việc,vào,năm,1943,hai,được,phân,chia,bằng,vị,trí,mỗi,tiếng,nga,thơ,viết,câu,châm,biếm,giữa,trái,chống,mà,thể,giải,mã,xì,nhân,vật,giới,nghiệp,tài,chính,hậu,thuẫn,adolf,hitler,k,pích,còn,hermann,gring,joseph,goebbels,heinrich,himmler,q,nước,trục,liên,hungary,phần,lan,romania,với,độc,italy,benito,mussolini,j,người,đứng,lực,lượng,hải,toàn,biên,tập,quyết,định,kể,tuy,nhiên,ông,phác,thảo,tiên,mặc,dù,xác,nghiên,cứu,lâu,nhưng,khẳng,thời,gian,đó,ít,tháng,suốt,đêm,tay,cấp,trên,hạn,luôn,hỏi,han,thường,nhắc,rằng,phải,càng,sớm,tốt,tôi,rất,vội,vì,chiến,mọi,chuyện,cách,nhanh,chóng,nói,trẻ,gọn,thì,nổi,quá,trình,kéo,dài,tất,tấn,xô,rút,chúng,cần,nữa,ai,chơi,đang,ác,liệt,cả,thiết,kế,cho,biết,gốc,vẫn,thuộc,sở,hữu,tới,thập,1970,đại,diện,viện,bảo,tàng,phá,vòng,ở,kirovsk,khu,vực,thấy,triển,lãm,liền,mua,ngay,bán,hàng,loạt,20,nay,mới,nhìn,phẩm,mình,phóng,viên,ntv,mang,thú,nếu,từ,góc,độ,trị,kỳ,cục,vera,pozdnyakova,nó,bởi,họ,gia,tướng
0,0.01707201123210205,0.024893671145539142,0.01707201123210205,0.01564331982687418,0.01684045971256752,0.01995875318383453,0.0341440224642041,0.0341440224642041,0.030047670444259843,0.024893671145539142,0.01707201123210205,0.01995875318383453,0.01995875318383453,0.024893671145539142,0.011039604915797226,0.024893671145539142,0.01707201123210205,0.013435146484292929,0.005613486570855841,0.015023835222129921,0.049787342291078285,0.049787342291078285,0.024893671145539142,0.024893671145539142,0.024893671145539142,0.024893671145539142,0.024893671145539142,0.024893671145539142,0.01995875318383453,0.011039604915797226,0.01995875318383453,0.024893671145539142,0.01995875318383453,0.0066323047142795195,0.024893671145539142,0.011039604915797226,0.015023835222129921,0.01707201123210205,0.01707201123210205,0.024893671145539142,0.01995875318383453,0.013435146484292929,0.013435146484292929,0.01995875318383453,0.024893671145539142,0.010088917260425309,0.024893671145539142,0.013435146484292929,0.013435146484292929,0.01995875318383453,0.024893671145539142,0.01995875318383453,0.01995875318383453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.028065956159980143,0.02014251063660037,,,,,,,,,,,,,,0.04028502127320074,,,,,,,,,,,,,,,,,,,,,,,0.04820846679658051,0.04820846679658051,,,,,,,,,,,0.07161670260081801,0.04820846679658051,0.07161670260081801,0.07161670260081801,0.08932434940458162,0.08932434940458162,0.07161670260081801,0.06125839324460148,0.025843099637074273,0.08932434940458162,0.07161670260081801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.041655707406329005,,,,,,,,0.036658157941997005,,,,,,,,,,0.013696907232888252,,,,,,,,,,,,,,,0.016182823502842027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0607405575951155,0.0607405575951155,0.032781757421674745,0.04869935776855625,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.04869935776855625,0.0607405575951155,0.04869935776855625,0.036658157941997005,0.041655707406329005,0.041655707406329005,0.041655707406329005,0.0607405575951155,0.0607405575951155,0.04869935776855625,0.0607405575951155,0.0607405575951155,0.0607405575951155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,0.042802835102775785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18981424248473594,0.13017408564477814,0.11455674356874064,0.13017408564477814,0.09254533618678049,0.15218549302673828,0.15218549302673828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,0.021401417551387893,,,,,,,0.07609274651336914,,,,,,,,,,,,,,,,,,,,,,0.025285661723190668,,0.04208849374147692,0.05727837178437032,,0.06508704282238907,,,,,,,0.03846399705537149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06508704282238907,,,,,,0.09490712124236797,0.09490712124236797,0.05727837178437032,0.07609274651336914,0.09490712124236797,0.09490712124236797,0.06508704282238907,0.05727837178437032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,0.029820078419978902,0.021401417551387893,,,,,,,,,,,,,,,,,,,,,,,,,0.04208849374147692,,,,0.025285661723190668,,,,,,,,,,,,,,,,,,0.07609274651336914,0.07609274651336914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06508704282238907,,,,,,,,,,,,,,0.09490712124236797,0.09490712124236797,0.09490712124236797,0.07609274651336914,0.07609274651336914,0.09490712124236797,0.09490712124236797,0.09490712124236797,0.09490712124236797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.031129334620200573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06121962726033007,,,,,,,,,,,,,0.07450399414016988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08331399532272046,,,,,,,,,,,,,,,0.09467206228711138,0.07450399414016988,0.08331399532272046,0.09467206228711138,0.11068035856490058,0.09467206228711138,0.11068035856490058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.016305841943914583,,,,,,0.04959012786467738,,,,,,,,,,,,,,,,,,,,,,0.05797542591494791,,,,,,,,,0.03902590169246994,0.03902590169246994,,,0.02930590251837828,,,,,,,,,,,,,,0.05797542591494791,0.04959012786467738,0.020920604468107742,,,,,0.03902590169246994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05797542591494791,0.04959012786467738,0.07231018761323274,0.07231018761323274,0.09918025572935477,0.05797542591494791,0.07231018761323274,0.07231018761323274,0.05797542591494791,0.05797542591494791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,0.05390905579705442,,0.06125839324460148,,,,,,,,0.02014251063660037,0.05390905579705442,,,,,,,,,,0.03961269999197828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025843099637074273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07161670260081801,,,,0.06125839324460148,,,,0.14323340520163602,0.07161670260081801,0.08932434940458162,0.08932434940458162,0.08932434940458162,0.07161670260081801,0.06125839324460148,0.08932434940458162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.06125839324460148,,,,0.06125839324460148,0.06125839324460148,,,,,,,,,,,0.02014251063660037,,,,,,,,,,,,,,,0.02379826985712063,,,,,,,,0.04820846679658051,0.04820846679658051,,,,,,,,,,,,,0.07161670260081801,0.07161670260081801,,,,,,,,,,,,,,,,0.07161670260081801,,,,,,,,,,,,,,,0.05390905579705442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08932434940458162,0.07161670260081801,0.08932434940458162,0.06125839324460148,0.08932434940458162,0.08932434940458162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,0.01902348226790035,,,,,,,,,,,,,,,0.02247614375394726,,,,,,,,,,,,0.034190219604774655,,,,,,,,,0.045530218641214926,,,,,,,0.024407371879459034,,,,,,,,,,,,,,0.050914108252773614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050914108252773614,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08436188554877153,0.08436188554877153,0.08436188554877153,0.08436188554877153,0.08436188554877153,0.06763799690077257,0.045530218641214926,0.08436188554877153,0.08436188554877153,0.08436188554877153,0.06763799690077257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08091411751421014,,,,,,,,,,,,0.12308479057718878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24349678884278125,0.24349678884278125,0.24349678884278125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03112081442854236,,,,,,,,,,,,0.047340304068149534,,,,,,,,,0.06304184119552836,,,,,,,0.0337948226023279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07049645758076348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09365261109337741,,0.09365261109337741,0.11680876460599135,0.11680876460599135,0.11680876460599135,0.11680876460599135,0.11680876460599135,0.11680876460599135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,0.02536464302386713,,,,,,,,,,,,0.045091997933848375,,,0.02996819167192968,,,,,,,,,,0.045091997933848375,,0.02279347973651644,,,,,,,,,,,,,,,,0.016271581252972688,,0.045091997933848375,,,,,,,,,,,,0.03394273883518241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03857009945030463,,,,,,,,,,,,,0.045091997933848375,,,,,,,0.045091997933848375,,,,,,,,0.1124825140650287,0.045091997933848375,0.05624125703251435,0.045091997933848375,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,0.022828178721480418,,,,,,,,,,,,,,,0.02697137250473671,,,,,,,,,,,,0.041028263525729594,,,0.10927252473891581,0.08116559628092708,,,,,0.05463626236945791,,,,,,,0.02928884625535084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05463626236945791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10123426265852584,0.06942617901054834,0.10123426265852584,0.10123426265852584,0.10123426265852584,0.10123426265852584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,0.03408008962283303,0.024458762915871877,,,,,,,,,,,,,,0.024458762915871877,,,,,,,,,,,,,,,,,0.04810113570454505,,,,,0.08696313887242187,,,,,,,,0.0585388525387049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06546099632499465,,,,,0.06546099632499465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1084652814198491,0.1084652814198491,0.1084652814198491,0.1084652814198491,0.08696313887242187,0.1084652814198491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,0.08010712962755578,0.06304184119552836,0.026340206217092793,,,,,,,,,,,,,,,0.03112081442854236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06304184119552836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06304184119552836,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010712962755578,,,,,,,,,,,0.09365261109337741,0.09365261109337741,0.07049645758076348,0.11680876460599135,0.11680876460599135,0.11680876460599135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.017671157582209718,0.012682321511933565,,,,,,,,,,,,,,,,,,,,,,,,0.045091997933848375,0.024941329624578915,,,,0.01498409583596484,,,0.03394273883518241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03394273883518241,,0.03857009945030463,,,,,,,,,,,,0.02742084035163866,,,,,,,,,0.03857009945030463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03857009945030463,,,,,,,,,0.030353479094143283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045091997933848375,,,,0.03394273883518241,,,,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.05624125703251435,0.045091997933848375,0.03857009945030463,0.05624125703251435,0.03857009945030463,0.05624125703251435,0.02742084035163866,0.05624125703251435,0.05624125703251435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
