,những,điểm,chính,trong,kết,luận,điều,tra,hutton,về,cái,chết,của,tiến,sĩ,kelly,chuyên,gia,vũ,khí,đã,tự,quyết,định,số,phận,và,không,có,bên,thứ,ba,liên,quan,ai,thể,dự,tính,nhà,khoa,học,sẽ,sát,vì,sức,ép,mà,ông,phải,chịu,đựng,dễ,để,người,khác,giúp,đỡ,hay,khuyên,bảo,nhóm,chắc,chắn,nhân,tố,đưa,đến,làm,như,vậy,cảm,thấy,bị,mọi,mất,lòng,tin,ghét,bỏ,công,việc,mình,đang,gặp,nguy,hiểm,sự,nghiệp,nhấn,chìm,bản,phóng,viên,bbc,andrew,gilligan,rằng,downing,street,biết,tuyên,bố,iraq,triển,khai,huỷ,diệt,vòng,45,phút,sau,khi,lệnh,là,sai,một,cáo,buộc,nghiêm,trọng,tấn,vào,liêm,phủ,cũng,uỷ,ban,tình,báo,chung,jic,được,ra,dựa,trên,các,cơ,london,cho,đáng,cậy,dù,nguồn,đó,này,chứng,tỏ,thì,vẫn,vô,căn,cứ,xác,nói,gì,với,đúng,hệ,thống,biên,tập,khuyết,phát,sóng,xem,giám,đốc,kiểm,ghi,lại,cuộc,phỏng,vấn,thiếu,sót,biện,pháp,đơn,kiện,quản,trị,hoạt,động,cách,thích,quá,trình,chuẩn,tài,liệu,mong,muốn,hồ,sơ,càng,thuyết,phục,tốt,thủ,tướng,tony,blair,sử,dụng,ngôn,từ,mạnh,bạo,hơn,chủ,tịch,john,scarlett,dồn,thế,đảm,nội,dung,nhất,quán,tức,ta,thêm,mắm,muối,nếu,hiểu,văn,soạn,thảo,lý,do,gây,chiến,saddam,mức,phép,tuy,nhiên,bối,cảnh,thông,hoặc,hề,lược,ngầm,lộ,tên,cần,xuất,hiện,trước,đối,ngoại,chức,nguyện,giấu,kín,che,đậy,sắp,tiết,sở,bộ,quốc,phòng,anh,bước,đi,nhằm,xử,giới,chí,chỉ,nguyên,căng,thẳng
0,0.022005530206064716,0.03370964810818347,0.0177076468037636,0.016002001304419873,0.04256347151006527,0.04256347151006527,0.022005530206064716,0.022005530206064716,0.04256347151006527,0.022005530206064716,0.04256347151006527,0.04256347151006527,0.014497515350085127,0.0177076468037636,0.0177076468037636,0.0108228466263116,0.03370964810818347,0.03370964810818347,0.024855824706301672,0.024855824706301672,0.0108228466263116,0.024855824706301672,0.03370964810818347,0.0285304934300752,0.03370964810818347,0.04256347151006527,0.022005530206064716,0.009800431736334778,0.007972552126074646,0.04256347151006527,0.04256347151006527,0.04256347151006527,0.04256347151006527,0.024855824706301672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.03562800128600954,,,,,,,,,,,,,,,,,,,,,0.040242763810202704,,,,,,0.015867365668351542,0.012907941537454188,,,,,,0.06891228720677234,0.01932215934209496,0.06891228720677234,0.05457752550848752,0.06891228720677234,0.06891228720677234,0.06891228720677234,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.06891228720677234,0.06891228720677234,0.040242763810202704,0.03185746575993217,0.05457752550848752,0.06891228720677234,0.06891228720677234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,0.033452435026781316,,,,,,,,,,,,0.030292243548671133,,,,,,,,,,,,,,,,,,,,,,,,0.13155982103111083,0.07682709454675062,0.08818516151114153,0.13155982103111083,0.10419345778893073,0.10419345778893073,0.08818516151114153,0.13155982103111083,0.10419345778893073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.03740940135031002,0.03740940135031002,,0.03740940135031002,,,,,,,0.0573064017839119,0.0573064017839119,0.04225490200071284,0.04225490200071284,,0.04225490200071284,0.0573064017839119,0.048501838831127846,,,,0.016660733951769122,,,,,,,,0.02028826730919971,,,,,,,0.0573064017839119,,,,,,,,,,,,,,,,,,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.0573064017839119,0.07235790156711096,0.0573064017839119,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04156600150034446,,0.015059265127029887,,,,,,,0.02254251923244412,,,,,,,,0.0636737797599021,,,,0.03716704338658753,,,,,,0.05389093203458649,,,,,,,,,,,,,,0.046949891111903154,0.0636737797599021,0.08039766840790107,0.0636737797599021,0.0636737797599021,0.02484211285234551,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.02254251923244412,0.08039766840790107,0.08039766840790107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,0.02464577609514472,0.03010299956639812,0.03010299956639812,,,,,,,,,,,,0.03740940135031002,,0.0135533386143269,,,,,,,0.02028826730919971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0573064017839119,0.0573064017839119,0.022357901567110962,,,,,,,0.03345033904792878,0.04225490200071284,0.07235790156711096,0.07235790156711096,0.0573064017839119,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.020408813265354656,0.009221492277123317,,,,,,,,,0.016709000742470996,,,,,,0.01432369559346198,0.01432369559346198,,,,,,,0.01268115300010509,,0.013783056217959559,,,,,,,0.013754757497762515,,0.01942589890980064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01942589890980064,,,,,,,,0.006877378748881257,,,0.011339097982348738,,,,,,,,,,,0.011339097982348738,0.016441301298687403,0.016441301298687403,0.011339097982348738,0.01942589890980064,0.008354500371235498,0.01268115300010509,0.024528102226139308,0.024528102226139308,0.01942589890980064,0.016441301298687403,0.011339097982348738,0.016441301298687403,0.01942589890980064,0.01942589890980064,0.01942589890980064,0.01942589890980064,0.01942589890980064,0.016441301298687403,0.016441301298687403,0.01942589890980064,0.01432369559346198,0.024528102226139308,0.016709000742470996,0.016441301298687403,0.011339097982348738,0.01268115300010509,0.01432369559346198,0.024528102226139308,0.024528102226139308,0.024528102226139308,0.016441301298687403,0.024528102226139308,0.01268115300010509,0.024528102226139308,0.01942589890980064,0.011339097982348738,0.011339097982348738,0.010204406632677328,0.024528102226139308,0.016441301298687403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,0.0151130012319521,,,,,,,,,0.013692097830635953,,,,,,0.023474945555951577,0.023474945555951577,,,,,,,,,0.0075296325635149436,,,,,0.023474945555951577,,0.01127125961622206,,,,,,,,,,,0.023474945555951577,,,,,,,,,,,,,,,,,,,0.03183688987995105,,,,,,,,,,,0.01127125961622206,,,,,,,,,,,,,,0.018583521693293765,,,,,,,,,,0.026945466017293244,0.018583521693293765,0.026945466017293244,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.026945466017293244,0.026945466017293244,,,,0.013692097830635953,,,0.02078300075017223,,,,,,,,,,,0.018583521693293765,0.03344777729599791,,,0.02078300075017223,0.04019883420395053,0.04019883420395053,0.03183688987995105,0.023474945555951577,0.023474945555951577,0.04019883420395053,0.023474945555951577,0.023474945555951577,0.026945466017293244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,0.017002126385946115,,,,,,,,,0.015403610059465448,,,,,,,,,,,,,,,0.020825917439711402,0.008470836633954312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0303136492694549,,,,,,,,,,,,,,,,,,,0.03804050120474946,,,,,,,,,,,,,,0.020906461904955487,,,0.020906461904955487,0.035816501114944936,0.015403610059465448,,,,,,,,,,,,,,,0.035816501114944936,,,0.030807220118930896,,,0.02338087584394376,0.026409313750445525,,,,,,,,,,,,,,,,,0.035816501114944936,,,,,0.026409313750445525,0.0303136492694549,0.04522368847944435,0.04522368847944435,0.035816501114944936,0.026409313750445525,0.04522368847944435,0.04522368847944435,0.035816501114944936,0.035816501114944936,0.035816501114944936,0.035816501114944936,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,0.043004285094854454,0.043004285094854454,0.02628405609247103,,,,,0.02628405609247103,,,0.06928834118732548,,,,0.023801048502527317,,,,,,,,0.02898323901314244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06928834118732548,0.06928834118732548,,,0.03520825156449245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10336843081015851,0.06036414571530405,0.08186628826273128,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
