,cảnh,sát,đã,biết,các,nghi,phạm,madrid,nhiều,năm,rất,lâu,trước,khi,bị,coi,là,trong,vụ,đánh,bom,jamal,zougam,và,anh,cùng,cha,khác,mẹ,mohamed,chaoui,chuyên,gia,chống,khủng,bố,tây,ban,nha,cho,vào,sổ,đen,vì,được,một,thành,viên,al,qaeda,đảm,bảo,tên,cuộc,điện,thoại,giám,2001,tháng,8,điệp,mạng,lưới,truy,tố,salaheddin,benyaich,gọi,imad,yarkas,hiện,ngồi,tù,ở,giúp,lên,kế,hoạch,11,9,thông,báo,2,em,cộng,sự,quan,trọng,của,said,chedadi,chi,nhánh,lục,soát,nhà,riêng,hôm,10,tìm,thấy,cuốn,băng,video,những,chiến,binh,mujaheddeen,dagestan,nga,ngoài,ra,họ,còn,thu,số,3,do,đứng,đầu,theo,chức,trách,marốc,bắt,giao,du,với,giới,hồi,giáo,cực,đoan,1993,4,sau,đó,ta,tại,chiêu,nạp,tuy,nhiên,không,35,người,kể,cả,thẩm,phán,garzon,ngoái,hoạt,động,liên,đến,nhưng,kẻ,thù,phải,lúc,nào,cũng,có,nghĩa,bạn,thể,ngăn,chặn,chúng,hành,kiện,mẩu,tin,tình,thập,từ,về,mới,tạo,bức,tranh,hoàn,chỉnh,hệ,quả,toàn,cầu,hoá,đi,lại,dễ,dàng,giữa,nước,mua,sử,dụng,phương,tiện,lạc,thuận,giá,rẻ,công,cụ,mà,dùng,để,vượt,qua,di,địa,chỉ,email,lần,rồi,huỷ,thống,tử,cơ,phát,cần,giấy,tờ,giả,trên,chợ,bẫy,đặt,vô,danh,magnus,ranstorp,đốc,trung,tâm,nghiên,cứu,bạo,lực,chính,trị,đh,st,andrews,scotland,nói,dưới,màn,hình,radar,giỏi,thủ,vẻ,giấu,giếm,ý,định,giết,mỹ,bằng,chứng,tán,chuyện,ngày,tấn,xảy
0,0.013667925378151364,0.018482027354420925,0.022156696078194454,0.009241013677210462,0.013302872676312655,0.022156696078194454,0.018482027354420925,0.022156696078194454,0.018094837079092263,0.018482027354420925,0.013667925378151364,0.013667925378151364,0.013667925378151364,0.011078348039097227,0.023447599281275964,0.018094837079092263,0.009241013677210462,0.015631732854183976,0.011078348039097227,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.009241013677210462,0.011078348039097227,0.011078348039097227,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.011078348039097227,0.004814101976269564,0.004814101976269564,0.011078348039097227,0.011078348039097227,0.011078348039097227,0.011078348039097227,0.018094837079092263,0.018094837079092263,0.013667925378151364,0.011078348039097227,0.007815866427091988,0.006651436338156328,0.007815866427091988,0.011078348039097227,0.009241013677210462,0.009241013677210462,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.009241013677210462,0.007815866427091988,0.009241013677210462,0.009241013677210462,0.009241013677210462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,0.00966325303713191,,0.011425253273642027,,0.013696866666520209,,,,,,0.013696866666520209,,,,,,,,,,0.005951980625206006,0.005951980625206006,0.013696866666520209,0.013696866666520209,0.013696866666520209,0.013696866666520209,,,,0.013696866666520209,,0.008223594018084188,0.00966325303713191,0.027393733333040418,,,,,,,0.00966325303713191,,,0.022850506547284054,0.01689852592207805,0.01689852592207805,0.02237179857051407,0.02237179857051407,0.02237179857051407,0.01689852592207805,0.01689852592207805,0.02237179857051407,0.02237179857051407,0.02237179857051407,0.02237179857051407,0.027393733333040418,0.01689852592207805,0.02237179857051407,0.02237179857051407,0.011425253273642027,0.02237179857051407,0.02237179857051407,0.02237179857051407,0.02237179857051407,0.01689852592207805,0.013696866666520209,0.02237179857051407,0.011425253273642027,0.02237179857051407,0.02237179857051407,0.02237179857051407,0.01689852592207805,0.00966325303713191,0.02237179857051407,0.016447188036168375,0.02237179857051407,0.02237179857051407,0.013696866666520209,0.013696866666520209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.03098063085714309,0.020946297668343716,0.025110922221953717,,,,,0.025110922221953717,,,,,,,,,,0.017715963901408505,,,,,0.020946297668343716,,,,,,,,,,,,,,,,,,,,,,,0.015076589033154343,,,,,,,,0.020946297668343716,,,,0.020946297668343716,,0.03098063085714309,,,,,,,,,,,,,,0.04189259533668743,,,,,,,,,,,,,,,0.015076589033154343,,,,,0.04101496404594246,0.04101496404594246,0.020946297668343716,0.04101496404594246,0.04101496404594246,0.04101496404594246,0.03098063085714309,0.03098063085714309,0.04101496404594246,0.04101496404594246,0.04101496404594246,0.017715963901408505,0.03098063085714309,0.04101496404594246,0.04101496404594246,0.04101496404594246,0.04101496404594246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025308519859155006,,0.025308519859155006,0.03587274603136245,0.029923282383348165,0.029923282383348165,,,,,0.025308519859155006,0.029923282383348165,,,,,,,,,,,,,,0.03587274603136245,,,,,,,,,,,,,,,,,,,0.02153798433307763,,,0.03587274603136245,0.03587274603136245,,,,,,,,,,,,,,,,,,0.0585928057799178,0.04425804408163299,0.0585928057799178,0.0585928057799178,0.04425804408163299,0.04425804408163299,0.0585928057799178,0.0585928057799178,0.0585928057799178,0.04425804408163299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,0.03491049611390619,,,,,,,,,,,,,0.03491049611390619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03491049611390619,,,,,,,,,,,,,,,,,,,,,,,,0.05163438476190515,0.06835827340990411,0.041851537036589524,0.041851537036589524,0.06835827340990411,0.06835827340990411,0.06835827340990411,0.06835827340990411,0.06835827340990411,0.06835827340990411,0.05163438476190515,0.06835827340990411,0.06835827340990411,0.06835827340990411,0.06835827340990411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,0.03696405470884185,,,,,,,,,,,,,,,0.04431339215638891,,,,,,,,,,,,0.04431339215638891,0.04431339215638891,0.04431339215638891,,,,,,0.03126346570836795,,,,0.03696405470884185,0.03696405470884185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04431339215638891,0.04431339215638891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07237934831636905,0.054671701512605454,0.07237934831636905,0.07237934831636905,0.07237934831636905,0.07237934831636905,0.07237934831636905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,0.018482027354420925,,,,,0.015631732854183976,,,0.015631732854183976,,,,,0.018482027354420925,,,,,,,,,,,,0.009628203952539128,0.009628203952539128,,,,,,,,0.022156696078194454,,,,,0.018482027354420925,0.018482027354420925,,,,,,,,,0.027335850756302727,,,,,0.027335850756302727,0.027335850756302727,,,,,0.022156696078194454,,,,0.018482027354420925,,,,,,0.022156696078194454,,,,,,,0.015631732854183976,,,,,,,,,,,,,,,,,,0.015631732854183976,,,,,,,,,,,0.027335850756302727,,,,,,,,,,,,,,0.027335850756302727,,,,,,,,,,,,0.036189674158184526,0.036189674158184526,0.018482027354420925,0.036189674158184526,0.027335850756302727,0.036189674158184526,0.036189674158184526,0.036189674158184526,0.036189674158184526,0.036189674158184526,0.036189674158184526,0.027335850756302727,0.018482027354420925,0.022156696078194454,0.027335850756302727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,0.024168805001935058,,,,,,,,,,,,,0.024168805001935058,0.020441496809317505,,,,,,,,,,,,,,,,0.028974141025331215,0.012590728245628091,0.012590728245628091,,,,,,,,,,,,,,,,,,0.024168805001935058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03574688175824203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024168805001935058,,,,,,,,,,0.024168805001935058,,,0.047324958514549,0.03574688175824203,0.047324958514549,0.03574688175824203,0.047324958514549,0.047324958514549,0.047324958514549,0.048337610003870116,0.047324958514549,0.047324958514549,0.028974141025331215,0.047324958514549,0.047324958514549,0.028974141025331215,0.047324958514549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,0.015076589033154343,0.025110922221953717,0.020946297668343716,,,,,0.03098063085714309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017715963901408505,0.015076589033154343,0.017715963901408505,,,,,,,,,,,0.020946297668343716,,,,,,,,,,,,,,,,,,,,,0.03098063085714309,0.025110922221953717,,0.020946297668343716,,,,0.03098063085714309,,,,,,,,,,,,,,,,,,,0.017715963901408505,,,,,,,,,,0.03098063085714309,,,,,,,,,,,,,,,,,,,,,0.03098063085714309,,,,,,,,,,,,,,,,,,,,0.03098063085714309,,,,0.03098063085714309,,,,,,,,,,,,0.04101496404594246,0.04101496404594246,0.04101496404594246,0.025110922221953717,0.04101496404594246,0.04101496404594246,0.03098063085714309,0.04101496404594246,0.03098063085714309,0.04101496404594246,0.04101496404594246,0.04101496404594246,0.04101496404594246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.022614883549731516,,,,,,,,,,,,0.015709723251257787,,,,,,,0.01883319166646529,,,,,,,,,,,0.008183973359658259,0.008183973359658259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011307441774865758,,,,,,,0.015709723251257787,,,,,,,,,0.013286972926056378,,,,,,,,,,,,,,,,,0.01883319166646529,0.01883319166646529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01883319166646529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02323547314285732,0.030761223034456848,0.030761223034456848,0.030761223034456848,0.030761223034456848,0.01883319166646529,0.02323547314285732,0.030761223034456848,0.030761223034456848,0.02323547314285732,0.030761223034456848,0.02323547314285732,0.02323547314285732,0.02323547314285732,0.030761223034456848,0.061522446068913696,0.02323547314285732,0.030761223034456848,0.030761223034456848,0.030761223034456848,0.01883319166646529,0.030761223034456848,0.030761223034456848,0.030761223034456848,0.02323547314285732,0.030761223034456848,0.030761223034456848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
