,có,một,cuộc,chiến,bên,trong,nước,nga,đã,hơn,18,tháng,từ,khi,tổng,thống,putin,tuyên,bố,tranh,ở,chechnya,kết,thúc,nhưng,người,dường,như,ngày,càng,nhận,thức,rằng,mới,đang,hình,thành,các,chuyên,gia,lo,ngại,về,xung,đột,palestine,hoá,và,ám,chỉ,việc,không,thể,ngăn,chặn,vụ,đánh,bom,tự,sát,thông,tin,ban,đầu,cho,thấy,nổ,tại,ga,tàu,điện,ngầm,paveletskaya,đông,đúc,matxcơva,là,sản,phẩm,của,những,kẻ,nếu,bằng,chứng,khẳng,định,điều,này,đó,sẽ,nhất,loạt,tấn,công,với,đạo,diễn,bị,nghi,ngờ,binh,mang,tới,nỗi,sợ,hãi,hỗn,loạn,thủ,đô,trái,tim,từng,hướng,tầm,ngắm,mục,tiêu,mà,bọn,chúng,lựa,chọn,lần,gây,sốc,mọi,toa,chật,kín,hành,khách,phát,đúng,vào,giờ,cao,điểm,khiến,hàng,chục,chết,ngay,trên,ghế,ngồi,irina,làm,gần,nhà,vẫn,chưa,hết,bàng,hoàng,tôi,thường,sự,che,chở,chúa,thì,nào,bạn,đi,bao,trở,được,nữa,hệ,coi,náo,nhiệt,thế,giới,khoảng,9,triệu,mỗi,đối,nhiều,phương,tiện,giao,số,nay,mềm,khủng,vốn,nổi,tiếng,vì,lạc,quan,thú,họ,cảm,thực,lắng,sống,trường,dưới,chân,lại,duy,lúc,cũng,cái,gì,tung,alexei,thổ,lộ,an,ninh,tăng,cường,khắp,ngoài,qua,loa,phóng,thanh,cảnh,kêu,gọi,giác,bất,kỳ,động,đáng,tiên,nhằm,thân,xảy,ra,6,7,năm,2000,ngoái,lặp,khá,xuyên,tính,chất,khốc,liệt,300,thiệt,mạng,phần,lớn,đều,bàn,tay,phụ,nữ,vợ,mẹ,chị,em,lực,lượng,diệt,huy,phiến,quân,shamil,basayev,hào,nắm,đơn,vị,gồm,toàn,phải,tiếp,tục,đương,tổn,thương,biết,quả,sắp,đâu,mỹ,chia,buồn,bom07,02,2004,39,chết06
0,0.01743794666245163,0.025155894150811604,0.05382541754738124,0.046658036698238835,0.02691270877369062,0.019745327924548212,0.022720059748555354,0.027917415435463354,0.01743794666245163,0.02691270877369062,0.03408008962283303,0.02691270877369062,0.03408008962283303,0.03408008962283303,0.03408008962283303,0.022720059748555354,0.03408008962283303,0.02691270877369062,0.019745327924548212,0.02691270877369062,0.01743794666245163,0.019745327924548212,0.03408008962283303,0.03408008962283303,0.013958707717731677,0.012577947075405802,0.03408008962283303,0.02691270877369062,0.022720059748555354,0.03408008962283303,0.02691270877369062,0.02691270877369062,0.02691270877369062,0.02691270877369062,0.022720059748555354,0.02691270877369062,0.02691270877369062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.02031822219873245,0.043474375711346394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050247116444257216,0.05505245246765336,0.05505245246765336,0.031896298955039426,0.05505245246765336,0.03670163497843557,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.02254868169787425,0.05505245246765336,0.043474375711346394,0.043474375711346394,0.03670163497843557,0.028168990762421867,0.05505245246765336,0.05505245246765336,0.02254868169787425,0.025123558222128608,0.02254868169787425,0.025123558222128608,0.02254868169787425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.02362560515557963,,,,,,,,,,,,,,,,,,,,0.02362560515557963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02362560515557963,,,0.01891179755305582,0.02107137141210786,0.03782359510611164,0.02107137141210786,0.01891179755305582,0.03646237962887117,0.03078201643352661,0.04617302465028991,0.03078201643352661,0.03646237962887117,0.03078201643352661,0.026751734607452417,0.03646237962887117,0.03078201643352661,0.02107137141210786,0.02362560515557963,0.02362560515557963,0.03646237962887117,0.04617302465028991,0.04617302465028991,0.02362560515557963,0.01891179755305582,0.04617302465028991,0.04617302465028991,0.02107137141210786,0.026751734607452417,0.03646237962887117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.014674271587973436,,0.018144792049315104,,0.023036215911972916,,0.016285159004020288,,,,,,,,,,,,,0.02034427110619357,0.023036215911972916,,,,,,,,,,,,0.03139816023597239,,,,0.05443437614794531,,,,,,,,,,,,,,,,,,0.032570318008040576,,,0.018144792049315104,0.016285159004020288,,,,,,,,,,,,,,,,,0.032570318008040576,,,,,,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03139816023597239,0.016285159004020288,0.03139816023597239,0.026506736373314577,0.03976010455997187,0.023036215911972916,0.023036215911972916,0.018144792049315104,0.03976010455997187,0.03976010455997187,0.02034427110619357,0.03976010455997187,0.03139816023597239,0.026506736373314577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,0.04577460998893553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03664160775904565,,,,,,,,0.03664160775904565,,,,,,,,,,,,0.07064586053093788,,,,,,,,0.04577460998893553,,,,,,,,,,,,,,,,,,0.05183148580193906,0.05183148580193906,,,,,,,,0.07064586053093788,0.07064586053093788,0.08946023525993671,0.07064586053093788,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.029820078419978902,0.018320803879522826,0.022887304994467766,,,,,,,,,,,,,,,,0.018320803879522826,0.016508555536470116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02041289105547949,0.018320803879522826,0.02041289105547949,0.018320803879522826,,,,,0.03532293026546894,,,,,,,,,,,,,,,0.02041289105547949,0.02591574290096953,0.03532293026546894,,,,,,,0.03532293026546894,,,,,,,,,,0.022887304994467766,,,,,,,,,,,,,0.044730117629968355,0.044730117629968355,0.03532293026546894,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.029820078419978902,0.02591574290096953,0.044730117629968355,0.03532293026546894,0.029820078419978902,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,0.024012444416683806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03769562603777386,,,0.02969147789887926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.03769562603777386,0.03769562603777386,0.05137880765886391,0.06506198927995398,0.043374659519969314,0.03769562603777386,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.05137880765886391,0.05137880765886391,0.06506198927995398,0.06506198927995398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05382541754738124,,,,,,,,,,,0.04544011949711071,,,,,,,0.04544011949711071,,,,0.05382541754738124,,,,,,,0.03110535779882589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,0.06816017924566606,0.039490655849096425,0.06816017924566606,0.04544011949711071,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.027917415435463354,0.05382541754738124,0.05382541754738124,0.06816017924566606,0.06816017924566606,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,0.1172531448289461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22606675369900123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165860754566205,,,,,,,,,,,,,,,,,,,,0.1172531448289461,,,,,,0.22606675369900123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.025155894150811604,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,0.05382541754738124,,,,,,,,,,0.04544011949711071,,,,,0.027917415435463354,,,,0.09088023899422142,0.03487589332490326,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027917415435463354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039490655849096425,,,,,,,,,,,,0.039490655849096425,,0.04544011949711071,,,,,,0.027917415435463354,,,,,,,0.04544011949711071,0.06816017924566606,0.04544011949711071,0.06816017924566606,0.05382541754738124,0.04544011949711071,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
