,chợ,đen,hạt,nhân,pakistan,từ,mua,đến,bán,3,theo,các,viên,điều,tra,tiến,sĩ,khan,có,động,cơ,ông,hăm,hở,thách,đố,phương,tây,và,chọc,thủng,những,đám,mây,của,cái,gọi,là,bí,mật,nhà,khoa,học,cũng,muốn,chuyển,công,nghệ,tới,nước,hồi,giáo,khác,việc,mà,từng,khẳng,định,rằng,đó,không,phải,tội,còn,lại,vẻ,tiền,bạc,càng,thành,trong,lĩnh,vực,bao,nhiêu,thì,giàu,lên,bấy,riêng,bất,sản,một,khách,sạn,ở,châu,phi,người,bạn,gia,đình,cho,biết,nói,về,thiết,kế,máy,ly,tâm,hoàn,thiện,cứ,như,chứ,vậy,cuộc,gặp,với,chaudry,shujat,hussain,thủ,đảng,ủng,hộ,musharraf,giờ,chuyện,chỉ,chia,sẻ,nó,bắt,đầu,cách,tốn,đơn,giản,đặt,nhiều,bị,hơn,số,cần,tiên,quan,tình,báo,lúng,túng,khi,dõi,thập,kỷ,1980,tôi,nhớ,chức,đang,mức,họ,hiểu,tại,sao,simon,henderson,bài,viết,rất,sâu,london,rồi,dần,mọi,trở,nên,rõ,ràng,phụ,trội,hàng,bên,ngoài,phát,hiện,khoảng,năm,1987,đã,thoả,thuận,iran,xây,dựng,50,000,loại,p,1,tức,được,đưa,ra,giai,đoạn,chương,trình,nếu,này,cỡ,sẽ,phép,tehran,xuất,nhiên,liệu,30,quả,bom,nguyên,tử,mỗi,vì,ngày,phức,tạp,bèn,cũ,nhiễm,uranium,móc,qua,sử,dụng,thất,vọng,trả,quá,nhận,xét,nhưng,bước,khởi,quân,sự,tham,bằng,giấy,tờ,trực,tiếp,chính,hoặc,thứ,ba,sau,hệ,thống,vận,sẵn,bay,tải,phủ,để,che,giấu,cùng,mạng,lưới,trên,tuyến,đường,con,mang,vị,libya,dấn,mình,vào,nỗ,lực,gồm,2,quốc,vũ,khí,hội,đặc,biệt,tinh,vi,độ,mới,tiêu,điểm,già,cỗi,tripoli,tìm,kiếm,làm,hợp,kim,siêu,cứng,rotor,thép,thể,quay,tốc,nhanh,gấp,đôi,so,nhôm,trước,nghĩa,tăng,vật,trung,tahir,dân,sri,lanka,dubai,nhỏ,dự,cưới,1998,tư,giám,đốc,ty,smb,computers,mặt,trận,hoạt,phổ,biến,cộng,đồng,griffin,kỹ,sư,anh,lâu,68,tuổi,chối,tiết,lộ,chục,nay,chúng,nhau,đây,nguyễn,hạnh,nyt
0,0.04692092374120108,0.04692092374120108,0.03383266306015842,0.05680108815437771,0.028400544077188856,0.037275325931794286,0.030921933076218714,0.054577065439274174,0.041488804758231516,0.13533065224063368,0.04692092374120108,0.022387383287350533,0.054577065439274174,0.041488804758231516,0.04692092374120108,0.022387383287350533,0.02617652136208532,0.017833672395176053,0.024187065250751618,0.041488804758231516,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,0.04095532896756019,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.056799012949874994,0.056799012949874994,0.05022328997049078,0.08191065793512038,0.08191065793512038,0.04512276297006676,0.06606697395280557,0.08191065793512038,0.0316873679646296,0.08191065793512038,0.08191065793512038,0.0316873679646296,0.08191065793512038,0.08191065793512038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,0.019070733911446747,,,,0.019070733911446747,0.02229851819733194,,,,,,,,,,,,,,,,,,,,,0.02229851819733194,,,0.02419305606575347,0.02634090595381594,0.02634090595381594,0.04649157426308541,0.04649157426308541,0.04649157426308541,0.02229851819733194,0.028820416680875687,0.03175305542338031,0.039969675779541664,0.04649157426308541,0.057640833361751374,0.04649157426308541,0.057640833361751374,0.039969675779541664,0.04649157426308541,0.04649157426308541,0.04649157426308541,0.039969675779541664,0.020603796324714343,0.035342315164419436,0.039969675779541664,0.057640833361751374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,0.061811388974143025,0.1060269454932583,0.1060269454932583,,,,,,,,,,,,,,,,,0.06689555459199582,,,,,,,,,,,,,,,,,,,,,,,,,,0.11990902733862498,0.17292250008525414,0.1394747227892562,0.17292250008525414,0.17292250008525414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.03705482144684017,0.03110535779882589,,,,,,,,,,,,0.024519515029002962,0.028669523396569637,0.01953211738519282,0.026490595274632725,,,0.03705482144684017,,,,,,,,,,,,,,,,,,,,,,0.05977488119539552,,,0.028669523396569637,,,,,,,,,,,,,,,,,,,,,,0.07410964289368034,0.05138958314512499,0.026490595274632725,0.05977488119539552,0.07410964289368034,0.05977488119539552,0.14821928578736068,0.05977488119539552,0.05138958314512499,0.07410964289368034,0.07410964289368034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.03743181372384371,,,,,,,,,,,,0.02927907898775196,0.05022328997049078,,,,,,,,,0.05022328997049078,,,,,,,,,,,,0.06875921197635197,0.03743181372384371,0.03743181372384371,,,,,,,,,,,,,,,,,0.02927907898775196,,,,,,,,,,,0.02927907898775196,,,,,,,,,0.06606697395280557,0.08191065793512038,0.06606697395280557,0.023282060445286867,0.06606697395280557,0.08191065793512038,0.05022328997049078,0.08191065793512038,0.08191065793512038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.01979431859925284,,,,,,,0.01560332774572916,,,,,,0.012429529245122705,,,,0.04716068184143295,,,,,,,,,,,,,0.05473272648436022,,,0.018244242161453407,,,,,,,,,,,,,,,,,0.03270246200144318,,,,,,0.028916439679979544,0.03270246200144318,,,,,,,,,,,,,,,,,,0.03803856076070625,,,0.013404822680619712,,,,,,0.02597977261912935,0.04716068184143295,0.03270246200144318,0.04716068184143295,0.016857651538402643,0.023580340920716474,0.03270246200144318,0.03803856076070625,0.018244242161453407,0.03270246200144318,0.01979431859925284,0.028916439679979544,0.02597977261912935,0.03803856076070625,0.04716068184143295,0.04716068184143295,0.03803856076070625,0.04716068184143295,0.04716068184143295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.02288680148187187,0.019212132758098344,,,,0.03691977956186194,0.028065956159980143,,,0.015144406341443007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019212132758098344,0.020917778257442073,0.020917778257442073,,,,0.0177076468037636,0.02288680148187187,,,,,,,0.03174062488375367,,,,,,0.028065956159980143,,,,,,,,,,0.01636183825786139,0.03691977956186194,,0.03691977956186194,,,,,,,,,0.01301056319001325,,,,,,,,,,,,0.03174062488375367,,,,,,,,,,,,,0.03691977956186194,0.03174062488375367,0.020917778257442073,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.03691977956186194,0.04577360296374374,0.04577360296374374,0.04577360296374374,0.03691977956186194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.09525916627014094,,,,,,,,,,0.057212201734340246,0.06689555459199582,0.04557494056544992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049151016495605604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17292250008525414,0.09525916627014094,0.11990902733862498,0.17292250008525414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.05995451366931249,0.05995451366931249,,,0.03628958409863021,,,,,,,,,,,,,,,,,0.043230625021313536,,,,,,,,,,,,,,,,,,,0.03628958409863021,0.03951135893072391,0.03951135893072391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,,,,,,,0.030905694487071513,,,,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08646125004262707,0.08646125004262707,0.05995451366931249,0.05301347274662915,0.03951135893072391,0.05995451366931249,0.0697373613946281,0.0697373613946281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
