,những,con,khỉ,có,nhiều,tính,người,nhất,tôn,ngộ,không,là,được,phong,tề,thiện,đại,thánh,trong,tây,du,ký,của,ngô,thừa,ân,1500,1581,tác,phẩm,văn,học,kiệt,xuất,trung,hoa,ra,đời,vào,khoảng,thế,kỷ,16,tuy,nhiên,nhân,vật,hầu,hành,giả,đã,truyền,tụng,từ,đường,tống,nguyên,trước,đó,gần,10,sau,chuyến,đi,thỉnh,kinh,thật,nhà,sư,trần,huyền,trang,vài,thập,niên,đây,truyện,lại,chuyển,thể,thành,tranh,phim,hoạt,hình,và,cả,còn,xếp,hạng,108,hồng,danh,chư,phật,để,các,tín,đồ,khấn,bái,niệm,với,pháp,hiệu,đấu,chiến,thắng,như,vậy,ông,chắc,chắn,nổi,tiếng,ngưỡng,mộ,giới,loài,theo,ý,nghĩa,giáo,sự,giác,cái,cha,mẹ,vợ,gia,đình,tài,sản,cũng,đực,nên,nguy,cơ,bị,nữ,sắc,cám,dỗ,lão,đá,sinh,trống,sức,chứa,mạnh,vô,cùng,vũ,trụ,vị,tổ,bồ,đề,chỉ,cần,hướng,dẫn,cho,biết,cách,điều,động,nguồn,năng,lượng,tự,ấy,72,phép,biến,hoá,phụ,tam,tạng,thì,sử,dụng,mục,đích,cao,quý,nói,ngôn,ngữ,điển,karl,marx,một,dạng,tích,cực,giải,cấp,quan,điểm,triệt,khi,đứng,lên,cây,bổng,trên,tay,hễ,tất,nếu,mất,vòng,kim,cô,mà,bà,âm,tròng,đầu,cuối,ngoài,dự,kiến,trở,ảnh,thân,mến,sống,hệ,loại,hắc,vương,hãnuman,lừng,qua,thi,ramâyana,ấn,độ,rất,sùng,ở,nước,đạo,la,môn,thuyết,màu,đen,di,sơn,đảo,hải,tinh,thần,hiệp,cứu,khốn,phò,tướng,tiên,hoàng,tử,rama,cầm,quân,tấn,công,lanka,giết,quỷ,ravana,đẹp,sita,bản,anh,hùng,ca,xem,nền,tảng,lý,thư,hindu,số,đông,nam,á,ta,bắt,gặp,khắp,nơi,sách,vở,đền,chùa,tượng,đặc,biệt,phù,điêu,chạm,trổ,angkor,campuchia,thời,sihanouk,longnol,lấy,logo,làm,biểu,đội,sĩ,valmiki,6,5,nghìn,năm,phát,triển,bằng,việt,ít,đến,quốc,hồ,thích,bóng,nhập,hồi,thịnh,cạnh,lực,lẽ,mô,phỏng,tạo,mình,king,kong,phương,khá,mờ,nhạt,bên,thoại,mã,mỹ,ngư,mãi,giữa,20,tầm,cỡ,mới,hiện,khổng,lồ,bộ,khoa,tưởng,pha,chút,tình,cảm,lãng,mạn,kiểu,chuyện,rừng,diễn,ernest,b,schoedsack,mặc,dù,đẻ,muộn,nhưng,tước,do,bài,viết,đặt,gọi,vẫn,nhanh,chóng,lịch,điện,kỹ,xảo,tàn,phá,khủng,khiếp,đánh,nó,cố,bảo,toàn,mạng,nhỏ,bé,tội,gái,xinh,lòng,bàn,lông,lá,thuật,dễ,dàng,tương,tuyết,long,xanh,nay,ngôi,vua,lật,đổ,triết,ba,gian,hàng,thủ,nghệ,gỗ,gốm,hết,khách,thường,3,ngồi,kề,nhau,2,bịt,mắt,tai,miệng,thấy,nghe,xứ,túi,khôn,từng,trải,việc,rằng,thái,tiêu,hiểu,giống,hiếu,chịu,ép,luật,mang,chữ,nhẫn,đức,đòi,hỏi,phu,hàm,dưỡng,phải,nghĩ,lúc,nào,hanũman,mọi,nỗi,bất,bình,đúng,bi,kịch
0,0.01752997321158125,0.019401359814881888,0.019401359814881888,0.009063164516431512,0.023934866736346806,0.02127659574468085,0.01192909162063271,0.02768148926944641,0.014871702219915295,0.01192909162063271,0.00687885936968369,0.01022690022597317,0.01192909162063271,0.02768148926944641,0.023934866736346806,0.02768148926944641,0.02768148926944641,0.02768148926944641,0.011125079686815694,0.01921468057429667,0.02127659574468085,0.02768148926944641,0.01581323701913568,0.02768148926944641,0.023934866736346806,0.02768148926944641,0.034086382794211965,0.034086382794211965,0.023934866736346806,0.02768148926944641,0.02127659574468085,0.023934866736346806,0.034086382794211965,0.023934866736346806,0.023934866736346806,0.034086382794211965,0.01752997321158125,0.01752997321158125,0.0161055734322065,0.02127659574468085,0.014871702219915295,0.01921468057429667,0.034086382794211965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.01217053520777946,,,,,,,,,0.016019065890563924,,,,,,,,,,0.01061745914141967,,,,,,,,,,,,,,,0.02354024974126625,,,0.01997057155245768,0.025802571056912672,,0.03214110676023714,0.03214110676023714,0.025802571056912672,0.01997057155245768,0.02162748432324873,0.04577314260937035,0.02354024974126625,0.02354024974126625,0.03214110676023714,0.037172285590399465,0.02857142857142857,0.02857142857142857,0.04577314260937035,0.037172285590399465,0.025802571056912672,0.02857142857142857,0.03214110676023714,0.04577314260937035,0.03214110676023714,0.037172285590399465,0.02857142857142857,0.03214110676023714,0.02162748432324873,0.04577314260937035,0.037172285590399465,0.02857142857142857,0.04577314260937035,0.04577314260937035,0.04577314260937035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,0.024376839398684232,,,,,,0.02273385849044946,0.03926478204312798,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048910379852534776,,,,,,,,,,,,,0.06965478223165053,0.06965478223165053,0.06965478223165053,0.043478260869565216,0.2089643466949516,0.05656652155060788,0.06965478223165053,0.048910379852534776,0.03926478204312798,0.043478260869565216,0.08695652173913043,0.06965478223165053,0.024376839398684232,0.019823128506509757,0.048910379852534776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,0.024102413942621338,0.019333355385163356,0.011148496219832186,,0.019333355385163356,,,,,,0.018030301561390953,,,,0.012814174825851326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04486310329875797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03879099091752758,0.05524344797682629,0.05524344797682629,0.05524344797682629,0.05524344797682629,0.04486310329875797,0.05524344797682629,0.05682129247891853,0.034482758620689655,0.034482758620689655,0.05524344797682629,0.04486310329875797,0.05524344797682629,0.05524344797682629,0.05524344797682629,0.034482758620689655,0.05524344797682629,0.04486310329875797,0.04486310329875797,0.05524344797682629,0.04486310329875797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.021711045507129732,,,,,0.06195380931733244,,,,0.011444388348112833,0.026698443150939874,,0.0535685112670619,,,,0.024898987870492266,,,,,,,,,,,,,,,,,,,,,,0.0332842859207628,,,,,0.043004285094854454,0.0332842859207628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021711045507129732,,,,,,,,,,,,,,,,,,,,,,,0.03604580720541455,0.06195380931733244,0.0535685112670619,0.07628857101561724,0.07628857101561724,0.06195380931733244,0.06195380931733244,0.07628857101561724,0.07628857101561724,0.0535685112670619,0.07628857101561724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.032956349637772754,0.018237278225988977,,0.017038749290891244,,,,,,0.04485338449357899,0.03879676684501601,0.00961328621241478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032956349637772754,,,,,,,,,,,,,,,,,,,,,,,,,0.024082399653118498,0.03612359947967774,0.04,0.030278478052548224,0.06408239965311849,0.06408239965311849,0.04,0.06408239965311849,0.06408239965311849,0.05204119982655925,0.06408239965311849,0.06408239965311849,0.05204119982655925,0.044997549464331994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.0405684506925982,,0.047619047619047616,,,,,0.030791084797631752,,,,0.0535685112670619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026698443150939874,,,,,,,,,,,,,,,,,,,,,,,,0.03604580720541455,,0.0535685112670619,,,,,,,0.0535685112670619,,,,,,,,0.047619047619047616,,,,,,,,0.07628857101561724,0.07628857101561724,0.06195380931733244,0.06195380931733244,0.07628857101561724,0.06195380931733244,0.07628857101561724,0.07628857101561724,0.07628857101561724,0.07628857101561724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.016283284130347297,0.016283284130347297,0.015213169009724324,,,,,,0.020023832363204905,0.023093313598223815,0.008583291261084624,,,,,,,,,,,0.013271823926774586,,,,,,,,,,,,,,0.029425312176582813,,,0.03571428571428571,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016283284130347297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021502142547427227,0.03225321382114084,0.03571428571428571,0.027034355404060913,,,,,,,,,,,,,,,,,,,,,0.057216428261712936,0.057216428261712936,0.04017638345029642,0.057216428261712936,0.09293071397599866,0.057216428261712936,0.04646535698799933,0.04017638345029642,0.04646535698799933,0.057216428261712936,0.057216428261712936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.016886368727767567,0.016886368727767567,0.015776619713788187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,,0.033447777295997905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05933555523436897,0.05933555523436897,0.05933555523436897,0.05933555523436897,0.04818629613570301,0.05933555523436897,0.04818629613570301,0.04818629613570301,0.033447777295997905,0.041664397652159256,0.05933555523436897,0.05933555523436897,0.04818629613570301,0.05933555523436897,0.05933555523436897,0.05933555523436897,0.041664397652159256,0.041664397652159256,0.04818629613570301,0.04818629613570301,0.05933555523436897,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,0.020765455784064347,0.01197431075463457,0.008901190937421092,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02803562782643354,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,0.037037037037037035,0.041664397652159256,0.02803562782643354,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,0.041664397652159256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04818629613570301,0.04818629613570301,0.033447777295997905,0.041664397652159256,,,,,,,,0.041664397652159256,0.04818629613570301,0.04818629613570301,,,0.05933555523436897,0.037037037037037035,0.04818629613570301,0.033447777295997905,0.033447777295997905,0.05933555523436897,0.05933555523436897,0.05933555523436897,0.05933555523436897,0.05933555523436897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
