,chính,sách,giết,có,mục,tiêu,của,israel,nhiều,thập,kỷ,nay,đã,tiến,hành,ám,sát,những,mà,họ,cho,là,nguy,hiểm,với,an,ninh,quốc,gia,tuy,nhiên,năm,gần,đây,này,được,đẩy,mạnh,thành,một,phần,trong,nỗ,lực,ngăn,ngừa,tấn,công,tự,phủ,do,thái,kể,từ,khi,phong,trào,intifada,palestine,mở,màn,tháng,9,2000,hàng,chục,du,kích,hamas,và,jihad,hồi,giáo,bị,cách,3,vụ,người,các,quan,chức,mô,tả,biện,pháp,hiếm,hoi,ngoại,lệ,hiện,số,lượng,việc,kiểu,tăng,theo,nói,quân,đội,bao,gồm,quả,bom,hẹn,giờ,kẻ,đánh,cũng,như,thủ,lĩnh,nhà,sáng,lập,yassin,huy,động,rất,đông,binh,lính,nhóm,nhỏ,hoặc,cá,nhân,hay,tên,lửa,máy,bay,chiến,đấu,trực,thăng,không,thường,cướp,đi,mạng,sống,đứng,vô,tội,bản,báo,cáo,quyền,ngoái,hơn,130,nhằm,hạ,60,đó,thiệt,cấp,cao,1,1996,yahya,ayyash,vì,vai,trò,kỹ,sư,1997,cơ,mật,mossad,thất,bại,hại,khalad,mishal,trị,tại,jordan,7,2002,salah,shahada,cánh,sự,dải,gaza,6,2003,abdul,aziz,al,rantissi,viên,phát,ngôn,mưu,8,ismail,abu,shanab,tinh,thần,thoát,chết,2004,trở,vấn,đề,gây,chia,rẽ,nhất,cuộc,tranh,cãi,về,lộ,trình,hoà,bình,mỹ,hậu,thuẫn,biết,sẽ,chỉ,tôn,trọng,thoả,thuận,ngừng,bắn,nếu,tel,aviv,chấm,dứt,khẳng,định,vào,mối,đe,doạ,bắt,giữ,giúp,chặn,làm,cộng,đồng,tế,đặc,biệt,liên,minh,châu,âu,eu,anh,ảrập,tức,giận,trích,kế,hoạch,ích,nhưng,lên,án,gay,gắt,cả,ở,lãnh,thổ,lẫn,nước,ngoài,ra,rằng,dân,phải,chịu,thương,vong,còn,đặt,câu,hỏi,quyết,nghi,phạm,cần,xét,xử,mất,trăm,hợp,vật,đều,tiếp,đến,quá,thực,thi,duy,để,loại,bỏ,tới,bùng,địa,vị,đầu,ông,phản,f16,thả,nặng,227,kg,ngôi,đang,thăm,phố,cảnh,oanh,cửa,ngục,mình,tướng,ariel,sharon,tuyên,bố,tất,điểm,mặt,danh,trái,mong,muốn,vòng,xoáy,bạo,giáng,sinh,2,vài,sau,thân,tràn,bờ,tây,nablus,rồi,loạt,xảy,biên,giới,ta,chưa,rõ,ảnh,hưởng,lâu,dài,chắc,chắn,cái,cực,đoan,hoá,nữa
0,0.02104424687073846,0.02104424687073846,0.01620356062118398,0.025610747985683396,0.03526696440241016,0.03526696440241016,0.009824811163186334,0.027458293364391415,0.03804637325668457,0.047453560621183985,0.047453560621183985,0.032543521411194536,0.012642830861595334,0.047453560621183985,0.03804637325668457,0.02863918589218516,0.012642830861595334,0.01620356062118398,0.032543521411194536,0.02863918589218516,0.025610747985683396,0.01763348220120508,0.047453560621183985,0.047453560621183985,0.02863918589218516,0.025610747985683396,0.025610747985683396,0.03804637325668457,0.03804637325668457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.04489439332424205,0.022447196662121024,,,,,0.010479798574065422,,,,,,0.013485686252368356,,,,0.013485686252368356,0.01728379799592958,,,,,,,,,,,,0.03471308950527417,0.03471308950527417,0.024678756316474797,0.030548464951664172,0.03471308950527417,0.03471308950527417,0.027318131184728953,0.05061713132926292,0.04058279814046354,0.024678756316474797,0.022447196662121024,0.04058279814046354,0.01880904768128542,0.04058279814046354,0.020514131762864797,0.04058279814046354,0.05061713132926292,0.027318131184728953,0.027318131184728953,0.024678756316474797,0.05061713132926292,0.022447196662121024,0.022447196662121024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.0207405575951155,,,,0.012575758288878507,,,,,,0.016182823502842027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04869935776855625,0.041655707406329005,0.036658157941997005,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.029614507579769755,0.04869935776855625,0.0607405575951155,0.024616958115437754,0.041655707406329005,0.0607405575951155,0.041655707406329005,0.0607405575951155,0.029614507579769755,0.024616958115437754,0.019084850188786497,0.0225708572175425,0.04869935776855625,0.041655707406329005,0.04869935776855625,0.019084850188786497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.018518354995638836,0.02926942626935245,0.02015255108709152,0.02015255108709152,,,,,,,,,,,,0.018518354995638836,,,,0.02015255108709152,,,,,,,,,,0.026441524624794422,,0.03719259589850804,,0.02926942626935245,,,,,,,,,,,,,,,0.024050567852272525,0.024050567852272525,,,,,,,,,,,,,,,,,,0.02015255108709152,,,,,0.03719259589850804,0.032730498162497325,0.014448949556108953,0.02926942626935245,0.03408008962283303,0.02926942626935245,0.04348156943621093,0.05423264070992455,0.05423264070992455,0.05423264070992455,0.04348156943621093,0.05423264070992455,0.05423264070992455,0.05423264070992455,0.05423264070992455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,0.07438519179701608,0.028897899112217906,,,,,0.03703670999127767,,,,,,,,,,,,0.07438519179701608,0.07438519179701608,,,,0.07438519179701608,,,0.08696313887242187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028897899112217906,,,,,,,,,,,,,0.1084652814198491,0.07438519179701608,0.0585388525387049,0.07438519179701608,0.1084652814198491,0.1084652814198491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.015250579201042232,0.015250579201042232,0.008497133978971965,,,,,,,,,,0.010934340204622993,0.028027780533939863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02000980241876335,,0.018200429726044073,0.018200429726044073,,,,,,,,,,,,,,,0.02000980241876335,0.016633079807728213,0.012895169046477363,,,,,,0.0281457482475196,,,,0.025790338092954727,,,,,,,,,,,,,,,,,0.03290497146524071,0.04104091729399696,0.03290497146524071,0.04104091729399696,0.04104091729399696,0.04104091729399696,0.0281457482475196,0.0400196048375267,0.04104091729399696,0.03290497146524071,0.04104091729399696,0.02214983609572618,0.0281457482475196,0.08208183458799392,0.018200429726044073,0.018200429726044073,0.03290497146524071,0.04104091729399696,0.04104091729399696,0.02000980241876335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,0.011561386679743752,,,,,,,,,,0.013645103680997037,,,,0.014849248169435855,,,,0.021566945672154437,0.021566945672154437,,,,,,,,,0.021566945672154437,,,,,,,,0.0323907343624181,,,0.021566945672154437,0.021566945672154437,,,,,,0.05481014132411711,,,,,,,,,,,,,,,,0.014849248169435855,,,,,,,0.010646594409764492,,0.02511164498524539,,,,,,,,,,,,,0.043133891344308874,,,,,,,,,,,,,,,,,,,,,,,,0.03996089315468125,0.03996089315468125,0.03996089315468125,0.03996089315468125,0.032039051163523846,0.032039051163523846,0.027405070662058554,0.03996089315468125,0.032039051163523846,0.03996089315468125,0.019483228670901152,0.03996089315468125,0.032039051163523846,0.03996089315468125,0.032039051163523846,0.032039051163523846,0.03996089315468125,0.03996089315468125,0.032039051163523846,0.03996089315468125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,0.019649622326372667,,,,,,,,,,,0.03240712124236796,,,,,,,,,,,,,,,0.05727837178437032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03846399705537149,,,,,,,,,0.025285661723190668,0.05122149597136679,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05727837178437032,0.05727837178437032,0.07609274651336914,0.07609274651336914,0.05727837178437032,0.07609274651336914,0.07609274651336914,0.07609274651336914,0.09490712124236797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,0.017099134255714018,0.017099134255714018,0.009527089612786747,0.013313111934250383,,,,,0.012259714774880325,,,,0.012259714774880325,,,,,,,,,,,,,,,0.022435233014977088,0.027771331774240154,,,,,,,0.020406542420110023,,,,,,,,,,,,,,,,,,,0.044870466029954176,,,,,,,,,,,0.017099134255714018,,,,0.014458219839989772,,,,0.04966932942677992,,,,,,,,,,,,,,,,,,0.036893452854966854,,,,,,,,,,,,,,,,,,,,,,,,,,0.031557354095703795,,,,0.022435233014977088,,,,,,,,,,,,,,0.027771331774240154,,0.036893452854966854,,,0.036893452854966854,0.036893452854966854,0.04601557393569356,0.031557354095703795,0.031557354095703795,0.07378690570993371,0.04601557393569356,0.031557354095703795,0.04601557393569356,0.04601557393569356,0.031557354095703795,0.04601557393569356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.0207405575951155,,0.0225708572175425,0.0225708572175425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225708572175425,,,,,,,,,,,,,,,,,,,,0.024616958115437754,,,,,0.029614507579769755,0.024616958115437754,0.019084850188786497,,,,,0.019084850188786497,,,0.016182823502842027,,0.038169700377572995,,,,,,,,,,,,,,,,,,,,,,,,0.029614507579769755,,,,0.032781757421674745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036658157941997005,0.036658157941997005,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.04869935776855625,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
