,gần,2,000,học,sinh,tham,gia,th,s,nguyễn,văn,đương,trường,đh,kinh,tế,tphcm,trả,lời,thắc,mắc,của,các,tại,buổi,tư,vấn,sáng,26,ảnh,n,hữu,tổ,chức,10,khu,vực,theo,nhóm,ngành,và,đại,mà,thí,quan,tâm,ngày,thpt,thượng,hiền,báo,người,lao,động,sở,gd,đt,đã,chương,trình,“đưa,đến,2006”,lớp,12,lân,cận,hàn,thuyên,phú,nhuận,thái,bình,chí,thanh,du,hoàng,hoa,thám,dự,5,nhận,bổng,tin,1,trần,thủy,thị,minh,trang,3,đào,mai,khanh,4,hải,tăng,huỳnh,ban,từ,viện,là,pgs,ts,đức,nghĩa,quốc,ths,phong,nông,lâm,lê,tấn,bửu,hiển,luật,tiến,dũng,khoa,thu,hường,tạ,quang,sư,phạm,bs,trương,trung,y,dược,giang,bc,tôn,thắng,ông,bùi,yến,ngoại,thương,bà,hồ,ánh,tuyết,kỹ,thuật,ngọc,linh,ila,vietnam,trong,thời,gian,một,giờ,rưỡi,trực,tiếp,được,trên,câu,hỏi,về,tuyển,2006,chọn,những,đề,chung,nhất,9,30,11,tỏa,để,song,với,điện,tử,cũng,tường,tuyến,này,có,tặng,quà,thẻ,truy,cập,internet,miễn,phí,trị,giá,100,đồng,viễn,thông,ip,thuộc,spt,400,suất,tự,nhiên,nội,dung,mời,bạn,đọc,xem,địa,chỉ,www,nld,com,vn,phó,giám,đốc,không,điểm,thưởng,khác,năm,trước,nay,ưu,tiên,em,đặt,ra,cho,tập,vào,nghề,tạo,điều,kiện,khả,năng,tìm,việc,làm,sau,khi,thấy,sự,cân,nhắc,lực,mình,đây,chuyển,biến,rất,đáng,mừng,cam,hiệu,trưởng,đáp,ứng,nhu,cầu,hs,hướng,nghiệp,trọng,nó,quyết,định,thành,đạt,đang,lớn,ở,đăng,ký,thi,đúng,lúc,qua,dịp,trao,đổi,thầy,diện,như,đắn,ích,thứ,h,ghi,chuyên,bảo,quản,chế,sản,vi,thực,phẩm,mã,nls,318,tiêu,kiến,60,khối,a,b,mục,ngoài,thức,cung,cấp,hiểu,biết,sâu,sắc,hưởng,bất,lợi,dụng,vật,lĩnh,kiểm,soát,nghiệm,nhằm,đảm,an,toàn,vệ,dùng,tốt,thể,doanh,cơ,xuất,hoặc,công,tác,hay,nghiên,cứu,dinh,dưỡng,sức,khỏe,cộng,tra,thẩm,chất,lượng,lý,môi,lịch,319,phục,vụ,phương,án,giáo,dục,liên,hoạt,con,tài,nguyên,việt,nam,nằm,vùng,nhiệt,đới,gió,mùa,đặc,trưng,đông,á,đa,dạng,hình,kiểu,rừng,nhiều,cảnh,thế,giới,nha,vịnh,hạ,long,sapa,tam,đảo,ba,vì,cúc,bạch,vô,đòi,khai,thác,sử,phải,khôn,ngoan,ý,giữ,gìn,bền,vững,do,đó,cần,đội,ngũ,cán,bộ,bài,bản,am,tồn,quy,hoạch,phát,triển,xây,dựng,hiện,dẫn,dịch,ty,nghỉ,vườn,thiên,trữ,quyển,di,tích,nơi,viên,lập
0,0.7156818820794937,0.47712125471966244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.17223729258115827,0.06499517983346037,0.037873963583843755,0.20921208418388432,0.17223729258115827,0.2887322933038281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.03670163497843557,,0.014998887653875474,0.008740145442425483,,,,0.06663052922396033,0.028168990762421867,0.05505245246765336,0.05505245246765336,0.014998887653875474,0.028168990762421867,0.04827971173474254,0.05505245246765336,0.029928894245524758,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.023786554135235838,0.023786554135235838,0.03670163497843557,0.04827971173474254,0.02657696441018244,0.02657696441018244,0.06663052922396033,0.05505245246765336,0.05505245246765336,0.06663052922396033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,0.019498553950038116,0.011362189075153128,,,,,,,,0.019498553950038116,,,,,,,,,,,,,0.03455005373323718,0.03455005373323718,,,,,0.07156818820794937,0.05167118777434748,0.05651668842475031,0.07156818820794937,0.05651668842475031,0.05651668842475031,0.07156818820794937,0.07156818820794937,0.044364785990435585,0.03092252037580659,0.07156818820794937,0.05651668842475031,0.05651668842475031,0.03890756251918218,0.044364785990435585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.03078201643352661,,0.012579712225831041,0.00733044456461492,,,,,0.02362560515557963,,,0.025159424451662082,,,,0.050203306476364104,,,,,,,0.03078201643352661,,,,,0.04617302465028991,,,,0.03333625017699837,0.03646237962887117,,,,,,,0.01995001314568167,,,0.03646237962887117,,,0.055883669671708665,0.026751734607452417,0.02862244257447457,0.02862244257447457,0.03333625017699837,0.02862244257447457,0.03333625017699837,0.02862244257447457,0.03646237962887117,0.055883669671708665,0.055883669671708665,0.03078201643352661,0.03078201643352661,0.03078201643352661,0.04617302465028991,0.026751734607452417,0.04617302465028991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.7156818820794937,0.47712125471966244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.03333625017699837,0.012579712225831041,0.00733044456461492,,,,,0.09450242062231852,,,0.025159424451662082,,,,,,,,,0.01995001314568167,0.01995001314568167,,,,,,,,,,,,,,,,,,0.01995001314568167,,,,,,,0.026751734607452417,0.02862244257447457,0.02862244257447457,,,,,,,,,,,,,,0.03078201643352661,0.03078201643352661,0.04617302465028991,0.055883669671708665,0.055883669671708665,0.055883669671708665,0.055883669671708665,0.055883669671708665,0.02862244257447457,0.055883669671708665,0.04617302465028991,0.03078201643352661,0.02862244257447457,0.055883669671708665,0.055883669671708665,0.055883669671708665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.25105450102066124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19084850188786498,0.19084850188786498,0.19084850188786498,,,,,,,,,,,,,,,,,,,,0.19084850188786498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,0.12999035966692074,0.025249309055895838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12559264094388956,0.1590404182398875,0.1590404182398875,0.12559264094388956,0.1924881955358854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.06816017924566606,,0.02785507707148302,0.01623169867879018,,,,,0.10462767997470979,,,0.02785507707148302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05923598377364464,0.06337826570062226,0.06337826570062226,,,,,,,,,,,,,,0.06816017924566606,0.06816017924566606,,,,,,,,,,0.06816017924566606,,,,,,,,,,,0.08966232179309327,0.12374241141592632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
