,vừa,thi,xét,lớp,10,phụ,huynh,khắp,nơi,lo,lắng,hôm,qua,6,4,sau,khi,quy,chế,tuyển,sinh,thpt,được,bộ,gd,đt,ban,hành,báo,người,lao,động,nhận,nhiều,ý,kiến,bày,tỏ,vì,chủ,trương,của,bạn,đọc,đào,văn,đang,cựu,viên,đh,sư,phạm,tphcm,cho,rằng,không,nên,tổ,chức,vào,này,viết,“chúng,ta,tốn,biết,bao,công,sức,suy,nghĩ,để,đi,đến,quyết,định,bỏ,tốt,nghiệp,thcs,nay,lại,“biến,tướng”,thêm,một,kỳ,là,thể,được”,đề,nghị,lấy,điểm,học,2,3,môn,toán,ngoại,ngữ,9,làm,cơ,sở,quốc,cường,trung,tâm,nghệ,thu,hoạch,thủy,sản,“không,chỉ,căng,thẳng,và,giáo,càng,chú,trọng,mà,các,còn,lại”,tên,quách,hoa,gởi,thư,“có,rất,nhưng,do,áp,lực,cử,tất,cả,trên,toàn,sẽ,cám,ơn,tin,quan,chúng,em,hơn,giúp,con,đường,tập,cống,hiến,đất,nước,cứ,như,vầy,thì,sớm,muộn,gì,cũng,có,xin,hãy,trao,đổi,với,phóng,lãnh,đạo,ngành,số,địa,phương,bộc,bạch,nếu,hết,quá,hay,bớt,xã,hội,kém,e,ngại,kết,quả,cuối,năm,chưa,“phản,ánh,đúng,khách,quan”,trường,“rộng,tay”,mình,vậy,tại,sao,chấn,chỉnh,ngay,hiện,tượng,trả,sự,thực,vị,lắc,đầu,“làm,xuể”,chọn,án,thay,chất,lượng,dục,đáng,buồn,tình,hình,nhà
0,0.05704655134335828,0.009433168852371226,0.017960819683469274,0.014560468349853261,0.02234463500305875,0.02852327567167914,0.02852327567167914,0.0195428658299445,0.0195428658299445,0.02852327567167914,0.02852327567167914,0.01426163783583957,0.01426163783583957,0.0195428658299445,0.0195428658299445,0.01426163783583957,0.01426163783583957,0.0195428658299445,0.0195428658299445,0.0072802341749266305,0.00589108950742444,0.0195428658299445,0.039085731659889,0.02234463500305875,0.01178217901484888,0.01178217901484888,0.0195428658299445,0.0195428658299445,0.011172317501529375,0.011172317501529375,0.011172317501529375,0.011172317501529375,0.0195428658299445,0.0072802341749266305,0.0195428658299445,0.0195428658299445,0.01426163783583957,0.01426163783583957,0.01426163783583957,0.0195428658299445,0.0195428658299445,0.008980409841734637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.01168892662141652,,0.018042319476992086,0.027687917286398883,,,,,,,,,,,,,,,0.018042319476992086,0.01459965660535622,,,,,,,,,,,,,,,,,,,,,,0.01459965660535622,0.022255798303429317,0.03534405898447198,0.027687917286398883,0.03534405898447198,0.04843231966551464,0.027687917286398883,0.04843231966551464,0.04843231966551464,0.04843231966551464,0.04843231966551464,0.01459965660535622,0.04843231966551464,0.018042319476992086,0.04843231966551464,0.04843231966551464,0.04843231966551464,0.022255798303429317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.02032283391607139,0.013442265614628999,,0.01037433369927045,0.01592055243967936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008394802548079828,0.012797084024471859,,,,,,,,,,,,0.01037433369927045,,,,0.012797084024471859,0.02032283391607139,0.02032283391607139,0.02784858380767092,0.02784858380767092,0.02032283391607139,0.02784858380767092,0.02784858380767092,0.02032283391607139,0.02784858380767092,0.02032283391607139,0.02032283391607139,0.04064566783214278,0.02784858380767092,0.02032283391607139,0.02784858380767092,0.02784858380767092,0.01592055243967936,0.02032283391607139,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02032283391607139,0.02784858380767092,0.02784858380767092,0.02032283391607139,0.012797084024471859,0.02032283391607139,0.02784858380767092,0.02784858380767092,0.02784858380767092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.00960161829616357,0.018281548606388368,0.014820476713243498,,,,,,,,,,,,,,,,0.014820476713243498,,,,,,,,,,,,,,,,,,,,,,0.018281548606388368,0.011992575068685467,0.018281548606388368,0.029032619880101983,0.04548729268479816,0.029032619880101983,,,,,,,,,,,,,,,,,,,,,,,,,0.029032619880101983,,,,,,,,,,,,,,,0.029032619880101983,,,,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.011992575068685467,0.029032619880101983,0.039783691153815595,0.029032619880101983,0.029032619880101983,0.039783691153815595,0.039783691153815595,0.029032619880101983,0.039783691153815595,0.039783691153815595,0.039783691153815595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.00584446331070826,,,,0.01767202949223599,0.01767202949223599,,,0.01767202949223599,0.01767202949223599,,,,,0.01767202949223599,0.01767202949223599,,,,0.00729982830267811,,,,,,,,,,,,,0.009021159738496043,,,,,,,,,0.00729982830267811,0.011127899151714658,,0.013843958643199442,,,0.013843958643199442,,,,,,,0.009021159738496043,,,,0.011127899151714658,,0.01767202949223599,,,,,,0.01767202949223599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01459965660535622,0.01767202949223599,,0.03534405898447198,0.01767202949223599,,,,,,,0.01767202949223599,0.02421615983275732,0.01767202949223599,0.01767202949223599,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.04843231966551464,0.02421615983275732,0.02421615983275732,0.01767202949223599,0.013843958643199442,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.01767202949223599,0.013843958643199442,0.01767202949223599,0.01767202949223599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.008961510409752665,,,,,,,,,,,,,,,,,,,0.011193070064106437,,,,,,,,0.02122740325290581,0.02122740325290581,0.02122740325290581,0.02122740325290581,,0.0138324449323606,,,0.027097111888095184,0.027097111888095184,,,,,0.011193070064106437,,,,,,,,,,,0.011193070064106437,,,,,,,,,,,,,,,,,,,,,,,0.02122740325290581,0.027097111888095184,,,,,,,,0.01706277869929581,,,,,,,,,0.03357921019231931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027097111888095184,,,,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.027097111888095184,0.027097111888095184,0.027097111888095184,0.027097111888095184,0.027097111888095184,0.03713144507689456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,0.008394802548079828,,,0.01592055243967936,0.008394802548079828,0.008394802548079828,,,,,,,,0.0207486673985409,,,,,,,,,,,,,,,,,,,,0.016789605096159656,,,,,,,,,,,,,,,,,,,,0.02032283391607139,,,,,,,,,,,,,,,,,,,,,0.016789605096159656,,,,,,,,,,,0.02032283391607139,,,0.02032283391607139,,,,,,,,,,0.04064566783214278,,,,,,,,,,,,,,,0.02032283391607139,,,,,,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.05569716761534184,0.02784858380767092,0.02784858380767092,0.02032283391607139,0.02784858380767092,0.05569716761534184,0.05569716761534184,0.05569716761534184,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02032283391607139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0276648898647212,,,,,,,,,0.022386140128212873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04245480650581162,,,,,,,,0.05419422377619037,,,,,,,,,,0.022386140128212873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05419422377619037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07426289015378912,0.04245480650581162,0.07426289015378912,0.04245480650581162,0.07426289015378912,0.07426289015378912,0.07426289015378912,0.07426289015378912,0.07426289015378912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,0.07960276219839679,0.041974012740399136,0.041974012740399136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10161416958035695,0.10161416958035695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10161416958035695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1392429190383546,0.1392429190383546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.007998177515294911,0.006483958562044031,,,,,,,,0.012701771197544618,0.012701771197544618,,,,,,,0.006483958562044031,0.010493503185099784,,,,0.005246751592549892,0.005246751592549892,,,0.009950345274799599,0.009950345274799599,0.009950345274799599,0.009950345274799599,,,,,,,,,,0.007998177515294911,,,,,,,0.009950345274799599,,,,,,,,,,,,,,,,0.012701771197544618,,,,,,,,,,,,,,,,,,,,,0.007998177515294911,,,,,,,,,0.010493503185099784,,,,,,,0.012701771197544618,,,,,,,,,,,,,,,,,,,,,,,0.009950345274799599,,,,,,,,,,0.012701771197544618,0.012701771197544618,0.012701771197544618,0.012701771197544618,,,,,,,,,,,,,,,,,,,,,,,,,0.009950345274799599,,,,,,,,0.017405364879794324,0.017405364879794324,0.03481072975958865,0.017405364879794324,0.012701771197544618,0.012701771197544618,0.009950345274799599,0.017405364879794324,0.012701771197544618,0.012701771197544618,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.03481072975958865,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.012701771197544618,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.012701771197544618,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.017405364879794324,0.012701771197544618,,,,,,,,,,,,,,,,,,,,,,,,,,,
