,đào,tạo,sau,đh,chất,lượng,đáng,lo,chỉ,tiêu,tuyển,sinh,tăng,nhanh,hằng,năm,tuy,nhiên,còn,nhiều,vấn,đề,phải,bàn,trong,ảnh,đăng,ký,dự,thi,tại,mở,bán,công,tphcm,nhằm,minh,họa,n,hữu,“nếu,xét,về,số,bằng,cấp,thì,việt,nam,chiếm,vị,trí,cao,khu,vực,đông,á,nhưng,của,đang,có,khoảng,cách,với,chuẩn,mực,quốc,tế”,ts,nguyễn,thị,kim,anh,trường,sư,phạm,đưa,ra,đánh,giá,trên,khi,nhìn,vào,thực,trạng,hiện,nay,đó,khâu,vẫn,bất,cập,nặng,nề,lý,thuyết,nội,dung,học,quá,hàn,lâm,ít,thảo,luận,viên,đi,tế,tự,nghiên,cứu,tài,liệu,gs,trần,thanh,đạm,nói,một,chuyên,sâu,và,phương,pháp,khoa,song,thường,phân,tán,rời,rạc,thiếu,hệ,thống,bản,thân,cũng,không,hiểu,các,ý,nghĩa,như,thế,nào,đối,sự,mình,kêu,ca,nhất,là,chương,trình,thạc,sĩ,ở,nước,ngoài,40,50,tín,ta,yêu,cầu,môn,15,25,đơn,bắt,buộc,80,100,lại,thiết,đây,nguyên,nhân,chính,khiến,chưa,hóa,liên,thông,những,“muôn,thuở”,trương,văn,viện,hành,gia,dẫn,yếu,kém,quản,giáo,dục,theo,chung,mà,ai,biết,hoặc,trùng,lặp,khóa,dựa,trước,rồi,thay,đổi,địa,danh,để,“trình,làng”,trực,tiếp,đến,bức,xúc,xã,hội,rất,hiếm,hoi,tính,hình,thức,cho,phần,mục,dày,hơn,trang,ấn,tượng,bề,đầy,đủ,trị,tiễn,nêu,quy,định,sát,vô,ví,dụ,chú,giải,thư,trích,tỉ,mỉ,đóng,bìa,chữ,nhũ,chi,tiết,thủ,tục,từ,làm,xong,án,bảo,vệ,thật,rườm,rà,phiền,hà,điểm,ngất,quyết,mang,chiếu,lệ,lên,do,mối,quan,khác,nhau,người,hướng,buổi,nhà,thành,đồng,đã,qua,khuyết,sót,cần,được,góp,việc,tiến,báo,động,gần,xu,ngày,càng,thậm,chí,999,kiến,“sau,cánh,gà”,đa,hài,lòng,kết,quả,tương,thời,gian,trở,cuộc,tranh,tâm,trò,thầy,giống,nghi,chứ,kỳ,hạch,cả,144,cơ,sở,1998,bộ,gd,đt,38,4,278,phó,1999,thêm,2,025,23,400
0,0.04575872513519988,0.04189259533668743,0.04575872513519988,0.05022184444390743,0.07029051082150618,0.07029051082150618,0.04101496404594246,0.05104929723474184,0.03514525541075309,0.05104929723474184,0.05104929723474184,0.025110922221953717,0.04101496404594246,0.05104929723474184,0.05104929723474184,0.03098063085714309,0.03514525541075309,0.05104929723474184,0.03098063085714309,0.017715963901408505,0.03098063085714309,0.025110922221953717,0.03514525541075309,0.05104929723474184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.03268480366799991,0.0717454920627249,,,,,0.05020750772964727,,,,,,,,,,,,,,,,0.03268480366799991,0.21878270243460787,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.0585928057799178,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.0585928057799178,0.0585928057799178,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.020187672853764653,0.018482027354420925,0.030281509280646983,0.04431339215638891,0.015505259740038128,0.031010519480076257,,,,,,,,,,,,,,,,,,,0.010093836426882326,,,,,,,,,,0.018094837079092263,,,,,0.022521748780033164,0.022521748780033164,0.022521748780033164,0.011078348039097227,0.007815866427091988,0.011078348039097227,0.015505259740038128,0.022521748780033164,0.04504349756006633,0.0675652463400995,0.022521748780033164,0.015505259740038128,0.022521748780033164,0.012242778128032886,0.022521748780033164,0.022521748780033164,0.022521748780033164,0.022521748780033164,0.012242778128032886,0.009241013677210462,0.022521748780033164,0.006651436338156328,0.022521748780033164,0.018094837079092263,0.011078348039097227,0.018094837079092263,0.022521748780033164,0.018094837079092263,0.022521748780033164,0.012242778128032886,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.018094837079092263,0.022521748780033164,0.022521748780033164,0.022521748780033164,0.022521748780033164,0.013667925378151364,0.013667925378151364,0.013667925378151364,0.022521748780033164,0.013667925378151364,0.022521748780033164,0.015505259740038128,0.008488770700043093,0.022521748780033164,0.022521748780033164,0.015505259740038128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.027455235081119928,0.02513555720201246,,,,,,,,,,,,,,,,,0.03717675702857171,0.021259156681690206,,,,,0.027455235081119928,,,,,,,,,,,,,,,,,,0.030133106666344462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03717675702857171,,,,,,,0.061259156681690206,0.04921795685513096,0.04217430649290371,0.061259156681690206,0.04921795685513096,0.04217430649290371,0.061259156681690206,0.030133106666344462,0.04921795685513096,0.061259156681690206,0.061259156681690206,0.016701422589416735,0.03717675702857171,0.061259156681690206,0.061259156681690206,0.04217430649290371,0.04921795685513096,0.014215506319462954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04810303396691085,,,,,,,,,,,,,,,0.03479463039461819,,,,0.17572627705376545,,,0.07745157714285772,0.08786313852688273,0.07745157714285772,0.10253741011485615,0.08786313852688273,0.08786313852688273,0.10253741011485615,0.10253741011485615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,0.03514525541075309,,,,,0.025110922221953717,,,,,,,,,,,,,,,,,,,,,0.025110922221953717,0.017715963901408505,,,,,,,,,,,,,,,,,0.015076589033154343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025110922221953717,0.04101496404594246,,,0.013917852157847278,,,,,,,,0.03514525541075309,,,,,,,0.03098063085714309,0.03098063085714309,0.03098063085714309,0.03098063085714309,0.05104929723474184,0.02287936256759994,0.04101496404594246,0.04101496404594246,0.03098063085714309,0.05104929723474184,0.05104929723474184,0.03098063085714309,0.05104929723474184,0.04101496404594246,0.05104929723474184,0.05104929723474184,0.05104929723474184,0.05104929723474184,0.04101496404594246,0.04101496404594246,0.05104929723474184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.021449402407124944,0.019637154064072234,0.021449402407124944,0.02354148958308161,,,,,,,,0.02354148958308161,,,,,0.032948676947581024,,,,,0.02354148958308161,0.032948676947581024,,,,,,,0.03845152879307106,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026015903522069884,0.019637154064072234,,0.014134302218582197,,,0.02354148958308161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013047986397981824,,,,,,,,,,,0.032948676947581024,0.032948676947581024,,,,,,,,,0.03845152879307106,,0.029044341428571648,,,,,,,,,,,,,0.04785871615757047,0.04785871615757047,0.026015903522069884,0.026015903522069884,0.04785871615757047,0.029044341428571648,0.032948676947581024,0.04785871615757047,0.029044341428571648,0.032948676947581024,0.04785871615757047,0.04785871615757047,0.032948676947581024,0.04785871615757047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,0.059053213004695015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11715085136917697,,,0.11715085136917697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17016432411580612,0.17016432411580612,0.17016432411580612,0.06982099222781238,0.1032687695238103,0.1032687695238103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,0.04584163749228664,,,,,,,,,,,0.023107779001837178,,,,,0.014921323413652135,,,,,,,,,,,,,,,,,,,0.023107779001837178,,,,,,,0.04584163749228664,,,,,,,0.018098019841439918,,,0.00983255806510066,,,,,,,,,,,,,,,,,,,,,0.020204759254658537,,,0.01254861755658544,,,,,,,,,,,,,,,0.02723058030883163,0.020204759254658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018098019841439918,,,,,,,,,,,,,,,0.020204759254658537,0.06061427776397561,0.016376688405621988,0.011553889500918589,0.0332930199357012,0.04040951850931707,0.02292081874614332,0.0332930199357012,0.0332930199357012,0.0332930199357012,0.0332930199357012,0.026748889595179865,0.026748889595179865,0.0665860398714024,0.0332930199357012,0.0332930199357012,0.0665860398714024,0.0332930199357012,0.0332930199357012,0.0332930199357012,0.026748889595179865,0.0332930199357012,0.0332930199357012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.03268480366799991,0.029923282383348165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03587274603136245,0.0585928057799178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04425804408163299,,,,,,,,,,,,0.029923282383348165,0.04425804408163299,0.04425804408163299,0.03587274603136245,0.025308519859155006,,0.04425804408163299,0.05020750772964727,,,,,,,,,,,,,,,,,0.0585928057799178,0.07292756747820262,0.07292756747820262,0.04425804408163299,0.07292756747820262,0.0585928057799178,0.0585928057799178,0.07292756747820262,0.07292756747820262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
