,thi,lớp,10,nên,hay,không,ông,đào,duy,sinh,để,việc,xét,tuyển,khoa,học,hơn,hợp,lý,căng,thẳng,tốn,kém,cho,xã,hội,từ,số,báo,này,người,lao,động,mở,diễn,đàn,“góp,ý,10”,các,kiến,đóng,góp,của,bạn,đọc,xin,gởi,về,127,võ,văn,tần,q,3,tphcm,ngoài,bì,thư,ghi,e,mail,khoagiaonld,com,vn,phó,hiệu,trưởng,trường,thcs,ngô,chí,quốc,thủ,đức,kết,với,kiểm,tra,kỳ,2,tổ,chức,vào,bằng,một,riêng,mà,mặt,vừa,bảo,đảm,những,có,lực,trung,bình,đủ,điểm,tốt,nghiệp,khác,tính,phân,hóa,và,quả,4,năm,là,cơ,sở,ngọc,quang,giáo,viên,lưu,trữ,ương,iii,cớ,nào,được,bộ,gd,đt,chính,thức,bỏ,2005,2006,nhằm,giảm,áp,cử,thì,lại,bắt,phải,nếu,buộc,chẳng,bà,lê,tuyết,chinh,khu,phố,8,p,hiệp,chánh,dạy,thêm,sẽ,tràn,lan,trong,còn,tiêu,cực,nó,ngăn,chặn,ra,băn,khoăn,theo,tờ,trình,ubnd,đầu,cấp,2007,hs,ba,huyện,củ,chi,cần,giờ,trên,địa,bàn,vẫn,thể,thpt,nhưng,tham,gia,mình,nữa,vực,môn,ngữ,toán,hệ,ngoại,ngày,24,25,5,nhiều,phụ,huynh,đề,xuất,lấy,9,bốn,làm,phương,án,mấy,cao,đều,tránh,tình,trạng,lệch,tủ,chỉ,đối,dẹp,“phong,trào”,luyện,đang,“nóng”,lên,từng,gây,tâm,lo,âu,thiết,củng,cố,quyết,định,đúng,đắn,bớt,phát,bệnh,thành,tích,hoành,hành,kọc,khách,quan,đây,điều,đáng,ngại,như,sự,đạo,giám,sát,chặt,chẽ,chất,lượng,chấm,nghiêm,ngặt,suốt,cuối,cũng,ngành,dục,công,thường,xuyên,bước,nâng,phản,ánh,độ,quản,tại,giữa,đồng,khó,căn,cứ,khắc,phục,nghị,thống,nhất,chung,đáp,thang
0,0.004834974074533246,0.022479735198597604,0.016594514000032437,0.020303032115730316,0.030454548173595476,0.018355904857829248,0.020303032115730316,0.020303032115730316,0.024049654648829917,0.018355904857829248,0.01389813859096476,0.015582845953680181,0.009177952428914624,0.010862659791630045,0.030454548173595476,0.006068845286824453,0.03528952224812872,0.024049654648829917,0.024049654648829917,0.01764476112406436,0.01764476112406436,0.020303032115730316,0.020303032115730316,0.015582845953680181,0.024049654648829917,0.024049654648829917,0.024049654648829917,0.015582845953680181,0.06090909634719095,0.01764476112406436,0.030454548173595476,0.030454548173595476,0.030454548173595476,0.030454548173595476,0.024049654648829917,0.030454548173595476,0.024049654648829917,0.015582845953680181,0.024049654648829917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04577460998893553,,0.04082578211095898,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.03301711107294023,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.07064586053093788,0.05183148580193906,0.08946023525993671,0.08946023525993671,0.07064586053093788,0.08946023525993671,0.059640156839957804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.0234788345407575,,,,,,,,0.028757584277265824,,,,0.01701816700688707,,,,,,,,,,,,,,,,,,,,,,,0.07535558456633373,0.04882625065486457,0.07535558456633373,,,,,,,,,,,,,,,,0.07535558456633373,0.055286918188735,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4313637641589874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4313637641589874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.07340326995687114,0.07340326995687114,0.08694875142269279,0.0331818280122298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,,,,0.08694875142269279,0.11010490493530672,0.11010490493530672,0.06379259791007885,0.0406364443974649,0.11010490493530672,0.11010490493530672,0.08694875142269279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.01947803841454822,0.010062357660324641,0.011142030828593207,0.08179221509479928,,0.012324678975971066,,,,,,,,0.007293500145808745,,0.016299184484614246,,0.06459050105685749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023694393509457855,,,,,,,,,,,,,,,,,,0.03229525052842874,0.03229525052842874,0.04738878701891571,0.027264071698266425,0.04089610754739964,0.04089610754739964,0.04528060947146089,0.03350089852255603,0.027264071698266425,0.027264071698266425,0.03350089852255603,0.04089610754739964,0.023694393509457855,0.04089610754739964,0.03229525052842874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.007101368171970704,,,,,,,,,0.02696023525993671,0.02041289105547949,,0.013480117629968355,,,0.026740849545070246,,,,,,,,,,,,,,0.02591574290096953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016508555536470116,,,,,,0.02591574290096953,,,0.059640156839957804,0.07064586053093788,0.044730117629968355,0.044730117629968355,0.029820078419978902,0.0686619149834033,0.02591574290096953,0.03532293026546894,0.029820078419978902,0.044730117629968355,0.029820078419978902,0.02041289105547949,0.02041289105547949,0.029820078419978902,0.044730117629968355,0.044730117629968355,0.044730117629968355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.009880164413176632,0.015312283396146193,0.01695526430438097,,,,,,,,0.028400544077188856,,0.01875494626778206,0.01109880456970896,,0.01240155341220649,,,,,,,,,,,,0.03184320694882472,,,,,,,,,,,,,,,,0.022968425094219293,,,,,,,,,,,,,,,,,,,,,,,,,,0.022968425094219293,,,,,,0.03605668577526196,,,,0.045936850188438585,0.025489814093249148,,,0.025489814093249148,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,0.01875494626778206,0.041488804758231516,0.06223320713734728,0.03184320694882472,0.028400544077188856,0.041488804758231516,0.022968425094219293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.01466088912922984,0.011360726390689111,0.012579712225831041,,,0.013914960134160883,0.015391008216763305,0.015391008216763305,,0.013914960134160883,,,,0.008234596938816325,,0.013801728797455611,,,,,,,,0.011812802577789815,,,0.018231189814435583,,,,,,,,,,,,,,,,,,,,,,0.013375867303726209,,,,,,,,,,,,,,,,,,,,0.013375867303726209,0.008520544793016834,,,,,,,,,,0.008520544793016834,,,,0.00945589877652791,,,,,,,,,,0.02362560515557963,0.013375867303726209,0.018231189814435583,,,,0.01053568570605393,0.01053568570605393,,,,,,,,0.011812802577789815,,,,0.023086512325144956,0.023086512325144956,0.013375867303726209,0.018231189814435583,0.023086512325144956,0.023086512325144956,0.023086512325144956,0.023086512325144956,0.04617302465028991,0.03646237962887117,0.01053568570605393,0.023086512325144956,0.011812802577789815,0.011812802577789815,0.023086512325144956,0.018231189814435583,0.018231189814435583,0.023086512325144956,0.015391008216763305,0.023086512325144956,0.018231189814435583,0.015391008216763305,0.018231189814435583,0.015391008216763305,0.018231189814435583,0.023086512325144956,0.013375867303726209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
