,dạy,“chui”,và,những,đứa,trẻ,bị,bạc,đãi,phải,nằm,dưới,đất,hoặc,một,nôi,“nhốt”,cũng,được,tận,dụng,ngăn,làm,hai,cho,uống,thuốc,ngủ,để,khỏi,trông,coi,bắt,ở,truồng,cả,ngày,thay,quần,áo,giặt,đồ,ăn,bớt,tiền,của,dùng,nhục,hình,đối,với,thực,trạng,đáng,báo,động,này,đang,diễn,ra,không,ít,các,cơ,sở,nuôi,phép,trên,địa,bàn,tp,hồ,chí,minh,dù,đã,đổi,tên,điểm,nhưng,mầm,non,vẫn,hết,sức,nhếch,nhác,theo,giáo,dục,đào,tạo,thành,phố,hiện,có,tới,400,hoạt,tập,trung,nhiều,nhất,quận,tân,phú,50,q,12,48,gò,vấp,46,qua,khảo,sát,hầu,đảm,bảo,điều,kiện,tối,thiểu,về,vệ,sinh,an,toàn,ánh,sáng,chất,lượng,ảnh,hưởng,nghiêm,trọng,khỏe,sự,phát,triển,đường,lũy,bán,bích,chỉ,rộng,chưa,đầy,6m2,nhận,15,hôm,chúng,tôi,đến,em,ngồi,la,liệt,sàn,nhà,nhìn,khắp,phòng,thấy,bất,kỳ,thứ,chơi,nào,vật,phục,vụ,nhu,cầu,thiếu,trầm,cạnh,bức,vách,bằng,ván,ép,là,chiếc,bếp,gas,cũ,kỹ,nấu,trưa,cháu,cô,bạn,đồng,nghiệp,lo,sợ,nếu,hỏa,hoạn,xảy,biết,dư,sẽ,xử,lý,như,thế,tính,mạng,bé,nhóm,gia,đình,ngọc,anh,9,từ,8,tháng,tuổi,lạnh,ba,chung,võng,giường,thì,chiếu,đan,xen,nhau,cá,mòi,thể,duỗi,chân,tại,đây,còn,chứng,kiến,cảnh,vừa,đi,bô,đút,trong,khoảng,thời,gian,30,phút,đó,đỡ,so,việc,mà,thanh,tra,p,mỹ,tây,hằng,khi,bậc,phụ,huynh,rời,lớp,sau,gửi,con,lập,tức,2,lột,chiều,dơ,cách,chỗ,nghỉ,mét,nơi,đổ,phân,nước,tiểu,mùi,hôi,thối,khai,nồng,xộc,vào,lũ,tội,ông,hiệu,trưởng,hành,hạ,câu,quát,tháo,văng,tục,ghi,hợp,pháp,bình,quân,mỗi,03,05m2,ẩm,ướt,trơn,trượt,chấn,song,lối,lên,xuống,thang,dễ,gây,nguy,hiểm,hơn,bà,lê,thị,hồng,liên,phó,giám,đốc,số,chủ,mua,nom,cáo,biện,chỉnh,phần,lớn,trách,đều,chuyên,môn,khả,năng,tự,do,quản,nên,đánh,hét,xấu,thần,kinh,viên,căng,thẳng,thường,xuyên,vậy,trường,kiềm,chế,quỳ,gối,đứng,ghế,im,góc,học,b,phản,ức,tâm,hay,đập,đầu,tường,quậy,phá,chửi,thề,ngon,giấc,bên,chú,chữ,thu,hút,đem,3,viết,quyển,vở,vì,duy,quá,trình,chuyện,khủng,khiếp,cha,mẹ,đóng,5,000,7,sổ,sách,trú,quy,định,tách,bạch,phí,khẩu,500,thậm,điển,hoa,tỉnh,lộ,10,xã,h,chánh,cơm,canh,cần,ngay,nguyễn,kim,gd,đt,nay,mẫu,xuất,ồ,ạt,dẹp,mới,phối,quan,chức,tiến,kiểm,loạt,đoàn,biên,bản,buộc,vi,phạm,khắc,sai,sót,cửa,vĩnh,viễn,tế,13,1,thơ,11,20,đủ,mọi,lứa,chật,hẹp,trước,ngoan,thuê,vài,họa,mi,19,10m2,mặc,nhanh,tay,dọn,tẩu,tán,lại,vượt,rất,xúc,tình,giải,“số,lao,nhập,cư,đông,xây,dựng,huyện,đáp,ứng,cầu”,cụ,phường,sơn,nhì,hòa,thịnh,thạnh,ngàn,dân,chuẩn,200,ca,thủ,đức,60,ngoài,công,hoạch,năm,2005,28,hoàn,dự,án,22,người,thêm,thấp,mức,150,lựa,chọn,tất,yếu,gì,ngạc,nhiên,loa,thông,tiêu,tiếp,ta,phủ,khá,tốt,sạch,dinh,dưỡng,sư,nai,kiên,hoàng,chính,quyết,giảm,nội,cứ,chăm,vô,nhiệm,chui,nữa,40,niên,còi,xương,suy,lực,trí,tuệ,toán,lâu,dài,căn,tư,tổ,mắt,đợt,huấn,hướng,dẫn,nâng,cấp,đạt
0,0.028284587306257453,0.07459689433148534,0.02727193581693633,0.039862664062564425,0.06301881757517837,0.03416152801528051,0.04771343262625384,0.07459689433148534,0.07459689433148534,0.039862664062564425,0.05144074081887139,0.06301881757517837,0.06301881757517837,0.056246076842267546,0.029362615137036047,0.07459689433148534,0.07459689433148534,0.04771343262625384,0.0330899233296536,0.06301881757517837,0.06301881757517837,0.06301881757517837,0.06301881757517837,0.05144074081887139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.0191640630064958,,,0.03200719741972228,,,,0.05602320354738784,,,,,,,,,,,,,,,0.019875655944937672,0.0395242702134853,0.04428349343120642,0.03614754760245017,0.04462572434117739,0.0790485404269706,0.0395242702134853,0.05241943925996266,0.03614754760245017,0.026629101167007938,0.04428349343120642,0.05241943925996266,0.03352835806169189,0.05241943925996266,0.04428349343120642,0.04428349343120642,0.04428349343120642,0.03352835806169189,0.05078482446587127,0.0395242702134853,0.04428349343120642,0.02063318901521452,0.03614754760245017,0.04428349343120642,0.0395242702134853,0.05241943925996266,0.02957895169200978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.02723700999861829,,,,,0.010965428745645595,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03649173122886273,,,,,,,,,,,,,,,,,,0.054162888811072445,0.049535528195950224,0.07183404639328216,0.054162888811072445,0.04053411898534673,0.031864370613740506,0.060684787294616196,0.07183404639328216,0.054162888811072445,0.04279936419266856,0.060684787294616196,0.017671157582209718,0.019427626098066687,0.018820573646653006,0.02723700999861829,0.03479700935624513,0.03326394694297754,0.04053411898534673,0.0459462684549111,0.060684787294616196,0.060684787294616196,0.054162888811072445,0.060684787294616196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.05921331522648622,,,,,,,,,,,,,,,,,,,,,,,0.16511518006235637,,,,0.26749185225813127,0.19705534863585872,0.3276978513909275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,0.04711042116484886,,,,,,,,,,,,,,,,,,,,0.06647263626813436,,,,,,,,,,,0.07447678440702897,0.05638860219466362,,,,,,,,,,,,,,,0.039106273025954257,,,,,,,0.02384299566580912,0.023097976748165057,,,,0.04974641875474372,,,,,,0.07447678440702897,0.04974641875474372,0.14895356881405794,0.07447678440702897,0.07447678440702897,0.039106273025954257,0.04711042116484886,0.04711042116484886,0.06079360278593892,0.052789454647044314,0.06647263626813436,0.08815996602811903,0.08815996602811903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.01935261236743931,,,,,0.007791225687695555,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025928335346823515,,,,,,,,,,,,,,,,,,,,,,0.028800558226430573,,,,,0.015205037278974357,,0.012555822492622696,0.027607679191989504,0.04011753856260246,0.01935261236743931,0.024724190858384693,0.04726981934002071,0.028800558226430573,0.032646032849542095,,,,,,,,,,,,,,,,,,0.025928335346823515,0.018659745558956435,0.028800558226430573,0.028800558226430573,0.027274454358596708,0.028800558226430573,0.032646032849542095,0.03848415783944621,0.018006493355666117,0.03519629634975411,0.051039980332068906,0.03056231584828881,0.03056231584828881,0.032646032849542095,0.03056231584828881,0.03519629634975411,0.03519629634975411,0.028800558226430573,0.03519629634975411,0.04311813834091151,0.02087871623527317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2644637389801268,0.34547642187555827,0.6465064175395394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487465999299652,0.487465999299652,0.6465064175395394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.026264259641524776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030726357377535488,,,,0.020635407735750913,,0.03408008962283303,0.01873378230885002,0.018148410302129686,0.026264259641524776,,,,,,,,,,,,,,,,,,0.0414774286512491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06926854473637922,0.05851747346266562,0.05851747346266562,0.06926854473637922,0.052228499924962715,0.052228499924962715,0.06926854473637922,0.06926854473637922,0.052228499924962715,0.05851747346266562,0.0414774286512491,0.047766402188952006,0.0414774286512491,0.052228499924962715,0.052228499924962715,0.047766402188952006,0.047766402188952006,0.052228499924962715,0.05851747346266562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.05454387163387266,,,0.02277435201018701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058725230274072095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11249215368453509,,,,,,,,,,,,0.10288148163774279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11249215368453509,0.11249215368453509,0.12603763515035674,0.10288148163774279,0.14919378866297067,0.12603763515035674,0.10288148163774279,0.14919378866297067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
