,dạy,thêm,–,học,tràn,lan,sinh,bị,cuốn,vào,vòng,quay,không,lối,thoát,tại,một,trung,tâm,bồi,dưỡng,văn,hóa,buổi,tối,ảnh,chụp,trước,trường,đồng,khởi,quận,1,ngoài,chuyện,tăng,tiết,ngày,càng,phổ,biến,ở,các,thông,hs,còn,phải,cả,và,chủ,nhật,để,luyện,thi,khổ,cha,mẹ,trò,hơn,21,giờ,đường,phan,đông,nghẹt,phhs,đứng,đón,con,tan,ca,cơn,mưa,ào,xuống,ít,người,quên,mang,áo,chịu,ướt,hay,chạy,tìm,chỗ,núp,từng,tốp,túa,ra,đèn,phản,chiếu,mặt,mũi,em,bơ,phờ,lời,nhiều,lặng,lẽ,ngồi,lên,xe,bố,nam,mặc,nguyên,phục,đi,nhảy,“lẹ,ba,đói,muốn,chết,luôn”,dọc,theo,nguyễn,thái,trần,hưng,đạo,chung,quanh,ten,lơ,man,cách,mạng,tháng,tám,cổng,thượng,hiền…,đã,20,thậm,chí,nữa,vẫn,rải,rác,chưa,được,về,nhìn,dòng,cộ,ngược,xuôi…,làm,xa,nên,có,như,nga,lớp,7,thcs,collete,3,thường,trễ,hàng,tiếng,hồ,biết,“mùi”,từ,hồi,5,đậu,công,lập,6,cô,bé,tiếp,tục,môn,toán,lý,giành,suất,đh,khối,a,của,trình,sau,xong,chính,khóa,là,bay,ngay,đến,kịp,ăn,cơm,thay,quần,đó,mới,nhà,tắm,rửa,rồi,lại,chuẩn,bài,vở,cho,hôm,sáng,nào,cũng,mở,mắt,chẳng,chỉ,cầm,hộp,sữa,gầy,gò,này,ước,ngủ,giấc,trọn,chơi,viên,trưa,trong,hẻm,rộng,trãi,phường,cư,trinh,gần,“dùi,mài,kinh,sử”,gian,nhỏ,2,chiều,đợi,vừa,than,vừa…,ngáp,“tại,giáo,tụi,cái,“độc,địa”,thế,này”,hiểu,chúng,tôi,ngôi,thầy,thuê,mướn,chia,xu,hướng,kéo,“xưa,rồi”,bây,thích,địa,điểm,thuận,tiện,lẫn,lò,khu,vực,chợ,vườn,chuối,kênh,nhiêu,lộc,tân,bình,nhân,nói,mãi,nêu,trên,nay,quá,dù,hiện,tượng,“học,khiến,lâm,tình,trạng,trầm,cảm,ức,chế,vẹo,cột,sống,cận,thị,hậu,quả,suốt,đời,74,tốt,nghiệp,tiểu,vấn,đề,sức,khỏe,thử,hỏi,ta,sẽ,đâu,nếu,trào,lưu,chấm,dứt’’,sư,lân,dũng,thốt,cải,thiện,bổ,sung,kiến,thức,khi,chương,sách,khoa,nặng,nề,thì,gs,cương,do,tỷ,lệ,cđ,nước,rất,thấp,tập,tuy,khá,rãi,bậc,nhưng,thắt,cổ,chai,quãng,marathon,sự,đua,nhau,thúc,ép,mình,rút,cấp,tất,nỗ,lực,mệt,mỏi,ấy,nhằm,mục,đích,cuối,cùng,đạt,cao,kỳ,tuyển,tskh,lê,ngọc,trà,xuất,giảm,cần,tải,tạo,điều,kiện,giúp,gv,thật,đổi,phương,pháp,giảng,hình,thành,tư,duy,hệ,thống,cử,khuyến,khích,hoạt,động,đánh,giá,dục,toàn,diện,đối,với,bao,gồm,khâu,kiểm,tra,đức,khả,năng,diễn,cộng,đồng…,cơ,sở,thiểu,pt,nhẹ,bằng,kết,hợp,mô,xét,gốc,rễ,mà,dư,luận,xã,hội,đang,bất,869,khảo,sát,xác,nhận,giỏi,442,định,rằng,thực,chất,kỹ,nội,dung,rõ,những,phụ,thpt,ngoại,ngữ,757,“hs,thời,tự,học”,hưởng,tinh,thần,cường,độ,543,15,tuần,202,16,trở,giải,trí,viện,nghiên,cứu,384,4,12,14,huyện,thuộc,38,tphcm
0,0.03031100548853842,0.01601594902941899,0.02856265005914966,0.016379573627437114,0.04079652838529485,0.04079652838529485,0.05712530011829932,0.02084393222161168,0.033077810547756874,0.022874220581807186,0.033077810547756874,0.033077810547756874,0.0131252143840737,0.033077810547756874,0.04079652838529485,0.02856265005914966,0.01912734787210878,0.033077810547756874,0.04079652838529485,0.04079652838529485,0.04079652838529485,0.02535909271021889,0.033077810547756874,0.022874220581807186,0.033077810547756874,0.033077810547756874,0.04079652838529485,0.033077810547756874,0.014094151842776261,0.02535909271021889,0.04079652838529485,0.022874220581807186,0.02856265005914966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.005703601530982567,,,,,,,,,,,,,,,,,,,,0.03186052152466001,0.0460726646915185,,,,0.019631140066724076,,,,,0.0460726646915185,0.039783691153815595,0.05682373596523211,0.05682373596523211,0.07064318683560977,0.05682373596523211,0.07956738230763119,0.0460726646915185,0.017040044811416515,0.026641663107580083,0.0460726646915185,0.011992575068685467,0.029032619880101983,0.029032619880101983,0.07064318683560977,0.026641663107580083,0.05682373596523211,0.05682373596523211,0.029032619880101983,0.0460726646915185,0.035321593417804886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.012492440242946812,,0.012776067429400951,,,,,,,,,,,,,,,,,,0.039560184627941475,,,,,,,0.021986876874730967,,,0.035683784107619215,0.04455773409227347,,,,,,,,,,,,,,,,,,,,,,0.12728516856211994,0.05160138445450072,0.04455773409227347,0.05160138445450072,0.04455773409227347,0.06364258428105997,0.029838662680489698,0.03251653426571422,0.06364258428105997,0.06364258428105997,0.06364258428105997,0.039560184627941475,0.04455773409227347,0.05160138445450072,0.029838662680489698,0.05160138445450072,0.04455773409227347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,0.02694122952520391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042784913507518715,,,,,,,,,,,,,,,,,,,,,,,,,0.0837402424750789,0.1674804849501578,0.0837402424750789,0.0837402424750789,0.0678965584927641,0.05862859748983351,0.0837402424750789,0.0837402424750789,0.0678965584927641,0.0837402424750789,0.0837402424750789,0.0678965584927641,0.0678965584927641,0.05862859748983351,0.0678965584927641,0.0837402424750789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06715842038463862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2580069222725036,0.31821292140529983,0.31821292140529983,0.31821292140529983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07459665670122424,,,,,,,,,,,,,,,,,,,0.08129133566428556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15910646070264992,0.15910646070264992,0.15910646070264992,0.1290034611362518,0.15910646070264992,0.09890046156985369,0.15910646070264992,0.15910646070264992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,0.04265694674823953,,,,0.06216388058435353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09282861269223638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08241705130821139,,,0.13258871725220825,0.07434121689087336,0.13258871725220825,0.13258871725220825,0.13258871725220825,0.06216388058435353,0.09282861269223638,0.13258871725220825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,0.00725912922125054,,,,,,,,,,,,,0.0339075712278292,,,,,,,,,,,,,0.044954755259024405,,,,,,,,,,,,,,,0.015263277360145142,0.0369506071201298,,,,,,,,,,,,,,,,,,,,,,,0.0339075712278292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0678151424556584,0.050633788741219855,,0.07232111850120451,0.07232111850120451,0.050633788741219855,0.05863793688011446,0.0625431472758687,0.07232111850120451,0.07232111850120451,0.07232111850120451,0.07232111850120451,0.044954755259024405,0.07232111850120451,0.07232111850120451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,0.0020740369203572973,,,,0.010557316320037086,,,,,,,,,,,,,,,,,,,,0.016753696251461274,0.021415789163698993,0.012844215788292687,,0.01158564419078546,,,,,,,,,,,,,0.008721872777225794,0.010557316320037086,,,,,,,,,,0.016753696251461274,0.028933593566411345,,0.028933593566411345,,0.009687877493665486,0.021114632640074172,,,,,0.014466796783205673,0.03350739250292255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012844215788292687,,,,,,,,,0.014466796783205673,,,,,,0.0089347353251241,,,,,,,,0.02066317671462986,0.014466796783205673,0.028933593566411345,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.014466796783205673,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.014466796783205673,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.010557316320037086,0.016753696251461274,0.016753696251461274,0.016753696251461274,0.02066317671462986,0.016753696251461274,0.02066317671462986,0.02066317671462986,0.016753696251461274,0.009687877493665486,0.012844215788292687,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.016753696251461274,0.02066317671462986,0.014466796783205673,0.01158564419078546,0.009687877493665486,0.014466796783205673,0.01158564419078546,0.02066317671462986,0.016753696251461274,0.02066317671462986,0.014466796783205673,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,0.02066317671462986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.01837123565139237,,0.009394167227500699,,,,,,0.05247615309944002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021940193147418893,,,0.04781843274369739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021940193147418893,,,,,,,0.020234547648075165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05247615309944002,,,,,,,,,,0.03276303977373049,0.04679601785372056,0.03276303977373049,0.04679601785372056,0.04679601785372056,0.04679601785372056,0.037942194451838766,0.037942194451838766,0.037942194451838766,0.02623807654972001,0.03276303977373049,0.03276303977373049,0.03276303977373049,0.037942194451838766,0.037942194451838766,0.037942194451838766,0.04679601785372056,0.04679601785372056,0.02623807654972001,0.04679601785372056,0.04679601785372056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
