,quy,chế,tuyển,sinh,2006,không,làm,tròn,điểm,từng,bài,thi,bộ,trưởng,gd,đt,ngày,21,2,đã,ký,quyết,định,số,05,về,việc,sửa,đổi,bổ,sung,một,điều,của,đh,cđ,hệ,chính,chấm,có,khi,do,máy,tính,tự,động,thực,hiện,theo,nguyên,tắc,nếu,tổng,3,môn,lẻ,từ,025,đến,dưới,thì,thành,075,10,những,đúng,cách,giải,sáng,tạo,độc,đáo,khác,với,đáp,án,thể,được,thưởng,mức,cán,đề,xuất,và,trình,ban,nhưng,vượt,quá,1,ngoài,ở,cũ,đình,chỉ,đối,các,thí,vào,phòng,mang,tài,liệu,phương,tiện,kỹ,thuật,thu,phát,truyền,tin,ghi,âm,hình,thiết,bị,chứa,đựng,thông,lợi,dụng,để,vũ,khí,chất,gây,nổ,cháy,vật,nguy,hại,xử,lý,vi,phạm,buộc,thôi,hoặc,pháp,luật,người,trong,hành,sai,sau,đây,đưa,ra,khu,vực,lúc,đang,lộ,mua,bán,phách,4,chữa,thêm,bớt,5,trên,biên,bản,sổ,6,đánh,tráo,7,gian,dối,xét,triệu,tập,trúng,kể,cả,học,bạ,tốt,nghiệp,thpt,diện,thẳng,8,mất,vận,chuyển,bảo,quản,công,tác,tùy,độ,sẽ,kỷ,thức,tại,này,còn,bãi,bỏ,cộng,kết,quả,loại,giỏi
0,0.01167624997980823,0.0158436839823148,0.02094421098273882,0.0158436839823148,0.03678789496505362,0.02751993396212303,0.02094421098273882,0.02751993396212303,0.008152734736091747,0.03678789496505362,0.0158436839823148,0.008152734736091747,0.05503986792424606,0.03678789496505362,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,0.6989700043360189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016433240712322696,0.01114925909866597,0.014738518839705096,0.01114925909866597,0.05177555587674214,,,,,,,,,,,,,,,0.037037037037037035,0.037037037037037035,0.01114925909866597,0.01114925909866597,0.05177555587674214,0.01114925909866597,0.019365879454827317,0.01114925909866597,0.02588777793837107,0.037037037037037035,0.019365879454827317,0.019365879454827317,0.02588777793837107,0.02588777793837107,0.02588777793837107,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.013049926448020964,,,,,0.030757573251784565,,0.030757573251784565,0.009111879999161365,0.04111588260800111,0.0177076468037636,0.027335639997484094,,,,,,,,,,,,,,0.030757573251784565,0.0177076468037636,,,0.030757573251784565,0.030757573251784565,,,,,,,,0.06151514650356913,0.0177076468037636,0.030757573251784565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0144683967141102,,,,,,,0.03410078773567419,0.01346973565093419,,,0.0033674339127335476,,,,,,,,,,,,,0.01308826068104266,,0.00654413034052133,,,,,,,,,,,,,0.01308826068104266,,0.01519500009426128,0.021739130434782608,0.01519500009426128,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.01136692924522473,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.01519500009426128,0.01519500009426128,0.043478260869565216,0.03039000018852256,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.01989700043360188,,0.007745097999287159,,0.01505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03010299956639812,,,,,,,,,,,,,,,,,,,,,,,,,0.026143937264016884,0.05,0.05,0.034948500216800946,0.05,0.05,0.05,0.05,0.026143937264016884,0.01989700043360188,0.05,0.05,0.034948500216800946,0.05,0.026143937264016884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.018030301561390953,,,0.010682893792120219,,,0.01602434068818033,0.018030301561390953,0.048204827885242676,,,,,,,,0.010380344678068316,0.010380344678068316,,,,,,,,,,,,,,,,0.05409090468417286,,,0.048204827885242676,,,,,,,,,,,,,0.024102413942621338,,,,,,,,,,,,,,,,,,,,,,,,0.018030301561390953,0.024102413942621338,0.024102413942621338,0.024102413942621338,0.034482758620689655,0.024102413942621338,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.024102413942621338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.006338535703324468,0.004300428509485445,,0.004300428509485445,,,0.0056848572667433945,,,,0.004300428509485445,0.0066386554279604226,,,,,,,,,,0.004300428509485445,0.00860085701897089,,0.004300428509485445,,0.004300428509485445,,,0.00746969636114768,0.00746969636114768,,,,,,,,,0.004300428509485445,0.00746969636114768,,,,,,,,0.00746969636114768,,,,,,,,,,,,,,,,0.00746969636114768,,,,,,,,0.00746969636114768,0.0056848572667433945,,,0.00998528577622884,,,,,,,,,,,,,,0.00998528577622884,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.00746969636114768,0.01997057155245768,0.00998528577622884,0.00746969636114768,0.00998528577622884,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.00998528577622884,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.00998528577622884,0.014285714285714285,0.00998528577622884,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.00998528577622884,0.014285714285714285,0.014285714285714285,0.00998528577622884,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0020637092987568035,0.0014001395147161917,0.012956186328857039,0.011201116117729533,,,0.007403535045061165,,0.002881896929967315,,0.009800976603013342,0.012248061952361089,0.004863988328189187,,,,,,0.003251023275981483,,,0.0014001395147161917,0.0028002790294323833,0.006502046551962966,0.0014001395147161917,0.0024319941640945936,0.004200418544148575,0.006502046551962966,,,,0.006502046551962966,0.003251023275981483,0.009753069827944449,,,,,0.004863988328189187,0.0028002790294323833,0.0024319941640945936,,,0.003251023275981483,,,,,0.007295982492283781,,,,,0.003251023275981483,,,0.003251023275981483,,,,,,,,0.004863988328189187,,,0.003251023275981483,,,,,0.0024319941640945936,0.0018508837612652913,,,,,,0.003251023275981483,0.006502046551962966,0.009753069827944449,,0.003251023275981483,,,,,,0.003251023275981483,0.006502046551962966,,,,,0.0024319941640945936,0.006502046551962966,0.013004093103925932,0.007295982492283781,0.003251023275981483,,,,,,,,0.003251023275981483,,,,,,0.003251023275981483,,0.006502046551962966,,,,,,0.003251023275981483,,,0.003251023275981483,,,,,,,0.013953488372093023,0.013953488372093023,0.018604651162790697,0.018604651162790697,0.004651162790697674,0.004651162790697674,0.027906976744186046,0.004651162790697674,0.009302325581395349,0.004651162790697674,0.027906976744186046,0.009302325581395349,0.009302325581395349,0.004651162790697674,0.004651162790697674,0.013953488372093023,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.009302325581395349,0.004651162790697674,0.004651162790697674,0.009302325581395349,0.004651162790697674,0.013953488372093023,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.009302325581395349,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.009302325581395349,0.004651162790697674,0.004651162790697674,0.006502046551962966,0.004651162790697674,0.003251023275981483,0.003251023275981483,0.003251023275981483,0.009302325581395349,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.003251023275981483,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.004651162790697674,,,,,,,,
9,,0.01157807675630697,0.015305384948924524,0.02315615351261394,,,,,0.005957767691759354,,,0.005957767691759354,,,,,,,,,,0.01157807675630697,0.01157807675630697,,0.01157807675630697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015305384948924524,,,,,0.020110720972320677,,,,,,,,,,,,,,,,,0.020110720972320677,,,0.020110720972320677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026883461705231496,,0.026883461705231496,0.026883461705231496,0.026883461705231496,,,,,,,,,,,,0.026883461705231496,,,,,,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
