,phòng,học,bộ,môn,sẽ,xóa,bỏ,tình,trạng,dạy,chay,chạy,sinh,có,nhiều,cơ,hội,thực,hành,hơn,ở,một,truyền,thống,chỉ,bảng,đen,phấn,trắng,bàn,ghế,thụ,động,trong,mỗi,giờ,giáo,viên,di,chuyển,theo,thời,khóa,biểu,tự,mang,thiết,bị,đến,lớp,nếu,nội,dung,bài,giảng,cần,cách,này,phù,hợp,với,kiểu,tất,cả,những,vấn,đề,được,khắc,phục,ông,lê,quán,tần,vụ,trưởng,dục,trung,khẳng,định,sổ,đào,tạo,đang,hoàn,thiện,sửa,đổi,bổ,sung,quy,chế,phbm,trường,bao,gồm,thcs,và,thpt,đạt,chuẩn,quốc,gia,cụ,thể,phải,xây,dựng,dành,riêng,cho,từng,như,vậy,tiết,thay,vì,ngồi,lý,thuyết,đơn,thuần,sang,các,tài,liệu,đặc,thù,giúp,hiện,hoạt,khác,nhau,hoàng,hảo,giám,đốc,công,ty,1,biết,là,xu,hướng,yếu,của,nước,nền,tiên,tiến,vừa,ngay,tại,cũng,bảo,quản,tốt,do,không,quá,kiệm,kinh,tế,quay,vòng,song,điều,quan,trọng,bầu,khí,khoa,nâng,cao,kỹ,năng,vốn,khâu,rất,việt,nam,trở,thành,thì,tương,lai,gian,tập,mới,xuất,thế,nhà,đại,luôn,thí,nghiệm,lâu,nay,vẫn,tồn,kho,chứa,đồ,cũ,tử,dùng,để,loại,đủ,tuy,nhiên,khi,đặt,ra,đã,vấp,ý,kiến,trái,chiều,thấy,việc,triển,khai,mô,hình,dễ,dàng,tưởng,dự,thảo,về,diện,tích,tối,thiểu,hóa,72m2,nghệ,tin,ngoại,ngữ,văn,toán,sử,địa,xưởng,nghe,nhìn,54m2,cảnh,tấc,đất,vàng,lẽ,giấc,mơ,con,số,kê,án,phát,87,sở,vật,chất,dụng,muốn,tiêu,biện,pháp,đưa,cải,ví,dụ,7,lại,3,phản,đối,phương,rằng,nơi,vi,phạm,kế,thậm,chí,kết,cấu,khiến,sập,gd,đt,hải,hiệu,quả,căn,cứ,vào,bà,nguyễn,thị,minh,phó,viện,chiến,lược,chương,trình,góp,nên,chốt,bên,cạnh,5,mục,tốn,tới,70,triệu,đồng,còn,trang,thêm,đầu,tư,lên,150,sự,lớn,phổ,thông,điểm,xới,xáo,chưa,làm,dẫu,phủ,nhận,gần,đó,mà,chúng,ta
0,0.02924783092505717,0.028405472687882818,0.036619687991148425,0.03266062568876719,0.011928031367991561,0.028258344212375153,0.035784094103974685,0.035784094103974685,0.035784094103974685,0.020732594320775625,0.028258344212375153,0.035784094103974685,0.016330312844383594,0.019498553950038116,0.023856062735983122,0.023856062735983122,0.035784094103974685,0.011928031367991561,0.018309843995574213,0.018309843995574213,0.035784094103974685,0.020732594320775625,0.018309843995574213,0.016330312844383594,0.018309843995574213,0.035784094103974685,0.035784094103974685,0.035784094103974685,0.035784094103974685,0.035784094103974685,0.035784094103974685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.022724378150306257,0.036619687991148425,0.03266062568876719,,,,,,,,,0.03266062568876719,0.019498553950038116,,,,,,,,,,,0.036619687991148425,,,,,,,0.07156818820794937,0.05651668842475031,0.03266062568876719,0.047712125471966245,0.05651668842475031,0.023856062735983122,0.047712125471966245,0.05651668842475031,0.047712125471966245,0.036619687991148425,0.05651668842475031,0.07156818820794937,0.07156818820794937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.012624654527947919,,,,,,,,0.04607243182394583,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026506736373314577,0.05301347274662915,,,,,,,0.07952020911994374,0.07952020911994374,0.058697086351893746,0.058697086351893746,0.05301347274662915,0.07952020911994374,0.03628958409863021,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.018936981791921877,,,,,,,,0.13821729547183748,0.18838896141583433,,,,,,,,,,,,,,0.06103281331858071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,0.05443437614794531,0.09419448070791717,0.09419448070791717,0.05443437614794531,0.09419448070791717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.013447278586233182,0.01567198493124569,0.025254957235274777,0.022524569440529094,0.016452457059298705,,,,,,,,,0.013447278586233182,,,,,,,,,,,,,,,,,,,,,,,0.016452457059298705,,,,,,,,,,,,,,0.022524569440529094,,,,,,,0.022524569440529094,,,,,0.03290491411859741,0.03290491411859741,0.038977026499827795,0.03290491411859741,0.025254957235274777,0.01487461255720646,0.04935737117789612,0.04935737117789612,0.038977026499827795,0.038977026499827795,0.04935737117789612,0.04935737117789612,0.09871474235579224,0.038977026499827795,0.020216059453266568,0.03290491411859741,0.04935737117789612,0.038977026499827795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.019998516871833964,0.017480290884850966,0.03755865434989582,0.016749038814752402,,0.028982917140897593,,,,,,,,,,,,,,,,,0.01877932717494791,0.016749038814752402,,,,,,,,,,,,,0.01223387832614519,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02446775665229038,,,,,,,,,,,,,0.015032454465249498,0.02446775665229038,,,0.03670163497843557,0.03670163497843557,0.01877932717494791,0.021264199303359613,0.028982917140897593,0.03670163497843557,0.03670163497843557,0.028982917140897593,0.03670163497843557,0.03670163497843557,0.02446775665229038,0.028982917140897593,0.00654544884880272,0.030064908930498995,0.028982917140897593,0.03670163497843557,0.03670163497843557,0.015032454465249498,0.028982917140897593,0.021264199303359613,0.016749038814752402,0.028982917140897593,0.028982917140897593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.006289856112915521,0.025656555976152223,,0.02107137141210786,0.007695504108381652,,,,,,,,0.02107137141210786,0.006289856112915521,,,,0.015391008216763305,0.011812802577789815,,,,,,,,,,,,,,0.018231189814435583,0.01053568570605393,0.015391008216763305,,,,,0.015391008216763305,,,,,,,0.008520544793016834,0.008520544793016834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004117298469408163,0.00945589877652791,,,,0.01891179755305582,,0.013375867303726209,0.01053568570605393,,,0.018231189814435583,0.015391008216763305,0.01053568570605393,0.015391008216763305,0.015391008216763305,0.023086512325144956,0.023086512325144956,0.02107137141210786,0.026751734607452417,0.013375867303726209,0.013375867303726209,0.018231189814435583,0.013375867303726209,0.023086512325144956,0.023086512325144956,0.015391008216763305,0.018231189814435583,0.023086512325144956,0.023086512325144956,0.023086512325144956,0.015391008216763305,0.023086512325144956,0.023086512325144956,0.023086512325144956,0.023086512325144956,0.023086512325144956,0.01053568570605393,0.023086512325144956,0.018231189814435583,0.023086512325144956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,0.012999035966692076,,,,,,,,,,,,,,,,,,,,,,,0.03180808364797749,,,,,,,,,,0.017609125905568124,0.017609125905568124,,,,,,,,,,,,,,,0.03180808364797749,,,,,,,,0.03767779228316687,0.03767779228316687,,,,,0.039084381609648694,,,,,,,,,,,,,,,,0.008509083503443536,,,,,,,,,,,,,,,,,,0.021773750459178124,,,,,,,,,,,,,0.015904041823988746,,,,,,,,,,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.03767779228316687,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.017609125905568124,0.03767779228316687,0.03767779228316687,0.03180808364797749,0.015904041823988746,0.03767779228316687,0.03180808364797749,0.03767779228316687,0.03767779228316687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.03496058176970193,,,,,,,,,,,0.050247116444257216,,,,,0.03670163497843557,0.05633798152484373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0331818280122298,,,,,,,,,,,,,,,,,,,,,,,,,0.01963634654640816,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,0.08694875142269279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22020980987061345,0.11010490493530672,0.08694875142269279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.012579712225831041,0.00733044456461492,,,,,,,,,,,,,0.06156403286705322,,,,,0.04725121031115926,,,,,,,,,,,,,,,,,,,0.03646237962887117,0.03078201643352661,,,,,,,0.03408217917206734,0.03408217917206734,,,,,,,,,,0.02107137141210786,,,0.02107137141210786,0.03646237962887117,,,,,,0.027829920268321765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02107137141210786,,,,,,,,,0.03646237962887117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03646237962887117,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.01891179755305582,0.03646237962887117,0.04617302465028991,0.04617302465028991,0.02362560515557963,0.04617302465028991,0.04617302465028991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
