,kinh,nghiệm,làm,bài,thi,sat,tìm,hiểu,thông,tin,du,học,nước,ngoài,điểm,và,toefl,là,một,trong,những,điều,kiện,đầu,tiên,giúp,bạn,chứng,tỏ,khả,năng,của,mình,trước,ban,tuyển,sinh,adcoms,cuộc,đua,giành,bổng,vào,các,đh,mỹ,có,2,kỳ,chính,i,reasoning,test,ii,subject,đề,gồm,3,môn,đọc,chuyên,sâu,critical,reading,toán,math,viết,writing,với,nên,lướt,qua,để,ấn,tượng,khái,quát,khi,gặp,phải,từ,khó,đừng,cố,nghĩa,mà,cứ,tiếp,tục,sau,hãy,từng,câu,hỏi,quay,trở,lại,đoạn,văn,liên,quan,kỹ,chọn,trả,lời,thường,sẽ,trích,dẫn,dòng,tương,ứng,đó,ra,thích,hợp,tuyệt,đối,không,bằng,trực,giác,hay,trí,nhớ,trắc,về,vựng,chuẩn,bị,vốn,thật,tốt,vận,dụng,phán,đoán,loại,suy,yếu,việt,nam,hạn,chế,do,thêm,nhiều,sách,tiếng,anh,quen,cách,đặc,trưng,tập,dựa,trên,tình,huống,sử,trung,1,tháng,tiểu,luận,sửa,lỗi,thể,áp,mẹo,lập,dàn,4,phút,cho,tối,thiểu,ý,rồi,sắp,xếp,sao,lý,vài,ví,dụ,dùng,tránh,quên,mất,đang,đơn,giản,dễ,nhưng,điệu,ngữ,quá,chải,chuốt,phức,tạp,lựa,đúng,hoàn,hảo,vì,thế,nếu,chắc,nào,thì,mỗi,bỏ,dần,này,cũng,ngược,hơn,chương,trình,chỉ,cần,nắm,vững,12,thành,thạo,luyện,mẫu,đạt,cao,chủ,đáng,tiếc,đăng,ký,mạng,http,www,collegeboard,com,lưu,thẻ,tín,credit,card,tài,khoản,website,giấy,lấy,thử,tại,iie,lầu,9,saigon,centre,65,lê,lợi,khoảng,chi,phiếu,ngân,hàng,trường,đại,danh,như,havard,princeton,yale,columbia,brown,stanford,đều,bắt,buộc,số,còn,bates,khuyến,khích,chứ,được,nhận,lớn,tùy,thay,đổi,kiểm,tra,tự,trọng,theo,giáo,ở,iic,hóa,khác,biệt,so,xã,hội,toàn,xa,tham,khảo,websites,student,testing
0,0.11116446434052052,0.07708437471768749,0.07708437471768749,0.06816017924566606,0.03408008962283303,0.029298176077789232,0.05080031862521646,0.07708437471768749,0.07708437471768749,0.11116446434052052,0.11116446434052052,0.043004285094854454,0.11116446434052052,0.08966232179309327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,0.013253368186657288,0.01139373514136248,,,,,,0.016723888647998956,,,0.021615312510656768,0.013253368186657288,0.043230625021313536,0.021615312510656768,0.023814791567535236,0.04762958313507047,0.018144792049315104,0.03486868069731405,0.043230625021313536,0.043230625021313536,0.043230625021313536,0.03486868069731405,0.013253368186657288,0.043230625021313536,0.043230625021313536,0.029977256834656244,0.029977256834656244,0.023814791567535236,0.043230625021313536,0.026506736373314577,0.043230625021313536,0.043230625021313536,0.023814791567535236,0.043230625021313536,0.043230625021313536,0.043230625021313536,0.043230625021313536,0.043230625021313536,0.03486868069731405,0.026506736373314577,0.043230625021313536,0.026506736373314577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,0.028065956159980143,0.12063954855560273,,,,,,,,,,0.028065956159980143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0260211263800265,0.056131912319960287,0.09154720592748748,0.09154720592748748,0.05043132331948638,0.09154720592748748,0.18309441185497496,0.056131912319960287,0.09154720592748748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,0.023856062735983122,0.020508723254452466,,,,,,,,,,0.023856062735983122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04286662482156343,,,,,0.047712125471966245,0.06276362525516531,0.047712125471966245,0.1422408921506061,0.04286662482156343,0.06276362525516531,0.06276362525516531,0.07781512503836437,0.07781512503836437,0.05395906230238125,0.06276362525516531,0.04286662482156343,0.07781512503836437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,0.028916439679979544,,,0.02155165032584941,0.03270246200144318,,,,,,,,,,,,,,,,,,,0.014458219839989772,,,,,,,,,,,,,,,,,,,,0.013404822680619712,,,,,,,,,,,,0.02155165032584941,0.1039190904765174,0.03803856076070625,0.03803856076070625,,,,,,,0.02155165032584941,0.018244242161453407,0.03803856076070625,0.03270246200144318,0.023580340920716474,0.04716068184143295,0.04716068184143295,0.04716068184143295,0.04716068184143295,0.023580340920716474,0.04716068184143295,0.028916439679979544,0.02155165032584941,0.04716068184143295,0.03803856076070625,0.03803856076070625,0.03803856076070625,0.03270246200144318,0.04716068184143295,0.04716068184143295,0.04716068184143295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,0.01800457564979858,,,0.013418952089679819,,0.020361910302785374,,,,,,,0.01800457564979858,,,0.016176084838325822,0.016176084838325822,,,,,,0.023684386888741624,0.01800457564979858,,,,,,,,,,,,,,,,,,,,0.016692798055111337,,,,,,,,,,,,,0.06470433935330329,,,,,,,,,,,0.023684386888741624,0.020361910302785374,,,,,,0.014682099063842333,,,0.013418952089679819,,,,,,,,,0.01800457564979858,0.023684386888741624,0.020361910302785374,0.04025685626903946,0.05872839625536933,0.029364198127684666,0.029364198127684666,0.04072382060557075,0.05872839625536933,0.04736877377748325,0.029364198127684666,0.020361910302785374,0.029364198127684666,0.013418952089679819,0.020361910302785374,0.023684386888741624,0.01800457564979858,0.020361910302785374,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.020361910302785374,0.023684386888741624,0.029364198127684666,0.023684386888741624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,0.05080031862521646,,,,,,,,,,0.05080031862521646,0.07708437471768749,0.08966232179309327,,,,,,,,,,,,0.11116446434052052,0.11116446434052052,0.05558223217026026,0.06123803545937632,0.11116446434052052,0.11116446434052052,0.07708437471768749,0.11116446434052052,0.11116446434052052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.039969675779541664,,,,,,,,,,,,,,0.017671157582209718,,,,,0.02419305606575347,,,,,,0.017671157582209718,,,0.039969675779541664,0.039969675779541664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02634090595381594,0.02229851819733194,,,0.028820416680875687,,,,,,,,0.05268181190763188,,,,,,,,,,,,0.02634090595381594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04649157426308541,0.04649157426308541,0.07993935155908333,0.057640833361751374,0.04649157426308541,0.04649157426308541,0.057640833361751374,0.057640833361751374,0.057640833361751374,0.028820416680875687,0.057640833361751374,0.04649157426308541,0.039969675779541664,0.057640833361751374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.023981805467725,,,,,,,,,0.013379110918399165,,,0.017292250008525415,,,0.017292250008525415,0.01905183325402819,,,,,,,,0.010602694549325832,,,,,0.03810366650805638,,,,,0.01905183325402819,,,,,,,,,,,,,,,,,,,,,,,0.01905183325402819,,,,,,,0.01905183325402819,,0.015804543572289567,0.013379110918399165,,,0.017292250008525415,,,,,,,,0.031609087144579134,,,,0.027894944557851246,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023981805467725,,,,,,,,,,,,,,,0.023981805467725,,0.027894944557851246,0.027894944557851246,,,,0.017292250008525415,,0.027894944557851246,0.023981805467725,,0.03458450001705083,0.023981805467725,0.023981805467725,0.027894944557851246,0.027894944557851246,0.027894944557851246,0.027894944557851246,0.027894944557851246,0.027894944557851246,0.023981805467725,0.027894944557851246,0.03458450001705083,0.027894944557851246,0.03458450001705083,0.03458450001705083,0.023981805467725,0.03458450001705083,0.027894944557851246,0.03458450001705083,0.03458450001705083,0.03458450001705083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.043374659519969314,,,,,,,0.05473272648436022,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473272648436022,,,,,,,,0.07074102276214943,,,0.06465495097754823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09810738600432954,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09810738600432954,,,,,,0.14148204552429886,0.08674931903993863,0.11411568228211873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.029167060703989865,,0.07737101427886418,,,0.019221742182514337,,,,,,,,,0.012895169046477363,,,,0.023171148552196447,0.03530878452839696,,,,,,0.012895169046477363,,,,,,,,,,,,,,,,,,,,0.011955652661093257,,,,,,,,,,0.03392628392171097,0.025790338092954727,0.019221742182514337,,,,,,,,0.023171148552196447,,0.019221742182514337,0.0162718916575125,,,,,,,,,,,,,,,,,,,,0.025790338092954727,,,0.019221742182514337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03392628392171097,,,,,,,,,0.02103111487523361,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025790338092954727,,0.08412445950093445,0.08412445950093445,0.03392628392171097,0.05158067618590945,0.02103111487523361,0.03392628392171097,0.029167060703989865,0.04206222975046722,0.04206222975046722,0.04206222975046722,0.04206222975046722,0.023171148552196447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,0.03266062568876719,,,,,,0.03578409410397468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08573324964312685,,,,,,0.01945378125959109,,,,,0.01945378125959109,,0.023856062735983122,0.01778011151882576,,,,,0.05395906230238125,,,,0.023856062735983122,,,,,,,,,,,,,,,,,0.05395906230238125,,,,,,0.026979531151190624,0.031381812627582654,,0.031381812627582654,,,,,,,,,,,0.031381812627582654,,,,,,,,,,,,,,,,,,,0.031381812627582654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021433312410781714,0.03890756251918218,0.03890756251918218,0.031381812627582654,0.03890756251918218,0.03890756251918218,0.03890756251918218,0.03890756251918218,0.031381812627582654,0.03890756251918218,0.03890756251918218,0.03890756251918218,0.031381812627582654,0.03890756251918218,0.03890756251918218,0.031381812627582654,0.03890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,0.04692092374120108,,,,,,,,,,,,,0.028400544077188856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037275325931794286,,,,,,,,,,,,,,0.030921933076218714,,,,,,,,,,0.054577065439274174,,0.030921933076218714,,,,,,0.054577065439274174,,,,,,,,,,,,,,,,,,,,0.03383266306015842,,,,,,,,,,,,,,,,,,,,,,,,0.054577065439274174,0.054577065439274174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054577065439274174,,,,,0.13533065224063368,0.06766532612031684,0.054577065439274174,0.041488804758231516,0.06766532612031684,0.06766532612031684,0.04692092374120108,0.06766532612031684,0.06766532612031684,0.06766532612031684,0.06766532612031684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,0.028065956159980143,,0.04577360296374374,,,0.03842426551619669,,,,,,,,,,,,,,,,,,,,,,,,,,0.0260211263800265,,,,,,,,,,,,,,,,,,,,,,0.041835556514884145,,,,,,,,,,,,,,,,,,,,,,,,0.041835556514884145,,,,,,,,,,0.08367111302976829,,,,,,,,,,,,,,,,0.04577360296374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07383955912372388,0.11226382463992057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14767911824744775,0.07383955912372388,0.07383955912372388,0.09154720592748748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,0.02634090595381594,,,,,,,,,0.017671157582209718,,,,0.03175305542338031,0.02419305606575347,,,,,,0.017671157582209718,,,,,,,,,,,,,,,,,,,,0.016383672165201868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04649157426308541,,,,,,,,,,,,,,,,,,,0.07902271786144782,,,,,,,,,,,,,,,,0.028820416680875687,,,,,,,,,,,,,,,,,,,0.039969675779541664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07068463032883887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1394747227892562,0.04649157426308541,,,0.04649157426308541,0.057640833361751374,0.04649157426308541,0.057640833361751374,0.057640833361751374,0.039969675779541664,0.057640833361751374,0.057640833361751374,0.057640833361751374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.06348124976750734,,,,0.041835556514884145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056131912319960287,,,0.0260211263800265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041835556514884145,,,,0.06348124976750734,,,,,,,,,,,,,,,,,,,,,,,0.05043132331948638,,,,,,,,,,,,,,,0.04577360296374374,,,,,,,,,,,,,,,,,0.07383955912372388,,,,,,,,,,,,,,,0.056131912319960287,0.04577360296374374,0.07383955912372388,0.06348124976750734,,,,,0.05043132331948638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09154720592748748,0.09154720592748748,0.09154720592748748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,0.010602694549325832,0.01822997622617997,,,0.023981805467725,,,,,,0.017292250008525415,0.010602694549325832,,0.017292250008525415,,,0.014515833639452084,,,,,,0.010602694549325832,,,,,,,,,,,,,,,,,,,,0.009830203299121123,0.021205389098651665,,,0.01905183325402819,,,,,0.021205389098651665,,,0.015804543572289567,,,,,,0.07194541640317499,,,,0.015804543572289567,0.013379110918399165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021205389098651665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023981805467725,0.023981805467725,,,,,,,,,,,,,0.023981805467725,,,,,,,0.021205389098651665,,,,,,0.017292250008525415,,0.023981805467725,,,,,0.03810366650805638,,,,,,,,,,,,,,,,,,,0.027894944557851246,,,,,,,,,,,,,,,,,,,,,,,,,0.027894944557851246,0.04796361093545,0.04796361093545,0.023981805467725,0.027894944557851246,0.027894944557851246,0.03458450001705083,0.03458450001705083,0.03458450001705083,0.03458450001705083,0.03458450001705083,0.023981805467725,0.03458450001705083,0.027894944557851246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,0.07781512503836437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07781512503836437,,,,,,,,,,0.12552725051033062,,,,,,,,,,,,,,,,,,0.1079181246047625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12552725051033062,,,,,0.09542425094393249,,,0.1079181246047625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15563025007672873,0.15563025007672873,0.15563025007672873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,0.09542425094393249,0.08203489301780986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19084850188786498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19084850188786498,0.19084850188786498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17986354100793747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15904041823988746,0.15904041823988746,0.2593837501278812,0.17986354100793747,0.17986354100793747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0791812460476249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,0.026506736373314577,,,,,,,,,,,0.026506736373314577,,,,,,,,,,,,,,,,,,,,0.024575508247802802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043230625021313536,,,,,,,,,,,,,,,,,,,,,,0.0697373613946281,,,,,,,,,,,,,,,,,,,,,0.0697373613946281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,0.05301347274662915,,,,,0.05995451366931249,0.08646125004262707,0.0697373613946281,0.0697373613946281,0.08646125004262707,0.08646125004262707,0.08646125004262707,0.08646125004262707,0.0697373613946281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,0.015904041823988746,0.013672482169634974,,,,,,,,,,0.015904041823988746,,,,,,,,,,,,,,,,,,0.03180808364797749,,,,,,,,,,,,,,0.03180808364797749,,,,,,,,0.03180808364797749,,0.03180808364797749,,,,,,,,,,,,0.020068666377598746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028577749881042284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04184241683677686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035972708201587496,,,,,,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,0.05187675002557624,0.05187675002557624,0.05187675002557624,0.035972708201587496,0.05187675002557624,0.05187675002557624,0.05187675002557624,0.05187675002557624,0.05187675002557624,0.05187675002557624,0.05187675002557624,0.05187675002557624,0.05187675002557624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09810738600432954,,,,,,,,,,,,,,,,0.07793931785738804,,,0.09810738600432954,,,,,,,,,,,,0.07074102276214943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11411568228211873,0.11411568228211873,,,,,,,,,,,,,,,,,,,0.2829640910485977,0.14148204552429886,0.14148204552429886,0.14148204552429886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,0.02278747028272496,,,,,,0.03344777729599791,,0.0697373613946281,,,,,,,,,,,,,,,,,,0.04762958313507047,,,,,,,,,,,,0.05301347274662915,,0.05301347274662915,,,,,0.04762958313507047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05995451366931249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05995451366931249,0.08646125004262707,0.08646125004262707,0.0697373613946281,0.08646125004262707,0.08646125004262707,0.08646125004262707,0.08646125004262707,0.08646125004262707,0.08646125004262707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,0.04101744650890493,,,,,,0.06020599913279624,,,0.07781512503836437,,,,,,,,,,,,,,,,,,,,,,0.08573324964312685,,,,,,,,,,0.044235914846045055,,,,,,,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15563025007672873,0.12552725051033062,0.12552725051033062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
