,tuyển,sinh,lớp,10,kết,hợp,thi,với,xét,ubnd,thành,phố,hà,nội,đã,chấp,thuận,phương,thức,vào,do,sở,gdampđt,đề,xuất,theo,đó,sẽ,thực,hiện,việc,đối,cả,các,trường,thpt,công,lập,và,ngoài,năm,học,2006,2007,tới,đây,cũng,là,án,được,đa,số,ý,kiến,của,dư,luận,giáo,viên,phụ,huynh,hs,tán,trong,đợt,lấy,về,vừa,qua,căn,cứ,trên,điểm,quả,rèn,luyện,tập,bốn,thcs,cộng,ưu,tiên,khuyến,khích,nếu,có,phần,viết,hai,môn,toán,ngữ,văn,thời,gian,làm,bài,mỗi,120,phút,chịu,trách,nhiệm,ra,dung,nằm,phạm,vi,chương,trình,chủ,yếu,ở,9,tính,thang,đều,hệ,2,vì,vậy,đạt,tối,40,cụ,thể,qui,sau,hạnh,kiểm,tốt,lực,giỏi,5,khá,hoặc,45,4,trung,bình,35,3,những,còn,lại,25,lưu,ban,nào,thì,như,mức,một,20,định,chung,bộ,tượng,diện,tương,ứng,cùng,hưởng,nhiều,tiêu,chuẩn,tuy,nhiên,tổng,không,vượt,quá,6,ba,lượng,đăng,ký,để,từ,cao,trở,xuống,đến,đủ,chỉ,cơ,sự,tp,chế,hành,xây,dựng,nguyện,vọng,nguyên,tắc,dự,trường…,bố,khoảng,cuối,tháng,tư
0,0.04847272438204973,0.03740539333011678,0.027977778125069172,0.032296925843173244,0.016148462921586622,0.01870269666505839,0.008992051643639642,0.01870269666505839,0.013988889062534586,0.03153947113834993,0.03153947113834993,0.041250116159768674,0.02585910794300537,0.02182882611693118,0.041250116159768674,0.03153947113834993,0.03153947113834993,0.016148462921586622,0.016148462921586622,0.02585910794300537,0.03153947113834993,0.02182882611693118,0.02182882611693118,0.02585910794300537,0.041250116159768674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0281747710470664,0.014494589915420254,0.010841389023464305,0.012515058764229633,0.012515058764229633,0.014494589915420254,0.006968840023820724,0.028989179830840508,0.010841389023464305,,,,0.020040808655829162,0.016917340240621664,,,,0.012515058764229633,0.012515058764229633,0.020040808655829162,,,,,,0.01878318069804427,0.020040808655829162,0.010841389023464305,0.03196884002382072,0.03196884002382072,0.03196884002382072,0.014494589915420254,0.024443090132221193,0.014494589915420254,0.016917340240621664,0.020040808655829162,0.048886180264442386,0.06393768004764144,0.012515058764229633,0.03196884002382072,0.016917340240621664,0.016917340240621664,0.03196884002382072,0.03196884002382072,0.03196884002382072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.009391590349022136,0.014494589915420254,0.010841389023464305,0.012515058764229633,,,,,,,0.024443090132221193,,0.020040808655829162,0.016917340240621664,,,,0.025030117528459267,0.012515058764229633,,,0.016917340240621664,0.016917340240621664,,,0.009391590349022136,,,,,,,,,,,,,0.012515058764229633,,,,,,,0.03196884002382072,0.03196884002382072,0.012515058764229633,0.03196884002382072,0.012515058764229633,0.016917340240621664,0.016917340240621664,0.06393768004764144,0.06393768004764144,0.006968840023820724,0.03196884002382072,0.03196884002382072,0.03196884002382072,0.03196884002382072,0.03196884002382072,0.03196884002382072,0.005934022894865098,0.03196884002382072,0.014494589915420254,0.03196884002382072,0.03196884002382072,0.024443090132221193,0.024443090132221193,0.03196884002382072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.017472726230738856,0.013483339456204887,0.010085013045083073,0.011641915129515937,0.023283830259031874,0.013483339456204887,0.012965283765247856,,0.010085013045083073,,,,,,,,,0.011641915129515937,0.011641915129515937,,,,,,,0.008736363115369428,,0.010085013045083073,,,,,,0.013483339456204887,0.015737060688950387,0.018642612703096896,,,0.023283830259031874,,0.015737060688950387,0.015737060688950387,,,,,,,,,,,,,0.006482641882623928,,,,,,,0.005520021297548928,,0.013483339456204887,,,,,,0.02273775826253134,0.02273775826253134,0.018642612703096896,0.012965283765247856,0.018642612703096896,0.02273775826253134,0.02273775826253134,0.02273775826253134,0.02273775826253134,0.018642612703096896,0.02273775826253134,0.015737060688950387,0.015737060688950387,0.015737060688950387,0.015737060688950387,0.018642612703096896,0.018642612703096896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,0.0309726223280921,0.04294693308272667,,,,,,,,,,,,,,,,,,,0.029690086897524684,0.016061317071798968,,,,0.021473466541363336,,,,,,,0.018540827798858715,,,,,,,,,0.018540827798858715,,,,,,,,,,,,,,0.008791145029429775,,0.021473466541363336,,,,,,,,,,,,,,,,,,,,,,,0.03621198538106843,0.0473612444797344,0.03621198538106843,0.07242397076213686,0.0473612444797344,0.0473612444797344,0.0473612444797344,0.0473612444797344,0.0473612444797344,0.0473612444797344,0.029690086897524684,0.03621198538106843,0.0473612444797344,0.0473612444797344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.027875360095282894,,,,,,,,,,,,,,0.09777236052888477,0.06766936096248666,0.06766936096248666,0.1603264692466333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1278753600952829,0.1278753600952829,0.1278753600952829,0.1278753600952829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.02710347255866076,,,,0.017422100059551807,,,,,,,0.04229335060155416,,,,,,,,,,0.050102021639572905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03623647478855063,,,,,,,,,,,,,,,0.050102021639572905,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799221000595518,0.0799221000595518,0.0799221000595518,0.0799221000595518,0.0799221000595518,0.0799221000595518,0.0799221000595518,0.0799221000595518,0.06110772533055298,0.0799221000595518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,0.06257529382114817,,,0.034844200119103615,,,,,,,,,,,,,,,,,,,0.04695795174511067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06968840023820723,,,,,,,,,,,,,,,,,,,,,,,,0.10020404327914581,,,,,,,,,,,,,,,,,,0.10020404327914581,0.12221545066110596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,0.023229466746069075,,,,,,,,,,,,,,,,,,,,,,,,,,0.08147696710740397,,,,,,,,,,,,,,,,,,,0.05639113413540554,,,0.023229466746069075,,,,,,,,,,,,,,,,,,0.023229466746069075,,,,,,,,,,,,,,,,0.08147696710740397,0.08147696710740397,,,,,,,0.06680269551943054,,,,,,,,,,,,,,,,,,0.06680269551943054,,0.1065628000794024,0.1065628000794024,0.1065628000794024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,0.019910971496630635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03575731075494181,,,0.04833525783034761,,,,,,,,,,,0.016954351128185993,,,,,,,,,,,0.03982194299326127,,,,,,,,,,,,0.057259453302369034,,0.06983740037777483,,,,,,,,,,,,,,,,,,,,,,,,,,0.06983740037777483,,,,,,,0.09133954292520205,0.06983740037777483,0.06983740037777483,0.057259453302369034,0.09133954292520205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,0.009815732364101673,0.005684152908007942,,0.005684152908007942,,,,,,,,,,,,,,,,,,,,0.004251525107240904,,,,0.005684152908007942,,,0.006634251074753594,,,,0.0049078661820508365,,0.013268502149507188,0.06634251074753594,,,,,,,,0.0049078661820508365,,,,,0.005465756881428018,,,,,,,0.0023270678019078816,,0.005684152908007942,,,0.009585525542047526,,,,,,0.019130149084998063,0.01571828129868954,0.009585525542047526,0.009585525542047526,0.009585525542047526,0.009585525542047526,0.00785914064934477,,,,,,,,,,,,,,,,,,,0.009585525542047526,,,,,,,,,,,,,,,,,,0.009585525542047526,,,,,,,,,0.009585525542047526,0.006634251074753594,0.00785914064934477,0.012536800009341459,0.10029440007473167,0.10029440007473167,0.03761040002802438,0.10029440007473167,0.03761040002802438,0.012536800009341459,0.07522080005604875,0.03761040002802438,0.012536800009341459,0.012536800009341459,0.050147200037365836,0.050147200037365836,0.012536800009341459,0.012536800009341459,0.012536800009341459,0.012536800009341459,0.009585525542047526,0.012536800009341459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.048183951215396904,,0.027811241698288074,,,,,,,,,,,,,,,,,,,,,0.020870200775604742,0.044535130346287026,,,,,,,,,,,,,,0.0751881788472074,0.0375940894236037,,,,,,,,,,,,,0.01548631116404605,,,,,,,0.01318671754414466,,,,,,,,,,,,0.044535130346287026,,,,,,,,,,,0.044535130346287026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044535130346287026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05431797807160265,,0.0710418667196016,0.05431797807160265,0.0710418667196016,0.0710418667196016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03575731075494181,,0.03575731075494181,0.04833525783034761,,,,,,,,,,,0.016954351128185993,,,,,,,,,,,0.019910971496630635,,,,,,,,,,,,,0.057259453302369034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06983740037777483,0.06983740037777483,0.057259453302369034,,,0.04833525783034761,,,,,,,,,,,,,,,,,,,,,,,,,0.09133954292520205,0.057259453302369034,0.06983740037777483,0.09133954292520205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,0.03266640121399003,,0.018854589606024878,,,,0.02520798246160044,,0.05041596492320088,,,,,,,,,,,,,,,,0.02176531958996458,,,,,0.012119721780557778,,,,,,,,,,,,,,,,,,0.012119721780557778,,,,,,,0.04250972196908034,0.029421461288037676,0.029421461288037676,0.029421461288037676,0.029421461288037676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03485358027100724,,,,,,,,,,,,,,,,,,,,,,,,,0.03485358027100724,,,0.04250972196908034,0.055597982650122994,0.04250972196908034,0.055597982650122994,0.055597982650122994,0.055597982650122994,0.055597982650122994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03575731075494181,,,,,,,,,,,,0.016954351128185993,,,,,,,,,,,,,,,,,,,0.04833525783034761,0.04833525783034761,0.04833525783034761,0.04833525783034761,,0.057259453302369034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04833525783034761,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06983740037777483,,,,,,,,,0.09133954292520205,0.09133954292520205,0.09133954292520205,0.06983740037777483,0.09133954292520205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.01295391772278915,,,,0.01726215001962708,0.01999253781437276,0.009612193136304445,0.03998507562874552,0.014953640032364558,,,,,,,,,0.01726215001962708,0.01726215001962708,,,,,,,,,,,,,0.01999253781437276,,,,,,,,,,,,,,,,0.01726215001962708,,,0.023334262400857467,,,,0.009612193136304445,,,,,,,0.00818485916533117,,,,,,,,,,,0.01922438627260889,,,,,,,,0.023334262400857467,0.023334262400857467,0.023334262400857467,0.023334262400857467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027642494697695395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027642494697695395,,,,,,,,,,,,,,,0.0440949517569941,0.0440949517569941,0.027642494697695395,0.0440949517569941,0.0440949517569941,0.0440949517569941,0.0440949517569941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.03756636139608854,,,,,,,,0.04336555609385722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050060235056918534,,,,,,,0.027875360095282894,,,,,,,0.023736091579460394,,,,,,,,,,0.08016323462331665,0.05575072019056579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08016323462331665,,,,,0.1278753600952829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.02504424093072569,,,,,,,,0.04336555609385722,,,,,,,,,,,,,,,,,0.012522120465362845,,0.014455185364619072,,,,,,0.019326119887227003,0.022556453654162218,0.026721078207772215,,,,,,,,,,,,,,,,0.022556453654162218,,,0.00929178669842763,,,,,,,0.015824061052973595,,,,,,,,0.03259078684296159,0.03259078684296159,,0.00929178669842763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03259078684296159,,,,0.026721078207772215,,,,,,0.042625120031760964,0.03259078684296159,0.03259078684296159,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,,,,,,,,,,,,,,,,,,
