,bất,công,trong,xét,cấp,học,bổng,sinh,viên,ai,cũng,phấn,đấu,không,mệt,mỏi,tập,để,mong,được,nhận,thế,nhưng,việc,có,nhiều,và,thực,tế,gây,ức,chế,tiêu,chí,từ,trên,xuống,đến,hết,chỉ,căn,cứ,vào,điểm,rèn,luyện,mới,nhìn,xem,ra,bằng,hợp,lý,đối,với,mọi,lắm,vấn,đề,phát,tạo,một,cuộc,cạnh,tranh,lành,mạnh,ảnh,hưởng,sự,cố,gắng,của,là,trường,đại,ở,tphcm,tôi,chứng,kiến,bao,chuyện,dở,khóc,cười,lớp,khi,biết,mình,cao,nhất,l,tin,chắc,sẽ,vui,mừng,vì,điều,đó,giúp,đỡ,phần,nào,gánh,nặng,sống,bởi,gia,đình,rất,nghèo,thật,oái,oăm,bản,danh,sách,những,bạn,dán,khoa,lại,tên,theo,giải,cán,bộ,do,ít,tham,hoạt,động,nên,đủ,đi,chấm,còn,“không”,khai,khách,quan,chu,trình,bắt,đầu,tự,đánh,giá,mỗi,tùy,ý,kế,tiếp,phán,quyết,mang,tính,chất,định,đâu,rằng,kiện,hành,đã,chơi,rồi,huống,gì,phải,chịu,duyệt,cảm,bỏ,thời,gian,làm,thêm,trang,trải,thay,tư,sau,đa,số,các,đều,máy,móc,báo,cáo,mà,ký,xác,chuyển,lên,phòng,tác,chính,trị,đưa,cuối,cùng,xong,lần,như,tiếng,xì,xào,bàn,luận,đứa,này,kia,thân,trưởng,hay,lòng,phó,cộng,dù,thấp,hơn,khác,tiền,nhà,khá,giả,thì,chẳng,thấm,họ,khó,khăn,vậy,viết,thư,cho,cô,giáo,chủ,nhiệm,giãi,bày,hồi,âm,sao,trở,hướng,con,người,tình
0,0.03538426325191722,0.01834551396102597,0.03669102792205194,0.02066519184013344,0.023343063425357972,0.0222763892354294,0.028938226881407427,0.014469113440703714,0.014469113440703714,0.03538426325191722,0.054469113440703716,0.04242791361414446,0.04242791361414446,0.02066519184013344,0.054469113440703716,0.054469113440703716,0.026510313267262966,0.03538426325191722,0.03538426325191722,0.023343063425357972,0.03038671378758522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.04212412291894907,0.021839897572649966,0.021839897572649966,0.024601418857301716,0.027789361220664253,0.008839836998186268,0.0172251350484568,0.0172251350484568,0.0172251350484568,,,,,0.024601418857301716,,,,,,,,0.0505094209692196,0.03617465927093478,0.031559896746741624,0.024601418857301716,0.031559896746741624,0.03617465927093478,0.04212412291894907,0.04212412291894907,0.06484418266750441,0.06484418266750441,0.06484418266750441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.012395617541233766,,0.013962967459549624,0.0157723401522689,0.010034409565508738,0.009776428000475483,0.009776428000475483,0.009776428000475483,,,,,,,,0.017912373829231734,,,,,,,,,,0.04106312673998003,,,,,,0.07360691005500503,0.03680345502750251,0.02866750919874626,0.02866750919874626,0.03680345502750251,0.020531563369990014,0.03680345502750251,0.03680345502750251,0.02866750919874626,0.02866750919874626,0.020531563369990014,0.0315446803045378,0.017912373829231734,0.017912373829231734,0.023908285981025148,0.03680345502750251,0.03680345502750251,0.023908285981025148,0.020531563369990014,0.03680345502750251,0.02866750919874626,0.02866750919874626,0.020531563369990014,0.03680345502750251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,0.023337279743070507,0.011668639871535253,,,0.034216059366245534,0.034216059366245534,0.016665477290430195,,,,,,,,,0.02450541434482679,,0.016665477290430195,0.021379284892954,0.02450541434482679,0.02853569617090098,0.02853569617090098,,,,,,,,,0.02450541434482679,,,,,,,,,,,,0.02853569617090098,,,,,,,0.034216059366245534,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.02853569617090098,0.021379284892954,0.034216059366245534,0.034216059366245534,0.034216059366245534,0.034216059366245534,0.04392670438766429,0.04392670438766429,0.021379284892954,0.04392670438766429,0.04392670438766429,0.016665477290430195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.022931892451282465,,,0.009281828848095584,,0.018086391800879644,0.018086391800879644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044230329064896524,,,,,,,,,,,,0.029178829281697467,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.044230329064896524,0.06808639180087965,0.06808639180087965,0.05303489201768058,0.05303489201768058,0.1361727836017593,0.06808639180087965,0.06808639180087965,0.016016757542968392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.01427973668937782,,,,,,,,,,,0.05098137166781339,,,0.044890506587226875,,,,,,,,,,,,,,,,,,,,,,,,0.044890506587226875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03974075353871816,0.044890506587226875,,,,,,,,,,,,,0.024641165450720603,0.10474829507827638,0.06804666009984081,0.08159214156566244,0.10474829507827638,0.10474829507827638,0.0584359880530485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.016379923179487475,,,0.006629877748639702,0.012918851286342601,,,,,,,,,,,,,0.02084202091549819,0.027130994453201086,,,,,,0.027130994453201086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023669922560056216,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037882065726914695,,,0.027130994453201086,0.04863313700062831,0.04863313700062831,0.09726627400125662,0.04863313700062831,0.04863313700062831,0.0315930921892118,0.037882065726914695,0.04863313700062831,0.037882065726914695,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.0315930921892118,0.04863313700062831,0.037882065726914695,0.04863313700062831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808639180087964,0.3798339223448152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,0.1899169611724076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2651744600884029,0.3404319590043982,0.3404319590043982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.010919798644818332,0.021278108001034874,,,,,,,0.030389988000196235,,,,,,0.03432803444905584,0.04468634380527238,,,,0.030389988000196235,,,,,,,,,,,0.06239399060903598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04468634380527238,,,,,,,,,,,,,,,,,,,,,,,,0.08010163741279958,0.08010163741279958,0.06239399060903598,0.05203568125281944,0.04468634380527238,0.08010163741279958,0.05203568125281944,0.06239399060903598,0.08010163741279958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
