,cách,chọn,và,giữ,hoa,đào,theo,ý,muốn,chỉ,bằng,những,đồ,vật,dễ,kiếm,như,dao,cạo,râu,sỏi,vôi,bạn,có,thể,điều,khiển,cành,của,gia,đình,nở,nhanh,hay,chậm,tuỳ,còn,được,một,đẹp,các,hãy,nghe,hướng,dẫn,chuyên,làng,nhật,tân,để,trước,tiên,người,mua,cần,biết,đây,là,giống,cánh,kép,màu,thắm,đều,gốc,thẳng,thân,tuy,xù,xì,nhưng,khoẻ,chắc,vừa,phải,dăm,nhánh,nhỏ,nhất,nhiều,vút,ra,ngoài,tán,nụ,trải,từ,đầu,tới,cuối,to,thường,ít,hoặc,thưa,cũng,chính,yếu,tố,phân,biệt,với,về,tỉnh,nhiên,do,năm,nay,thời,tiết,biến,đổi,phức,tạp,cắt,vườn,chưa,kịp,anh,đỗ,quốc,tuấn,kĩ,sư,nông,nghiệp,hiện,trồng,tại,khẳng,định,nếu,chú,chăm,tốt,thì,vẫn,đối,trong,chậu,quan,trọng,tưới,xuyên,cây,sạch,mát,sẽ,bền,tươi,lâu,không,khí,nóng,rộ,nên,làm,ngược,lại,hãm,ông,nguyễn,văn,trúc,kinh,nghiệm,hơn,40,ở,riêng,cắm,nhà,quá,chơi,dùng,sắc,cứa,vòng,quanh,1,gang,tay,mục,đích,hạn,chế,chất,dinh,dưỡng,lên,nuôi,mẹo,khác,dân,sử,dụng,cho,vào,bình,lạnh,kích,nắm,đắp,đảm,bảo,sau,đêm,tung,lưu,thay,nước,khoảng,2,3,ngày,lần,tâm,tưởng,việt,nam,luôn,may,mắn,đỏ,bích,thích,loại,này,phai,đèn,tường,trang,trí,mà,phù,hợp,tuýp,tạo,cảm,giác,sáng,sủa,nhẹ,nhàng,rộng,thoáng,điểm,nhấn,ấm,cúng,tuổi,gian,tang,mới
0,0.03453035657680138,0.04020939005899684,0.0618967198189815,0.04020939005899684,0.020847174955711333,0.0017958427856215298,0.030125355985526098,0.03453035657680138,0.030125355985526098,0.04821353819789144,0.0618967198189815,0.026526208437906786,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.04821353819789144,0.0618967198189815,0.0618967198189815,0.04821353819789144,0.04821353819789144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.0021949189602040917,0.036819879537865224,0.04220376914942391,0.036819879537865224,,,,,,,,,,,,,,0.058927657797422865,0.028701655333518667,0.04914481007210725,0.058927657797422865,0.07565154644542182,0.02547988050142496,0.04220376914942391,0.058927657797422865,0.07565154644542182,0.032420921424108295,0.04914481007210725,0.07565154644542182,0.058927657797422865,0.058927657797422865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.03846115570860567,,,0.019940776044593447,0.0017177626645075502,,,0.028815557899198874,,,,,,,,,,,,,,0.04611729740667876,,,,,0.019940776044593447,0.06605807345127221,0.04611729740667876,,,,,,,0.059205558087721426,0.022462165043623306,0.028815557899198874,0.033029036725636104,0.09223459481335752,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.028815557899198874,0.028815557899198874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.03276320671473816,,,,0.0029265586136054556,,,,,,,,,,,,,,,,,,,,,,0.03397317400189995,,,,,,,,,,0.019134436889012445,0.024546586358576816,0.02813584609961594,,,,,,,,0.024546586358576816,0.024546586358576816,0.02813584609961594,0.05043436429694788,0.05043436429694788,0.015092049132528443,0.02813584609961594,0.05043436429694788,0.05043436429694788,0.039285105198281906,0.024546586358576816,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.03276320671473816,0.039285105198281906,0.039285105198281906,0.03276320671473816,0.039285105198281906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.004938567660459207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13258723004420145,0.11057582266224131,0.1702159795021991,0.1702159795021991,0.13258723004420145,0.1702159795021991,0.1702159795021991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.03527983454043456,0.003039118560282589,,,,,,,,,,,,,,,,,,,,,,0.07055966908086912,0.0584359880530485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10474829507827638,0.08159214156566244,0.06804666009984081,0.10474829507827638,0.16318428313132488,0.08159214156566244,0.08159214156566244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.0041587938193340685,,,,,,,,,,,,,,,,,,0.02719104189491242,,,,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,,,,,,,,,0.03488199114113548,,,,,,0.05582620212387429,,0.05582620212387429,,,,,,,,,,0.09311648224188741,,,,,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.04655824112094371,0.07166988610618909,0.07166988610618909,0.07166988610618909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.04586378490256493,,,,,,,0.058357658563394935,,,,,,,,,,,,0.05166297960033361,,,,0.04586378490256493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08846065812979305,,,,,,,,,,,,,,,0.1361727836017593,0.06627578316815741,0.1361727836017593,0.1361727836017593,0.1361727836017593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.004389837920408183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11785531559484573,,,,,,,0.036819879537865224,0.036819879537865224,,,,,,,,0.058927657797422865,0.036819879537865224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04914481007210725,,,,,,,,,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.04914481007210725,0.058927657797422865,0.07565154644542182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.020847174955711333,0.0017958427856215298,,,,,,,,,,,,,,,,,,,,,,0.020847174955711333,,,,0.026526208437906786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04020939005899684,,,,,,,,,,,,0.04821353819789144,,,,,,,0.04020939005899684,,,,,,,,,,,,,,,,0.04821353819789144,,0.04821353819789144,0.0618967198189815,0.03453035657680138,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
