,mua,tranh,sắt,và,khảm,xu,hướng,trang,trí,nội,thất,bằng,các,loại,nổi,ngày,càng,được,yêu,chuộng,mặc,dù,này,khá,đắt,bức,không,chỉ,đẹp,có,chiều,sâu,mà,còn,tạo,nét,sang,trọng,cho,với,nguyên,vật,liệu,quý,hiếm,như,ốc,bảy,màu,cửu,khổng,chín,tai,trai,vàng,chanh,ngọc,nữ,xanh,làm,từ,những,tấm,gỗ,qua,công,đoạn,chế,tác,rồi,sau,đó,để,hình,do,đặc,điểm,của,cùng,kỹ,thuật,lắp,ghép,nên,theo,sống,động,nhất,là,khi,ánh,sáng,chiếu,vào,tùy,chất,lượng,mức,độ,cầu,kỳ,kích,cỡ,hay,trong,giá,cả,cũng,khác,nhau,trên,gụ,mài,sơn,ta,dùng,phú,thọ,quét,lên,chùi,nhiều,lần,đến,nhẵn,lồng,khung,kính,chìm,cao,hầu,hết,cửa,hàng,thường,đơn,đặt,khách,thể,một,nhỏ,khoảng,200,000,đồng,lớn,4,triệu,cứng,tên,gọi,đem,người,thưởng,ngoạn,sự,ngạc,nhiên,về,tính,uyển,chuyển,mềm,mại,nó,nhà,thiết,kế,bộ,tứ,gắn,mi,ca,khắc,rất,ưa,ra,chi,tiết,hoa,lá,tre,mẫu,tròn,ô,van,đều,tĩnh,điện,phun,đảm,bảo,kéo,dài,tuổi,treo,lưu,ý,đòi,hỏi,diện,tích,tương,đối,rộng,khu,vực,phải,vì,nặng,hơn
0,0.03183688987995105,0.004470094912694616,0.020443154738588577,0.0302260024639042,0.0302260024639042,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.023474945555951577,0.023474945555951577,0.03183688987995105,0.012177336306519834,0.0557505650798813,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.010221577369294289,0.03183688987995105,0.023474945555951577,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0017880379650778463,,,,,,,,0.046949891111903154,0.046949891111903154,,0.008118224204346556,,,,,,,,,,,,,0.0302260024639042,0.046949891111903154,0.0636737797599021,0.046949891111903154,0.016723888647998956,0.046949891111903154,0.046949891111903154,0.046949891111903154,0.0636737797599021,0.03716704338658753,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0302260024639042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,0.006088668153259917,0.02787528253994065,,,,,,,,,,,,,,,,,,,,,,,,,,0.02787528253994065,0.04775533481992658,0.02787528253994065,0.022669501847928153,0.02787528253994065,0.04775533481992658,0.03521241833392737,0.04775533481992658,0.04775533481992658,0.09551066963985316,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.09551066963985316,0.04775533481992658,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.0014629401532455107,,,0.024730365652285258,,,,,,,,0.00664218343991991,,,,,0.033452435026781316,,,,,,,,,,,,,,,,,0.030409399134480708,,,,,,,,,0.030409399134480708,,,,,,,,,,,,,,,,0.030409399134480708,0.030409399134480708,0.030409399134480708,0.052096728894465365,0.030409399134480708,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.03841354727337531,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.03841354727337531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.0010382155926258463,,0.017550582075815342,0.017550582075815342,,,,,,,,,,,,,,,,,,,,,,,,0.02726122709723409,0.009710645021418747,0.02726122709723409,0.02726122709723409,,,,,,,,0.021580863901889534,,0.021580863901889534,0.017550582075815342,,,,,,,,,,,,,,,,,,,0.021580863901889534,,,,,,,,,,,,,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.011870218880470788,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.02726122709723409,0.021580863901889534,0.02726122709723409,0.03697187211865283,0.02726122709723409,0.02726122709723409,0.021580863901889534,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.03697187211865283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.004152862370503385,,,,,,,,,,,0.0047138076025238064,,,,,,,,,,,,,0.035101164151630684,,,,0.009710645021418747,,,0.02726122709723409,,,,,,,,,0.021580863901889534,0.017550582075815342,,,,,,,,,,,,,,,,,,,,,0.021580863901889534,,,,,,,,,,,,,,0.023740437760941577,,,,,,,,,,,,,,,,,0.03697187211865283,0.02726122709723409,0.07394374423730567,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.02726122709723409,0.02726122709723409,0.017550582075815342,0.03697187211865283,0.03697187211865283,0.021580863901889534,0.02726122709723409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.0008698563073351685,,,0.014704541739196641,,,,,,,,,,,,,0.009945318521475526,,,,,,,,,,,,0.00813594582875625,,,,,,,,,0.014704541739196641,,,,,,,,,,,,,,,,,,,,,0.018081264350231774,,,,0.03616252870046355,,,,,,0.02284048756795289,,,,,,,,0.009945318521475526,,,,,,,,0.02284048756795289,,0.02284048756795289,,0.018081264350231774,,,,,,,,,,,,,,,0.02284048756795289,0.014704541739196641,,,,,0.030976433396709135,0.030976433396709135,0.06195286679341827,0.04568097513590578,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.02284048756795289,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.018081264350231774,0.030976433396709135,0.018081264350231774,0.030976433396709135,0.030976433396709135,0.018081264350231774,0.030976433396709135,0.030976433396709135,0.030976433396709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.0012873873348560494,,,,,,,,,,,0.005845121427129521,,,,,,,,,,,,,0.021762721774011028,,,,0.012041199826559249,,,,,,,,,,0.026760271238343025,,,,,,,,,,,,,,,,,,,,0.05352054247668605,0.026760271238343025,,,,,,,,,,,,,,,,,0.014719071411783777,,,,,,,0.026760271238343025,,,,,,,,,,,,,,,,,,,,,0.021762721774011028,,,,,,,,,,,,,,,,,,,,,,,,,0.04584512142712952,0.04584512142712952,0.04584512142712952,0.09169024285425904,0.033803921600570275,0.04584512142712952,0.04584512142712952,0.04584512142712952,0.033803921600570275,0.033803921600570275,0.04584512142712952,0.04584512142712952,0.04584512142712952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.0026820569476167693,,,,,,,,,,,,,,,,,,,,,,,,0.045339003695856306,,,,,,,,,,,,,0.045339003695856306,,,,,,,,,,,,,,,,,,,,,,,0.0557505650798813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045339003695856306,,,,,,,,,,,,,,,,,,0.0557505650798813,,,,,,,,,,,,,,,,,,,,0.09551066963985316,0.19102133927970633,0.09551066963985316,0.09551066963985316,0.09551066963985316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.001237872437361586,0.014152953280561325,0.02092569401347214,,,,,,,,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,0.02092569401347214,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014152953280561325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02573103003686829,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,,,,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,0.04408184752608608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
