,chọn,áo,sơmi,cho,chàng,nếu,vừa,cao,gầy,nên,sơ,mi,sáng,màu,với,những,ô,kẻ,to,dùng,carô,nhỏ,sẽ,làm,thêm,còn,mập,mạp,bạn,tối,vuông,hoặc,sọc,dọc,mờ,da,sẫm,và,hơi,tái,thì,đừng,mặc,xanh,nhạt,hồng,hay,vàng,mơ,trở,hào,hơn,mang,một,vẻ,đẹp,mới,nhờ,gam,mận,đỏ,cam,có,nước,trắng,hầu,hết,chiếc,gì,cũng,hợp,không,chất,liệu,quá,cứng,gây,cảm,giác,hộp,mà,vải,thô,cotton,để,đi,chơi,bằng,pha,thoáng,thấm,mồ,hôi,dạo,phố,thể,xếp,ly,ở,ngực,vạt,số,đường,thêu,cách,điệu,lạ,mắt,chút,nơi,công,sở,nhiều,hoạ,tiết,là,polyester,nhưng,ít,nhăn,anh,ấy,người,sành,may,tafta,phù,nhất,thiết,phải,cổ,thẳng,giặt,xong,bị,nát,miếng,đáp,các,bất,kỳ,phần,nào,trên,như,tay,vai,chỉ,thừa
0,0.022998549080912152,0.004184174351913326,0.035816501114944936,0.026409313750445525,0.028221562093498236,0.018814374728998825,0.05281862750089105,0.026409313750445525,0.05281862750089105,0.007594939021446701,0.017002126385946115,0.017002126385946115,0.026409313750445525,0.011499274540456076,0.020906461904955487,0.026409313750445525,0.017002126385946115,0.017002126385946115,0.026409313750445525,0.026409313750445525,0.026409313750445525,0.017002126385946115,0.01397368847944435,0.026409313750445525,0.020906461904955487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.019367199226031286,0.003523515243716485,,,0.0158436839823148,0.0158436839823148,,,,0.012791476246647076,,,,0.019367199226031286,,,0.028635160228961877,0.028635160228961877,,,,0.028635160228961877,,,,0.03521088320834608,0.04447884421127667,0.04447884421127667,0.03521088320834608,0.04447884421127667,0.04447884421127667,0.028635160228961877,0.04447884421127667,0.04447884421127667,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.01362876982572572,0.0024795107270597487,,,0.02229851819733194,0.02229851819733194,0.06259985481587087,0.031299927407935434,0.06259985481587087,0.009001409210603497,0.020150668309269468,0.020150668309269468,0.031299927407935434,0.01362876982572572,0.024778028924391685,0.031299927407935434,0.020150668309269468,0.020150668309269468,0.031299927407935434,0.031299927407935434,0.031299927407935434,0.020150668309269468,0.01656140856823034,0.031299927407935434,0.024778028924391685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.019367199226031286,0.003523515243716485,,,0.0158436839823148,0.0158436839823148,,,,0.012791476246647076,,,,0.019367199226031286,,,0.028635160228961877,0.028635160228961877,,,,0.028635160228961877,,,,0.03521088320834608,0.04447884421127667,0.04447884421127667,0.03521088320834608,0.04447884421127667,0.04447884421127667,0.028635160228961877,0.04447884421127667,0.04447884421127667,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.0019127654180175206,,,0.00860085701897089,,,,,0.006943944248179841,,,,0.021027244873976825,,,,,,,,,0.012775943752634834,,,,,,,,,,,,,0.024145658286121623,0.03274651530509251,0.038228958911918604,0.03274651530509251,0.03274651530509251,0.024145658286121623,0.024145658286121623,0.019114479455959302,0.03274651530509251,0.03274651530509251,0.06549303061018502,0.024145658286121623,0.03274651530509251,0.03274651530509251,0.03274651530509251,0.03274651530509251,0.024145658286121623,0.024145658286121623,0.015544801267150733,0.03274651530509251,0.024145658286121623,0.03274651530509251,0.03274651530509251,0.03274651530509251,0.03274651530509251,0.03274651530509251,0.03274651530509251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.0033473394815306612,,,0.03010299956639812,0.01505149978319906,,,,,,,,0.01839883926472972,0.03345033904792878,,,,,,,,0.022357901567110962,,,0.03345033904792878,,,,,,,,,,0.04225490200071284,,,,,0.04225490200071284,,,,,,,,,,,,0.04225490200071284,,,,,,,,,,0.022357901567110962,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.022357901567110962,0.0573064017839119,0.04225490200071284,0.04225490200071284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.03504540812329471,0.003187942363362534,,,,,,,,0.023146480827266135,,,,,,,,,,,,,0.02129323958772472,,,,,,,,,0.025908002111917888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040242763810202704,,0.02129323958772472,0.040242763810202704,0.05457752550848752,0.05457752550848752,0.040242763810202704,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.03185746575993217,0.05457752550848752,0.03185746575993217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.016726217513390658,0.003043035892300601,,0.03841354727337531,0.013683181621090055,0.013683181621090055,,,,0.011047184031195202,,,,,,,,,,,,,,,,,,,0.030409399134480708,,,,,,,,,0.030409399134480708,,,,,0.030409399134480708,,,,,,,,,,,,,,,,,,,,,,,,,0.020325365061009966,,,,0.020325365061009966,,,,,,,,,,0.030409399134480708,,0.030409399134480708,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.03841354727337531,0.03841354727337531,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.0058214599678794105,,,,,,,,,,,,,,,,,,,,,,,0.029087251346025023,,,,,,,0.023655132363055463,,,,,,,,,,,,,,,,,,,,,,0.047310264726110926,,,,,,,,,0.019441653536618225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04983165372514078,0.04983165372514078,0.04983165372514078,0.04983165372514078,0.04983165372514078,0.03674339304409812,0.04983165372514078,0.03674339304409812,0.04983165372514078,0.029087251346025023,0.04983165372514078,0.04983165372514078,0.03674339304409812,0.04983165372514078,0.04983165372514078,0.03674339304409812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.002308509987262525,,,,,,,,0.016761244736985825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029141311724629543,0.02306919934339916,,,,,,,,,0.05828262344925909,,0.01876096704656123,,,,,,,,,0.015419242460076523,,,,,0.015419242460076523,,,,0.015419242460076523,,,,0.029141311724629543,,,,,,0.04613839868679832,,0.02306919934339916,,,,,0.05828262344925909,,,,,,,,,,,,,,,,,,,,0.029141311724629543,0.03952165640269786,0.03952165640269786,0.03952165640269786,0.03952165640269786,0.03952165640269786,0.03952165640269786,0.029141311724629543,0.03952165640269786,0.03952165640269786,0.03952165640269786,0.03952165640269786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
