,không,gian,cầu,thang,là,trục,giao,thông,và,nơi,đối,lưu,khí,trong,nhà,muốn,có,đẹp,phải,đảm,bảo,tầm,nhìn,kết,hợp,với,các,phòng,quanh,đặc,biệt,tạo,mảng,trang,trí,phù,ánh,sáng,màu,sắc,hẹp,buồng,cũng,giếng,trời,lúc,này,bị,giới,hạn,nên,gần,vách,lan,can,chiếu,nghỉ,ít,chi,tiết,hoa,văn,trên,dùng,hình,đơn,giản,đường,thẳng,song,khu,vực,bằng,lam,nóc,sắtphù,thangcó,rộng,sử,dụng,của,xung,diện,tích,thể,làm,ngay,cạnh,đưa,lên,nhưng,nhiều,vấn,đề,cần,chú,ý,cường,độ,càng,tầng,cao,gắt,do,hậu,nắng,nóng,việt,nam,vì,vậy,kiến,trúc,sư,khuyên,tông,lạnh,để,dịu,bớt,thoáng,mở,bức,tường,rỗng,cho,cửa,sổ,một,căn,góp,phần,bố,cục,toàn,bộ,nặng,ở,ví,dụ,như,việc,gắn,sỏi,đen,cả,lớn,suốt,mấy,lầu,sự,điệu,cảm,giác,nề,dọc,theo,thường,được,treo,tranh,cây,chọn,điểm,nhấn,hướng,đi,sẽ,gây,đặt,xanh,giải,pháp,tốt,chỉ,góc,chết,gờ,đồ,khi,vướng,víu,lại,bởi,nhất,từ,bước,vào,khoảng,đệm,hơi,lùi,trống,người,thoải,mái,tại,sảnh,nhỏ,chậu,cậy
0,0.04540671201673551,0.02511164498524539,0.018535922005861183,0.021148930819022457,0.06875921197635197,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.05022328997049078,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.059491250973421374,0.07533493495573618,0.04364756699110658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.011982326782194092,0.013253368186657288,0.009782847725315624,0.01116193571003963,0.018144792049315104,,,,0.026506736373314577,,,,,,,0.03976010455997187,0.016285159004020288,0.03139816023597239,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.026506736373314577,0.026506736373314577,0.03139816023597239,0.05301347274662915,0.032570318008040576,0.017634467325119477,0.02034427110619357,0.026506736373314577,0.03976010455997187,0.03976010455997187,0.02034427110619357,0.023036215911972916,0.018144792049315104,0.018144792049315104,0.03976010455997187,0.026506736373314577,0.026506736373314577,0.023036215911972916,0.03139816023597239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.017609125905568124,0.020091484278071337,0.06532125137753438,,,,,,,,,,0.0829303772831025,,,,,,,,,,,0.05862657241447305,,,,,,,,,,,,,,,0.14313637641589874,0.14313637641589874,0.11303337684950061,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0331818280122298,0.03670163497843557,0.013545481465821635,0.01545498790620872,,,,,,,,,,,,,,,,,,0.07340326995687114,0.07340326995687114,,,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,0.07340326995687114,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.03670163497843557,0.11010490493530672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.025155894150811604,0.028702120397244766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11847196754728928,0.13632035849133212,0.13632035849133212,0.16147625264214371,0.16147625264214371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10886875229589062,0.10886875229589062,,,,,,,,,,,,,,,,0.07952020911994373,,,,,,,0.23856062735983122,0.18838896141583433,0.18838896141583433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01983877574075941,,,,,,,,,,,,,,,,,,,,,,,,0.029820078419978902,,,0.059640156839957804,0.059640156839957804,,,,,,0.07064586053093788,0.07064586053093788,0.07064586053093788,0.059640156839957804,0.08946023525993671,0.07064586053093788,0.08946023525993671,0.17892047051987342,0.07064586053093788,0.17892047051987342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.016008296277789203,0.01826498570733758,,,,,,,,,,,,,,,,,,,,,,,0.028856401077468237,,,,,,,0.05938295579775852,0.05938295579775852,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10275761531772783,,,,,,,,0.10275761531772783,0.10275761531772783,0.13012397855990795,0.13012397855990795,0.13012397855990795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0331818280122298,0.03670163497843557,0.013545481465821635,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,0.0450973633957485,0.02441695475785774,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,0.07340326995687114,,,,,,0.08694875142269279,0.08694875142269279,,,,,,,,,,,,,,0.11010490493530672,0.11010490493530672,0.07340326995687114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.013545481465821635,0.01545498790620872,,,,,,,,,,,,,,,,,,,,0.08694875142269279,0.07340326995687114,0.0450973633957485,,0.05633798152484373,0.07340326995687114,,,,0.06379259791007885,,,,,,0.06379259791007885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,0.08694875142269279,0.07340326995687114,0.08694875142269279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,0.01173941727037875,0.013394322852047558,,,,,,,,,,,0.055286918188735,,0.07816876321929739,,,,,,,,,0.039084381609648694,,,,,,,,,,,,,,,,,,0.06361616729595498,0.06361616729595498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06361616729595498,,,,,0.09542425094393249,0.09542425094393249,0.055286918188735,0.039084381609648694,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.019607443825408518,,,,,,,,,,,,,,,,0.026648442006578656,,,,,,,,,,0.014428200538734118,,,,,,,0.02969147789887926,0.02969147789887926,,,,,,,,0.05137880765886391,0.043374659519969314,0.043374659519969314,0.05137880765886391,0.043374659519969314,,,,0.021687329759984657,,0.03769562603777386,,,,,,0.10275761531772783,0.10275761531772783,,,,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,0.03769562603777386,,,,0.06506198927995398,0.043374659519969314,0.043374659519969314,0.05137880765886391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.017609125905568124,0.020091484278071337,0.06532125137753438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829303772831025,0.11303337684950061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14313637641589874,0.14313637641589874,0.11303337684950061,0.11303337684950061,0.11303337684950061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,0.06279632047194478,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,0.05301347274662915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,,,,,,,,,0.05301347274662915,,,,,,,,0.07952020911994374,0.07952020911994374,0.1590404182398875,0.06279632047194478,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033412674931805324,,,,,,,,,,0.05022328997049078,0.05022328997049078,0.04364756699110658,,,,,,,,,,,,0.02511164498524539,,,,,,,,,,,,,0.05022328997049078,,,,,,,,,,,,,,,,,,,,,,0.030856090744459497,,,,,,,,,,,,,,,,,,,,,,,,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.059491250973421374,0.07533493495573618,0.07533493495573618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.028757584277265824,0.03180808364797749,0.01173941727037875,0.013394322852047558,,,,,,,,,,,0.055286918188735,,0.039084381609648694,,,,,0.06361616729595498,0.06361616729595498,,,0.039084381609648694,,,,,,0.04882625065486457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12723233459190997,,,,,,,0.055286918188735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0331818280122298,0.03670163497843557,0.013545481465821635,0.01545498790620872,,,,,,,,,,,,,,0.08694875142269279,,,,,,,,0.0450973633957485,0.02441695475785774,,,,,,0.06379259791007885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0450973633957485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11010490493530672,0.07340326995687114,0.11010490493530672,0.06379259791007885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.025374339068175728,0.028065956159980143,0.010358309356216544,0.011818520163571374,,,,,,,,,,,,,,,,,,,,,,,,0.04308198587193932,,,,0.04308198587193932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048782574872413234,0.056131912319960287,0.08419786847994043,0.056131912319960287,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
