,có,lẽ,thành,đang,yêu,đơn,phương,người,bạn,quan,hệ,chịu,áp,lực,nào,đó,hoặc,phải,rất,đựng,khi,đi,chơi,với,nếu,còn,chần,chừ,mà,không,những,phản,ứng,mạnh,mẽ,cứng,rắn,thì,sẽ,bao,giờ,giải,quyết,được,tình,huống,hiện,nay,cứ,lên,đừng,ngại,bị,đánh,giá,giận,dỗi,hay,sợ,tan,vỡ,from,nguyen,thang,loito,tamsuvnexpress,net,sent,thursday,may,06,2004,337,am,subject,dau,gau,len,ong,ban,chào,đọc,tâm,sự,của,mình,thấy,nhiều,điều,cần,gợi,mở,đầu,tiên,nhận,thật,đáng,buồn,cho,cảm,đôi,tôi,cũng,giống,như,cỏi,và,bản,lĩnh,nhưng,lại,yếu,đuối,trong,trường,tuy,nhiên,mắn,hơn,ở,chỗ,chiều,đáp,nên,hoang,mang,chấp,thuộc,về,cá,tính,đối,tác,khó,thể,vì,tôn,trọng,điểm,tương,đồng,say,đắm,làm,mọi,thứ,để,tượng,mới,chỉ,coi,là,vật,trang,sức,thiết,cách,xử,tỏ,ra,thiếu,xã,giao,đúng,mực,chứ,nói,tới,hợp,đã,nhau,vị,trí,nhất,định,giữa,hai,cảnh,cô,ấy,chủ,động,lời,chia,tay,thái,độ,rút,lui,một,lối,thoát,rõ,ràng,hãy,vài,phép,thử,càng,khẳng,chân,lý,phần,trăm,nhỏ,số,trên,40,triệu,phụ,nữ,việt,nam,đến,toàn,thế,giới,cơ,hội,xác,suất,công,cuộc,khác,cao,ghi,nhớ,bộ,giớibạn,xem,rồi
0,0.023916378360321126,0.048204827885242676,0.028410646239459266,0.06896551724137931,0.018030301561390953,0.034482758620689655,0.034482758620689655,0.018030301561390953,0.003341724586484704,0.048204827885242676,0.048204827885242676,0.05682129247891853,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.028410646239459266,0.034482758620689655,0.020760689356136633,0.020760689356136633,0.028410646239459266,0.020760689356136633,0.034482758620689655,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,0.04845500650402821,,,,,,,,,,,,,,,0.34948500216800943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.007881533777833098,,,,,,,,0.004405000591275292,,,,,,,,,,,,,,,,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.02736636324218011,0.022727272727272728,0.022727272727272728,0.018725198657825428,0.037450397315650856,0.045454545454545456,0.018725198657825428,0.022727272727272728,0.015885681916727703,0.015885681916727703,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.011883607847280401,0.009044091106182673,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.015885681916727703,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.018725198657825428,0.018725198657825428,0.018725198657825428,0.018725198657825428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26020599913279624,0.26020599913279624,0.26020599913279624,0.26020599913279624,0.26020599913279624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.008256844910110864,,,,,,,,0.006922143786289744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00947476211123899,,,,,,,,,,,,,,,,,,,,,,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.023809523809523808,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.023809523809523808,0.024898987870492266,0.047619047619047616,0.047619047619047616,0.01961687478438854,0.01961687478438854,0.0166421429603814,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.01961687478438854,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.0166421429603814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.005100527000424022,,,,,,,,,,,,0.0316873679646296,,,,,,,,,,,,,,,0.04336361794443783,,,,,,,,,0.02094421098273882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04336361794443783,0.04336361794443783,0.0316873679646296,0.06847526292968321,0.04336361794443783,0.06847526292968321,0.03678789496505362,0.06847526292968321,0.06847526292968321,0.03678789496505362,0.05263157894736842,0.06847526292968321,0.06847526292968321,0.03678789496505362,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.03373411259873146,,,0.01686705629936573,0.0031261294518727875,,,,,,,0.026577701320784474,,,0.019421290042837495,,,,,,,,,,,0.019421290042837495,,,,,,,,,,,,,,0.01686705629936573,0.012836774473291535,,,,,,,,,,,,,,,,,,,,,,,,,0.03225806451612903,,,,,,,,,,,,,,,,,0.03225806451612903,,,,,,,,,,,,,0.04509483898942057,,0.07973310396235343,0.019421290042837495,,,,0.04509483898942057,,,,0.03225806451612903,,,,,0.03225806451612903,0.03225806451612903,0.041968709537547784,0.03225806451612903,0.041968709537547784,0.041968709537547784,0.03225806451612903,0.041968709537547784,0.026577701320784474,0.041968709537547784,0.041968709537547784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.020110720972320677,,,0.020110720972320677,,,,0.0633775954572553,,,,,,,0.04631230702522788,0.03168879772862765,0.02315615351261394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020110720972320677,0.038461538461538464,,0.03168879772862765,0.03168879772862765,,,,,,0.03168879772862765,,,,,,0.03168879772862765,,0.02315615351261394,,0.03168879772862765,,0.026883461705231496,,,,,,,,,,,,,,,0.038461538461538464,,,,,0.038461538461538464,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.026883461705231496,0.05003961521784544,0.05003961521784544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.02667596047881972,,,,,,,,0.007454616385235109,,,,,,,,,,,,,,,0.05376692341046299,,,,,,,,,,,,,,,,,,,,0.040221441944641355,0.030610769897849048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020110720972320677,,,0.03168879772862765,,,,,,,0.03168879772862765,,,,,0.05376692341046299,,0.03168879772862765,,,,,,,,0.026883461705231496,,,,,,,,,,,,,,,,,0.038461538461538464,,,,,0.026883461705231496,,,0.05003961521784544,0.038461538461538464,0.03168879772862765,0.03168879772862765,0.05003961521784544,0.05003961521784544,0.05003961521784544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.1161952767289639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05809763836448195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144558888407109,0.144558888407109,0.1111111111111111,0.144558888407109,0.144558888407109,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.01155958287415521,0.02329900014453396,,,,,,,0.006460667533870428,,,,,,,,,,,,0.04013733275519749,,,,,,,,,,,,0.02746362469814396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02329900014453396,,,,,,,,,,,0.02746362469814396,,,,,,,,,,,,,0.02329900014453396,,0.03333333333333333,0.03333333333333333,,,,,,,0.02746362469814396,,,,,,,,0.02329900014453396,,,,,0.02746362469814396,0.02746362469814396,,,,,,,,,,0.04336766652213271,0.03333333333333333,0.02746362469814396,0.04336766652213271,0.02329900014453396,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.03333333333333333,0.04336766652213271,0.04336766652213271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
