,anh,phan,nên,duy,trì,tình,yêu,đã,34,tuổi,rồi,tôi,nghĩ,rằng,cần,tâm,sự,dùng,phương,pháp,lý,với,các,bác,để,có,thể,tìm,ra,nguyên,nhân,sâu,xa,nếu,là,sẽ,giải,quyết,bài,toán,từ,hai,phía,một,vẫn,đó,điều,thiết,chúng,ta,không,mất,niềm,tin,mặt,khác,tại,sao,thấy,hài,hòa,trong,gia,đình,cho,mọi,thành,viên,from,hoang,phuongto,tamsuvnexpress,netsent,monday,january,12,2004,104,am,subject,gui,còn,rất,trẻ,sinh,năm,thứ,đại,học,chỉ,muốn,cảm,thông,nhiều,hơn,được,lời,khuyên,biết,bố,mẹ,luôn,nghiêm,khắc,đôi,khi,cũng,sợ,số,định,nhưng,tiếng,nói,thúc,giục,lên,thay,đổi,cuộc,sống,tốt,đẹp,vì,thế,hàn,huyên,cùng,và,ở,khía,cạnh,nào,đây,lòng,à,vấn,đề,người,đều,thân,hạnh,phúc,như,em,mình,chan,vui,vẻ,ngăn,cản,bao,giờ,đối,diện,thật,chưa,tất,nhiên,cả,khéo,léo,kiên,hy,vọng,mà,gái,đấu,tranh,đừng,tuột,khỏi,tay,thực,địa,của,phải,viết,qua,tòa,soạn,thôi,bởi,lần,đầu,nhỏ,lúc,tưởng,đúng,lớn,nhận,hoàn,toàn,vậy,cố,gắng,đóng,góp,ý,kiến,trực,tiếp,hiểu,con,cái,gì,cầu,câu,chuyện,gửi,đến,mong,phá,bỏ,khoảng,cách,thì,ngần,ngại,dưới,hình,thức,nản,đơn,độc,trường,hợp,trận,khắp,chắc,mới,quyền,chính,đâu,đường,đi,chúc,kết,quả,sớm,việc,này10,01,ơi,quan,trọng,nhất08,tự,mình08,tỏ,rõ,lập,nhìn,điểm08
0,0.01386095181387708,0.01567420640107118,0.02403615072507066,0.02403615072507066,0.020565630263728995,0.020565630263728995,0.020565630263728995,0.020565630263728995,0.028927574587728475,0.02403615072507066,0.028927574587728475,0.0031103822067758977,0.020565630263728995,0.020565630263728995,0.013814573355776372,0.04807230145014132,0.013814573355776372,0.028927574587728475,0.028927574587728475,0.028927574587728475,0.028927574587728475,0.01787368545794965,0.01567420640107118,0.02403615072507066,0.013814573355776372,0.0063466480143158175,0.012203685939729517,0.01567420640107118,0.02403615072507066,0.028927574587728475,0.028927574587728475,0.028927574587728475,0.02403615072507066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.027912949229114314,0.023882667403040125,0.023882667403040125,0.023882667403040125,,,,,0.007224113512511763,,,0.01604273034864353,,,,,,,,,,0.01604273034864353,,0.014172022381621375,,,,,,,0.027912949229114314,0.02834404476324275,0.023882667403040125,0.027912949229114314,0.020756537951167334,0.03359331242445888,0.03359331242445888,0.027912949229114314,0.023882667403040125,0.03359331242445888,0.009710645021418747,0.03359331242445888,0.027912949229114314,0.027912949229114314,0.03359331242445888,0.018202304207695565,0.023882667403040125,0.009710645021418747,0.03359331242445888,0.027912949229114314,0.027912949229114314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00723180094637065,,,,,,,,,,,,,,,,0.021622810469910842,,,,,,,,,,0.019101421470880984,0.024533540453850543,,,,,,,,,,,,,,,,,,,,,,,0.01308826068104266,,,,0.037621801134893204,0.04527794283296631,0.037621801134893204,0.037621801134893204,0.032189682151923645,0.032189682151923645,0.037621801134893204,0.024533540453850543,0.02797620332548641,0.02797620332548641,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.037621801134893204,0.058366203514008966,0.058366203514008966,0.058366203514008966,0.058366203514008966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.013306513741321998,0.045141714435085,,,,,,,,,,0.004478950377757293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029614507579769755,,0.012041199826559249,,,,,,,,,,,,,,,,,,,,,,,,0.03461205704410175,,,,,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.041655707406329005,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.041655707406329005,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.011088761451101664,,,,,,,,,,,0.007464917296262155,,,,,,,,,,0.042896845099079164,,,,0.015231955234357964,,,,,,,,,0.02928884625535084,,,,,,,,,0.020068666377598746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049357512632949595,0.042896845099079164,0.06942617901054834,0.08949484538814707,0.06942617901054834,0.06942617901054834,0.042896845099079164,0.08949484538814707,0.08949484538814707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.006653256870660999,,,,,,,,,,,0.01343685113327188,,,,,,,,,,,,,,0.009139173140614779,,,,,,,,,,,,0.0257381070594475,,,,,,0.012041199826559249,,,,,,,0.012041199826559249,,,,,,,,,,,0.045141714435085,0.0257381070594475,0.0257381070594475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03461205704410175,0.0257381070594475,0.0257381070594475,0.045141714435085,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.03461205704410175,0.053696907232888245,0.053696907232888245,0.03461205704410175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,0.004147176275701197,,,0.036838862282070325,,,,,,,,,,0.018419431141035163,0.01692439470484218,,,,,,,,,,,,,,,,,,0.02229851819733194,,,,,0.02089894186809491,0.02742084035163866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03857009945030463,0.023831580610599534,,,,,,0.04179788373618982,,,,,,,,,0.03857009945030463,0.09943871709794119,0.03857009945030463,0.049719358548970596,0.049719358548970596,0.03857009945030463,0.049719358548970596,0.049719358548970596,0.03857009945030463,0.03857009945030463,0.049719358548970596,0.049719358548970596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,0.01017943267672112,,,,,0.022605665491270428,,,,,,,,,,,0.025648701383571025,,,,,,,,,,,,,,,,0.013683181621090055,,,,,,,,,,,,,,,0.03365284952246563,0.03365284952246563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02924784893119034,0.02924784893119034,0.025648701383571025,,,,,,,,,,,,,,,,,,,,,0.06101921276464574,0.04733603114355569,0.06101921276464574,0.06101921276464574,0.06101921276464574,0.02924784893119034,0.06101921276464574,0.06101921276464574,0.06101921276464574,0.06101921276464574,0.04733603114355569,0.04733603114355569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.015593570790611716,0.01763348220120508,,,,,,0.02313633404669512,0.032543521411194536,0.027040669565704493,0.032543521411194536,0.0034991799826228852,0.02313633404669512,0.02313633404669512,0.01554139502524842,0.05408133913140899,0.01554139502524842,0.032543521411194536,0.032543521411194536,0.032543521411194536,0.032543521411194536,0.020107896140193357,0.01763348220120508,0.027040669565704493,0.01554139502524842,0.007139979016105295,0.013729146682195707,0.01763348220120508,0.027040669565704493,0.032543521411194536,0.032543521411194536,0.032543521411194536,0.027040669565704493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02313633404669512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,0.027912949229114314,0.023882667403040125,0.023882667403040125,0.023882667403040125,,,,,0.007224113512511763,,,0.01604273034864353,,,,,,,,,,0.01604273034864353,,0.014172022381621375,,,,,,,0.027912949229114314,0.02834404476324275,0.023882667403040125,0.027912949229114314,0.020756537951167334,0.03359331242445888,0.03359331242445888,0.027912949229114314,0.023882667403040125,0.03359331242445888,0.009710645021418747,0.03359331242445888,0.027912949229114314,0.027912949229114314,0.03359331242445888,0.018202304207695565,0.023882667403040125,0.009710645021418747,0.03359331242445888,0.027912949229114314,0.027912949229114314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
