,anh,thành,phải,làm,sao,để,bạn,gái,sợ,một,chút,dù,yêu,thế,nào,thì,cũng,cần,cho,cô,ấy,điều,đó,không,có,nghĩa,là,thể,hiện,tình,ít,đi,khiến,còn,cảm,thấy,tin,tưởng,nữa,mà,nên,chứng,tỏ,bản,lĩnh,của,mình,trong,hãy,ra,quyết,đoán,hơn,khi,vẫn,tha,thiết,với,from,mot,ban,gaito,tamsuvnexpress,net,sent,thursday,may,06,2004,1204,pm,subject,toi,cung,doi,so,sanh,nhu,gai,thanh,chào,tôi,đã,đọc,tâm,sự,và,nghĩ,nói,số,mặc,chưa,bao,giờ,tham,gia,gửi,bài,mục,này,tự,cao,nhưng,ý,thức,được,rằng,người,con,xinh,đẹp,học,dễ,mến,nhiều,theo,đuổi,vì,nhược,điểm,hình,đầu,những,tiêu,chí,khá,đối,mẫu,đời,thú,thực,vào,loại,kén,chọn,đôi,dẫn,đến,sánh,như,cách,đánh,giá,về,trai,gần,thần,tượng,vậy,biết,rõ,đâu,cả,quá,si,sẽ,đặt,ở,vị,trí,rất,từ,việc,tặng,họ,xa,gì,cam,chịu,nghe,thôi,thật,nguy,hiểm,khía,cạnh,khác,qua,trường,hợp,lòng,ngoài,rung,động,trước,chỉ,nhẹ,nhàng,nguyên,nhân,nhận,lời,mãnh,liệt,thời,gian,muốn,quý,nhất,xúc,dành,chứ,quả,lúc,mãi,ai,chán,cái,cảnh,lắm,mối,tối,nằm,định,thâm,luôn,yên,ổn,hài,lại,dám,thẳng,buồn,bực,ngán,mất,nể,cứ,giữ,lẽ,bằng,mãn,nguyện,dằn,vặt,chơi,vơi,giữa,hai,tiếp,tục,gắn,bó,hay,chia,tay,đủ,dũng,khao,khát,tất,tim,hoặc,hỏi,liệu,thường,ngầm,gặp,khổ,thương,trân,trọng,tìm,kiếm,bóng,lý,thậm,bây,chồng,cơ,hội,nếu,lấy,đáng,trách,lỗi,suy,vốn,nghiêm,túc,phiêu,lưu,chuyện,cư,xử,dịu,dàng,hành,vi,trái,tổn,ca,ngợi,mặt,hiểu,ti,kiện,tốt,càng,hoàn,khéo,léo,tôn,tuy,nhiên,băn,khoăn,thử,xem,khắc,phục,thái,khó,mệt,mỏi,tế,nhị,chăng,rồi,đừng,nuông,chiều,mức,đúng,niềm,hạnh,phúc,khuyên,lập,thắn,mạnh,mẽ,thân,quan,lạnh,em,bên,phần,lớn,chân,ngày,sống,thiếu,cố,gắng,trên,thay,đổi,chấp,đau,suốt,nhé,chúc,ơi,chỗ,sánh19,05,cùng,nỗi,tôi17,hy,vọng,vội,nản17,thành17,nhiều17
0,0.007334719355984109,0.03225321382114084,0.04052127750491075,0.04866008838397051,0.04929325863255735,0.038542187358843745,0.02779111608513013,0.03225321382114084,0.07708437471768749,0.04052127750491075,0.07708437471768749,0.02986225704861894,0.00581168919634642,0.024330044191985256,0.03225321382114084,0.020260638752455373,0.010751071273713613,0.043004285094854454,0.02596424028343794,0.021502142547427227,0.013578972918271643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0038031878142139827,,,,,,,,,,,,0.009040405416538876,,,,,,,0.016723888647998956,0.010561423380877944,0.02019440910934062,0.016723888647998956,0.018823253141854495,0.009411626570927248,0.03833920115865572,0.019945663480092662,0.014031943842219612,0.02508583297199843,0.029728511205408287,0.03833920115865572,0.03833920115865572,0.03344777729599791,0.0272853120288769,0.014864255602704143,0.01575827458524307,0.03344777729599791,0.0272853120288769,0.02322619992670362,0.013253368186657288,0.016723888647998956,0.03833920115865572,0.029977256834656244,0.03344777729599791,0.03833920115865572,0.014031943842219612,0.010561423380877944,0.014864255602704143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,0.009040405416538876,,,,,,,0.03344777729599791,0.021122846761755888,,,,,,,0.028063887684439223,0.05017166594399686,0.029728511205408287,,,,,,,,,,,,,0.05995451366931249,,,,,0.029728511205408287,0.06689555459199582,0.06689555459199582,0.05995451366931249,0.07667840231731143,0.043230625021313536,0.03554714178985345,0.05017166594399686,0.07667840231731143,0.07667840231731143,0.021122846761755888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33624824747511745,0.33624824747511745,0.24082399653118497,0.33624824747511745,0.33624824747511745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.005265952358142438,0.017367115134460452,,,,,,,,0.010909574712860587,,0.016079676872333276,,,,,,,,,,0.013980744768005045,,,,,,,,,,,,,,,,,,,0.01157807675630697,,,,,0.009714422659998194,,0.010290638494179794,,,,,,0.012304779850333888,,,,0.007311754648300116,,,0.02315615351261394,,,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.026542523879069347,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.017367115134460452,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.007303059366973636,0.018889831404607087,0.032331562257222834,0.020753485500915863,0.016079676872333276,0.005789038378153485,0.013100793026453601,0.014964447122762379,0.026542523879069347,0.018889831404607087,0.02315615351261394,0.02315615351261394,0.020753485500915863,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,0.032331562257222834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,0.018909929502291683,,,,,0.030102999566398118,,0.018909929502291683,,,,,,,0.010034333188799373,,,,,,,0.011293951885112698,0.011293951885112698,,0.011967398088055598,,,,,,,,,,,,,,0.020068666377598746,,,,,,0.012673708057053534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006329318118043817,,,,,,,,,,,,,,,,,,,0.03274237443465228,0.04013733275519749,0.022708041245852906,0.04600704139038686,0.11208274915837248,0.04265657014782414,0.027871439912044344,0.030052821066487555,0.035972708201587496,0.05604137457918624,0.05604137457918624,0.05604137457918624,0.05604137457918624,0.04013733275519749,0.02593837501278812,0.035972708201587496,0.05604137457918624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.016723888647998952,,,,,0.014410208340437844,,,,,,0.003013468472179625,0.02523115693983656,,,0.01114925909866597,,,,,,,,0.012548835427902997,,0.00664855449336422,0.009354629228146408,,,,,,,,,,,,0.017671157582209718,0.01114925909866597,,,,,0.009354629228146408,0.014081897841170593,0.009909503735136096,,,,,,0.011849047263284484,,,,0.007040948920585296,,,,,,,,,,,,,,,,,,0.016723888647998952,,,,,,0.007032575686715353,,,,0.015484133284469079,0.01114925909866597,,,,,,,,,,,,,,0.018190208019251267,0.02229851819733194,,,,,,0.016696011703604196,,,,,,,,,,0.02229851819733194,0.02555946743910381,0.02555946743910381,0.04459703639466388,0.02555946743910381,0.011849047263284484,0.031134096988436798,0.02555946743910381,0.031134096988436798,0.031134096988436798,0.031134096988436798,0.02555946743910381,0.031134096988436798,0.015484133284469079,0.031134096988436798,0.031134096988436798,0.031134096988436798,0.031134096988436798,0.019984837889770832,0.02229851819733194,0.016723888647998952,0.019984837889770832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0038031878142139827,,0.01575827458524307,,,,0.043230625021313536,0.02508583297199843,,,,0.02322619992670362,,,,,0.008361944323999478,,,,,,,,0.009411626570927248,,0.019945663480092662,,,,,,,,,,,,,,,,,,,0.014031943842219612,0.010561423380877944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015823295295109542,,,,,,,0.021615312510656768,,0.0272853120288769,,,,,,,,,,,,,,,0.017773570894926725,,,,,,,,,,0.029977256834656244,,,,,,,,,,,,,,,,,,,,,,,,0.050171665943996864,0.03344777729599791,0.0467011454826552,0.0467011454826552,0.03833920115865572,0.02322619992670362,0.0467011454826552,0.0467011454826552,0.03833920115865572,0.043230625021313536,0.029977256834656244,0.0467011454826552,0.03833920115865572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0015558495603602658,,,0.01548275539489971,,,0.017685255690537357,,,,,,0.011095043011206802,,,,,,0.01652269836218778,,,,0.013683181621090055,,0.007700421739849567,,,0.011480681325452411,,0.02432332734987951,,,,,0.012161663674939755,0.012893133751562511,,,,,0.013683181621090055,,,,,,0.025923493753064044,,,,,,,0.014542012550394594,,,,,,,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,0.004315444171393512,,,,,0.006841590810545028,,,,,,,,,,,,,,,0.02736636324218011,0.01548275539489971,,,,,0.0204905598180597,,,,,,,0.017685255690537357,,,0.013683181621090055,,,,,,,,,,,,,,,,,,,0.02736636324218011,0.020524772431635082,,0.013683181621090055,,,,,0.01900325448548478,,,,,,,,0.020524772431635082,0.022324346205444736,0.03821002812217244,0.01548275539489971,0.03821002812217244,0.022324346205444736,0.03821002812217244,0.03821002812217244,0.017685255690537357,0.03821002812217244,0.03136843731162741,0.03821002812217244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0019015939071069913,,,0.01892336770487742,,,,,,,,,0.004520202708269438,0.01892336770487742,,0.03151654917048614,0.008361944323999478,,,,0.010561423380877944,,,0.009411626570927248,,,,0.014031943842219612,,,,,,,,,,,,0.013253368186657288,,,,,,,0.042245693523511776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016723888647998956,0.01892336770487742,0.021615312510656768,,,,,,,,,,,,,,,0.03833920115865572,,0.017773570894926725,0.02322619992670362,,,,,,,,,0.029977256834656244,,,,,,,,,,,,,,,,,,,,,,0.02508583297199843,,,,,,,,,,,,,,0.03833920115865572,,,,0.03784673540975484,,,,,,,,,0.0934022909653104,0.0467011454826552,0.04645239985340724,0.0467011454826552,0.03833920115865572,0.03833920115865572,0.03833920115865572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
