,anh,thành,đừng,thần,tượng,hóa,người,yêu,tôi,khuyên,hãy,nên,bình,tâm,suy,xét,nghĩ,rằng,đang,gìn,giữ,báu,vật,tuyệt,vời,việc,quan,trọng,lúc,này,là,phải,tìm,hiểu,xem,vị,trí,của,trong,trái,tim,cô,ấy,ở,trung,hay,chỉ,một,góc,nhỏ,làm,cho,khéo,không,hỏi,thẳng,như,số,bạn,đã,góp,ý,mà,dùng,những,phép,thử,from,n,t,to,tamsuvnexpress,net,sent,friday,may,07,2004,434,am,subject,dung,than,tuong,hoa,nguoi,minh,yeu,cùng,kiến,với,các,khác,trên,mục,sự,nhiều,hơn,được,nhận,tình,thật,ngờ,chuyện,sao,giống,quá,khứ,vậy,hồi,có,khá,xinh,xắn,léo,giao,tiếp,và,mọi,quý,mến,cũng,gái,rất,cảm,khi,thế,gian,đôi,ta,nhưng,lại,ngại,ngần,xa,cách,chỗ,đông,kể,nghe,về,đàn,ông,đạt,theo,đuổi,buồn,mình,mắn,vì,chung,thủy,chạy,tiền,bạc,danh,vọng,thực,ra,cuộc,sống,đơn,giản,thời,thứ,dần,thay,đổi,nàng,đòi,chia,tay,để,đi,lấy,chồng,mới,thường,chẳng,qua,đáng,thôi,rồi,sau,ôm,hận,nào,thì,tự,trường,chiến,muốn,kẻ,thắng,bất,kỳ,đều,biết,kiên,nhẫn,mưu,cần,gái06,05,cứ,chờ,đợi,phản,ứng,kiềm,chế,mình06,nói,thắn,chưa,thành06
0,0.02045973421769993,0.027901024691059685,0.06884584634920686,0.03442292317460343,0.03442292317460343,0.0455721822732694,0.014272254865333964,0.016751765592393716,0.012124404977271493,0.03442292317460343,0.027901024691059685,0.019684404334898337,0.03442292317460343,0.019684404334898337,0.03442292317460343,0.03442292317460343,0.02327366407593746,0.02327366407593746,0.02327366407593746,0.03442292317460343,0.03442292317460343,0.03442292317460343,0.03442292317460343,0.027901024691059685,0.027901024691059685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.010623323536113427,,,,,,,,,,,0.020441496809317505,,0.010220748404658753,,,,,,,,,,,,0.03574688175824203,0.017873440879121016,0.017873440879121016,0.014487070512665607,0.028974141025331215,0.028974141025331215,0.024168805001935058,0.017873440879121016,0.014487070512665607,0.017873440879121016,0.017873440879121016,0.014487070512665607,0.012084402500967529,0.010220748404658753,0.017873440879121016,0.017873440879121016,0.010220748404658753,0.007410593872384944,0.014487070512665607,0.017873440879121016,0.014487070512665607,0.014487070512665607,0.03574688175824203,0.017873440879121016,0.017873440879121016,0.017873440879121016,0.012084402500967529,0.014487070512665607,0.010220748404658753,0.017873440879121016,0.014487070512665607,0.008698032134512122,0.017873440879121016,0.008698032134512122,0.014487070512665607,0.017873440879121016,0.014487070512665607,0.012084402500967529,0.017873440879121016,0.010220748404658753,0.014487070512665607,0.017873440879121016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6152244606891369,0.6152244606891369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4101496404594246,0.4101496404594246,0.4101496404594246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.007082215690742284,,,,,,,0.011597376179349495,0.008393818830418726,,,,,0.013627664539545004,,,,0.016112536667956704,0.016112536667956704,,,,,,,,,,,,,,,,,,,,0.013627664539545004,,,,,,,,,,,,,0.016112536667956704,,,,,,,0.011597376179349495,,,0.019316094016887473,,,,,,,,,,,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.023831254505494684,0.03154997234303266,0.023831254505494684,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.03154997234303266,0.023831254505494684,0.03154997234303266,0.023831254505494684,0.03154997234303266,0.03154997234303266,0.023831254505494684,0.023831254505494684,0.03154997234303266,0.023831254505494684,0.023831254505494684,0.016112536667956704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.018413760795929938,,,,,,,,0.02182392895908869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08378519067337487,,,,,,,,,,,,,,,,0.03543192780281701,,,,,,,,,0.04189259533668743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05022184444390743,0.08202992809188492,0.10044368888781487,0.08202992809188492,0.06196126171428618,0.06196126171428618,0.08202992809188492,0.06196126171428618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,0.03853508813640171,0.022614883549731516,0.016367946719316517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026573945852112757,,,,0.019267544068200856,,,,,,,,,,0.03766638333293058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04647094628571464,,,,,,,,,,,0.061522446068913696,0.03766638333293058,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.031419446502515574,0.04647094628571464,0.061522446068913696,0.061522446068913696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.008631450373092158,,,,,,0.012042215042625534,,0.010229966699572823,,,,,,,,,,,,,,,0.02354148958308161,0.02354148958308161,,,,,,,,,,,,,,,,,,,0.02354148958308161,,,0.02354148958308161,,,,,,,,,,0.014134302218582197,,0.014134302218582197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019637154064072234,,,0.02354148958308161,,,,,,,0.02354148958308161,,,,,,,0.03927430812814447,,,,0.019637154064072234,0.029044341428571648,0.03845152879307106,0.029044341428571648,0.058088682857143296,0.029044341428571648,0.02354148958308161,0.03845152879307106,0.03845152879307106,0.029044341428571648,0.029044341428571648,0.03845152879307106,0.03845152879307106,0.03845152879307106,0.03845152879307106,0.03845152879307106,0.03845152879307106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.03587274603136245,,,,,0.018350041969715097,,0.0311770413701267,,,,,,,,,,0.029923282383348165,,,,,,,,,,,,,,,,,,,,,,,0.025308519859155006,0.018350041969715097,,,0.03587274603136245,,,,,,0.029923282383348165,,,,,,,0.02153798433307763,,,,,,0.025308519859155006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029923282383348165,0.04425804408163299,,,,,,,,,,,,,,,,0.0585928057799178,0.0585928057799178,0.0585928057799178,0.0585928057799178,0.0585928057799178,0.0585928057799178,0.03587274603136245,0.0585928057799178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,0.014272254865333964,0.016751765592393716,0.012124404977271493,,,,,,,,0.02327366407593746,0.02327366407593746,,,,,,,,,,,0.027901024691059685,,,,,,,,,,,,,,0.014272254865333964,,,,,,,,,,,0.019684404334898337,,,,,,,,,,,0.019684404334898337,,,,,,,,,,,0.03442292317460343,,,,,,,,,,,,,,,,,,,,,,,,,,0.027901024691059685,,,,,,,,,0.027901024691059685,,,,,,,,,,,0.02327366407593746,,,,,,,,,0.03442292317460343,0.03442292317460343,,,,,,,,,,,,,0.027901024691059685,,0.0455721822732694,0.027901024691059685,0.0455721822732694,0.03442292317460343,0.0455721822732694,0.0455721822732694,0.0455721822732694,0.0455721822732694,0.0455721822732694,0.0455721822732694,0.0455721822732694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
