,anh,thành,còn,chần,chừ,gì,nữa,mà,không,tâm,sự,với,h,lời,khuyên,của,tôi,cho,lúc,này,là,thẳng,thắn,nói,hết,nỗi,lòng,cô,ấy,phụ,nữ,nên,biết,các,gái,thường,so,sánh,người,yêu,mình,đàn,ông,khác,nếu,thực,thì,nghĩ,tình,sẽ,nở,hoa,đấy,để,trạng,kéo,dài,liệu,có,thể,chịu,đựng,bao,lâu,from,khong,ten,to,tamsuvnexpress,net,sent,friday,may,21,2004,249,pm,subject,hay,tam,su,voi,co,ay,gửi,luôn,nhưng,khi,thật,mong,muốn,đó,vui,vẻ,hạnh,phúc,mù,quáng,như,vậy,nổi,giả,sử,chấp,nhận,được,và,hai,kết,hôn,chắc,cuộc,sống,vợ,chồng,trong,một,vết,nứt,trước,dành,100,sau,chung,chỉ,khoảng,70,đây,kinh,nghiệm,đồng,nghiệp,đã,lập,gia,đình,à,hãy,suy,chuyện,cũng,đơn,giản,thôi21,05,lại21,từng,đau,khổ,giống,thành19,phải,làm,sao,bạn,sợ,chút19,ơi,vẫn,chỗ,sánh19
0,0.013545481465821635,0.050247116444257216,0.059857788491049516,0.09655942346948508,0.09655942346948508,0.09655942346948508,0.09655942346948508,0.09655942346948508,0.059857788491049516,0.059857788491049516,0.03670163497843557,0.03155188192992687,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008804562952784062,,,,,,,,,0.03890756251918218,0.023856062735983122,0.020508723254452466,,0.047712125471966245,0.047712125471966245,0.020508723254452466,0.012763625255165304,0.03890756251918218,0.047712125471966245,0.027815125038364363,0.017609125905568124,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.06276362525516531,0.047712125471966245,0.020508723254452466,0.027815125038364363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,0.01953211738519282,,,,0.01953211738519282,0.012155833576347908,,,,0.01677059610054107,,,,,,,0.01953211738519282,,0.04544011949711071,0.04544011949711071,0.03705482144684017,0.04544011949711071,0.04544011949711071,0.03705482144684017,0.05977488119539552,0.03705482144684017,0.04544011949711071,0.06221071559765178,0.01953211738519282,0.04544011949711071,0.05977488119539552,0.05977488119539552,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,0.3890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0234788345407575,,,,,,,,,,0.03180808364797749,,,,,0.02734496433926995,0.01701816700688707,,,,,,,,,,,,,,,,,,,,,,,0.0546899286785399,,,,,,0.06361616729595498,0.04354750091835625,0.03708683338448582,0.03180808364797749,0.05187675002557624,0.06361616729595498,0.06361616729595498,0.06361616729595498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.008385298050270535,,0.03705482144684017,,,,,,0.03705482144684017,,,,,,,,,,,0.026490595274632725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022720059748555354,,,,,0.03705482144684017,0.04544011949711071,0.04544011949711071,0.04544011949711071,0.04544011949711071,0.03110535779882589,0.05977488119539552,0.04544011949711071,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.010062357660324641,0.018663214679295534,,,,,,,,0.022232892868104103,0.013632035849133212,0.011719270431115692,,0.027264071698266425,0.027264071698266425,0.011719270431115692,0.007293500145808745,0.022232892868104103,0.027264071698266425,0.015894357164779636,0.010062357660324641,0.027264071698266425,0.027264071698266425,,,,,0.011719270431115692,0.015894357164779636,,,0.022232892868104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.027264071698266425,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,0.035864928717237315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,0.024127909711120544,,,,,0.015016029711959181,,,0.03272367651572278,0.020716618712433087,,,,,,,0.024127909711120544,,0.056131912319960287,0.056131912319960287,0.04577360296374374,0.056131912319960287,0.056131912319960287,0.04577360296374374,,0.04577360296374374,0.056131912319960287,0.07684853103239338,,,,,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04082578211095898,0.02563590406806558,0.059640156839957804,,,,,,0.04082578211095898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059640156839957804,0.07845453156895663,0.04863445314897773,0.07845453156895663,0.059640156839957804,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.059640156839957804,0.059640156839957804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.021130951086681747,,,,,,,,0.06225210003069149,,,,,,,,,,,0.02225210003069149,0.014087300724454499,,,,,,,,,,,,,,,,,,,0.01640697860356197,,,,,0.031126050015345744,,,0.02225210003069149,0.038169700377572995,,,,,0.031126050015345744,0.038169700377572995,0.038169700377572995,0.038169700377572995,0.038169700377572995,0.0522570011020275,,0.038169700377572995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05021090020413224,0.05021090020413224,0.05021090020413224,0.05021090020413224,0.05021090020413224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.014674271587973436,,,,,,,,,,,,,,,,0.021272708758608837,,,,,,,,,,,,,,,,,,,,,,0.05443437614794531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07952020911994373,0.07952020911994373,0.10460604209194216,0.10460604209194216,0.10460604209194216,0.10460604209194216,0.10460604209194216,0.07952020911994373,0.07952020911994373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.008804562952784062,,,,,,,,,,,0.020508723254452466,,,,,,,,,0.017609125905568124,,,,,,,0.020508723254452466,0.027815125038364363,,,,,,,,,,,,,,,,,,,,,0.03890756251918218,,,,,,,,,0.06532125137753438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890756251918218,,,,,,,0.047712125471966245,0.047712125471966245,,,,,,,,,,,,,,,0.06276362525516531,0.06276362525516531,0.047712125471966245,0.06276362525516531,0.06276362525516531,0.047712125471966245,0.03890756251918218,0.06276362525516531,0.06276362525516531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.007043650362227249,,0.031126050015345744,,,,,,,,,,,,,,0.010210900204132243,0.031126050015345744,,,0.014087300724454499,,,,,,,0.01640697860356197,0.02225210003069149,,,,,,,,,,,0.01640697860356197,,,,,,,0.02612850055101375,,0.019084850188786497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06225210003069149,,,,,,,,,,,,,,0.038169700377572995,0.038169700377572995,,,,,,0.038169700377572995,0.038169700377572995,,,0.038169700377572995,,,,,,,0.05021090020413224,0.05021090020413224,0.05021090020413224,0.05021090020413224,0.05021090020413224,0.05021090020413224,0.05021090020413224,0.05021090020413224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,0.058596352155578464,0.01823375036452186,,,,0.025155894150811604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05558223217026026,,,,,,,,,,,0.08966232179309327,0.08966232179309327,0.08966232179309327,0.08966232179309327,0.08966232179309327,0.08966232179309327,0.08966232179309327,0.08966232179309327,0.08966232179309327,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.025155894150811604,0.046658036698238835,,,,,,,,,,0.029298176077789232,,,,,,,,,,,,0.06816017924566606,0.06816017924566606,,0.06816017924566606,0.029298176077789232,0.03973589291194909,,,,,,,,,,,,,,,,,,,0.03973589291194909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,0.08966232179309327,0.06816017924566606,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,0.3890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0234788345407575,,,,,,,,,,0.03180808364797749,,,,,0.02734496433926995,0.01701816700688707,,,,,,,,,,,,,,,,,,,,,,,0.0546899286785399,,,,,,0.06361616729595498,0.04354750091835625,0.03708683338448582,0.03180808364797749,0.05187675002557624,0.06361616729595498,0.06361616729595498,0.06361616729595498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.01661238292978125,0.04929905764342216,,,,,,,,,,,,,,0.007739140850736778,0.004816462360439737,,,,,,,,,,,,,,,,,,0.014682099063842333,,0.014682099063842333,,,0.007739140850736778,,,,,,,,0.010496273599382778,0.00900228782489929,,,,,0.014682099063842333,,,,,0.01232476441085554,,,,,,,,,,,,,,,,0.09002287824899292,,,,,,,,,,,,,,,0.01800457564979858,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014682099063842333,,,,,,,,,,,,,,,,,,,,,0.01800457564979858,0.01800457564979858,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.11842193444370812,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624,0.023684386888741624
