,vợ,chồng,cũng,phải,học,cách,sống,chung,với,nhau,theo,lời,nguyên,kể,bạn,vừa,tìm,lại,được,sau,nhiều,thời,gian,xa,mình,muốn,nói,rằng,lúc,này,hai,hãy,dành,thì,giờ,cho,tập,từ,đầu,from,bui,huy,lan,to,tamsuvnexpress,net,sent,monday,may,24,2004,846,pmsubject,gop,y,chào,vài,dòng,gửi,cuộc,tốt,đẹp,hơn,ông,bà,tôi,khi,xưa,có,dạy,gắng,làm,sao,để,không,ai,thể,thấy,ở,ngoài,những,gì,chỉ,trong,nhà,đủ,tội,đi,bên,nhọc,thân,như,cặp,phương,tây,bao,nhiêu,năm,hằng,ngày,mỗi,người,một,nẻo,mười,họa,mới,giáp,mặt,về,hưu,sinh,chuyện,hợp,nữa,đòi,ly,dị,cánh,đàn,hay,tật,chủ,quan,nhất,là,á,đông,còn,ta,cứ,nghĩ,bổn,phận,thế,con,rồi,xem,khách,chút,thiếu,nào,ấy,nếu,hết,ra,riêng,dù,nghèo
0,0.03193985938158708,0.03886200316787683,0.030182072857652027,0.030182072857652027,0.023893099319949127,0.06036414571530405,0.01596992969079354,0.030182072857652027,0.023893099319949127,0.021502142547427227,0.030182072857652027,0.030182072857652027,0.04093314413136564,0.030182072857652027,0.013142028046235515,0.030182072857652027,0.019431001583938415,0.013142028046235515,0.030182072857652027,0.030182072857652027,0.019431001583938415,0.030182072857652027,0.030182072857652027,0.030182072857652027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,0.021502142547427227,,,,,0.02628405609247103,,,,,,,,,,0.047786198639898254,0.03886200316787683,0.06036414571530405,0.03886200316787683,0.047786198639898254,0.047786198639898254,0.06036414571530405,0.03886200316787683,0.06036414571530405,0.03193985938158708,0.06036414571530405,0.03193985938158708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,0.060818798268961416,,0.08130146024403986,,0.12163759653792283,0.05473272648436022,,,,,,,,0.033452435026781316,,,,,,,,,,,,,,,,,,,0.07682709454675062,0.07682709454675062,0.07682709454675062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19102133927970633,0.19102133927970633,0.19102133927970633,0.19102133927970633,0.19102133927970633,0.19102133927970633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,0.020325365061009966,,,,,,,,0.033452435026781316,,,,,,,,,,,,,,,,,,,,,0.020325365061009966,,,,,,,,,,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.030409399134480708,0.03841354727337531,0.030409399134480708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.013550243374006643,0.01648691043485684,,,,,,,,,,,,,,,0.03297382086971368,,,,,,,,,0.01648691043485684,,0.01648691043485684,,,,0.01648691043485684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020272932756320472,0.025609031515583542,,0.025609031515583542,0.034731152596310245,0.034731152596310245,0.025609031515583542,0.034731152596310245,0.03297382086971368,0.034731152596310245,0.034731152596310245,0.020272932756320472,0.025609031515583542,0.034731152596310245,0.025609031515583542,0.034731152596310245,0.034731152596310245,0.06946230519262049,0.020272932756320472,0.025609031515583542,0.034731152596310245,0.025609031515583542,0.025609031515583542,0.025609031515583542,0.025609031515583542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,0.03886200316787683,,,,,,,,,,,,,,,,,0.03193985938158708,,0.03193985938158708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03886200316787683,,,,,,,,,,,0.06036414571530405,,0.06036414571530405,,0.06036414571530405,0.06036414571530405,0.06036414571530405,0.08186628826273128,0.06036414571530405,0.08186628826273128,0.08186628826273128,0.08186628826273128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.02353463322853785,0.028635160228961877,,,,0.04447884421127667,,,,0.0158436839823148,0.04447884421127667,0.04447884421127667,,0.04447884421127667,0.03873439845206257,0.04447884421127667,0.028635160228961877,0.019367199226031286,0.04447884421127667,0.04447884421127667,0.028635160228961877,0.04447884421127667,0.04447884421127667,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,0.021502142547427227,,,,,0.02628405609247103,,,,,,,,,,0.047786198639898254,0.03886200316787683,0.06036414571530405,0.03886200316787683,0.047786198639898254,0.047786198639898254,0.06036414571530405,0.03886200316787683,0.06036414571530405,0.03193985938158708,0.06036414571530405,0.03193985938158708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.060818798268961416,,0.08130146024403986,,0.12163759653792283,0.05473272648436022,,,,,,,,0.033452435026781316,,,,,,,,,,,,,,,,,,,0.07682709454675062,0.07682709454675062,0.07682709454675062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.009720826768309113,0.011827566181527732,,0.01837169652204906,,,0.009720826768309113,0.01837169652204906,,0.01308826068104266,,,,,,,,,,,0.011827566181527732,,,,,,,,0.014543625673012511,,,,,0.029162480304927338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014543625673012511,0.01837169652204906,,0.03674339304409812,,,,0.014543625673012511,,,,0.01837169652204906,,,,,0.01837169652204906,,,,,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.04983165372514078,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.01837169652204906,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.01837169652204906,0.02491582686257039,0.02491582686257039,0.02491582686257039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,0.020443154738588577,,,0.0302260024639042,,,,0.03716704338658753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03716704338658753,0.046949891111903154,,,,,0.0302260024639042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046949891111903154,,,,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.046949891111903154,0.0636737797599021,0.03716704338658753,0.0636737797599021,0.0636737797599021,0.03716704338658753,,,,,,,,,,,,,,,,,,,,
12,0.013151706804182917,,,,,,,,,,,,,,,,,0.0108228466263116,,,,,,,,,,0.016002001304419873,,0.0393533400563868,,,,0.013151706804182917,,0.013151706804182917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024855824706301672,,0.016002001304419873,,,0.0196766700281934,,,,,,,,,,,,,,0.024855824706301672,,,,,,0.024855824706301672,,,,,,,,,,,0.024855824706301672,,,,,,,,,,,,,,,,,,,,,0.024855824706301672,,0.0196766700281934,,,0.0196766700281934,0.06741929621636694,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.10112894432455041,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.06741929621636694,0.03370964810818347,0.03370964810818347,,,,,,
