,khung,giá,thấp,nhà,nước,khó,quản,lý,thị,trường,đất,theo,ông,ngô,trí,long,viện,phó,nghiên,cứu,cả,bộ,tài,chính,việc,quy,định,là,nguyên,nhân,tạo,nên,hệ,thống,hai,trên,đai,và,mức,thỏa,thuận,sự,chênh,lệch,giữa,này,đã,vô,hiệu,hoá,các,nỗ,lực,của,tại,sao,lại,nói,bị,hiện,nay,những,giao,dịch,thực,tế,địa,phương,có,lớn,so,với,tối,đa,thiểu,do,phủ,chẳng,hạn,cao,nhất,chỉ,bằng,32,đà,nẵng,30,hải,phòng,21,tính,chung,xây,dựng,60,trao,đổi,người,dân,thu,hồi,chấp,nhận,vậy,phải,trợ,để,đảm,bảo,cho,công,trình,thi,đúng,tiến,độ,bên,cạnh,đó,làm,ngân,sách,thất,khi,tiền,sử,dụng,hoặc,trị,quyền,trong,góp,vốn,liên,doanh,xét,ở,góc,trạng,2,thoả,điều,vì,nhiều,tổ,chức,cá,lợi,được,rồi,sau,đủ,hình,thức,bán,ra,kiếm,lời,thậm,chí,mua,đi,lần,đẩy,lên,thành,cơn,sốt,trách,nhiệm,cơ,quan,vấn,đề,như,thế,nào,dễ,thấy,vai,trò,về,cấp,buông,lỏng,tình,tay,diễn,phổ,biến,chưa,nắm,lượng,tham,gia,đầu,thao,túng,dẫn,đến,nơi,chủ,yếu,đô,ven,khu,nghiệp,tôi,vừa,chuyến,stockhom,bỉ,ngay,trung,tâm,thủ,3,000,usd,m2,1,500,sánh,việt,nam,thật,khủng,khiếp,một,mặt,nhập,phan,đăng,tuất,trưởng,nguyễn,cục,hành,khăn,mất,thời,gian,nghị,pháp,loại,sẽ,vào,tháng,6,thay,dự,kiến,trước,đây,5,nghĩ,gì,ý,rằng,trọng,khiến,hoạt,động,nguồn,nhàn,rỗi,tăng,lĩnh,vực,sản,xuất,kinh,chứng,khoán,phát,triển,không,hấp,tư,nhuận,rất,tiết,nhu,cầu,phần,thông,tin,đều,dư,luận,môi,giới,lúc,tố,tác,đột,truyền,thích,sở,hữu,riêng,giải,phóng,dù,bố,tái,cư,song,vẫn,tìm,mới,tất,cách,giả,hàng,cần,nhanh,giấy,đối,tượng,bởi,minh,bạch,đơn,giản,tục,chuyển,nhượng,thuê,bất,lập,mở,rộng,khuyến,khích,kể,ngoài,nhằm,cung,trả
0,0.0249632144405721,0.013844287572579488,0.02842428633371697,0.008993284749778556,0.006366916491318082,0.016443192034863843,0.008836607530001678,0.007106071583429243,0.033202969194021104,0.033202969194021104,0.005981824546205846,0.0249632144405721,0.01248160722028605,0.0249632144405721,0.019587678803715293,0.0249632144405721,0.019587678803715293,0.019587678803715293,0.0249632144405721,0.0249632144405721,0.016443192034863843,0.016443192034863843,0.019587678803715293,0.01584633925831117,0.016443192034863843,0.03288638406972769,0.01974435602349217,0.006366916491318082,0.019587678803715293,0.016443192034863843,0.011067656398007034,0.019587678803715293,0.016443192034863843,0.014212143166858485,0.019587678803715293,0.011067656398007034,0.014212143166858485,0.007106071583429243,0.014212143166858485,0.0249632144405721,0.019587678803715293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.013253261736515767,0.018765648605990136,,0.02604473798316284,0.02094421098273882,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05773210594779244,,,,0.04188842196547764,,,0.05773210594779244,0.05773210594779244,0.05773210594779244,0.07357578993010724,0.02604473798316284,0.032620460962547046,0.04846414494486185,0.04846414494486185,0.04188842196547764,0.018765648605990136,0.04846414494486185,0.04188842196547764,0.029096945718830567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.004123830340768358,,0.0053577015530595655,0.007586113266251332,,0.010528723865533916,0.008466808695149736,,,0.003563640155186462,,0.014871702219915295,,,,,,,,,,,0.00944037232410027,,0.01959188838196543,0.011762595077825124,,,,,,,,,,0.01693361739029947,0.008466808695149736,0.01693361739029947,,,,0.02333851091506503,0.02333851091506503,,,,0.01959188838196543,0.01959188838196543,0.01693361739029947,0.007586113266251332,0.01959188838196543,0.01693361739029947,0.011762595077825124,0.03386723478059894,0.02974340443983059,0.014871702219915295,0.02974340443983059,0.01693361739029947,0.01693361739029947,0.01959188838196543,0.011762595077825124,0.02333851091506503,0.02333851091506503,0.01959188838196543,0.01959188838196543,0.01959188838196543,0.01693361739029947,0.011762595077825124,0.02333851091506503,0.01959188838196543,0.01959188838196543,0.05948680887966118,0.02974340443983059,0.02974340443983059,0.014871702219915295,0.01959188838196543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.02912375018066745,0.008075834417338034,,,,,,,,,,,,,,,,,,,,,,,,,,0.014856138479742192,,,,,,,,,,,,,,,,,,0.02061875090333725,,,,,,,,,0.033161667389336465,,,,,,,,,,0.03836744808134897,0.03836744808134897,,,,,0.07673489616269794,0.07673489616269794,,,,,,0.0582475003613349,0.0582475003613349,0.02912375018066745,0.03836744808134897,0.03836744808134897,0.025824531595349746,0.0582475003613349,0.0582475003613349,0.0582475003613349,0.045704583875335686,0.0582475003613349,0.0582475003613349,0.0582475003613349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.027958800173440754,0.015505602081289028,,,,,,,0.02479155033153576,0.02479155033153576,0.006699643491750549,0.027958800173440754,,,,,,,,,,,,0.01774789996930851,,,,,,,,,,,,0.02479155033153576,,,,,,,,,,,,,,,0.014261892940552506,,,0.022113678746311233,0.031835200693763006,,,,,,,,,,,,0.03683275015809501,0.031835200693763006,,,,,,,,,0.03683275015809501,,,,,0.03683275015809501,0.02479155033153576,,,,0.04387640052032226,,,,0.03683275015809501,0.05591760034688151,0.04387640052032226,0.04387640052032226,0.05591760034688151,0.04387640052032226,0.04387640052032226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.006056875813003526,,0.007869124156056237,0.011142103859806645,0.028775586061011726,,,,,0.005234096477930116,,,,,,,,,,,,,,,,,,,,,,,,,0.01936839869651231,,,0.02487125054200235,,,,,,,,,,,,0.011142103859806645,,,,,,,,0.02487125054200235,,,0.01727631152055565,,,,,,,,,,0.028775586061011726,,,,0.02184281263550059,,,,,,,,,,,,,,,,,,,,,,0.02487125054200235,0.034278437906501764,0.028775586061011726,0.04368562527100118,0.034278437906501764,0.02487125054200235,0.028775586061011726,0.04368562527100118,0.04368562527100118,0.01727631152055565,0.04368562527100118,0.04368562527100118,0.013865546851022273,0.05755117212202345,0.034278437906501764,0.04368562527100118,0.04368562527100118,0.028775586061011726,0.028775586061011726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.01710176700142172,0.023408235804237506,,,,,,,,0.00985241689963316,,,,,,,,,,,,,,0.027082904528011036,,,,,,,,,,,,,,,,,,,,,,0.018229081126129233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05416580905602207,,,,,,,,,0.05416580905602207,,,,,,,,,,0.013049926448020962,,,,,,,0.027082904528011036,0.027082904528011036,0.016260057901699435,0.023408235804237506,0.04111588260800111,0.027082904528011036,0.04111588260800111,0.023408235804237506,0.032262059206119305,0.06452411841223861,0.05416580905602207,0.04111588260800111,0.032262059206119305,0.027082904528011036,0.020557941304000554,0.027082904528011036,0.027082904528011036,0.032262059206119305,0.020557941304000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.018756776711236725,,0.01624593374153546,0.023003053129923394,,0.015962903925164324,0.012836774473291535,0.019993185751238516,0.019993185751238516,0.005402938299798829,0.022547419494710286,,,,,,,,,,,,,,,,,,,0.019993185751238516,0.03538419396800182,0.029703830772657265,0.02567354894658307,,0.03998637150247703,0.02567354894658307,0.012836774473291535,,,0.03538419396800182,,,,,,0.019993185751238516,,,,,,,,,,,,,,,,,,0.029703830772657265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029703830772657265,,,,,,,,,,,,,,,,,,,,0.04509483898942057,0.019993185751238516,0.04509483898942057,0.03538419396800182,0.04509483898942057,0.03538419396800182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.006800702667232029,,0.004417753912171922,0.006255216201996713,,0.008681579327720948,0.0069814036609129404,,,0.002938440127960767,0.012262631655017875,,,,,,,,,,,,0.007784166653205486,,0.01615471498162062,0.009698981906276856,,,0.01615471498162062,,,,,,,,,,,,,,,,0.008681579327720948,0.021746973975031367,0.01615471498162062,0.01615471498162062,0.013962807321825881,0.012510432403993426,0.01615471498162062,0.013962807321825881,0.009698981906276856,,,0.012262631655017875,,,,,,,,,,,,,,,,,,,,,,,,,,0.010873486987515684,,,,,,,,,,,,,,,,,,,,0.013962807321825881,,,,,,,,,,,,,,,,0.009698981906276856,,,,,,,,0.01615471498162062,,,,,,,,,,,,,,,0.013962807321825881,0.019244035315930812,0.02452526331003575,0.02452526331003575,0.02452526331003575,0.02452526331003575,0.019244035315930812,0.012262631655017875,0.02452526331003575,0.02452526331003575,0.02452526331003575,0.019244035315930812,0.019244035315930812,0.027925614643651762,0.01615471498162062,0.02452526331003575,0.02452526331003575,0.02452526331003575,0.02452526331003575,0.01615471498162062,0.013962807321825881,0.02452526331003575,0.01615471498162062,0.013962807321825881,0.01615471498162062,0.019244035315930812,0.019244035315930812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,0.005191999443171126,0.007351491206470363,,0.010203093230517402,0.008204948632413146,0.019168724483146205,0.012779149655430803,0.003453424480283788,,,,,,,,,,,,,0.004574201023017657,,,,0.007351491206470363,,,,,,,,0.006389574827715402,0.008204948632413146,0.004102474316206573,,,,,,,,0.010203093230517402,,,,,0.011027236809705545,,0.016409897264826293,0.011398803477480016,,,,,0.008204948632413146,,,,,,,,0.009492976844869848,0.008204948632413146,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011308350649567592,,,,,,,0.008204948632413146,,,,0.011398803477480016,,,0.009148402046035314,0.009492976844869848,,,,,,,,,,,,,,,,,,,0.009492976844869848,0.007205876333361019,,,,,,0.006389574827715402,,0.022616701299135185,,,0.008204948632413146,,0.007205876333361019,,,,,0.007205876333361019,,,,,,0.008204948632413146,0.018985953689739696,,,,,0.009492976844869848,,,,,,,,0.014411752666722039,0.014411752666722039,0.02461484589723944,0.009492976844869848,0.011308350649567592,0.014411752666722039,0.009492976844869848,0.011308350649567592,0.011308350649567592,0.014411752666722039,0.011308350649567592,0.014411752666722039,0.014411752666722039,0.009492976844869848,0.011308350649567592,0.014411752666722039,0.014411752666722039,0.028823505333444077,0.014411752666722039,0.028823505333444077,0.014411752666722039,0.011308350649567592,0.009492976844869848,0.014411752666722039,0.028823505333444077,0.011308350649567592,0.011308350649567592,0.014411752666722039,0.014411752666722039,0.014411752666722039,0.011308350649567592,0.014411752666722039,0.011308350649567592,0.014411752666722039,0.011308350649567592,0.011308350649567592,0.014411752666722039,0.014411752666722039,0.009492976844869848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
