,vàng,bất,ngờ,vượt,400,usd,ounce,đêm,qua,lần,đầu,tiên,trong,vòng,2,tháng,giá,giao,các,kỳ,hạn,tại,thị,trường,new,york,đều,ngưỡng,chuyên,gia,nhận,định,nhân,tố,tác,động,tới,kim,loại,quý,là,ổn,chính,trị,trung,đông,diễn,biến,đồng,đôla,cũng,như,những,tín,hiệu,mới,từ,nền,kinh,tế,mỹ,ngay,sau,đợt,ném,bom,vào,iraq,và,thổ,nhĩ,giảm,xuống,mức,thấp,nhất,so,với,yen,nhật,tuần,euro,có,lúc,1,chỉ,đổi,được,10702,khi,lại,ăn,12160,này,giúp,nóng,trở,tăng,thêm,8,9,nhiều,ngày,rập,rình,ở,trên,dưới,390,hợp,đã,ký,40350,hôm,40380,gần,10,theo,ngoài,yếu,còn,do,thông,tin,cục,dự,trữ,liên,bang,thể,không,quyết,đoán,việc,làm,chậm,tốc,độ,lạm,phát,đang,cuộc,họp,bên,cạnh,đó,báo,của,bộ,thương,mại,về,tình,hình,dịch,mặt,hàng,lâu,bền,suy,lòng,giới,tư,tính,chung,suốt,năm,16,đạt,đỉnh,cao,15,4,433,nước,bán,công,ty,doanh,000,riêng,sjc,hà,nội,759,lên,769,ngược,chiều,thế,tiếp,tục,vnd,ngân,ngoại,việt,nam,điều,chỉnh,729,737,nay
0,0.03777268426653942,0.03094513027484661,0.04006725135557331,0.08013450271114662,0.08013450271114662,0.02230162335118754,0.01888634213326971,0.04006725135557331,0.03777268426653942,0.04006725135557331,0.025609031515583542,0.04006725135557331,0.01648691043485684,0.03094513027484661,0.03094513027484661,0.025609031515583542,0.00976422105254301,0.01888634213326971,0.01648691043485684,0.03094513027484661,0.04006725135557331,0.025609031515583542,0.025609031515583542,0.025609031515583542,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.026184341001793284,,,,,,,,,,,,,,,0.008262033198305622,,0.013950462675648093,,,0.02166918051318607,0.02166918051318607,0.02166918051318607,,,,,0.026184341001793284,0.026184341001793284,0.033903058839331264,0.033903058839331264,0.033903058839331264,0.026184341001793284,0.033903058839331264,0.033903058839331264,0.02166918051318607,0.026184341001793284,0.026184341001793284,0.026184341001793284,0.026184341001793284,0.033903058839331264,0.026184341001793284,0.026184341001793284,0.033903058839331264,0.033903058839331264,0.02166918051318607,0.02166918051318607,0.008262033198305622,0.018465623164255304,0.02166918051318607,0.026184341001793284,0.026184341001793284,0.033903058839331264,0.033903058839331264,0.033903058839331264,0.02166918051318607,0.033903058839331264,0.026184341001793284,0.033903058839331264,0.02166918051318607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,0.01833086148229119,,,,0.016002001304419873,,0.06006995876881988,0.024855824706301672,0.009477038080409391,,,0.03003497938440994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009477038080409391,0.021181155982528146,,,0.03003497938440994,,,,,,,,,0.024855824706301672,0.03003497938440994,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.024855824706301672,0.03888880278629175,0.06006995876881988,0.03888880278629175,0.03888880278629175,0.03003497938440994,0.03888880278629175,0.024855824706301672,0.03888880278629175,0.03003497938440994,0.049711649412603344,0.049711649412603344,0.03003497938440994,0.03888880278629175,0.03003497938440994,0.03003497938440994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.040886309477177155,,,,,,,0.0302260024639042,,,,,,,,,,,,,,,,,,,,,,,,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05673273883721878,,,0.05673273883721878,0.05673273883721878,0.07345662748521774,0.11346547767443756,0.040008850189219826,0.07345662748521774,0.05673273883721878,0.07345662748521774,0.07345662748521774,0.040008850189219826,0.07345662748521774,0.07345662748521774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,0.07042483666785473,,,,,,,,,,,,,,0.08509910825582817,0.08509910825582817,0.08509910825582817,,,,,,,0.07042483666785473,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06001327528382974,,,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.023971126553765404,,,,,0.02830590656112265,0.04794225310753081,,,,,,,,,,0.012393049797458436,0.04794225310753081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03250377076977911,0.039276511502689924,,,,,,,,,,0.03250377076977911,0.07855302300537985,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,,,,0.014152953280561325,0.039276511502689924,0.03250377076977911,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.0508545882589969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.03504540812329471,0.05935707527599052,,0.02967853763799526,,,,,,,0.040242763810202704,,0.02967853763799526,0.025908002111917888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015343775939710442,,,,,,,,,,,,,,,,,,,,,,,,,0.040242763810202704,,,0.040242763810202704,0.040242763810202704,,,,,,,,,,,,,,,,,,,,0.017522704061647354,,0.08048552762040541,,,,,,0.048628061860473235,,,,0.06296282355875805,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.06132946421576574,0.1038748817329834,,,,,,,,,,0.026851607894493274,0.0519374408664917,,,,,,,,,,,,,,,,,,,,,,,0.08509910825582817,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03066473210788287,,,,,,,,,,,,,,,,,0.1101849412278266,0.1101849412278266,0.08509910825582817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.013849984231064455,,,,,,,,,,0.018779956444761263,,0.024180801971123364,,,,0.007160428771864874,,0.012090400985561682,,,,,,,,,,0.022693095534887513,0.045386191069775025,,,,0.022693095534887513,,,0.018779956444761263,,,,,,0.022693095534887513,0.022693095534887513,,,,,,,,,,,,,,,,,0.018779956444761263,,,,,,,,,,,,,,,,,,,,0.022693095534887513,,0.022693095534887513,,,,,,,,0.016003540075687932,,,,,,,0.016354523790870865,,,,,,,,,,,,,,,,,,,,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.022693095534887513,0.022693095534887513,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.022693095534887513,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,0.029382650994087097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,0.024855824706301672,,,,,,,0.01833086148229119,0.016002001304419873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009477038080409391,0.021181155982528146,0.024855824706301672,,,,,,,,,,0.049711649412603344,,,,,,0.024855824706301672,,,,,0.03003497938440994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03003497938440994,0.03003497938440994,,,,,,,,,,,0.03003497938440994,,,,,,,,,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.049711649412603344,0.03888880278629175,0.03003497938440994,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.03003497938440994,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.03888880278629175,0.03003497938440994,0.03888880278629175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
