,vụ,kiện,có,thể,làm,giá,tôm,tại,mỹ,tăng,44,uỷ,ban,đặc,nhiệm,về,citac,vừa,công,bố,3,bản,nghiên,cứu,mới,nhất,liên,quan,tới,chống,bán,phá,trong,đó,cảnh,báo,loại,hải,sản,này,đội,cao,trời,nếu,bộ,thương,mại,kiên,quyết,áp,thuế,với,6,quốc,gia,bị,đơn,do,lượng,thiêu,thụ,sụt,giảm,1,so,trước,đây,theo,khiến,đánh,bắt,nước,28,nhập,khẩu,từ,84,và,các,khác,19,như,vậy,trung,bình,sẽ,khoảng,doc,đã,căn,cứ,vào,biên,độ,mà,nguyên,đề,xuất,để,tính,toán,những,ảnh,hưởng,đối,mức,lên,349,là,629,11743,dự,kiến,sơ,việt,nam,2,7,4,còn,lại,cuối,cùng,được,hành,15,9,cho,11,10,hiển,nhiên,gây,tổn,thất,nặng,nề,ngành,vốn,phải,phụ,thuộc,cũng,vô,số,người,tiêu,dùng,ưa,thích,món,ăn,đi,không,thèm,ý,đến,khoản,chi,phí,phát,sinh,khổng,lồ,nghiệp,chế,biến,hàng,gánh,chịu,họ,chẳng,tâm,lợi,ích,của,đình,mong,muốn,thưởng,thức,chất,cả,chăng,wally,stevens,chủ,tịch,kiêm,hiệp,hội,phân,phối,asda,nói,cáo,thêm,tích,mang,kết,quả,cuộc,thăm,dò,ở,200,chuỗi,nhà,đứng,đầu,thấy,thực,47,vòng,5,năm,qua,thứ,sự,trưởng,mạnh,mẽ,cửa,lẻ,chuyên,cung,ứng,mọi,thu,nhau,bạn,đọc,tham,khảo,địa,chỉ,shrimp,prices,will,skyrocket,if,taxes,imposed,on,imports,menu,offerings,rose,at,nations,top,restaurants,during,past,five,years,grocery,store,sales,climb,thanks,to,vn,tìm,cách,đỡ,giá01,12,2004,ra,phán,vn01,thuỷ,một,lần,lỗi,hẹn25,đại,biểu,kêu,gọi,ủng,hộ,tôm24,định,đoạt,phận,con,30,1124
0,0.03003497938440994,0.024855824706301672,0.021181155982528146,0.021181155982528146,0.019444401393145874,0.018490998870969517,0.014215557120614088,0.012427912353150836,0.01833086148229119,0.009165430741145595,0.01501748969220497,0.01501748969220497,0.012427912353150836,0.019444401393145874,0.019444401393145874,0.01501748969220497,0.010590577991264073,0.019444401393145874,0.010590577991264073,0.012427912353150836,0.009165430741145595,0.019444401393145874,0.010590577991264073,0.010590577991264073,0.01501748969220497,0.01501748969220497,0.01501748969220497,0.012427912353150836,0.021181155982528146,0.010590577991264073,0.009165430741145595,0.010590577991264073,0.009165430741145595,0.019444401393145874,0.019444401393145874,0.01501748969220497,0.019444401393145874,0.01501748969220497,0.010590577991264073,0.012427912353150836,0.019444401393145874,0.016002001304419873,0.019444401393145874,0.01501748969220497,0.01501748969220497,0.019444401393145874,0.019444401393145874,0.019444401393145874,0.01501748969220497,0.01501748969220497,0.007016489039995036,0.007016489039995036,0.01501748969220497,0.010590577991264073,0.01501748969220497,0.01501748969220497,0.010590577991264073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.04500995646287231,0.04500995646287231,,0.026195581733873482,,,,,,,,,,,,,,,0.03895308064986878,,,,,,,,,,,,,,,,,,,,,0.03400425277189223,,,,,,,,,,0.029820078419978902,,,,,,0.05281862750089105,0.06382433119187113,0.08263870592086996,0.08263870592086996,0.08263870592086996,0.08263870592086996,0.06382433119187113,0.08263870592086996,0.08263870592086996,0.08263870592086996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.02182300919411991,0.02182300919411991,,0.012700888113393203,0.029292663157629028,,,0.05665902639980913,,,,,,,0.02182300919411991,,,,,,,,,,,,,,,,0.01888634213326971,,,,,,,,,0.01648691043485684,,,,,,,,,0.014458219839989772,,0.03094513027484661,,,0.03094513027484661,0.02182300919411991,,,,,,,,,,,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.04006725135557331,0.05665902639980913,0.03094513027484661,0.025609031515583542,0.025609031515583542,0.08013450271114662,0.04006725135557331,0.01888634213326971,0.014458219839989772,0.025609031515583542,0.04006725135557331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.03991707692780721,0.015343775939710442,0.040242763810202704,0.02967853763799526,0.02967853763799526,0.048628061860473235,,,,,,,,,,,,,,,,,,,0.03429330016218842,0.05935707527599052,0.03429330016218842,,,,,,,,,,,,0.048628061860473235,,,,,,0.048628061860473235,0.022720059748555354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,0.06296282355875805,0.03429330016218842,0.048628061860473235,0.025908002111917888,0.06296282355875805,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.019958538463903604,0.007671887969855221,,,,,,,,,,0.01714665008109421,,,,,,,,,0.024314030930236617,,,0.01714665008109421,0.01714665008109421,0.01483926881899763,0.01714665008109421,,,,,,,,,,0.012954001055958944,,,,,,,,,0.03408008962283303,0.011360029874277677,,,,,0.01714665008109421,0.020121381905101352,,,,,,,,,,,,,,,,,,,,0.01483926881899763,,,,,,0.01714665008109421,0.024314030930236617,,,,0.020121381905101352,0.03148141177937903,0.03148141177937903,0.012954001055958944,0.03148141177937903,0.03148141177937903,0.024314030930236617,0.03148141177937903,0.03148141177937903,0.020121381905101352,0.024314030930236617,0.03148141177937903,0.03148141177937903,0.01714665008109421,0.03148141177937903,0.03148141177937903,0.024314030930236617,0.01714665008109421,0.03148141177937903,0.03148141177937903,0.024314030930236617,0.03148141177937903,0.03148141177937903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.015343775939710442,,,,,,,,,,,,0.03429330016218842,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,,,,,,0.022720059748555354,0.022720059748555354,,0.03429330016218842,,,,,,,,,,,,,,,,,,,,,,,,0.02967853763799526,,,,,,0.03429330016218842,,0.025908002111917888,,0.040242763810202704,,,,0.025908002111917888,,,,,,,,,,,,,0.048628061860473235,0.03429330016218842,,,,,,0.048628061860473235,0.048628061860473235,0.06296282355875805,0.048628061860473235,0.048628061860473235,0.040242763810202704,0.048628061860473235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,,,,,,,,,,,,,,,,,,,,0.06924992115532227,0.11346547767443756,,,,,,,,,,,,,0.0604520049278084,,,,,,0.0604520049278084,,,,,,,,,,,,,,,,,,,,,,,,,,0.11346547767443756,0.14691325497043548,0.11346547767443756,0.11346547767443756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,0.03674339304409812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020744402379115758,,,0.03131127406112856,,,,,,,,,,,,,,,,,,0.027097795234691323,,,,,,0.027097795234691323,0.020744402379115758,0.03674339304409812,,,,0.03131127406112856,,0.023655132363055463,,,,,,0.023655132363055463,,,,,,,,,,,,,,0.03131127406112856,,,,,,,,,0.04439953474217122,0.04439953474217122,,,,,,0.04439953474217122,0.03674339304409812,0.04439953474217122,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.054195590469382646,0.04439953474217122,0.05748779542321388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.011642480770610435,0.00895053596483109,,,,,,,,,,,,,,,,,,,,,,,,,,0.01731248028883057,,,,,,0.020004425094609913,0.023474945555951577,,0.0151130012319521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01731248028883057,,,,,,,0.013253368186657288,,,0.02836636941860939,,,,0.0151130012319521,,,,,,0.0151130012319521,,,,,,0.023474945555951577,,,,,,,,,,,0.02836636941860939,,,,,,,,,,,,,,,,,,,0.01731248028883057,,,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.03672831374260887,0.02836636941860939,0.02836636941860939,0.023474945555951577,0.03672831374260887,0.02836636941860939,0.023474945555951577,0.03672831374260887,0.02836636941860939,0.020004425094609913,0.020004425094609913,0.020004425094609913,0.03672831374260887,0.03672831374260887,0.02836636941860939,0.02836636941860939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.029141311724629543,,,,,,,,,,,,,,,,,0.024833079427791616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029141311724629543,,,,,,0.03521342410585993,,,,0.03521342410585993,,,0.024833079427791616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521342410585993,,0.029141311724629543,,,,,,0.024833079427791616,0.024833079427791616,0.024833079427791616,,,,,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.03521342410585993,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.029141311724629543,0.04559376878392825,0.04559376878392825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
