,nga,làm,mất,lòng,các,nhà,xuất,khẩu,thịt,eu,chưa,đầy,nửa,tháng,sau,những,cái,bắt,tay,nồng,nhiệt,giữa,mátxcơva,và,brussels,quanh,chuyện,gia,nhập,wto,bất,ngờ,ngừng,thông,quan,cho,lô,hàng,lợn,bò,cầm,đến,từ,vì,vấn,đề,liên,chứng,chỉ,vệ,sinh,kể,1,6,chúng,tôi,tạm,thời,thủ,tục,hải,tất,cả,có,xứ,được,đi,với,form,nhận,an,toàn,thực,phẩm,cũ,phát,ngôn,viên,bộ,nông,nghiệp,tuyên,bố,ngay,khi,tin,này,lập,tức,lên,tiếng,trích,mạnh,mẽ,rằng,hành,động,của,thật,thiếu,thân,thiện,là,một,cách,cư,xử,khó,thể,chấp,trong,quyết,định,đe,doạ,gây,thiệt,hại,khoảng,13,tỷ,euro,buôn,bán,song,phương,hằng,năm,chẳng,biết,điều,gì,đang,diễn,ra,đã,hệ,phía,qua,đại,sứ,mình,ở,để,sáng,tỏ,sự,ngạc,nhiên,về,thái,họ,bởi,hai,bên,vẫn,đàm,phán,hạn,chót,đời,mẫu,mới,tới,uỷ,ban,châu,âu,gregor,kreuzhuber,nói,hơn,nay,yêu,cầu,đưa,thống,nhất,thay,thế,riêng,rẽ,do,từng,nước,thành,tự,theo,công,việc,sẽ,giúp,giảm,bớt,chính,chế,giấy,tờ,không,cần,thiết,trước,phân,trần,luật,pháp,nào,phép,chuẩn,tài,liệu,chung,khối,nữa,lưu,phải,sử,dụng,tuy,khăng,điểm,buộc,chậm,vào,5,đó,đồng,ý,dời,hiện,thoả,thuận,thức,khách,lớn,tiêu,thụ,60,lượng,23,khu,vực,ngược,lại,cũng,đối,tác,trọng,chiếm,50,kim,ngạch,cung,cấp,gần,80,nhu,người,dân,sở,bạch,dương,dự,205,000,tấn,227,300,331,800,vài,chức,thì,lệnh,cấm,sách,bảo,hộ,thậm,chí,còn,so,sánh,mỹ,hồi,cuối,ngoái,lúc,ngành,chăn,nuôi,gà,lâm,kỳ,khăn,quá,sớm,tính,toán,nhưng,nếu,tiếp,kéo,dài,thảm,hoạ,biến,đóng,cửa,biên,giới,vấp,phản,kháng,kinh,doanh,sản,lệ,thuộc,chủ,yếu,máy,nặng,nề,veronika,maximova,phó,tịch,hiệp,hội,quốc,ta,đoán,giá,tăng,vụ,tại,cuộc,họp,ủng,miễn,cưỡng,mở,rộng,hợp,10,8,số,đây,xô,viết
0,0.009035559076217932,0.016167279610375947,0.02411930052237032,0.02411930052237032,0.02493960090020668,0.016167279610375947,0.01115011301597626,0.01115011301597626,0.014905267711407306,0.010034333188799373,0.01910213392797063,0.02411930052237032,0.01910213392797063,0.01910213392797063,0.014084967333570947,0.032334559220751895,0.02411930052237032,0.02411930052237032,0.02411930052237032,0.02411930052237032,0.02411930052237032,0.01910213392797063,0.01246980045010334,0.016430517396763145,0.01910213392797063,0.02411930052237032,0.01910213392797063,0.02230022603195252,0.01115011301597626,0.016167279610375947,0.02411930052237032,0.02411930052237032,0.014084967333570947,0.016167279610375947,0.02230022603195252,0.007452633855703653,0.01910213392797063,0.016167279610375947,0.014084967333570947,0.014084967333570947,0.016167279610375947,0.03820426785594126,0.01246980045010334,0.02411930052237032,0.016167279610375947,0.016167279610375947,0.014084967333570947,0.01115011301597626,0.01115011301597626,0.016167279610375947,0.016167279610375947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.005531974944623224,0.019796668910664422,,,0.015269143408289802,,0.027306399222799,,0.009125674109024881,0.006143469299264922,,,,,,,,,,,,,,0.010059500446997842,,,,,,,,,0.01724689877580116,,0.0136531996113995,0.009125674109024881,0.02339036807506608,0.019796668910664422,,,,,0.015269143408289802,,,,,0.0136531996113995,,0.019796668910664422,0.019796668910664422,0.029533837374331,0.019796668910664422,0.019796668910664422,0.019796668910664422,0.019796668910664422,0.029533837374331,0.019796668910664422,0.02339036807506608,0.01724689877580116,0.029533837374331,0.029533837374331,0.02339036807506608,0.011103429476536237,0.02339036807506608,0.01724689877580116,0.029533837374331,0.0136531996113995,0.029533837374331,0.019796668910664422,0.02339036807506608,0.019796668910664422,0.01724689877580116,0.01724689877580116,0.019796668910664422,0.01724689877580116,0.02339036807506608,0.015269143408289802,0.029533837374331,0.02339036807506608,0.019796668910664422,0.02339036807506608,0.02339036807506608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00677666930716345,,,,,,,,,0.00752574989159953,,,,,,,,,,,,,,0.02464577609514472,,,,,,0.024250919415563923,,,,,,0.011178950783555481,,,,,,,,,,,,,0.01672516952396439,,,,,,,,,,,,,,,0.013601701108756893,,0.04225490200071284,,,,0.048501838831127846,,,,,,,,,,,,,,0.03617895078355548,0.02865320089195595,0.03617895078355548,0.01505149978319906,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.01672516952396439,0.02865320089195595,0.00752574989159953,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.02112745100035642,0.01232288804757236,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.02865320089195595,0.02112745100035642,0.03617895078355548,0.02112745100035642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0135533386143269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01505149978319906,,,,,,,,,,,,,0.04225490200071284,0.048501838831127846,0.04225490200071284,0.07235790156711096,0.07235790156711096,0.0573064017839119,0.048501838831127846,0.04225490200071284,0.0573064017839119,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.0573064017839119,0.048501838831127846,0.07235790156711096,0.04225490200071284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10778186406917298,0.10778186406917298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16079533681580213,0.16079533681580213,0.1273475595198042,0.16079533681580213,0.08313200300068892,0.16079533681580213,0.09389978222380631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.012321216922115363,0.044092580755570765,,,,,,,,,,,,,,,,,,,,,0.034008546682100016,,,,,,,,,,,0.044092580755570765,,,,,,,,,,,0.044092580755570765,0.044092580755570765,0.03841354727337531,,,,,,,,0.044092580755570765,0.044092580755570765,,,,,,,,,,,,0.030409399134480708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013683181621090055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.052096728894465365,0.052096728894465365,0.044092580755570765,0.06577991051555541,0.06577991051555541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,0.018779956444761263,,,,,,,,,0.010953678264508764,,,,0.014866817354635013,,,,,,,,0.009936845140938205,,,,,,,,,,,,0.014866817354635013,0.014866817354635013,,,,0.021556372813834598,0.021556372813834598,,,,,,,,,,,,0.018779956444761263,,,,,,,0.018779956444761263,,,0.018779956444761263,0.025469511903960844,0.016626400600137786,,,,,,,,,,,,,,,,,,,0.025469511903960844,0.013379110918399165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016626400600137786,,0.018779956444761263,,,,,,,,,,,,0.043112745627669195,0.032159067363160425,0.025469511903960844,0.025469511903960844,0.032159067363160425,0.025469511903960844,0.032159067363160425,0.032159067363160425,0.032159067363160425,0.025469511903960844,0.032159067363160425,0.032159067363160425,0.043112745627669195,0.032159067363160425,0.032159067363160425,0.018779956444761263,0.021556372813834598,0.021556372813834598,0.032159067363160425,0.021556372813834598,0.021556372813834598,0.021556372813834598,0.032159067363160425,0.032159067363160425,0.025469511903960844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.00677666930716345,,,,0.01870470067515501,,,,,0.00752574989159953,,,,,,,,,,,,,,,,,,,,,,,,,,0.011178950783555481,,,,,,,0.01870470067515501,,,,0.02112745100035642,0.01672516952396439,0.01672516952396439,0.024250919415563923,0.024250919415563923,,,,,,,,,0.02112745100035642,,,,,,,,,,,0.02865320089195595,0.024250919415563923,0.02112745100035642,0.02112745100035642,,0.02112745100035642,,0.01870470067515501,,,,,,,,,,,,,,,,,,0.01672516952396439,,,,,,,,0.02464577609514472,,,,,,,,,,,,,,,,,,,,,,,,0.02112745100035642,,,,,,,0.02112745100035642,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,,,,,,,,,,0.024250919415563923,0.02865320089195595,0.02865320089195595,0.024250919415563923,0.02865320089195595,0.03617895078355548,0.024250919415563923,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.03617895078355548,0.024250919415563923,0.03617895078355548,0.02865320089195595,0.024250919415563923,0.03617895078355548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,0.044092580755570765,,,,,,,0.034008546682100016,0.022405250995586108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052096728894465365,0.03841354727337531,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02736636324218011,,,,,,,,,0.030409399134480708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044092580755570765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.03841354727337531,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.044092580755570765,0.044092580755570765,0.06577991051555541,0.06577991051555541,0.052096728894465365,0.052096728894465365,0.06577991051555541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,0.01114925909866597,,,,,,,,,,,,,,,0.042449186506601407,,,,,,,,,,,0.03312281713646068,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020150668309269468,,,,,,,,0.03592728802305766,,,,0.031299927407935434,,,,,,,,,,,0.02229851819733194,,,,,,,,,0.024778028924391685,,0.01114925909866597,,,,,,0.018256130440847937,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042449186506601407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042449186506601407,0.03592728802305766,,,,,,,,,,,,,,,,,,,,,,,,0.042449186506601407,,,0.03592728802305766,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.042449186506601407,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.042449186506601407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
