,cước,internet,phone,sẽ,chỉ,còn,250,300,đồng,phút,sáng,nay,một,vị,lãnh,đạo,của,fpt,truyền,thông,cho,vnexpress,biết,công,ty,đang,gấp,rút,hoàn,tất,các,phương,án,giảm,mạnh,giá,truy,cập,và,trình,bộ,bưu,chính,viễn,để,triển,khai,thực,hiện,trong,vài,ngày,tới,cuối,tháng,10,2003,thủ,tướng,phủ,đã,ban,hành,quyết,định,số,217,về,việc,quản,lý,dịch,vụ,với,nội,dung,chủ,yếu,là,phép,doanh,nghiệp,không,chiếm,thị,phần,khống,chế,được,tự,mức,sau,đó,6,1,có,văn,bản,hướng,dẫn,16,gửi,báo,addvote10001398330127243886bạn,dùng,nàoffffff0080c01006,new,arraynew,arrayfpt,phone00new,arrayfone,vnn01new,arraysnetfone02new,arrayoci03new,arraynetnam04new,arraythẻ,lậu051,lĩnh,vực,xem,đơn,đi,đầu,khi,sẵn,sàng,kế,hoạch,giúp,người,tiêu,lợi,hơn,vì,tiết,kiệm,chi,phí,dự,tính,xuống,trung,bình,khoảng,30,so,400,theo,như,sàn,trước,đây,quan,chức,nói,chuyên,gia,do,hoá,đem,lại,rất,nhiều,cơ,hội,cả,họ,phải,tuân,quy,cứng,nhắc,tuy,nhiên,đối,mô,nhỏ,thử,thách,khá,lớn,ông,trần,bá,thái,giám,đốc,netnam,phân,tích,này,5,tại,vn,đứng,thứ,3,vnpt,nhưng,mặt,bằng,quá,thấp,40,nếu,thêm,nữa,thì,kinh,gặp,khó,khăn,tạm,thời,nghe,ngóng,đại,làm,gì,thích,ứng,điện,thoại,cổ,sài,gòn,spt,cũng,di,động,cdma,s,fone,block,giây,kể,từ,tiên,thay,2,trở,kiến,áp,dụng,20,thu,hút,khách,hàng,chưa,nhắn,tin,mạng,vinaphone,mobifone,nên,nỗ,lực,tìm,cách,hạ,cuộc,gọi,tạo,thế,cạnh,tranh,trên,trường,etc,rậm,rịch,lên,hoàng,nhuần,phó,quý,i,điều,chỉnh,mới,voip,thuê,kênh,nước,ra,sao,vẫn,chúng,tôi,toán,sở,đặc,biệt,anh,chắc,chắn,loạt,nhấn,hầu,hết,đường,dài,quốc,tế,khác,muốn,thể,cấp,vòng,hợp,chấp,thuận,7,thành,hoặc,thường,ngành,hưởng,ưu,đãi,bởi,lẽ,buộc,bán,cố,gắng,dần,ngang,khu,thông07,01,2004,niêm,yết,thông30
0,0.006504594109793667,0.027664476831369952,0.032882602597374806,0.009221492277123317,0.01432369559346198,0.016441301298687403,0.01942589890980064,0.01942589890980064,0.01432369559346198,0.01268115300010509,0.024528102226139308,0.016441301298687403,0.016709000742470996,0.01432369559346198,0.024528102226139308,0.024528102226139308,0.01432369559346198,0.010204406632677328,0.024528102226139308,0.015157899367532854,0.009221492277123317,0.01942589890980064,0.01432369559346198,0.011339097982348738,0.01268115300010509,0.01268115300010509,0.024528102226139308,0.024528102226139308,0.01942589890980064,0.01942589890980064,0.005647706424328516,0.016441301298687403,0.016441301298687403,0.009221492277123317,0.016441301298687403,0.005647706424328516,0.024528102226139308,0.024528102226139308,0.009221492277123317,0.016441301298687403,0.016441301298687403,0.009221492277123317,0.009221492277123317,0.008354500371235498,0.01268115300010509,0.01942589890980064,0.01432369559346198,0.024528102226139308,0.011339097982348738,0.009221492277123317,0.024528102226139308,0.01432369559346198,0.024528102226139308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.007675421049556527,,,,,,,,,,,,,,,,,,,0.008943160626844384,0.010881360887005514,,,,,,,,,,0.006664293580707649,,,,,0.006664293580707649,,,,,,0.010881360887005514,0.021762721774011028,0.009858310438057887,,,,,,,,,,0.028943160626844384,0.028943160626844384,0.016901960800285137,0.02292256071356476,0.02292256071356476,0.02292256071356476,0.028943160626844384,0.014963760540124008,0.028943160626844384,0.028943160626844384,0.026760271238343025,0.024082399653118498,0.013380135619171512,0.028943160626844384,0.028943160626844384,0.012041199826559249,0.028943160626844384,0.028943160626844384,0.009858310438057887,0.009858310438057887,0.010881360887005514,0.02292256071356476,0.02292256071356476,0.028943160626844384,0.028943160626844384,0.013380135619171512,0.019400735532451138,0.008115306923679884,0.008943160626844384,0.013380135619171512,0.016901960800285137,0.012041199826559249,0.014963760540124008,0.019400735532451138,0.019400735532451138,0.008115306923679884,0.013380135619171512,0.028943160626844384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,0.026409313750445525,,,0.0279473769588887,,,,,,,,,,,0.010412958719855701,,,,,,,,,,0.0303136492694549,0.017002126385946115,0.017002126385946115,0.015403610059465448,,0.035816501114944936,0.026409313750445525,,,,,0.026409313750445525,,,,,,0.035816501114944936,0.035816501114944936,,0.02338087584394376,,,0.020906461904955487,0.018814374728998825,0.020906461904955487,,,0.018814374728998825,,,,,,,,,,,,0.012680167068249818,0.01397368847944435,,,,,,,,,,0.0303136492694549,0.035816501114944936,0.04522368847944435,0.026409313750445525,0.035816501114944936,0.026409313750445525,0.0303136492694549,0.04522368847944435,0.04522368847944435,0.035816501114944936,0.04522368847944435,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.004462454098579376,0.025305490434896542,0.04511798961035148,,,,,,,,,,0.011463151672160334,0.01965344279102923,,,,0.014001395147161916,,,,,,,,0.017399721558283728,,,,,,,,0.012652745217448271,0.02255899480517574,0.007749178582218196,,,,,,,,,,,,,,0.012652745217448271,,,,,,,,,,,0.017399721558283728,,,,,,,,,,,0.011463151672160334,0.011463151672160334,,,,,,0.01555829723159478,,,,,,,,,,0.009436403399627771,,,,,,,,,,,,,,,0.03365483793819114,0.01965344279102923,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.02255899480517574,0.01965344279102923,0.026654140364610186,0.026654140364610186,0.026654140364610186,0.026654140364610186,0.026654140364610186,0.03365483793819114,0.03365483793819114,0.026654140364610186,0.026654140364610186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.008342848966909268,,,0.023655132363055463,,,,,,,,,,,,,,,,,0.023655132363055463,,,,,,,,,,,,,,,0.014487594740668802,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029087251346025023,0.02617652136208532,,,,0.02617652136208532,,,,,,,,,,,0.04217551202706769,0.017641971573217136,0.019441653536618225,,,,,,,0.017641971573217136,0.029087251346025023,,,,,,,,,,,,,,,0.03674339304409812,,,,,,,,,,,,,,,,,,,,,,,,0.06291991440618344,0.03674339304409812,0.04217551202706769,0.04983165372514078,0.04983165372514078,0.04217551202706769,0.04983165372514078,0.06291991440618344,0.04983165372514078,0.06291991440618344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.017444138748992106,0.049460731304570515,,,,,,,,,,,,,,,,0.05473272648436022,,,,,,,,,,,,,,,,0.049460731304570515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08818516151114153,0.07682709454675062,0.08818516151114153,0.13155982103111083,0.13155982103111083,0.10419345778893073,0.13155982103111083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.011992845389932073,0.03400425277189223,0.0606272985389098,0.03400425277189223,0.05281862750089105,0.1212545970778196,0.07163300222988987,0.07163300222988987,0.05281862750089105,0.04676175168788752,,,,,,,,,,,,,,,,,,,,,,,,0.03400425277189223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03400425277189223,,,,,,,,,,,,,,,,,,,,,0.05281862750089105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0606272985389098,,,,,0.0904473769588887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,0.05281862750089105,0.04676175168788752,,,,0.05281862750089105,,,,0.03762874945799765,,,,0.07163300222988987,,,,,,,,,,,,,,0.020825917439711402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03400425277189223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0904473769588887,0.05281862750089105,0.03400425277189223,0.0904473769588887,0.0606272985389098,0.04676175168788752,0.0904473769588887,0.0904473769588887,0.07163300222988987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0049201416984336705,,,0.013950462675648093,,,,,,,,,0.01263885953597165,,,,,,,,0.013950462675648093,,,,,,,,,,0.00854396612911237,,,,,0.00854396612911237,,,0.013950462675648093,,,,,,,,,,,,,,,,,,,,,,,,,,0.015437435675075958,,,,0.015437435675075958,,,,,,,,,,,,0.01040423964574344,0.01146559054723639,0.01715402002457886,,,,,,,0.01715402002457886,,,,,,,,,,,,,,,0.02166918051318607,,,,,,,,,,,,,,,,,,,,,,,,,0.02166918051318607,0.024872737862116842,,,0.024872737862116842,,,,,,,,,,,,,,0.04333836102637214,0.013950462675648093,,0.024872737862116842,0.019184308384774366,,,,0.02938789835072405,0.024872737862116842,0.03710661618826203,0.03710661618826203,0.03710661618826203,0.02938789835072405,0.03710661618826203,0.02938789835072405,0.024872737862116842,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.03710661618826203,0.02938789835072405,0.03710661618826203,0.03710661618826203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,0.027384195661271905,,,,,,,,,,,,,,,,,,0.0185119266130768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302260024639042,,,,,0.03716704338658753,,0.02254251923244412,0.02484211285234551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04156600150034446,,,,,,,,,0.0636737797599021,,,,,,,,,0.0636737797599021,,,0.08039766840790107,0.08039766840790107,0.0636737797599021,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
