,apec,hướng,đến,tự,do,buôn,bán,các,sản,phẩm,mỏ,hôm,qua,tại,chilê,bộ,trưởng,của,21,nước,thành,viên,diễn,đàn,kinh,tế,châu,á,thái,bình,dương,đã,khai,mạc,hội,nghị,thúc,đẩy,hoá,trong,ngành,cũng,như,tìm,cách,nâng,cao,chất,lượng,hiệu,quả,thác,theo,tài,liệu,được,công,bố,sẽ,thiết,lập,một,hệ,thống,có,năng,suất,hơn,an,toàn,cho,môi,trường,và,xã,mạng,lưới,bao,gồm,cả,nhà,xuất,người,tiêu,dùng,còn,bàn,về,việc,quy,hoạch,lại,khía,cạnh,pháp,lý,hợp,tác,giữa,ban,tổ,chức,biết,loạt,kế,khác,nhau,để,lựa,chọn,xoay,quanh,vấn,đề,đầu,tư,thương,mại,đặc,biệt,là,giảm,thuế,quan,chương,trình,đại,biểu,tham,số,quặng,lớn,giới,thiệu,này,ông,alfonso,dulanto,dự,kiến,chiều,mai,tuyên,chung,đưa,ra,hiện,đóng,vai,trò,trọng,trên,thị,thế,khi,64,tổng,vàng,50,bôxít,75,kẽm,việt,nam,gia,từ,tháng,11,1998,đang,tích,cực,năm,2006,chủ,trì,cấp
0,0.00715641127794698,0.016129032258064516,0.016129032258064516,0.022547419494710286,0.022547419494710286,0.03225806451612903,0.03225806451612903,0.009710645021418747,0.01686705629936573,0.03225806451612903,0.009710645021418747,0.016129032258064516,0.016129032258064516,0.008433528149682864,0.011273709747355143,0.0064183872366457674,0.0064183872366457674,0.008433528149682864,0.011273709747355143,0.008433528149682864,0.016129032258064516,0.016129032258064516,0.011273709747355143,0.011273709747355143,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.01686705629936573,0.016129032258064516,0.0064183872366457674,0.0064183872366457674,0.016129032258064516,0.016129032258064516,0.011273709747355143,0.0064183872366457674,0.016129032258064516,0.011273709747355143,0.011273709747355143,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.008433528149682864,0.016129032258064516,0.011273709747355143,0.016129032258064516,0.016129032258064516,0.008433528149682864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.006524963224010482,,,,,,,0.0088538234018818,,,0.0088538234018818,,,0.015378786625892283,,,,,,,,,,,,,,,,,,,0.015378786625892283,,0.023408235804237506,0.011704117902118753,,,,,,,,,,,0.015378786625892283,,,,,0.015378786625892283,0.020557941304000554,0.029411764705882353,0.029411764705882353,0.020557941304000554,0.029411764705882353,0.020557941304000554,0.006524963224010482,0.029411764705882353,0.029411764705882353,0.011704117902118753,0.020557941304000554,0.020557941304000554,0.020557941304000554,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.020557941304000554,0.020557941304000554,0.029411764705882353,0.020557941304000554,0.011704117902118753,0.029411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,0.040221441944641355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017065288432027415,,,,,,,,,,,,,,,0.030610769897849048,,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.05376692341046299,0.07692307692307693,0.07692307692307693,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.006338535703324468,,,,,,,0.025802571056912676,,,0.00860085701897089,,,,,0.022739429066973578,0.011369714533486789,0.01493939272229536,0.01997057155245768,0.02987878544459072,,,,,,,,,,,,,0.01493939272229536,,,,,,,0.011369714533486789,,0.01997057155245768,0.01997057155245768,,,,,,,,,0.01493939272229536,,,,,,,,,,,0.01997057155245768,0.01997057155245768,,,,,,0.01997057155245768,,,,,,,,,,,,,,,,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.03994114310491536,0.02857142857142857,0.01997057155245768,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,0.017922307803487664,0.017922307803487664,,,0.015437435675075958,,,,,,,,0.010203589965949682,0.010203589965949682,,,,,,,,,,,,,,,,,,,,,,0.017922307803487664,,,,,,,,,,,,,,,,,,,,0.005688429477342471,,,0.010203589965949682,,,0.017922307803487664,,,,,,0.017922307803487664,,,0.010203589965949682,,,,,,,,,,,,,,,0.017922307803487664,,0.017922307803487664,,,,,,,,,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.013407147314880451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,0.010380344678068316,,,0.010380344678068316,,,0.018030301561390953,0.024102413942621338,0.01372206926455302,0.01372206926455302,0.018030301561390953,,0.018030301561390953,,,,,,,,,,,,,,,0.01372206926455302,0.01372206926455302,,,,0.01372206926455302,,,,,,,,,,,,,0.024102413942621338,,,,,,0.007649956883322634,,,0.01372206926455302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018030301561390953,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.024102413942621338,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.024102413942621338,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0582475003613349,,0.0582475003613349,0.01848739580136303,,,0.033161667389336465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.008532644216013708,,,,,,,,0.020110720972320677,,0.01157807675630697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,,,,,,,,,,,,,,,,,,,,,,,,0.026883461705231496,,,,,,,,,0.026883461705231496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020110720972320677,,,,,,,,,0.026883461705231496,,,,,,,,,,,,,,0.038461538461538464,0.026883461705231496,0.026883461705231496,0.026883461705231496,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,,,,,,,,,,,,,,,
8,0.01167624997980823,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.03678789496505362,,,,,,,,,,,,,,,,0.02094421098273882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02094421098273882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.03678789496505362,0.03678789496505362,,,,,,,,,,,,,0.03678789496505362,0.03678789496505362,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,,,,,
9,0.01848739580136303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033161667389336465,0.033161667389336465,,,,,,,,,,,0.043573228773361464,,,,,,,,,,,,0.01848739580136303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0582475003613349,0.0582475003613349,,,,,,,,,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
