,đấu,thầu,cổ,phiếu,thiếu,thông,tin,theo,hiệp,hội,các,nhà,đầu,tư,tài,chính,việt,nam,vafi,việc,có,thể,gây,ra,sự,bất,công,và,rõ,ràng,minh,bạch,ở,nhiều,cuộc,giá,đang,làm,nản,lòng,đồng,thời,thất,thoát,sản,nước,quy,định,trong,hạn,30,ngày,trước,khi,thực,hiện,phải,niêm,yết,tại,nơi,bán,trên,phương,tiện,đại,chúng,tuy,nhiên,khảo,sát,của,không,biết,được,kế,hoạch,lịch,trình,cụ,về,doanh,nghiệp,1,bộ,địa,tổng,ty,vì,cơ,quan,ít,bố,truyền,tiến,độ,phần,hoá,đơn,vị,mình,nhất,là,giai,đoạn,chuẩn,bị,do,vậy,tình,trạng,săn,lùng,mua,qua,kênh,thức,càng,phổ,biến,nguyên,nhân,phân,tích,ông,nguyễn,hoàng,hải,thư,ký,cạnh,tranh,khốc,liệt,giữa,chứng,khoán,quyết,lựa,chọn,tổ,chức,trung,gian,đóng,vai,trò,chủ,tịch,song,nên,dẫn,tới,phụ,thuộc,phát,huy,đúng,mặt,khác,chi,phí,chất,lượng,phục,vụ,cho,nói,chung,còn,kém,cung,cấp,vấn,chưa,tốt,một,tế,thành,viên,chuyên,đều,kiêm,nhiệm,từ,quản,lý,điều,này,trách,để,khắc,đã,văn,gửi,năng,đề,nghị,tham,gia,vào,với,cách,xúc,lệ,trưởng,nội,phê,duyệt,sẽ,tối,đa,bao,gồm,hồ,sơ,xác,trị,án,báo,cáo,3,năm,chế,từng,website,cũng,kiến,giám,phản,ánh
0,0.0038624865188758234,0.018880395801810793,0.002706793946906981,0.013778192485472128,0.05664118740543238,0.009113400416697625,0.014066893151553152,0.007033446575776576,0.008675989169133463,0.0045567002083488125,0.005413587893813962,0.02110033972732973,0.014066893151553152,0.014066893151553152,0.021587189748717775,0.008675989169133463,0.018880395801810793,0.018880395801810793,0.008675989169133463,0.010793594874358887,0.008675989169133463,0.007033446575776576,0.037760791603621585,0.018880395801810793,0.007033446575776576,0.018880395801810793,0.007033446575776576,0.014066893151553152,0.013778192485472128,0.013778192485472128,0.018880395801810793,0.018880395801810793,0.013778192485472128,0.018880395801810793,0.010793594874358887,0.0019312432594379117,0.013778192485472128,0.010793594874358887,0.018880395801810793,0.018880395801810793,0.008675989169133463,0.013778192485472128,0.018880395801810793,0.018880395801810793,0.018880395801810793,0.010793594874358887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.006702550135696281,,,,,0.015814430134857643,0.02441019693945988,0.01220509846972994,,,0.0046970836137503495,,,,,,,,,,,,,,,,,0.01220509846972994,,,,,,,0.018730061693740422,0.006702550135696281,,,,,,0.023909216371848695,,,,,0.023909216371848695,0.018730061693740422,0.01220509846972994,0.03276303977373049,0.03276303977373049,0.023909216371848695,0.03276303977373049,0.023909216371848695,0.015055392969966892,0.018730061693740422,0.023909216371848695,0.03276303977373049,0.03276303977373049,0.023909216371848695,0.03276303977373049,0.01220509846972994,0.01220509846972994,0.018730061693740422,0.023909216371848695,0.03276303977373049,0.03276303977373049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.006303980639507048,0.010696228376879679,,0.00353743831963921,,0.005460175631194973,,,0.00840530751934273,0.010920351262389947,0.005460175631194973,0.005460175631194973,,,,,0.006735307381300977,0.008379238126147031,,0.005460175631194973,,,,,0.010920351262389947,,,,,,0.010696228376879679,,,,,,,,,,,,,0.008379238126147031,,,0.005460175631194973,,,,,0.010696228376879679,,,,,,,,0.010920351262389947,0.010920351262389947,0.016758476252294062,0.010696228376879679,,,0.014657149372458378,0.014657149372458378,0.014657149372458378,0.010696228376879679,0.01638052689358492,0.005460175631194973,0.014657149372458378,0.005460175631194973,0.014657149372458378,0.014657149372458378,0.014657149372458378,0.010696228376879679,0.008379238126147031,0.013470614762601954,0.006735307381300977,0.005460175631194973,0.03208868513063903,0.010696228376879679,0.014657149372458378,0.010696228376879679,0.008379238126147031,0.014657149372458378,0.006735307381300977,0.006735307381300977,0.014657149372458378,0.014657149372458378,0.014657149372458378,0.010696228376879679,0.014657149372458378,0.005548772771444557,0.005460175631194973,0.014657149372458378,0.014657149372458378,0.010696228376879679,0.014657149372458378,0.00441831713056833,0.014657149372458378,0.014657149372458378,0.014657149372458378,0.014657149372458378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.005703601530982567,,,0.00960161829616357,0.014820476713243498,,,,0.005703601530982567,,,,,0.018281548606388368,,,,,,,,,,,,0.014820476713243498,,,,,,,,,0.029032619880101983,,,,,,,,,,,,,,,0.029032619880101983,,,,,0.029032619880101983,,,,,,,,,,,,,,,,0.014820476713243498,,,,,,,,0.018281548606388368,0.018281548606388368,0.014820476713243498,,,,,,,,,,,,,,0.0075304773326747565,0.014820476713243498,,,,,,,,,,0.018281548606388368,0.039783691153815595,0.029032619880101983,0.029032619880101983,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.029032619880101983,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0021100620797562366,,0.005914846032130069,,,,,0.007684691629089221,,,0.0029574230160650345,,,,0.011793001807169894,0.009479321499608784,,,0.009479321499608784,0.011793001807169894,0.009479321499608784,,,,0.007684691629089221,,0.007684691629089221,,,,,,,,,0.0021100620797562366,,0.011793001807169894,,,,,,,,,,0.011793001807169894,,,,,,,0.009479321499608784,0.011793001807169894,,,,,,0.007684691629089221,,,,,,,,,,0.007684691629089221,,,0.007684691629089221,,,,,,0.009479321499608784,,,,,,0.015053951048941768,0.011793001807169894,,0.009479321499608784,0.009479321499608784,,,,,,0.007809383900551599,0.007684691629089221,,,,,0.006218372257836909,,,,,0.009479321499608784,,,,,,,,,,,,,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.011793001807169894,0.011793001807169894,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.015053951048941768,0.015053951048941768,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.011793001807169894,0.011793001807169894,0.020628580598274753,0.020628580598274753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.003255524351623908,,,,,,,,,0.007681294636930856,,,,,,,,,,,0.014625238885110695,0.011856381370594799,,,0.023712762741189598,,0.011856381370594799,0.011856381370594799,,,,,,,,0.003255524351623908,,,,,0.014625238885110695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011856381370594799,,0.011856381370594799,,,,,,,,,,,,,0.018194917073919268,,,,,,,,,,,,,,,0.009594060054948374,,,,,0.014625238885110695,,,,,,,,,,,,,,,,,,,,,,,0.018194917073919268,0.018194917073919268,,,,0.023226095904081586,0.023226095904081586,,,,,,,,0.03182695292305247,0.04645219180816317,0.04645219180816317,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.023226095904081586,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.002424326644826315,,0.003397890273776848,,,0.005720113027501701,0.008829220169591872,,,,,0.017658440339183745,0.017658440339183745,0.02648766050877561,,,,,,,,0.008829220169591872,,,0.008829220169591872,,,,,,,,,,,0.002424326644826315,,,,,,,,,,,,,,,,,,,0.010891135339976049,0.013549406331642007,,,,,,,,,,,,,,,,,,,,,,,,0.013549406331642007,0.010891135339976049,,,,,,,,,,,,,,,,0.004486241815210493,,,,,,0.007144512806876449,,,,,0.010891135339976049,,,,,,,,,,,,,,,,,,,,,,,0.013549406331642007,0.013549406331642007,,,,,,,,,0.013549406331642007,0.013549406331642007,,,,0.017296028864741606,0.017296028864741606,,,,0.017296028864741606,,,,,,,,0.023700922389507165,0.017296028864741606,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.017296028864741606,0.017296028864741606,0.027098812663284014,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.017296028864741606,0.013549406331642007,0.023700922389507165,0.023700922389507165,0.023700922389507165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.00292162441812402,,0.0040948934068592785,,,,,,,0.006893469545963589,0.008189786813718557,0.010640342255661999,,,,,,,,,,,,,,,,0.010640342255661999,,,,,,,,0.00292162441812402,,,,,0.0131252143840737,,,,,0.01632877173300447,,,0.010640342255661999,,,,,,0.0131252143840737,,,,,,,,0.010640342255661999,,,,,,,,,,0.010640342255661999,,,,,,,,,0.0262504287681474,0.031921026766986,,,,,,,0.0262504287681474,0.0262504287681474,,,,,,0.005406496546535722,0.010640342255661999,,,,,0.008610053895466489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02084393222161168,,,,,,,,,,,,,0.01632877173300447,,,,0.02856265005914966,0.02856265005914966,0.02084393222161168,0.01632877173300447,0.02084393222161168,0.02856265005914966,0.02856265005914966,0.02084393222161168,0.02856265005914966,0.02856265005914966,0.02856265005914966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0056971676153418395,,,,,,,,,0.013442265614628999,0.007985042143375594,,,,,,,,,,,0.0207486673985409,,,,,,,0.04064566783214278,0.04064566783214278,,,,,,0.0056971676153418395,,0.03184110487935872,,,0.025594168048943718,,,,,,,,0.0207486673985409,,,,,,,,,,,,,,,,,,,,,,,0.0207486673985409,0.0207486673985409,,,,,,,0.03184110487935872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03184110487935872,,,,,,,,,,,,0.04064566783214278,0.03184110487935872,,,,0.04064566783214278,,,,0.04064566783214278,0.05569716761534184,0.05569716761534184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0020347027197649427,,0.0028518007654912835,,,,,0.007410238356621749,0.009140774303194184,0.004800809148081785,0.0028518007654912835,,0.007410238356621749,0.014820476713243498,,,,,0.009140774303194184,,0.009140774303194184,,,,,,0.007410238356621749,,,,,,,,,0.0020347027197649427,,,,,,,,,,,,,,,,,,,,,,,,,,0.007410238356621749,0.007410238356621749,,,,,,,,,,,,0.014820476713243498,,,,0.014516309940050992,,,,0.007410238356621749,0.014516309940050992,0.029032619880101983,,,,,0.009140774303194184,0.009140774303194184,,,,0.029032619880101983,,0.0037652386663373782,,,,,,0.005996287534342734,,,,,,,0.014516309940050992,0.014516309940050992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01137182317119954,0.02274364634239908,,,,,,,,,,,,,,,,,,,,,,,0.014516309940050992,0.014516309940050992,,,,,,,,,,,,,,,0.014516309940050992,,,,,,,0.014516309940050992,,,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.014516309940050992,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,0.019891845576907798,,,,,,,,,,,,,,,,,,,,,,
