,tuần,này,mỹ,có,thể,tăng,lãi,suất,lần,đầu,tiên,trong,4,năm,giới,phân,tích,trù,tính,việc,cục,dự,trữ,liên,bang,fed,cho,trở,lại,điều,sẽ,được,ấn,định,phát,biểu,của,trưởng,alan,greenspan,chiều,thứ,tư,trước,phiên,họp,quan,trọng,các,ngày,29,và,30,6,gần,như,vấn,đề,gây,tranh,cãi,không,phải,là,cơ,nâng,lên,trên,1,thấp,nhất,nửa,thế,kỷ,qua,hay,mà,mức,cụ,nào,phần,lớn,rằng,con,số,vào,khoảng,25,50,điểm,bản,tương,đương,025,05,sở,khi,chỉ,giá,tiêu,dùng,tại,đang,ổn,2,2003,15,bối,cảnh,kinh,tế,hồi,phục,rất,nhanh,lạm,bắt,gia,vẻ,còn,lựa,chọn,hợp,lý,hơn,từ,2001,đến,nay,đã,13,ra,tay,can,thiệp,đều,cách,hạ,để,kích,thích,suy,thoái,toàn,cầu,tổng,cộng,cắt,giảm,ở,65,xuống,sứ,mệnh,thị,trường,vốn,đảm,bảo,sự,cả,hàng,hoá,cũng,vĩ,mô,tốt,ông,tuyên,bố,vậy,quốc,hội,chấp,thuận,giữ,chức,vụ,hiện,thêm,nhiệm,kỳ,80,tuổi,thông,thường,những,phản,ứng,dây,chuyền,phạm,vi,nhiều,khả,năng,ít,nữa,ngân,trung,ương,châu,âu,nhật,động,thái,tự,nhằm,tránh,nền,bị,tác,cực
0,0.022435233014977088,0.0059483225801202485,0.01595402634997463,0.010376444873400191,0.022435233014977088,0.020752889746800382,0.01595402634997463,0.01595402634997463,0.017099134255714018,0.013313111934250383,0.031557354095703795,0.0059483225801202485,0.031557354095703795,0.017099134255714018,0.022435233014977088,0.031557354095703795,0.031557354095703795,0.031557354095703795,0.031557354095703795,0.031557354095703795,0.022435233014977088,0.031557354095703795,0.031557354095703795,0.031557354095703795,0.031557354095703795,0.010376444873400191,0.017099134255714018,0.022435233014977088,0.022435233014977088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.010905258063553788,,,,,,,,,,0.010905258063553788,,,,,,,,,0.04113126052745799,,,,,0.01902348226790035,,,,0.04113126052745799,0.01902348226790035,0.04113126052745799,0.05785514917545695,0.03134841280214236,0.04113126052745799,0.05785514917545695,0.024407371879459034,0.04113126052745799,0.05785514917545695,0.04113126052745799,0.05785514917545695,0.04113126052745799,0.024407371879459034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.003703672549886192,,0.006460805298532194,0.013969107348947997,,0.004966819524048705,0.004966819524048705,,,,0.003703672549886192,,,,,,,,,,,,,,0.006460805298532194,,,,,0.006460805298532194,,,,,,0.008289296110004955,,,,,,,0.013969107348947997,0.01964891858789104,0.01964891858789104,0.027938214697895994,0.01964891858789104,0.013969107348947997,0.013969107348947997,0.01964891858789104,0.013969107348947997,0.01964891858789104,0.01964891858789104,0.03929783717578208,0.02129326152598349,0.013969107348947997,0.013969107348947997,0.013969107348947997,0.01964891858789104,0.01964891858789104,0.027938214697895994,0.013969107348947997,0.02129326152598349,0.006460805298532194,0.027938214697895994,0.01964891858789104,0.013969107348947997,0.013969107348947997,0.01964891858789104,0.01964891858789104,0.01964891858789104,0.03929783717578208,0.01964891858789104,0.01964891858789104,0.01964891858789104,0.01964891858789104,0.01964891858789104,0.01964891858789104,0.013969107348947997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.008922483870180372,,,,,,,,0.019969667901375575,,,,,0.03365284952246563,,,,,,,,,,,,0.025648701383571025,,,,0.015564667310100287,,,,,,,,,,,,0.019969667901375575,,,,,,,,,,,,,,,,,,,,,,0.015564667310100287,,,,,,,,,,,,,,,,0.04733603114355569,0.04733603114355569,0.04733603114355569,0.04733603114355569,0.03365284952246563,0.019969667901375575,0.03365284952246563,0.04733603114355569,0.04733603114355569,0.04733603114355569,0.025648701383571025,0.03365284952246563,0.04733603114355569,0.04733603114355569,0.04733603114355569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.007270172042369192,0.00974968276942894,0.012682321511933565,,0.012682321511933565,,,,,,0.007270172042369192,,0.04179788373618982,,,,,,,,,,,,,,,,0.02742084035163866,,,,0.02089894186809491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012682321511933565,,,,,,,,,,,,,,,,,,,,0.02742084035163866,0.016271581252972688,0.05484168070327732,,,,,,,,,0.03857009945030463,0.05484168070327732,0.03857009945030463,0.02742084035163866,0.02742084035163866,0.03857009945030463,0.02742084035163866,0.02742084035163866,0.02742084035163866,0.03857009945030463,0.03857009945030463,0.03857009945030463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,0.007521183850702325,0.00978350516634875,,0.00978350516634875,0.007521183850702325,0.007521183850702325,,0.012552362680864647,,0.005608418432684805,,,,,,,,,,,,,,0.00978350516634875,,0.021153219699835538,0.021153219699835538,,,,,,0.021153219699835538,,,,,,,,,,,,,,,,,,,,,0.016122040869673216,,,,,,0.021153219699835538,,0.016122040869673216,,0.021153219699835538,,,,,,,,,,,,,,0.021153219699835538,,,,,,,,,,,,,,,,,,,,,,,0.021153219699835538,,,,,0.021153219699835538,0.021153219699835538,0.012552362680864647,0.012552362680864647,0.029754076718806432,0.029754076718806432,0.029754076718806432,0.029754076718806432,0.029754076718806432,0.029754076718806432,0.029754076718806432,0.029754076718806432,0.021153219699835538,0.029754076718806432,0.021153219699835538,0.029754076718806432,0.029754076718806432,0.029754076718806432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.009575348543608204,,,,,0.006420522799380034,0.006420522799380034,0.013762717815574697,0.021430863113671348,,0.004787674271804102,,0.013762717815574697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010715431556835674,,,,0.01805762657303034,,,,,0.01805762657303034,,,,,0.01805762657303034,0.01805762657303034,,,,,,,0.008351772702980641,,,,,,,,,,,,,,,,,,,,,0.010715431556835674,,,,,,,,,,,,,,,,,,,,,,0.01805762657303034,0.01805762657303034,0.010715431556835674,0.010715431556835674,,,,,,,,,,,0.01805762657303034,,,,0.01805762657303034,0.025399821589225005,0.01805762657303034,0.025399821589225005,0.013762717815574697,0.025399821589225005,0.01805762657303034,0.025399821589225005,0.01805762657303034,0.01805762657303034,0.025399821589225005,0.025399821589225005,0.01805762657303034,0.01805762657303034,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.01805762657303034,0.01805762657303034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.00981473225719841,0.01316207173872907,,,,0.01316207173872907,0.01316207173872907,0.02821357152192813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037018134474712194,,,,,,,,,,,,,,,,0.017121134041110316,,,,0.037018134474712194,,,,,,,,,,,,,,,,,,,,,,0.02821357152192813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037018134474712194,,,,,,0.037018134474712194,,,,0.02821357152192813,,,,,,,,0.037018134474712194,,,,,,,,0.05206963425791126,0.05206963425791126,0.05206963425791126,0.05206963425791126,0.05206963425791126,0.05206963425791126,0.05206963425791126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.010887686610209469,,0.007742395140428865,,,0.005035627659150092,,,,,,0.002886685957999532,,,,,,,,,,,,,,0.005035627659150092,0.00829810927115533,,,,,0.010887686610209469,,0.00829810927115533,,,0.006460774909268568,0.010887686610209469,,0.010887686610209469,,0.010887686610209469,0.006460774909268568,0.010887686610209469,,,,,,,,,,,,0.01659621854231066,,,,,,,0.010887686610209469,0.00829810927115533,,,,,,,,,,,,,,,,,,,,,,0.006460774909268568,,,,,,,,,,,0.021775373220418937,,0.010887686610209469,,,0.021775373220418937,,0.010887686610209469,,,,,,0.006460774909268568,0.006460774909268568,,,,,,,,,,,,,,,,,0.010887686610209469,,0.00829810927115533,,,,0.010887686610209469,0.010887686610209469,,,,0.010887686610209469,,,,,,,,,,,,,,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.03062919662230074,0.03062919662230074,0.01531459831115037,0.01531459831115037,0.010887686610209469,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.03062919662230074,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,0.01531459831115037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.01316207173872907,,,0.017121134041110316,0.01316207173872907,0.01316207173872907,,,,,,,,,,,,,,,,,,,,,,,0.017121134041110316,,,,,,0.021966634691513134,,,,,,,,,,,,,,,,,,,,,,0.037018134474712194,,,,,,,,,0.037018134474712194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037018134474712194,,,,,,,,,,,,0.037018134474712194,0.037018134474712194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05206963425791126,0.05206963425791126,0.037018134474712194,0.05206963425791126,0.05206963425791126,0.05206963425791126,0.05206963425791126,0.05206963425791126,0.05206963425791126,,,,,,,,,,,,,,,,,,,,
