,hôm,nay,fed,họp,bàn,về,lãi,suất,quyết,định,cơ,bản,của,đồng,đôla,sẽ,được,uỷ,ban,thị,trường,mở,quan,hoạch,chính,sách,cục,dự,trữ,liên,bang,mỹ,công,bố,vào,2h15,chiều,giờ,washington,lúc,này,người,ta,không,còn,bán,tín,nghi,khả,năng,tăng,song,chỉ,dám,chắc,với,mức,025,trước,đó,một,nghiên,cứu,conference,board,cho,thấy,số,niềm,tin,tiêu,dùng,tại,tới,cao,nhất,trong,2,tháng,đây,xem,là,tốt,lành,nền,kinh,tế,đối,điều,càng,tạo,áp,lực,để,sớm,kiểm,soát,lạm,phát,kể,từ,1,2001,chủ,tịch,alan,greenspan,đã,mạnh,tay,cắt,giảm,nhằm,bớt,gánh,nặng,sau,vụ,khủng,11,9,bê,bối,và,cuộc,chiến,afghanistan,gần,phục,hồi,mẽ,hứa,tính,toán,đưa,trở,bình,thường,thống,kê,mới,bộ,thương,mại,giá,5,05,15,nếu,loại,trừ,lương,thực,phẩm,lượng,khoảng,02,chuyên,gia,rằng,ra,thì,chưa,đáng,lo,ngại,vì,vậy,nâng,cũng,ngạc,nhiên,phiên,đang,so,các,ngoại,tệ,khác,hiện,usd,đổi,10866,yen,10822,qua,khi,euro,12073,diễn,biến,khiến,vàng,tụt,10,ounce,xuống,392
0,0.013549406331642007,0.03459205772948321,0.017658440339183745,0.017296028864741606,0.023700922389507165,0.027098812663284014,0.014289025613752898,0.014289025613752898,0.023700922389507165,0.04740184477901433,0.03459205772948321,0.017296028864741606,0.027098812663284014,0.017296028864741606,0.017296028864741606,0.013549406331642007,0.010891135339976049,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.010891135339976049,0.017296028864741606,0.013549406331642007,0.017296028864741606,0.023700922389507165,0.023700922389507165,0.023700922389507165,0.023700922389507165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.015369383258178443,,,0.02358600361433979,0.012436744515673817,0.012436744515673817,,,,,,,,0.02358600361433979,,,,,,,,,,,,,,,,,,,0.030107902097883537,,,,,0.041257161196549506,0.02358600361433979,0.030107902097883537,0.041257161196549506,0.030107902097883537,0.02358600361433979,0.08251432239309901,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.015618767801103198,0.041257161196549506,0.015369383258178443,0.041257161196549506,0.041257161196549506,0.015369383258178443,0.015369383258178443,0.041257161196549506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,0.02358600361433979,,,,,,,,,,,,,,,,,,,0.018958642999217568,,,,,,,,,,0.030107902097883537,,,,,,,,,0.007809383900551599,,0.015369383258178443,,,,0.015369383258178443,,0.030107902097883537,0.030107902097883537,0.02358600361433979,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.015369383258178443,0.030107902097883537,0.018958642999217568,0.041257161196549506,0.030107902097883537,0.02358600361433979,0.02358600361433979,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.02358600361433979,0.041257161196549506,0.02358600361433979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.013386237031316708,,,,0.010832003287844939,0.010832003287844939,,,,,,,,,0.016512366483189492,,,,,,,,,,,,,,,,,,,,,,,,0.020542648309263688,,,,0.020542648309263688,,,,,,0.006801721461770748,,,,,0.013386237031316708,,,,,0.020542648309263688,,,,,0.013386237031316708,,,,0.026223011504608245,,,,,,,,,,0.026223011504608245,0.03593365652602699,0.026223011504608245,0.03593365652602699,0.03593365652602699,0.020542648309263688,0.020542648309263688,0.020542648309263688,0.03593365652602699,0.026223011504608245,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.026223011504608245,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.026223011504608245,0.026223011504608245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.01037433369927045,,,,0.008394802548079828,0.008394802548079828,,,,,,,,,,,,,,,,,,,,,,,,,,0.01592055243967936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01037433369927045,,,,,,,,,,,,,0.01592055243967936,,,,,,0.01592055243967936,0.03184110487935872,0.03184110487935872,,,,,,,,,,,,,0.02784858380767092,0.02784858380767092,0.02032283391607139,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02032283391607139,0.01592055243967936,0.012797084024471859,0.02784858380767092,0.02784858380767092,0.05569716761534184,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.02784858380767092,0.012797084024471859,0.02784858380767092,0.02784858380767092,0.02784858380767092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.024493157599506706,0.012915080843199735,0.012915080843199735,,,,,,,,0.024493157599506706,,,,,,,,,,,,,,,,0.019687821576110553,,,,,,,,,,,,,,,,,,,,,,,,,0.015960513383493,,,,,,,,,,,,,,,,,,,,,,,0.031265898332417524,,,,,0.024493157599506706,0.024493157599506706,0.024493157599506706,,,,,,,0.031265898332417524,,,,,,,,,,,,,0.031265898332417524,0.024493157599506706,0.019687821576110553,,,,,,,,,,,,,,,0.019687821576110553,,,,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,0.04284397508872449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,0.02274364634239908,,,,,,,,,,,,,,,,,,,0.018281548606388368,0.029032619880101983,0.02274364634239908,,,,,,,,,,,,,,,,,0.0075304773326747565,,0.014820476713243498,,,,,,,,,,,,,0.014820476713243498,0.029032619880101983,0.018281548606388368,,,0.02274364634239908,0.02274364634239908,,,0.029032619880101983,0.029032619880101983,0.04548729268479816,,0.04548729268479816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02274364634239908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.018281548606388368,0.039783691153815595,0.039783691153815595,0.039783691153815595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,0.04064566783214278,0.04064566783214278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04064566783214278,0.01054266826574466,,0.0207486673985409,,,,,,,,,,,,,,,0.025594168048943718,,,0.03184110487935872,0.03184110487935872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025594168048943718,,,,,,,,,,,,,,,,,,,,,0.025594168048943718,,,,0.04064566783214278,0.05569716761534184,0.05569716761534184,0.05569716761534184,0.08129133566428556,0.05569716761534184,0.05569716761534184,0.04064566783214278,0.04064566783214278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.011856381370594799,,,,0.009594060054948374,0.009594060054948374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023226095904081586,,,,,,,0.006024381866139805,,,,,0.011856381370594799,0.011856381370594799,,,,0.018194917073919268,,,,,0.011856381370594799,,0.014625238885110695,,,,,,,,,,,,,,0.023226095904081586,,,,,,,0.023226095904081586,,,,,,,,,0.023226095904081586,0.023226095904081586,,,,,,,,,,,,,,,,,,,,,,,,,0.014625238885110695,,,,,,,,,,,,,,,,,,,,,,,,,0.023226095904081586,,,,0.023226095904081586,,,,0.023226095904081586,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.06365390584610495,0.06365390584610495,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.037460123387480844,0.04781843274369739,,0.04781843274369739,,,,,,,,,,0.04781843274369739,0.04781843274369739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012403139136170187,,,,,0.02441019693945988,,,0.04781843274369739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030110785939933785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030110785939933785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06552607954746098,0.06552607954746098,0.04781843274369739,0.06552607954746098,0.06552607954746098,0.06552607954746098,0.06552607954746098,,,,,,,,,,,,,,,,,,,
