,tin,vắn,ngày,12,1,vnpt,định,phát,triển,thêm,25,triệu,máy,điện,thoại,trong,năm,hãng,bia,forters,tung,ra,sản,phẩm,mới,nước,cam,đỏ,orangina,lg,thị,trường,tivi,29,inch,có,loa,siêu,trầm,gửi,tiết,kiệm,thể,trúng,thưởng,100,đồng,tổng,công,ty,bưu,chính,viễn,thông,việt,nam,cho,biết,nay,số,dự,đoán,sẽ,đạt,con,đưa,thuê,bao,trên,toàn,mạng,lên,hơn,93,đến,hết,2003,của,là,gần,73,tỷ,lệ,8,dân,đó,cố,chiếm,62,riêng,internet,3,tăng,362,so,với,nâng,vnn,700,000,kiến,kết,thúc,2004,mục,tiêu,98,xã,và,90,báo,được,coi,bội,thu,doanh,tới,nghìn,tương,đương,16,usd,nộp,ngân,sách,nhà,4,vượt,kế,hoạch,243,huyền,minh,sáng,foster,vn,loại,giải,khát,này,chiết,xuất,từ,trái,đặc,trưng,miền,nhiệt,đới,châu,phi,các,thành,phần,bào,chế,tươi,tép,rất,tốt,sức,khỏe,người,sử,dụng,biệt,giới,trẻ,bán,giá,6,chai,250,ml,thời,gian,tiếp,tục,đầu,tư,nhằm,cải,tiến,mẫu,mã,một,khuyên,eletronics,thức,màn,hình,phẳng,mang,tên,rt,29fb90rb,viền,màu,đen,bên,cạnh,nghệ,mắt,vàng,cảm,ứng,kỹ,thuật,truyền,thống,chất,lượng,ảnh,còn,đảm,bảo,bằng,hệ,quét,xử,lý,tiên,bổ,sung,khả,năng,thích,phân,cao,hdtv,điều,khiển,không,pin,về,mặt,âm,thanh,trang,bị,vòm,trung,tâm,lập,2,đường,dvd,av,tính,hiện,152,kim,hàng,thương,mại,cổ,nghiệp,ngoài,quốc,vpbank,10,01,31,khai,chương,trình,khuyến,huy,động,tiền,vui,xuân,trị,400,cơ,cấu,gồm,nhất,nhì,mỗi,ba,áp,tất,cả,đối,tượng,khách,tổ,chức,cá,nhân,hoặc,tài,khoản,toán,vnd
0,0.025925868524194495,0.025925868524194495,0.02002331958960663,0.025925868524194495,0.02002331958960663,0.010668000869613248,0.02002331958960663,0.016570549804201112,0.014120770655018763,0.02002331958960663,0.016570549804201112,0.01871063743998676,0.012220574321527459,0.012220574321527459,0.012220574321527459,0.016570549804201112,0.010668000869613248,0.02002331958960663,0.02002331958960663,0.02002331958960663,0.028241541310037525,0.024441148643054918,0.014120770655018763,0.014120770655018763,0.014120770655018763,0.012220574321527459,0.014120770655018763,0.016570549804201112,0.016570549804201112,0.014120770655018763,0.014120770655018763,0.014120770655018763,0.014120770655018763,0.02002331958960663,0.02002331958960663,0.033141099608402225,0.02002331958960663,0.02002331958960663,0.02002331958960663,0.016570549804201112,0.02002331958960663,0.02002331958960663,0.02002331958960663,0.025925868524194495,0.016570549804201112,0.016570549804201112,0.010668000869613248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.025305490434896542,,0.01965344279102923,0.01674789077688272,,0.01965344279102923,0.02219168626603081,0.028988339088274438,0.014494169544137219,0.014494169544137219,,0.012652745217448271,,,,,,,,0.01674789077688272,,,,,,,,,,,,,,,,,,,,,,,0.028988339088274438,0.01965344279102923,0.023748588350463676,0.030749285924044634,0.023748588350463676,0.030749285924044634,0.030749285924044634,0.030749285924044634,0.030749285924044634,0.01674789077688272,0.023748588350463676,0.01965344279102923,0.03795823565234482,0.01674789077688272,0.023748588350463676,0.014494169544137219,0.01965344279102923,0.030749285924044634,0.030749285924044634,0.01674789077688272,0.014494169544137219,0.014494169544137219,0.01965344279102923,0.023748588350463676,0.01674789077688272,0.030749285924044634,0.030749285924044634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,0.023655132363055463,,,,,,0.020744402379115758,0.027097795234691323,0.027097795234691323,0.027097795234691323,,0.023655132363055463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03674339304409812,,0.027097795234691323,,,,,,,,,,,,0.023655132363055463,,,,0.03674339304409812,,,0.03131127406112856,0.027097795234691323,,,,,,,0.03674339304409812,0.05748779542321388,0.03674339304409812,0.027097795234691323,0.03131127406112856,0.03674339304409812,0.05748779542321388,0.04439953474217122,0.05748779542321388,0.05748779542321388,0.05748779542321388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.11346547767443756,,,,,,,0.06924992115532227,0.06924992115532227,0.09389978222380631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06924992115532227,,,,,,,,,,,,,,,,,0.14691325497043548,0.14691325497043548,0.14691325497043548,0.14691325497043548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.015544801267150733,,0.024145658286121623,0.020575980097313054,0.029176837116283945,,0.013632035849133212,,,,,0.031089602534301465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017807122582797156,,,,,,,,,,,0.024145658286121623,0.015544801267150733,0.020575980097313054,0.029176837116283945,0.017807122582797156,,,,0.04115196019462611,0.03561424516559431,0.017807122582797156,0.024145658286121623,0.029176837116283945,0.04115196019462611,,,,,0.024145658286121623,,0.020575980097313054,0.024145658286121623,,,,,,,,,,0.037777694135254836,0.037777694135254836,0.029176837116283945,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.011975123078342163,0.037777694135254836,0.037777694135254836,0.037777694135254836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24005310113531897,0.2077497634659668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3403964330233127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.039276511502689924,,,0.02092569401347214,,,,,,,0.023971126553765404,0.023971126553765404,0.023971126553765404,0.03250377076977911,0.02092569401347214,,,,,,,,,,,,,,,,,,,0.06500754153955822,,,,,,,,,,,,,,,,,,,,,,,,0.02092569401347214,0.02769843474638296,,0.023971126553765404,0.03250377076977911,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,,,,,,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.1017091765179938,0.023971126553765404,0.0508545882589969,0.0508545882589969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.013601701108756893,,,,,0.02112745100035642,,,,,,0.027203402217513786,,,,,,,,,0.015581232259947512,,,,,,,,,,,,,,,,,,,,,0.027203402217513786,0.015581232259947512,,,,,,,,,,,,,,,,,,,,,0.015581232259947512,,,0.018003982585148924,,,,,0.02112745100035642,0.015581232259947512,0.018003982585148924,0.02112745100035642,,0.07658919743024535,,,,,,,,,,,,,,0.010478232693549394,,,,,,,,,,,,,,,,0.010478232693549394,0.03305548236834798,0.03305548236834798,0.06611096473669596,0.025529732476748453,0.02112745100035642,0.06611096473669596,0.025529732476748453,0.03305548236834798,0.03305548236834798,0.025529732476748453,0.03305548236834798,0.025529732476748453,0.03305548236834798,0.03305548236834798,0.03305548236834798,0.03305548236834798,0.03305548236834798,0.03305548236834798,0.03305548236834798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,0.05673273883721878,0.05673273883721878,,0.040008850189219826,0.03462496057766114,0.040008850189219826,0.040008850189219826,,0.03462496057766114,0.040008850189219826,0.046949891111903154,0.046949891111903154,,0.040008850189219826,0.040008850189219826,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07345662748521774,0.046949891111903154,0.07345662748521774,0.07345662748521774,0.05673273883721878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,0.02967853763799526,0.03429330016218842,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02967853763799526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03991707692780721,,,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,0.03429330016218842,0.06296282355875805,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.040242763810202704,0.06296282355875805,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
