,14,năm,tù,cho,tài,xế,gây,tai,nạn,làm,chết,7,học,sinh,tand,tỉnh,đồng,nai,hôm,qua,đã,mở,phiên,lưu,động,xét,xử,vụ,giao,thông,nghiêm,trọng,tại,trảng,bom,khiến,nhân,thiệt,mạng,và,13,khác,bị,thương,có,3,cáo,phải,đứng,trước,vành,móng,ngựa,hđxx,tuyên,phạt,nguyễn,hữu,dũng,ôtô,tải,chở,mức,án,về,tội,vi,phạm,quy,định,điều,khiển,phương,tiện,đường,bộ,cùng,danh,đức,khiêm,va,chạm,với,xe,chịu,hình,6,chủ,do,cũng,liên,đới,trách,nhiệm,hồ,văn,nhận,người,không,đủ,kiện,buộc,bồi,thường,hại,tử,vong,mỗi,20,triệu,trường,hợp,em,lê,tỵ,được,thêm,10,vì,gia,đình,mai,táng,con,ở,huế,những,tùy,theo,độ,các,35,145,riêng,huy,thành,chấn,sọ,não,đang,hôn,mê,nên,chưa,giám,tỷ,lệ,tật,khoản,chi,phí,tổng,cộng,92
0,0.013979400086720377,0.007958800173440752,0.010457574905606752,0.010457574905606752,0.010457574905606752,0.010457574905606752,0.02,0.04,0.04193820026016113,0.02,0.02,0.020915149811213504,0.015917600346881503,0.015917600346881503,0.013979400086720377,0.013979400086720377,0.006020599913279624,0.013979400086720377,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.010457574905606752,0.010457574905606752,0.02,0.02,0.02,0.02,0.02,0.02,0.013979400086720377,0.013979400086720377,0.02,0.013979400086720377,0.02,0.02,0.003098039199714864,0.010457574905606752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015490195998574319,,0.1,0.06989700043360189,0.03010299956639812,0.06989700043360189,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.021180909222303604,0.012058788141576897,0.015844810463040534,,0.015844810463040534,0.015844810463040534,,,,,,,0.012058788141576897,0.012058788141576897,,,,,,,,,,,,,,,0.015844810463040534,0.015844810463040534,,,,,,,,,,,,,,,,,,,,,,,,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.015844810463040534,0.030303030303030304,0.015844810463040534,0.021180909222303604,0.015844810463040534,0.030303030303030304,0.021180909222303604,0.030303030303030304,0.06060606060606061,0.021180909222303604,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.01894952422247798,,,0.024898987870492266,0.024898987870492266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007376283808844913,,,,0.014334761698284819,,,,,,,,,0.0332842859207628,0.024898987870492266,,,0.0332842859207628,0.024898987870492266,,,,,0.0332842859207628,,,,,,,,,,,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0332842859207628,0.047619047619047616,0.047619047619047616,0.0332842859207628,0.0332842859207628,0.047619047619047616,0.047619047619047616,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.01047210549136941,0.013759966981061515,0.013759966981061515,,,,,,,,0.013759966981061515,,,,,0.0079218419911574,,,,,,,,,,,,0.02751993396212303,0.013759966981061515,,,,,,,,,,,,,0.008152734736091747,,,,0.0079218419911574,,,,,,,,,,,,0.013759966981061515,,0.013759966981061515,,,,,,,,,,0.05518184244758043,0.03678789496505362,0.01839394748252681,0.01839394748252681,0.01839394748252681,0.01839394748252681,,,,,,,,0.01839394748252681,,,,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.01839394748252681,0.01839394748252681,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.01839394748252681,0.01839394748252681,0.01839394748252681,0.02631578947368421,0.02631578947368421,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,0.023767215694560802,,,,,0.031771363833455406,,,0.023767215694560802,0.018088182212365345,0.018088182212365345,,,0.013683181621090055,,,,,,,,,,,,,,,,,,,,0.031771363833455406,0.031771363833455406,,,,,0.007040998181170145,,,0.031771363833455406,0.013683181621090055,,,,,,,0.031771363833455406,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,0.023767215694560802,0.023767215694560802,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.018088182212365345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.03678789496505362,,,,,,,,,,,,,0.02094421098273882,0.03678789496505362,0.03678789496505362,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.03678789496505362,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,0.014334761698284819,,,,,,,,,,,,,,,,,,,,,,,,,,0.014752567617689826,0.024898987870492266,,,0.014334761698284819,0.0332842859207628,,,,,,,,,,,,,,,0.0332842859207628,,,,,,,,,,,,,,,,,,,,0.0332842859207628,,,,,,,,,,,,,,,0.0332842859207628,,,,,0.024898987870492266,0.024898987870492266,,,,,,0.01894952422247798,0.0332842859207628,0.0332842859207628,,,,,,,,,,,,,,,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0332842859207628,0.047619047619047616,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,0.017301739507479895,0.017301739507479895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006734867825467095,0.04546771698089892,,,,,,,,,,,,,0.02273385849044946,,,,,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,,,,,,
9,,,,,,,,,,,,,,,0.031771363833455406,0.031771363833455406,0.04104954486327016,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,,0.023767215694560802,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,,,,0.031771363833455406,0.031771363833455406,,,,,,,,,,0.031771363833455406,0.023767215694560802,0.023767215694560802,,,,,,0.018088182212365345,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
