,xét,xử,vụ,cháy,tòa,nhà,itc,11,bị,cáo,hầu,đúng,8h,hôm,nay,tand,tp,hcm,đã,khai,mạc,phiên,sơ,thẩm,trung,tâm,thương,mại,quốc,tế,xảy,ra,ngày,29,10,2002,truy,tố,về,hai,tội,vi,phạm,quy,định,phòng,chữa,và,thiếu,tinh,thần,trách,nhiệm,gây,hậu,quả,nghiêm,trọng,trong,nhóm,các,có,5,gồm,nguyễn,văn,phương,tức,paul,việt,kiều,mỹ,chủ,vũ,trường,blue,huỳnh,quang,nhân,viên,kỹ,thuật,ánh,sáng,lâm,nghĩa,hòa,cơ,sở,cửa,sắt,nam,thông,tại,72,calmette,quận,1,phú,tín,phan,viết,thanh,thợ,hàn,của,trực,tiếp,6,can,còn,lại,đề,nghị,chung,thị,lệ,nguyên,giám,đốc,lê,hồng,thăng,đội,trưởng,bảo,vệ,ngọc,thủy,phó,ban,quản,lý,vợ,lưu,nhật,tuấn,tổng,cường,quý,cho,hđxx,biết,không,hề,sự,khảo,sát,hiện,trước,vì,công,việc,này,quen,chỉ,bàn,bạc,với,đại,diện,khối,lượng,giá,cả,ký,hợp,đồng,những,khoảng,chính,phụ,đều,được,đào,tạo,theo,lớp,học,nghề,thực,người,đi,dẫn,sau,tọa,phán,minh,rằng,điều,trái,pháp,luật,nói,thể,sai,sót,mặt,nhưng,xin,nhìn,nhận,đó,là,tình,trạng,thành,phố,hỏi,tác,đảm,an,toàn,lao,động,cũng,như,nghĩ,gì,mình,hỏa,hoạn,trả,lời,phải,chịu,nữa,án,ai,đến,giữa,bật,khóc,nghẹn,ngào,khẳng,làm,con,thì,tròn,hết,vậy,danh,mà,viện,kiểm,tự,thú,khuyên,trình,để,lương,thản,chứ,nhằm,hưởng,khoan,phần,vấn,2,thật,báo,giống,quan,tra,xác,ngọn,lửa,phát,từ,mũi,giang,một,3,chết,nhắc,nhở,cụ,khi,chưa,nắm,vững,hoảng,sợ,chạy,trốn,nên,đầu,ngay,cướp,sinh,mạng,60,70,khác,thiệt,hại,tài,sản,hơn,32,tỷ,dự,kiến,kéo,dài,22,20,12,tham,gia,thân,nạn,135,hộ,hàng,shop,kinh,doanh,tầng,trệt,45,đơn,dân,cùng,sư,bào,miễn,cảnh,pccc,itc22,2003,tiền,itc07,08,đòi,bồi,thường,đồng04,chuẩn,itc24,06,tục,hiểm,05
0,0.050194476560354646,0.050194476560354646,0.024888986125458104,0.024888986125458104,0.05428962211978909,0.025097238280177323,0.036193081413192725,0.02100209272074287,0.0034828446589147003,0.0047469763408354605,0.03209793585375827,0.025097238280177323,0.03209793585375827,0.03209793585375827,0.03209793585375827,0.03209793585375827,0.03209793585375827,0.03209793585375827,0.014001395147161916,0.025097238280177323,0.03209793585375827,0.018096540706596363,0.03209793585375827,0.02100209272074287,0.02100209272074287,0.02100209272074287,0.025097238280177323,0.03209793585375827,0.025097238280177323,0.02100209272074287,0.025097238280177323,0.015842819473850866,0.025097238280177323,0.03209793585375827,0.02100209272074287,0.03209793585375827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.019111185774905327,,,,0.03225321382114084,0.010697308595238007,0.0072899993805687425,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02779111608513013,0.02779111608513013,0.030426338019448648,0.038542187358843745,0.02779111608513013,0.038542187358843745,0.038542187358843745,0.021502142547427227,0.021502142547427227,0.02779111608513013,0.024330044191985256,0.013578972918271643,0.038542187358843745,0.04929325863255735,0.04929325863255735,0.021502142547427227,0.021502142547427227,0.03225321382114084,0.03225321382114084,0.03225321382114084,0.03225321382114084,0.03225321382114084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.00713484268929799,0.02140452806789397,,,,,0.0019968309377777615,0.0027215997687456642,,,,,,,,,,,,,,,,,,,,,,0.009083216498341163,,,,,,,0.005679583096963748,,0.010375350005115249,0.014389083280635,0.014389083280635,0.0080274665510395,0.0080274665510395,0.010375350005115249,0.009083216498341163,0.005069483222821414,,,,,,0.012041199826559247,,,,,0.00713484268929799,0.014389083280635,0.009083216498341163,0.00713484268929799,0.014389083280635,0.014389083280635,0.03612359947967774,0.018402816556154746,0.018402816556154746,0.018402816556154746,0.014389083280635,0.018402816556154746,0.018402816556154746,0.014389083280635,0.020750700010230497,0.024082399653118494,0.018166432996682327,0.024082399653118494,0.014389083280635,0.018402816556154746,0.012041199826559247,0.012041199826559247,0.014389083280635,0.014389083280635,0.014389083280635,0.014389083280635,0.012041199826559247,0.012041199826559247,0.0080274665510395,0.009083216498341163,0.010375350005115249,0.010375350005115249,0.012041199826559247,0.02877816656127,0.02877816656127,0.00713484268929799,0.014389083280635,0.018402816556154746,0.018402816556154746,0.014389083280635,0.014389083280635,0.014389083280635,0.014389083280635,0.014389083280635,0.012041199826559247,0.009083216498341163,0.010375350005115249,0.005069483222821414,0.018402816556154746,0.014389083280635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,0.01337783004243373,,,0.01945378125959109,,0.003744058008333303,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009726890629795546,0.009726890629795546,0.005324609153403514,,0.009726890629795546,,,,,0.009726890629795546,0.00851551546719484,0.004752640521395075,0.013489765575595312,,,0.00752574989159953,0.00752574989159953,0.011288624837399295,0.011288624837399295,0.011288624837399295,0.011288624837399295,0.02257724967479859,,,,,,0.013489765575595312,0.02257724967479859,,,,0.013489765575595312,,,0.013489765575595312,,,,0.04515449934959718,0.013489765575595312,,0.011288624837399295,0.011288624837399295,0.013489765575595312,0.013489765575595312,0.013489765575595312,0.013489765575595312,,,,,,,,,,,,,,,,,,,,,,0.00950528104279015,,,0.013489765575595312,0.017252640521395076,0.013489765575595312,0.017252640521395076,0.017252640521395076,0.017252640521395076,0.009726890629795546,0.013489765575595312,0.017252640521395076,0.026979531151190624,0.017252640521395076,0.017252640521395076,0.026979531151190624,0.013489765575595312,0.017252640521395076,0.017252640521395076,0.03450528104279015,0.009726890629795546,0.017252640521395076,0.013489765575595312,0.017252640521395076,0.017252640521395076,0.03450528104279015,0.05175792156418522,0.05175792156418522,0.017252640521395076,0.017252640521395076,0.017252640521395076,0.017252640521395076,0.017252640521395076,0.017252640521395076,0.017252640521395076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,0.003403689098484821,0.004639090514907382,,,,,,,,,0.013683181621090055,,,,,,,,,,,,,,,,,,,,0.009681107551642752,,,,,,,,,0.008641164584354682,,,,,,,,,,,,,,0.012161663674939755,,,,,,,,,,,,0.020524772431635082,0.03096551078979942,0.020524772431635082,,,,,,,,,0.020524772431635082,0.020524772431635082,0.013683181621090055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01548275539489971,0.024526846501082385,0.024526846501082385,0.02432332734987951,0.03136843731162741,0.017685255690537357,0.03136843731162741,0.020524772431635082,0.024526846501082385,0.020524772431635082,0.017685255690537357,0.04905369300216477,0.03096551078979942,0.01548275539489971,0.03136843731162741,0.03136843731162741,0.03136843731162741,0.03136843731162741,0.024526846501082385,0.024526846501082385,0.020524772431635082,0.03136843731162741,0.03136843731162741,0.03136843731162741,0.024526846501082385,0.03136843731162741,0.03136843731162741,0.024526846501082385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.003744058008333303,0.00510299956639812,,,,,,,,,,,,,,,,,,,,0.02257724967479859,,,,,0.04515449934959718,,,,,,,,,0.01505149978319906,,,,0.0190105620855803,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01703103093438968,,,,,,,,,,,,,0.01703103093438968,0.01945378125959109,,,,,0.01337783004243373,,,,,,,,,,0.05109309280316904,0.01945378125959109,0.00950528104279015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01337783004243373,,,,,,0.02257724967479859,,,,,,,,,,,,,,,,,,,0.01945378125959109,0.03450528104279015,0.0690105620855803,0.03450528104279015,0.02257724967479859,0.02257724967479859,0.03450528104279015,0.03450528104279015,0.05395906230238125,0.03450528104279015,0.03450528104279015,0.03450528104279015,0.026979531151190624,0.03890756251918218,0.05395906230238125,0.03450528104279015,0.026979531151190624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,0.04515449934959718,,,,,,,,,,,,,,,,,,,,0.03010299956639812,0.03010299956639812,,,,,,,,,,,,,,,,0.03406206186877936,,,,,,,,,,,,0.03890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0190105620855803,,,,,,,,,,0.05395906230238125,,,,,0.05395906230238125,,,,,,,0.05395906230238125,,,,,,,,,,,,,0.03406206186877936,,,,,,,,,,,,,0.03406206186877936,,,,,0.05395906230238125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05395906230238125,0.0690105620855803,0.05395906230238125,0.0690105620855803,0.04515449934959718,0.0690105620855803,0.04515449934959718,0.03890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,0.003941113692982424,0.005371578490945389,,,,,,,,,,,,,,,,,,,,0.023765525973472198,,,,,,,,,0.011209703480849502,,,,,,,,,0.010005558992410684,,,,,,,,,,,,,0.017927400983568084,0.014081926360456557,,,,,,,,,,,,,,,,,,,,,,,,,0.0158436839823148,0.017927400983568084,0.020477664483780095,0.020477664483780095,0.023765525973472198,,,0.014081926360456557,,,,,,,,,,,,0.010005558992410684,,,,,,,,,0.020477664483780095,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028399506474937497,,,,,,,,,0.020477664483780095,,,0.017927400983568084,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028399506474937497,,,,,,,,,0.023765525973472198,,0.023765525973472198,0.020477664483780095,0.028399506474937497,0.023765525973472198,0.03632134846609489,0.03632134846609489,0.03632134846609489,0.023765525973472198,0.03632134846609489,0.03632134846609489,0.023765525973472198,0.020477664483780095,0.04095532896756019,0.03632134846609489,0.03632134846609489,0.028399506474937497,0.03632134846609489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.017544695137618006,,,,,,0.0049102400109289224,0.00669245844773524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02094928191503022,,,,,0.00986983592340922,0.00986983592340922,,,,,,,0.01973967184681844,0.01973967184681844,,0.01480475388511383,0.01480475388511383,0.01480475388511383,0.01480475388511383,0.017544695137618006,,,,,,,,,,,,,,0.0127565778751417,,0.011167889137304708,,,,,,,,,,,,0.00986983592340922,,,,,,,0.008772347568809003,,,,,,,,,,,,0.012465942351200198,,,,,,,,,0.0127565778751417,,,,,,,,,,,0.0127565778751417,,,,,,,,,,,,,,,,,0.03538299167369262,0.008772347568809003,,,,,0.01769149583684631,,,0.01769149583684631,,,,,,,,,,,,,,,,,0.0127565778751417,,,,,,,,,,,,,,,,,0.01769149583684631,,,,,,,,0.01769149583684631,,,,,0.01480475388511383,,,,,,,,,,0.022626413798550918,0.022626413798550918,0.01769149583684631,0.01480475388511383,0.01480475388511383,0.022626413798550918,0.01769149583684631,0.01769149583684631,0.01769149583684631,0.01769149583684631,0.045252827597101836,0.02960950777022766,0.011167889137304708,0.011167889137304708,0.01769149583684631,0.01769149583684631,0.02960950777022766,0.01769149583684631,0.022626413798550918,0.022626413798550918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06688915021216865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06688915021216865,,,,,,,,,0.0851551546719484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11288624837399294,,,,,,,,0.09726890629795545,,,,,,,,,,,,,,,0.1348976557559531,,,,,,,,,,,0.1348976557559531,0.1348976557559531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
