,chung,thị,mỹ,lệ,nhận,trách,nhiệm,trong,vụ,cháy,itc,hôm,nay,tand,tp,hcm,thẩm,vấn,2,bị,cáo,còn,lại,thuộc,nhóm,tội,thiếu,gây,hậu,quả,nghiêm,trọng,tòa,nhà,lời,khai,của,nguyên,giám,đốc,trung,tâm,đã,lý,giải,nhân,tại,sao,củi,khô,vi,phạm,an,toàn,phòng,này,vẫn,nghiễm,nhiên,tồn,giữa,thành,phố,vai,trò,mình,chịu,quản,công,tác,các,hoạt,động,6,tháng,trước,khi,xảy,ra,4,2002,do,ông,nguyễn,phó,chuyển,lên,ty,vàng,bạc,đá,quý,sjc,nên,bản,thân,bà,phải,kiêm,thêm,phần,việc,phụ,vũ,trường,bảo,vệ,chữa,pccc,chủ,tọa,phiên,hỏi,có,thấy,không,bật,khóc,là,một,tôi,cố,gắng,hết,sức,nhưng,sót,qua,xin,chia,buồn,sâu,sắc,gia,đình,những,nạn,theo,từ,nhiều,nỗ,lực,thực,hiện,như,lập,đội,mua,hiểm,thường,xuyên,nhắc,nhở,cuộc,họp,giao,ban,hằng,tuần,và,1,ngày,hỏa,hoạn,văn,yêu,cầu,blue,toả,vật,liệu,dễ,cũng,để,cảnh,sát,thì,gần,làm,mới,bộ,nội,thất,đây,doanh,nghiệp,nước,điều,kiện,tài,chính,hơn,nữa,năm,1997,ubnd,chuẩn,di,dời,liên,đó,chỉ,thể,thay,dần,vách,ván,ép,ốp,gỗ,lầu,đến,5,trần,bằng,thạch,cao,sợi,thủy,tinh,sơn,chống,dỡ,bỏ,cản,lối,thoát,hđxx,chất,cửa,khoá,biên,ghi,lần,kiểm,tra,cho,biết,cả,3,mở,hiểu,vì,ngay,khẳng,định,sau,kết,luận,hệ,thống,báo,bình,trái,ngược,với,thuật,học,viên,aia,thương,dự,toà,người,ở,tầng,trên,hề,được,tín,hiệu,thông,khói,tràn,dữ,dội,đường,xuống,mặc,dù,kiến,nghị,cải,tạo,đổi,năng,hướng,dẫn,biện,pháp,sửa,chỉnh,trang,nâng,cấp,cần,thiết,cơ,quan,chức,lưu,nhật,tuấn,cường,trưởng,giới,thiệu,anh,dũng,đưa,500,000,đồng,bồi,dưỡng,xác,tiền,tình,cảm,cá,sự,buộc,lê,ngọc,trả,nhát,gừng,từng,câu,mọi,hành,đều,chồng,phương,danh,nghĩa,rằng,chưa,ký,giấy,cam,về,hồ,sơ,truy,tố,bán,tư,cách,kinh,truyền,đời,bàn,cosevina,tiếp,tục,hợp,sử,dụng,tay,nghề,lâm,chấn,kỳ,tiết,cẩm,quyền,rồi,chuyện,sang,nhượng,sẵn,mặt,phép,phức,tạp,ma,túy,mại,dâm,mà,muốn,trực,am,thời,gian,họat,thua,lỗ,vậy,nhất,đầu,cử,cán,dõi,huỳnh,đang,vợ,thuỷ,chấm,dứt,nếu,đóng,ghế,máy,móc,phí,sở,đánh,giá,trình,bày
0,0.02323547314285732,0.02635894155806482,0.02323547314285732,0.012252155797100752,0.01883319166646529,0.041625445635311814,0.04647094628571464,0.04647094628571464,0.04647094628571464,0.031419446502515574,0.024504311594201505,0.03828697292605638,0.03828697292605638,0.03828697292605638,0.030761223034456848,0.030761223034456848,0.03828697292605638,0.030761223034456848,0.03828697292605638,0.013286972926056378,0.017159521925699955,0.01883319166646529,0.020812722817655907,0.03828697292605638,0.03828697292605638,0.03828697292605638,0.030761223034456848,0.03828697292605638,0.03828697292605638,0.03828697292605638,0.03828697292605638,0.030761223034456848,0.017159521925699955,0.017159521925699955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.02266875428571446,0.02571604054445348,0.02266875428571446,0.011953322728878783,,,,,,0.015326559269519794,0.011953322728878783,,,,,,,,,,,,,,,,,,,,,,0.016740997000682885,0.016740997000682885,0.02266875428571446,0.02266875428571446,0.015326559269519794,0.05143208108890696,0.016740997000682885,0.016740997000682885,0.05143208108890696,0.05143208108890696,0.01837384552825882,0.016740997000682885,0.02571604054445348,0.02266875428571446,0.06002189860381824,0.03001094930190912,0.037353144318103784,0.037353144318103784,0.037353144318103784,0.037353144318103784,0.03001094930190912,0.02571604054445348,0.02266875428571446,0.020305095431859422,0.02266875428571446,0.037353144318103784,0.037353144318103784,0.037353144318103784,0.03001094930190912,0.02571604054445348,0.02571604054445348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.04425804408163299,,,0.02333743961352524,,0.03964328155743982,0.04425804408163299,,,,0.02333743961352524,,,,,,,,,0.025308519859155006,0.03268480366799991,,,,,,,,,,,,,,,0.04425804408163299,0.05984656476669633,,,,,,,0.03268480366799991,,,,,,,,,,,,,,,,,,,,0.07292756747820262,0.07292756747820262,0.0585928057799178,0.0585928057799178,0.03964328155743982,0.03268480366799991,0.04425804408163299,0.04425804408163299,0.03964328155743982,0.03587274603136245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.017873440879121016,0.00942473522853904,,0.016009786782812237,,,0.017873440879121016,0.03625320750290259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013199632250538428,0.013199632250538428,,,,,,,,,,,,,,,0.017873440879121016,,,,,,,0.040552217781638186,0.020276108890819093,,,,,,0.026399264501076856,0.017873440879121016,,,,0.029451517635427985,0.029451517635427985,0.020276108890819093,0.013199632250538428,0.0236624792572745,0.0236624792572745,0.029451517635427985,0.029451517635427985,0.016009786782812237,0.016009786782812237,0.016009786782812237,0.020276108890819093,0.029451517635427985,0.0236624792572745,0.020276108890819093,0.029451517635427985,0.029451517635427985,0.029451517635427985,0.029451517635427985,0.029451517635427985,0.020276108890819093,0.016009786782812237,0.0236624792572745,0.020276108890819093,0.020276108890819093,0.029451517635427985,0.029451517635427985,0.029451517635427985,0.014487070512665607,0.029451517635427985,0.008698032134512122,0.008698032134512122,0.020276108890819093,0.0236624792572745,0.020276108890819093,0.012084402500967529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,0.013613506441223056,0.020925768518294762,0.04625049515034646,0.05163438476190515,0.025817192380952574,0.025817192380952574,0.017455248056953095,,,,,,,,,,0.014763303251173754,0.01906613547299995,0.020925768518294762,,,,,0.034179136704952054,,,,,,0.01906613547299995,,,,,,0.01906613547299995,0.01906613547299995,,,0.020925768518294762,,,,,,,,,,,,,,0.025817192380952574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04254108102895153,0.04254108102895153,0.029287712842294242,0.034179136704952054,0.011598210131539399,0.04254108102895153,0.017455248056953095,0.04254108102895153,0.04254108102895153,0.01603434465563695,0.02312524757517323,0.029287712842294242,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.02312524757517323,0.04254108102895153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04902720550199987,,,,,,,,,,,,,0.06638706612244948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07531126159447091,,,,,,,,,0.07531126159447091,,,,,,,0.0878892086698767,0.10939135121730394,0.10939135121730394,0.10939135121730394,0.10939135121730394,0.10939135121730394,0.10939135121730394,0.10939135121730394,0.05946492233615973,0.10939135121730394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,0.013871924264392429,,0.018757878508964522,0.00731471987886612,,,,,,,,,0.007932521149884405,0.01024449070191042,,,,,,,,,,,,,,,,,0.015736681527202877,,,,,0.02248739303458542,0.01024449070191042,0.015736681527202877,,,,,,,,,,0.013871924264392429,,,,,,,,,,,,,0.012425506159794571,0.01024449070191042,0.013871924264392429,0.013871924264392429,,,,,0.015736681527202877,0.02048898140382084,0.018364909274302593,0.018364909274302593,,,,,,,,,,,,,,,,0.012425506159794571,,,,,,,,,0.006750711507382542,0.006750711507382542,0.031473363054405755,0.018364909274302593,,0.018757878508964522,,,,,0.012463748201057265,,,,,,,,,,,,,,,,,,,,,,0.012425506159794571,,0.009378939254482261,0.013871924264392429,0.015736681527202877,0.022857894284212765,0.018364909274302593,0.015736681527202877,0.015736681527202877,0.013871924264392429,0.022857894284212765,0.022857894284212765,0.022857894284212765,0.012425506159794571,0.013871924264392429,0.018364909274302593,0.022857894284212765,0.022857894284212765,0.022857894284212765,0.022857894284212765,0.018364909274302593,0.01124369651729271,0.022857894284212765,0.022857894284212765,0.009378939254482261,0.018364909274302593,0.018364909274302593,0.022857894284212765,0.022857894284212765,0.012425506159794571,0.015736681527202877,0.015736681527202877,0.013871924264392429,0.022857894284212765,0.015736681527202877,0.022857894284212765,0.022857894284212765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,0.01531519474637594,,,,,,,0.01531519474637594,,,,0.03845152879307106,0.03845152879307106,,,,,,,,,,,,,,,,,0.021449402407124944,0.021449402407124944,,,0.03927430812814447,,,,,,,0.021449402407124944,0.032948676947581024,,,,,,,,,0.032948676947581024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032948676947581024,0.032948676947581024,,,,,,,,,,,0.019637154064072234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03927430812814447,,,,,0.032948676947581024,0.032948676947581024,0.029044341428571648,,,,,,,,,,,,,,,,,,,,,0.032948676947581024,0.032948676947581024,,,,,,0.032948676947581024,0.026015903522069884,0.026015903522069884,0.026015903522069884,0.02354148958308161,0.04785871615757047,0.03845152879307106,0.04785871615757047,0.03845152879307106,0.04785871615757047,0.04785871615757047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04289880481424989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06589735389516205,,,,,,,,,,,,,,,,,,,,0.026095972795963648,,0.03927430812814447,,,0.03607727547518314,,,,,,,0.05203180704413977,,,,,,,,,,,,,,,,,0.06589735389516205,0.06589735389516205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06589735389516205,0.05203180704413977,0.07690305758614212,0.06589735389516205,0.06589735389516205,0.09571743231514095,0.09571743231514095,0.09571743231514095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,0.025308519859155006,,,,,,,,,,,,,0.03268480366799991,0.03268480366799991,,,,,,,,,0.03587274603136245,,,,,,,,,,,,,,,,,,,0.05020750772964727,0.05020750772964727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03964328155743982,,,,,,,,,,,,,,,,,,,0.019882645939781826,,,,,,,,,,,,,,,,,,,,,,,,,0.04425804408163299,,,,,,,,,,,,,,,,,,,,,,,,,,0.03964328155743982,,,,,,,,,0.03964328155743982,,,,,,,,,,,0.03964328155743982,,,,,,,0.0585928057799178,0.0585928057799178,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.0585928057799178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
