,cảnh,cáo,nguyên,chủ,tịch,ubnd,tỉnh,cà,mau,sáng,nay,tand,mở,phiên,tòa,sơ,thẩm,xét,xử,lê,công,nghiệp,về,tội,lợi,dụng,chức,vụ,quyền,hạn,gây,ảnh,hưởng,đối,với,người,khác,để,trục,tại,những,liên,quan,đã,thay,đổi,hoàn,toàn,lời,khai,theo,hướng,có,cho,bị,trong,phần,thủ,tục,tọa,biết,nộp,đơn,yêu,cầu,các,phóng,viên,báo,đài,không,được,chụp,hình,đăng,của,mình,luật,sư,trịnh,vĩnh,phúc,bào,chữa,nhắc,thêm,trường,hợp,sự,đồng,ý,thân,sẽ,khởi,kiện,bố,nhà,tác,đúng,quy,định,chí,phó,chánh,án,trần,trọng,hữu,giữ,vai,trò,3,và,nghĩa,là,cao,tấn,lộc,giám,đốc,ty,xây,dựng,thủy,minh,hải,nguyễn,thị,bé,tư,dịch,thương,mại,sơn,thầu,đội,san,lấp,5,nhân,chứng,2,cũng,triệu,tập,vấn,làm,rõ,hành,vi,sai,phạm,trạng,năm,1994,khi,đang,cũ,ông,giới,thiệu,ký,bán,số,28,đường,phan,bội,châu,phường,7,thành,phố,bà,hồ,tuyết,sau,đó,lại,căn,này,còn,thiếu,76,tiền,mua,tháng,6,dùng,động,đến,hai,bên,kinh,tế,mặt,bằng,8,giao,tiếp,thi,điều,doanh,ngoài,ra,chịu,thanh,toán,36,nợ,giải,trình,một,lần,cùng,đi,họp,ở,hà,nội,than,khó,khăn,nên,hứa,mượn,20,trả,vài,hoạt,hé,lộ,rằng,chuẩn,nếu,muốn,thì,hệ,trực,gọi,điện,thoại,nói,hết,khoản,tất,lý,riêng,vào,cuối,1999,giấy,xác,nhận,hỏi,sao,2001,cơ,tra,mà,kể,việc,vay,lúc,sốc,lòng,thời,xem,như,do,tình,cảm,anh,em,thiết,quen,nhau,từ,kháng,chiến,hiểu,truy,điểm,nào,99,đầu,2000,toạ,vậy,biên,ghi,ngày,12,1,1995,phù,thú,đại,diện,vks,đặt,đề,trước,đây,phải,bao,giờ,nhiều,đòi,nhưng,khoảng,2002,phát,hiện,nghị,viết,trung,ương,mới,lùi,nhớ,chính,chỉ,mang,tính,chất,suy,đoán,lấy,vì,sớm,kết,thúc,bản,cung,phủ,gợi,trao,mục,đích,ngồi,văn,phòng,bày,giúp,gọn,chấp,giùm,cả,duyệt,chi,tạm,ứng,thu,trưởng,so,quá,dân,đầy,đủ,thể,danh,hđxx,mâu,thuẫn,khách,sở,cứ,luận,mãi,tuy,nhiên,quyết,phạt,tiết,giảm,nhẹ,ít,nghiêm,khắc,phục,hậu,quả,gia,đình,truyền,thống,cách,mạng,đóng,góp,tặng,thưởng,huân,huy,chương,thông,qua,kế,tài,rút,chưa,dấu,hiệu,che,giấu,mức,độ,kiến,thức,mặc,dù,hạch,bất,pháp,cần,sung,quỹ,nước
0,0.020827853703164503,0.01128542860877125,0.053696907232888245,0.0225708572175425,0.041655707406329005,0.041655707406329005,0.03612359947967774,0.047901278188315834,0.047901278188315834,0.032869053529723746,0.026848453616444123,0.026848453616444123,0.032869053529723746,0.018889653443003373,0.017306028522050876,0.023326628435330503,0.026848453616444123,0.023326628435330503,0.018889653443003373,0.026848453616444123,0.008786653876605252,0.004910253356282997,0.020827853703164503,0.017306028522050876,0.03461205704410175,0.032869053529723746,0.032869053529723746,0.014807253789884877,0.023326628435330503,0.032869053529723746,0.032869053529723746,0.020827853703164503,0.026848453616444123,0.020827853703164503,0.01128542860877125,0.023326628435330503,0.032869053529723746,0.01378420334093725,0.032869053529723746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.025648701383571025,,,,,,,,,,,,0.0429310305522804,0.03933188300466108,,,,,,,0.011159666718824993,,,0.03933188300466108,,,,,,,,,,,0.05301506462575114,,,,0.03365284952246563,0.04733603114355569,0.05301506462575114,0.02736636324218011,0.019969667901375575,0.05301506462575114,0.05301506462575114,0.0429310305522804,0.0747023943857358,0.03933188300466108,0.03628884711236048,0.04733603114355569,0.0747023943857358,0.025648701383571025,0.018772897959450616,0.025648701383571025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.018202304207695565,,0.018202304207695565,,,,,,,,,,0.030467182972586087,0.027912949229114314,,,,,,,0.007919763477875801,,,,,,,,,,0.03359331242445888,,,,,,,,,,,,0.014172022381621375,,,,,,,,,,0.01332270177767463,0.018202304207695565,0.027912949229114314,0.05301460246729637,0.04330395744587762,0.04330395744587762,0.030467182972586087,0.03359331242445888,0.03762359425053306,0.05301460246729637,0.03762359425053306,0.03762359425053306,0.03359331242445888,0.05301460246729637,0.04330395744587762,0.03762359425053306,0.05301460246729637,0.020756537951167334,0.023882667403040125,0.05301460246729637,0.030467182972586087,0.04330395744587762,0.014172022381621375,0.027912949229114314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.01880904768128542,,0.01880904768128542,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03471308950527417,,,,,,,,,0.03471308950527417,,,,,,,,,,,,,0.01376679183693045,0.03761809536257084,,,,,,,,,,,,,,,,0.021448422549539582,0.024678756316474797,,,0.04474742269407354,0.01464442312767542,0.028843380870084794,0.03887771405888417,0.04474742269407354,0.054781755882872915,0.054781755882872915,0.054781755882872915,0.054781755882872915,0.054781755882872915,0.054781755882872915,0.04474742269407354,0.054781755882872915,0.02297367223489542,0.03471308950527417,0.016577488026931646,0.03887771405888417,0.03887771405888417,0.054781755882872915,0.054781755882872915,0.04474742269407354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,0.02969849633887171,,,,,,,,,,,,,,,,,0.023122773359487505,0.012921719358639464,,,,,,,0.06138586430350131,,,,,,,,,,,,,,,,,,,,,,0.05481014132411711,,,,,,,,,0.049709614323693085,,,,,,0.05481014132411711,,,0.12277172860700263,,,0.038966457341802305,,,,0.023122773359487505,,0.06138586430350131,,,,,,,,,,,,,,,,,,0.08649750928874671,0.03386593034137828,0.06138586430350131,0.08649750928874671,0.0706538253064319,0.05481014132411711,0.08649750928874671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,0.03319243708462132,,,0.0354152936075272,0.04696203743952533,0.04696203743952533,,,0.07896604004836506,,0.05555780424412757,0.05090008388838493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555780424412757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555780424412757,0.09667368685212867,0.07896604004836506,0.05555780424412757,0.07896604004836506,0.09667368685212867,0.07896604004836506,0.09667368685212867,0.09667368685212867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.026848453616444123,0.01128542860877125,,,0.012041199826559249,,,,,,,,,,,,,,0.017573307753210504,,,,0.017306028522050876,,,0.029614507579769755,0.023326628435330503,,,,,,,0.023326628435330503,,,,,,0.023326628435330503,0.012041199826559249,,,,,,,,,,0.01128542860877125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018889653443003373,,,,,,0.026848453616444123,0.018694456697220245,0.032869053529723746,0.01378420334093725,0.020827853703164503,0.020827853703164503,0.006020599913279624,0.053696907232888245,0.053696907232888245,0.0275684066818745,0.041655707406329005,0.041655707406329005,0.020827853703164503,0.041655707406329005,0.047901278188315834,0.023326628435330503,0.023326628435330503,0.014807253789884877,0.01378420334093725,0.018889653443003373,0.018889653443003373,0.018889653443003373,0.017306028522050876,0.023326628435330503,0.026848453616444123,0.020827853703164503,0.020827853703164503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.02015255108709152,,,,,,,,,,,,,,,0.04794366717222165,,,,0.015690453351080807,0.008768309564791065,,,,,,,,,,,,,,,,0.02461464882310223,,,0.03719259589850804,,,,,,,,,,,,,,0.02015255108709152,,,,,,,,,,,,,0.04794366717222165,,,,0.026441524624794422,,,,0.031380906702161614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02461464882310223,,,,,,0.02461464882310223,,,,,,,,,,,,,,,,,,0.058694738445935264,0.0958873343444433,0.04794366717222165,0.058694738445935264,0.03719259589850804,0.02298045273164955,0.058694738445935264,0.04794366717222165,0.030903622360805134,0.058694738445935264,0.03719259589850804,0.04165469363451875,0.04794366717222165,0.03373152400536317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.01007627554354576,,0.01007627554354576,0.01859629794925402,0.01859629794925402,0.021502142547427227,0.028512665588283234,0.028512665588283234,,0.023971833586110824,,,,,,,,,,0.007845226675540403,0.004384154782395532,,,,,,0.013220762312397211,,,,,,,,,,,,,,,,0.007845226675540403,,,,,,,0.01859629794925402,,,0.0073750670554984556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012307324411551116,,0.008880797157284811,,,,,,,0.011490226365824774,,,,,,0.016865762002681584,,,,,,,,,,,,0.012307324411551116,,,,,,0.012307324411551116,,,,0.05578889384776206,0.028512665588283234,,,,,0.016865762002681584,0.016865762002681584,0.016865762002681584,,,,,,,,,,,,,,0.015451811180402567,,,,,,0.029347369222967632,0.015451811180402567,0.020827346817259375,0.01859629794925402,0.020827346817259375,0.029347369222967632,0.006512483491667116,0.029347369222967632,0.029347369222967632,0.016865762002681584,0.020827346817259375,0.015451811180402567,0.029347369222967632,0.029347369222967632,0.029347369222967632,0.029347369222967632,0.029347369222967632,0.020827346817259375,0.029347369222967632,0.020827346817259375,0.023971833586110824,0.023971833586110824,0.020827346817259375,0.029347369222967632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,0.018244242161453407,,,,,,,,,,,,,,0.013313111934250383,0.01487955562509999,,,,,,0.022435233014977088,,,,,,,,,,,,,,,,,,,,,,,,,,0.012515265306300411,,,,,,,,,,,,,,,,,,,,,,0.013313111934250383,,,,,,,,,,,,,,0.015070443660846953,,,,,,,0.03899713190825378,,,,,,,,,,,,,,,,0.014162467194863823,,,,,,,,0.020885156577177655,,,,0.06311470819140759,0.024192564741573656,,,,,0.028620687034853598,0.028620687034853598,0.028620687034853598,,,,,,,,,,,0.01949856595412689,,,,,,,,,,,,,,,0.022102974274749002,,,,0.03534337641716743,,,,,,,,,,,0.04067947517643049,,,0.024192564741573656,0.022435233014977088,0.03534337641716743,0.04067947517643049,0.031557354095703795,0.031557354095703795,0.03534337641716743,0.049801596257157195,0.013313111934250383,0.02622125533644072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
