,mánh,khóe,lừa,đảo,của,giám,đốc,công,ty,tân,phương,đông,không,có,hàng,giao,nhưng,bùi,thanh,khiết,vẫn,ký,hợp,đồng,mua,bán,với,các,doanh,nghiệp,để,nhận,trước,tiền,đặt,cọc,thậm,chí,còn,tạo,dựng,chứng,từ,giả,nâng,khống,giá,120,tấn,dầu,cọ,thế,chấp,vay,3,ngân,năm,1999,2000,sử,dụng,tư,cách,pháp,nhân,kinh,tế,đem,thương,hiệu,white,hawk,rbd,palm,stearin,hãng,cargill,mỹ,số,trên,tổng,cộng,gần,52,tỷ,mại,cổ,phần,ngoài,quốc,vp,bank,châu,á,thái,bình,dương,ap,và,sài,gòn,chi,nhánh,hn,theo,cam,kết,được,320,triệu,tại,xí,liên,thủy,sản,hạ,long,thực,chất,lô,xuất,nhập,khẩu,nông,vinafimex,hơn,97,thủ,đoạn,tinh,vi,6,hương,liệu,cho,vận,tải,hà,nam,trong,khi,toàn,bộ,đã,cầm,cố,phi,vụ,làm,ăn,này,chiếm,đoạt,1,nguyễn,văn,tiến,hiện,giữa,bên,tròn,trách,nhiệm,chưa,mà,điều,tra,mở,rộng,án,trinh,sát,phát,370,cơ,quan,khai,do,thua,lỗ,nên,trả,nợ,đó,105,máy,hòa,nhiệt,độ,trị,73,500,usd,cảng,hải,phòng,thì,bị,tịch,thu,sung,sai,phạm,về,tục,đưa,42,đối,tác,930,trung,lời,tố,vksnd,tối,cao,định,hành,gian,dối,xảo,quyệt,nhằm,lòng,tin,65,ngày,18,20,5,tand,nội,phiên,sơ,thẩm,xét,xử,cáo,tội,tài,việc,truy,cứu,thiếu,gây,hậu,quả,nghiêm,trọng,sáng,nay,hđxx,tuyên,phạt,tù,chung,thân,treo
0,0.029738455836112298,0.029738455836112298,0.02273775826253134,0.02273775826253134,0.013483339456204887,0.04547551652506268,0.04547551652506268,0.012965283765247856,0.020170026090166146,0.031474121377900774,0.031474121377900774,0.031474121377900774,0.013483339456204887,0.018642612703096896,0.007546769570081491,0.018642612703096896,0.015737060688950387,0.02273775826253134,0.02273775826253134,0.0038327964801393526,0.029738455836112298,0.02273775826253134,0.013483339456204887,0.005520021297548928,0.010085013045083073,0.018642612703096896,0.015737060688950387,0.013483339456204887,0.015737060688950387,0.011641915129515937,0.02273775826253134,0.015737060688950387,0.029738455836112298,0.011641915129515937,0.029738455836112298,0.029738455836112298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,0.013521295479729337,,,,,0.0068670936935830065,,,,,0.01806898170577384,,,,,,,,,0.020858431273716053,,,0.0532814000397012,0.0532814000397012,0.040738483553701986,0.03340134775971527,0.040738483553701986,0.040738483553701986,0.040738483553701986,0.0532814000397012,0.040738483553701986,0.040738483553701986,0.024157649859033754,0.040738483553701986,0.024157649859033754,0.03340134775971527,0.03340134775971527,0.040738483553701986,0.03340134775971527,0.02819556706770277,0.040738483553701986,0.02819556706770277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,0.01260399123080022,,,0.012119721780557778,0.009427294803012439,0.014710730644018838,0.014710730644018838,0.014710730644018838,,,,,,0.02125486098454017,0.02125486098454017,0.0035828314923041773,,,0.01260399123080022,0.0051600199085783454,0.009427294803012439,,,0.01260399123080022,,,,,,,,,,,,0.01742679013550362,0.02125486098454017,0.02125486098454017,,,0.02125486098454017,0.02125486098454017,0.01260399123080022,0.02125486098454017,0.01260399123080022,0.01742679013550362,0.01742679013550362,,,,,,0.02125486098454017,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.02125486098454017,0.027798991325061497,0.01742679013550362,0.014710730644018838,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,0.005360646172169787,,,,,,,0.02496239165488493,,,,,0.0031694278585767724,,,,0.004564632996050076,,,,0.011149684550323271,0.026026677293264102,0.009626968280176642,,,,,,,,,,,,,0.018802377024785533,,,,,,,,,0.018802377024785533,0.015416006658330126,0.013013338646632051,,0.03904001593989615,,,,,,,,,,,,0.015416006658330126,0.03904001593989615,,,,,,,,,,0.024591415402939017,0.018802377024785533,0.018802377024785533,0.024591415402939017,0.015416006658330126,0.024591415402939017,0.013013338646632051,0.030832013316660252,0.049182830805878035,0.049182830805878035,0.024591415402939017,0.018802377024785533,0.024591415402939017,0.049182830805878035,0.024591415402939017,0.024591415402939017,0.024591415402939017,0.024591415402939017,0.024591415402939017,0.024591415402939017,0.013013338646632051,0.024591415402939017,0.024591415402939017,0.018802377024785533,0.018802377024785533,0.024591415402939017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,0.0061040832831848945,,,0.021473466541363336,0.008791145029429775,0.016061317071798968,,0.025062726282402463,,,0.018540827798858715,,,,0.018540827798858715,,,,,,,,,,,,,0.021473466541363336,,0.021473466541363336,0.029690086897524684,0.029690086897524684,,,0.025062726282402463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03621198538106843,0.03621198538106843,,0.03621198538106843,0.0473612444797344,0.0473612444797344,0.021473466541363336,0.0473612444797344,0.029690086897524684,0.029690086897524684,0.029690086897524684,0.03621198538106843,0.0473612444797344,0.029690086897524684,0.0473612444797344,0.0473612444797344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.023191343864672406,,,0.011150144038113157,0.017346222437542885,,,,,,0.012980443660540164,,0.027067744384994662,,,0.0065924099458396865,,,,0.009494436631784156,0.017346222437542885,,0.027067744384994662,,,,,,,,,,,,,,,,,,,,0.023191343864672406,,0.023191343864672406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03910894421155391,0.03910894421155391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03206529384932666,,,,,0.03206529384932666,,,0.03910894421155391,0.05115014403811315,0.03910894421155391,0.03206529384932666,0.027067744384994662,0.03206529384932666,0.05115014403811315,0.03910894421155391,0.03206529384932666,0.05115014403811315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,0.006636990498876879,0.010325132403299337,,,,,,0.007726454559845336,,,,,0.00784810707838058,,0.023279133459258278,0.013804371348019288,0.005651450376061998,,0.01908648443412301,0.01611175261011587,,,0.011919103584980602,,,,,,,,,,,,,,,,,,,0.013804371348019288,,,,,,,0.01611175261011587,,,,,,,,,,,,0.01908648443412301,0.01611175261011587,,,,,,,,,,,,,,,,,0.01908648443412301,,,,,,,,,,,,,0.01611175261011587,,,,,,,,,,,,,0.01908648443412301,,,,,,,,,0.01908648443412301,0.01611175261011587,0.01908648443412301,,,,,0.023279133459258278,0.030446514308400684,0.023279133459258278,0.01908648443412301,0.030446514308400684,0.06089302861680137,0.06089302861680137,0.023279133459258278,0.023279133459258278,0.023279133459258278,0.01908648443412301,0.023279133459258278,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.023279133459258278,0.01908648443412301,0.030446514308400684,0.030446514308400684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,0.01267771143430709,,,,0.018258531984200303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061664026633320504,,0.052053354586528204,,,,,,,,,,,,,,,,,,,,,,,0.044598738201293085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09836566161175607,0.061664026633320504,0.07520950809914213,0.09836566161175607,0.07520950809914213,0.052053354586528204,0.052053354586528204,0.09836566161175607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,0.007964388598652254,0.012390158883959205,,,,0.016565245617623146,,0.009271745471814403,0.04580756264189523,0.019334103132139045,,,,,,0.016565245617623146,0.006781740451274398,0.012390158883959205,0.022903781320947614,,0.016565245617623146,,,,0.019334103132139045,,0.014302924301976723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016565245617623146,,,,,,,,,,0.027934960151109935,,,0.022903781320947614,0.019334103132139045,0.022903781320947614,,,,,,,,,,,,,,,0.022903781320947614,0.027934960151109935,,,,,0.04580756264189523,,,,,0.027934960151109935,,,,,,0.027934960151109935,0.027934960151109935,0.022903781320947614,0.027934960151109935,0.03653581717008082,0.03653581717008082,0.03653581717008082,0.027934960151109935,0.027934960151109935,0.03653581717008082,0.03653581717008082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.017569199897479095,0.029627988039055992,0.029627988039055992,0.008447078816752392,0.013141077604199157,0.020505866958329292,0.020505866958329292,0.020505866958329292,,,,,,,,,,,,0.007192755024078907,,,,,,0.015169768199066222,,,,,,,,,0.029627988039055992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020505866958329292,,,,,,,,,,,,,,0.024291889279792925,,,0.024291889279792925,,,,,,,,,,,,,0.020505866958329292,,,,,,,,,,,0.024291889279792925,,0.024291889279792925,,,,,,,,,,,,,0.029627988039055992,,,,,,,,,,,0.029627988039055992,0.029627988039055992,,,,,,,,,,,0.024291889279792925,,,,0.020505866958329292,0.020505866958329292,,,,,0.029627988039055992,,,,,,,,0.020505866958329292,0.029627988039055992,0.029627988039055992,0.038750109119782696,0.029627988039055992,0.038750109119782696,0.038750109119782696,0.038750109119782696,0.038750109119782696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
