,côn,đồ,dàn,cảnh,va,quệt,xe,máy,nhằm,cướp,tài,sản,khoảng,10,diễn,viên,tập,hợp,dưới,trướng,của,trưởng,đoàn,nguyễn,ngọc,minh,đã,dựng,thành,công,các,vở,kịch,và,ăn,trộm,người,đi,đường,họ,gây,ra,nhiều,vụ,án,đến,nỗi,tại,cơ,quan,điều,tra,cả,nhóm,vắt,óc,mà,vẫn,không,nhớ,xuể,mở,đầu,màn,phân,2,trên,thấy,con,mồi,ngon,sẽ,cố,tình,tạo,quyệt,giao,thông,tên,ngồi,sau,vờ,bị,kẹt,chân,vào,bánh,nhăn,nhó,vẻ,rất,đau,đớn,lúc,này,bạn,khác,chúng,xúm,lại,hiện,trường,bảo,vệ,nạn,khiến,hoang,mang,mất,giác,chỉ,đợi,có,vậy,một,nhanh,tay,móc,ví,tiền,hay,giật,túi,thời,gian,qua,hàng,chục,ở,tp,hcm,trở,nhân,tới,trình,báo,phòng,sát,hình,sự,phố,nhưng,thì,ngậm,đắng,nuốt,cay,đổ,vận,hạn,từ,lời,khai,hại,đội,chống,phương,tiện,4,an,lập,theo,dõi,sáng,22,5,trinh,phát,lảng,vảng,khu,vực,xanh,quận,bình,thạnh,chọn,được,đối,tượng,liền,cho,suất,tiên,trong,ngày,là,anh,khắc,t,lấy,hơn,9,triệu,đồng,tiếp,đó,võ,thị,sáu,sô,thứ,hai,cắp,3,cùng,đệ,tử,luôn,để,nổ,dấu,hiệu,khả,nghi,tức,nhảy,lên,phóng,hướng,tẩu,thoát,8h45,tiến,hành,bờ,kênh,nhiêu,lộc,lần,ông,lê,văn,q,chưa,đầy,giờ,hồ,kiếm,chác,17,nên,tụ,nhau,phổ,quang,chia,ập,bắt,giữ,toán,lộ,mặt,những,từng,tù,về,tội,vũ,mã,6,bùi,hồng,rông,tích,bằng,nửa,gần,nhận,thực,phi,vài,còn,trước,nổi,vì,quá,ai,hãy,liên,lạc,với,459,trần,hưng,đạo,tel,8387342,cung,cấp,thêm,tin
0,0.0318080836479775,0.063616167295955,0.063616167295955,0.018428972729578334,0.025118528188777915,0.0318080836479775,0.018428972729578334,0.021205389098651665,0.0318080836479775,0.029031667278904168,0.05023705637755583,0.05023705637755583,0.0318080836479775,0.025118528188777915,0.010602694549325832,0.016275416884954857,0.025118528188777915,0.0318080836479775,0.0318080836479775,0.0318080836479775,0.0234788345407575,0.025118528188777915,0.025118528188777915,0.025118528188777915,0.025118528188777915,0.018428972729578334,0.016275416884954857,0.0318080836479775,0.018428972729578334,0.021205389098651665,0.018428972729578334,0.0318080836479775,0.021205389098651665,0.0318080836479775,0.025118528188777915,0.0318080836479775,0.016275416884954857,0.021205389098651665,0.018428972729578334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03769562603777386,0.06506198927995398,0.043374659519969314,0.02969147789887926,0.05137880765886391,0.03769562603777386,0.06506198927995398,0.06506198927995398,0.03769562603777386,0.05137880765886391,0.05137880765886391,0.05137880765886391,0.05137880765886391,0.05137880765886391,0.026648442006578656,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.05137880765886391,0.05137880765886391,0.06506198927995398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,0.04036906316053593,,0.02961799188682232,0.03408008962283303,,,,,,,0.017040044811416515,0.026156919993677447,,,,,,,,,,,,,,0.03408008962283303,,,0.03408008962283303,,,,,0.03408008962283303,0.02961799188682232,,,0.03408008962283303,,,,,,,,,,,,0.020938061576597514,,,,,,,,0.04036906316053593,0.04036906316053593,0.04036906316053593,0.04036906316053593,0.03408008962283303,0.03408008962283303,0.051120134434249544,0.04036906316053593,0.04036906316053593,0.051120134434249544,0.04036906316053593,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.04036906316053593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.048782574872413234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06649022167617682,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.04308198587193932,0.08419786847994043,0.08419786847994043,0.056131912319960287,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,0.031896298955039426,,,,,,,,,,,0.018350817489217786,,,,,,0.02031822219873245,,,,,,,,,,0.031896298955039426,,,,,,0.028168990762421867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043474375711346394,0.043474375711346394,,0.043474375711346394,,,,,,,,,,,0.028168990762421867,,,,,,,,,,,0.03670163497843557,0.03670163497843557,0.05505245246765336,0.043474375711346394,0.028168990762421867,0.05505245246765336,0.05505245246765336,0.031896298955039426,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.031896298955039426,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.03670163497843557,0.05505245246765336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,0.03301711107294023,,,,,,,,,,,,,,,,,,,0.05183148580193906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07064586053093788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08946023525993671,0.08946023525993671,0.05183148580193906,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.059640156839957804,0.08946023525993671,0.07064586053093788,0.08946023525993671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.02961799188682232,,,,,,0.023329018349119417,,,,,,,,,,,0.0188669206131087,,,,,,0.026156919993677447,,0.05923598377364464,,,,,,,,0.026156919993677447,,,0.02961799188682232,,,,,,,,,,,,,,0.020938061576597514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02961799188682232,,,,,,,,,,,,,,,,,,,0.051120134434249544,0.051120134434249544,0.04036906316053593,0.04036906316053593,0.051120134434249544,0.03408008962283303,0.03408008962283303,0.03408008962283303,0.051120134434249544,0.03408008962283303,0.051120134434249544,0.051120134434249544,0.04036906316053593,0.04036906316053593,0.02961799188682232,0.04036906316053593,0.02961799188682232,0.051120134434249544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06658125089299714,,,,,,0.05938295579775852,,,,,0.07539125207554773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10275761531772783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7156818820794937,0.7156818820794937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,0.022524569440529094,,,,,,,,,,,0.036432674287382324,,,,,0.028596681821759482,0.025254957235274777,,,0.03290491411859741,,,,,,,0.025254957235274777,,,,,,,,0.028596681821759482,,,,,,,,,0.020216059453266568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025254957235274777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028596681821759482,,,,,,,,,0.038977026499827795,,,,,,,,0.03290491411859741,0.03290491411859741,,,,,,,,,,,,,,,,,,,,0.04935737117789612,0.04935737117789612,0.038977026499827795,0.038977026499827795,0.07795405299965559,0.04935737117789612,0.09871474235579224,0.04935737117789612,0.038977026499827795,0.04935737117789612,0.038977026499827795,0.04935737117789612,0.04935737117789612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
