,không,truy,tố,25,sinh,viên,trong,đường,dây,thi,hộ,đh,những,trường,hợp,trên,đã,nhắc,bài,cho,một,số,thí,đăng,ký,tại,18,cđ,và,trung,học,chuyên,nghiệp,ngày,27,5,tand,hà,nội,sẽ,xét,xử,vụ,án,này,tuy,nhiên,hành,vi,của,được,thuê,đi,gà,cơ,quan,tụng,cứu,trách,nhiệm,hình,sự,với,họ,chỉ,lý,chính,chủ,mưu,xác,định,là,ngô,thành,sơn,giám,đốc,công,ty,cổ,phần,thương,mại,địa,ốc,phạm,phú,bác,sĩ,viện,bỏng,quốc,gia,vksnd,cùng,9,người,liên,đoàn,văn,giáp,phó,nguyễn,thái,hoàng,cựu,giao,thông,vận,tải,việt,cường,đầu,tư,sao,la,thăng,bùi,ngọc,thắng,trần,đức,thuận,thạch,vũ,mạnh,về,tội,làm,giả,con,dấu,tài,liệu,tổ,chức,riêng,chuyển,sang,cục,điều,tra,bộ,phòng,giải,quyết,theo,thẩm,quyền,mùa,tuyển,năm,2003,biết,nhiều,có,nhu,cầu,đỗ,vào,các,đại,cao,đẳng,nhưng,thực,lực,nên,bàn,xúc,tiến,phi,ăn,hiện,việc,kèm,khác,tìm,giỏi,đạo,hàng,loạt,phiếu,dự,ghi,tên,giống,khách,hoàn,tất,tạo,kiện,thể,ngồi,chung,để,thì,tráo,ảnh,giấy,tờ,mang,như,chứng,minh,thư,bằng,tốt,cấp,3,quá,trình,đều,qua,tay,thợ,in,còn,bán,50,phôi,giá,1,triệu,đồng,chiếc,phục,nhóm,biến,hoặc,trùng,khai,mỗi,trót,lọt,thu,10,30,mà,bị,can,nộp,hồ,sơ,kinh,tế,dân,xây,dựng,luật,bách,khoa,sư,kiến,trúc,ngân,nhân,dưới,tham,cảnh,cáo,báo,đơn,vị,quản,đề,nghị,thuê14,01,2004,hơn,gian,lận,cử07,07,phát,ở,nguyên07,buộc,thôi,ngay,hộ07,890,kỷ,kỳ,đợt,106
0,0.01839394748252681,0.0158436839823148,0.0158436839823148,0.021681808972218913,0.01167624997980823,0.0079218419911574,0.021681808972218913,0.021681808972218913,0.021681808972218913,0.014769998159774561,0.023996418718406545,0.03678789496505362,0.0158436839823148,0.0158436839823148,0.021681808972218913,0.021681808972218913,0.01839394748252681,0.02631578947368421,0.021681808972218913,0.021681808972218913,0.021681808972218913,0.021681808972218913,0.011998209359203272,0.021681808972218913,0.021681808972218913,0.03423763146484161,0.02631578947368421,0.03423763146484161,0.0158436839823148,0.02631578947368421,0.011998209359203272,0.02631578947368421,0.01839394748252681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,0.01336333166836746,0.032566568260694595,,,,,,,,,,,,,,,,,,,,,,,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.0499264288811442,0.0499264288811442,0.07142857142857142,0.07142857142857142,0.058850624353165626,0.043004285094854454,0.09293071397599866,0.058850624353165626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.02184281263550059,0.018814374728998825,0.018814374728998825,0.02574714815450996,0.006932773425511137,0.009407187364499412,,,,,,,,,,,,,0.02574714815450996,,,,,,,,,,,,,,,,,,,,,,0.03125,0.02574714815450996,,,,0.040657187364499414,0.040657187364499414,0.0625,0.040657187364499414,0.012435625271001175,0.018814374728998825,0.02184281263550059,0.040657187364499414,0.040657187364499414,0.01633996079001055,0.02574714815450996,0.03125,0.03125,0.03125,0.03125,0.02574714815450996,0.02574714815450996,0.009407187364499412,0.02574714815450996,0.03125,0.03125,0.02574714815450996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,0.02423261002777408,0.02423261002777408,,,,,,,,,,,,,,,,,,,,0.0177076468037636,,,,,,,,,0.020557941304000554,0.020557941304000554,,,,,,,,,,,0.011704117902118753,0.0177076468037636,,,,0.015378786625892283,,,,,,,,,,,,,0.029411764705882353,0.038265588107764155,0.029411764705882353,0.038265588107764155,0.038265588107764155,0.0177076468037636,0.015378786625892283,0.011704117902118753,0.029411764705882353,0.029411764705882353,0.02423261002777408,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.020557941304000554,0.013409763401462481,0.038265588107764155,0.038265588107764155,0.02423261002777408,0.038265588107764155,0.020557941304000554,0.02423261002777408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.006689555459199583,0.006689555459199583,,0.004929972213696809,0.006689555459199583,,,,,,0.007766333381511321,,,,,,,,,,,,,,,,,,,0.005065910618330271,,,,,,,0.02329900014453396,0.015532666763022642,,,,,,,,,0.011111111111111112,,0.004421555651911529,,,,,0.005809763836448196,0.018309083132095973,,,,,,,,,,,0.009154541566047987,,,,,,0.006689555459199583,0.005809763836448196,0.004421555651911529,0.022222222222222223,0.022222222222222223,0.018309083132095973,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,,0.005065910618330271,,,0.009154541566047987,,0.007766333381511321,0.009154541566047987,0.014455888840710904,0.006689555459199583,0.014455888840710904,0.006689555459199583,0.014455888840710904,0.015532666763022642,0.018309083132095973,0.013379110918399165,0.014455888840710904,0.022222222222222223,0.009154541566047987,0.007766333381511321,0.014455888840710904,0.014455888840710904,0.011111111111111112,0.014455888840710904,0.014455888840710904,0.028911777681421807,0.014455888840710904,0.014455888840710904,0.014455888840710904,0.014455888840710904,0.011111111111111112,0.009154541566047987,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.014455888840710904,0.014455888840710904,0.014455888840710904,0.014455888840710904,0.014455888840710904,0.011111111111111112,0.009154541566047987,0.014455888840710904,0.005065910618330271,0.006689555459199583,0.014455888840710904,0.014455888840710904,0.007766333381511321,0.009154541566047987,0.014455888840710904,0.014455888840710904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03010299956639812,,,,0.026143937264016884,,,,,,0.04119543704721594,0.04119543704721594,,,,,,,,,,,,,,,,,,,,,,,,0.034948500216800946,0.02279659778248622,,,,,0.034948500216800946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.04119543704721594,0.05,0.06505149978319906,0.05,0.06505149978319906,0.06505149978319906,0.04119543704721594,0.05,0.04119543704721594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.01519500009426128,,,,0.0048227989047033995,,,,,0.004067100942546619,,,,0.01308826068104266,,,,,,,,,,,,,,,0.01308826068104266,0.021739130434782608,0.019823128506509757,0.021739130434782608,0.01519500009426128,,,,,,,,,,0.01308826068104266,,0.01791105958574606,,,,,,,,,,,,,,,,,,0.00654413034052133,,,,,,,,,,0.01308826068104266,0.01136692924522473,0.008650869753739947,,,,,,,,,,,,,,,,,,,,,,0.01308826068104266,,0.01519500009426128,0.01791105958574606,0.01308826068104266,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009911564253254878,,,,,,,,,,,,,,,,,,,,,0.02828326077530394,0.01791105958574606,0.02828326077530394,0.021739130434782608,0.02828326077530394,0.021739130434782608,0.02617652136208532,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.01519500009426128,0.01519500009426128,0.021739130434782608,0.021739130434782608,0.02828326077530394,0.01791105958574606,0.021739130434782608,0.02828326077530394,0.021739130434782608,0.02828326077530394,0.02828326077530394,0.021739130434782608,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.009243697900681516,0.012542916485999216,,,,0.01559055361309537,0.018997164818738515,,0.025085832971998432,,,,,,,,0.034329530872679946,0.034329530872679946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02912375018066745,,,,,,,,,,,,,,,,,,,,,0.025085832971998432,0.021786614386680732,0.016580833694668232,,,,,,,,,,,,,,,,,,,,0.025085832971998432,,0.025085832971998432,,0.02912375018066745,0.034329530872679946,0.025085832971998432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034329530872679946,,,,,,,,0.034329530872679946,0.02912375018066745,0.034329530872679946,0.041666666666666664,0.041666666666666664,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,0.008503938334415657,,,,,,,0.031771363833455406,,,,,,,0.037450397315650856,0.037450397315650856,,,,,,,,,,,,,,,,,,,,,,,,,0.018088182212365345,0.02736636324218011,,,,,,,,,,,,0.013683181621090055,,0.045454545454545456,,,,,,,,,,0.018088182212365345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037450397315650856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05913772707563551,0.07490079463130171,0.05913772707563551,0.045454545454545456,0.037450397315650856,0.045454545454545456,0.037450397315650856,0.05913772707563551,0.045454545454545456,0.05913772707563551,0.05913772707563551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.021128452344414895,0.014334761698284819,,,,0.00890888777891164,,,,,,,,0.047619047619047616,0.03923374956877708,0.03923374956877708,,,0.021711045507129732,,,,,,,,,,,,,,,,,,,,,,0.03923374956877708,,,,,,,,,,,,,,,,,,0.014334761698284819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03923374956877708,,,0.047619047619047616,,,,,,,,,,,,0.028669523396569637,,,,,,,,,,,,,,,,,,,0.0332842859207628,0.03923374956877708,,,,,,,,,,,,,,,0.06195380931733244,0.06195380931733244,0.06195380931733244,0.06195380931733244,0.06195380931733244,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
