,người,dân,tp,hcm,trước,phiên,xử,vụ,án,cháy,itc,ngày,mai,11,bị,can,trong,sẽ,đưa,ra,xét,sơ,thẩm,tại,tand,sáng,nay,bên,di,ảnh,con,gái,độc,nhất,của,mình,đã,tử,nạn,hỏa,hoạn,này,ông,phan,ngọc,tấn,cho,biết,dù,sức,khỏe,yếu,vẫn,đến,tòa,theo,giấy,triệu,tập,vì,gia,đình,chờ,đợi,từ,lâu,nhà,trung,tâm,thương,mại,quốc,tế,làm,chết,60,đó,có,4,ngước,ngoài,70,do,bỏng,ngạt,và,nhảy,trên,tầng,cao,xuống,thiệt,hại,tài,sản,lên,31,tỷ,đồng,ngôi,nhỏ,chung,cư,35e,hồ,hảo,hớn,phường,cô,giang,quận,1,trở,nên,vắng,lặng,chị,thị,thúy,giảng,viên,công,ty,bảo,hiểm,aia,gặp,nhớ,lại,vào,buổi,trưa,định,mệnh,khi,xảy,cách,đây,2,năm,chỉ,10,phút,sau,mặt,nơi,hiện,trường,bàng,hoàng,những,cột,khói,lửa,bốc,còn,qua,làn,nước,mắt,một,học,nghẹn,ngào,kể,ở,phía,để,hướng,dẫn,mọi,thoát,rồi,không,bao,giờ,quay,cuộc,sống,dừng,tuổi,24,chủ,tịch,ubnd,lê,thanh,hải,truy,tặng,bằng,khen,gương,hy,sinh,dũng,cảm,cứu,chúng,tôi,muốn,rõ,nguyên,nhân,trách,nhiệm,liên,quan,gây,bài,xã,hội,phán,quyết,thổ,lộ,tiếng,thở,dài,bàn,thờ,trần,tuyết,ngụ,đặt,gánh,trái,cây,vai,vỉa,hè,góc,chợ,bến,thành,đi,bán,dạo,quanh,khu,vực,cùng,lân,cận,chứng,kiến,dữ,dội,tuy,thân,nhưng,mong,được,chia,sẻ,phần,nào,nỗi,đau,tang,tóc,quá,lớn,giỗ,các,âm,thầm,vài,quả,hàng,nguyện,cầu,vong,hồn,siêu,nói,nghỉ,nghe,đầu,tiên,kế,tiếp,dõi,truyền,hình,riêng,gì,số,cũng,hẹn,nhau,dự,kết,điều,tra,thấy,nguyễn,văn,phương,là,tư,kinh,doanh,vũ,blue,3,cải,tạo,sửa,chữa,chấp,hành,biện,pháp,an,tòan,phòng,trang,trí,vật,liệu,dễ,trình,thợ,sắt,tiệm,thông,nam,hàn,giàn,khung,đèn,vẩy,nhiệt,độ,rất,khoảng,600,700,c,bắn,xung,bắt,mút,xốp,ốp,bác,sang,nhìn,nhiều,việc,triển,khai,kém,lúng,túng,thiết,thiếu,vọng,toà,dành,bản,nghiêm,khắc,ngăn,chặn,vi,tắc,coi,thường,quy,luật,dựng,cái,toàn
0,0.012733916455570874,0.027643955665560327,0.06629361502210072,0.06629361502210072,0.027643955665560327,0.02373962014655095,0.055287911331120654,0.025467832911141748,0.027643955665560327,0.022607989751099553,0.04142236448009838,0.02071118224004919,0.03314680751105036,0.042553994875549776,0.0474792402931019,0.042553994875549776,0.012733916455570874,0.02373962014655095,0.042553994875549776,0.02373962014655095,0.03314680751105036,0.042553994875549776,0.042553994875549776,0.02071118224004919,0.042553994875549776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008489277637047248,,,,,0.015826413431033966,0.018429303777040218,0.008489277637047248,,,,,,,,,0.008489277637047248,0.015826413431033966,,,,,,,,0.028369329917033184,0.028369329917033184,0.028369329917033184,0.028369329917033184,0.028369329917033184,0.015826413431033966,0.015826413431033966,0.028369329917033184,0.022097871674033574,0.00955495518803436,0.018429303777040218,0.021526241500139,0.028369329917033184,0.01380745482669946,0.028369329917033184,0.028369329917033184,0.018429303777040218,0.01380745482669946,0.018429303777040218,0.015826413431033966,0.018429303777040218,0.00955495518803436,0.01380745482669946,0.028369329917033184,0.028369329917033184,0.028369329917033184,0.022097871674033574,0.022097871674033574,0.018429303777040218,0.0107631207500695,0.022097871674033574,0.028369329917033184,0.028369329917033184,0.028369329917033184,0.028369329917033184,0.022097871674033574,0.018429303777040218,0.022097871674033574,0.022097871674033574,0.018429303777040218,0.028369329917033184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.03134502512140523,,,,,,,0.010448341707135076,,0.009275072718399816,0.016993790555937797,,,,0.019478662684349498,,0.010448341707135076,,,,,,,0.016993790555937797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02649383569247877,,,,,,,,,,0.022682220033280267,,0.038957325368698996,0.027197380521887474,0.027197380521887474,0.05439476104377495,0.027197380521887474,0.027197380521887474,0.027197380521887474,0.027197380521887474,0.034916098359425454,0.034916098359425454,0.027197380521887474,0.019478662684349498,0.027197380521887474,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.027197380521887474,0.034916098359425454,0.034916098359425454,0.019478662684349498,0.034916098359425454,0.027197380521887474,0.027197380521887474,0.022682220033280267,0.027197380521887474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0982896201442145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15130309289084365,0.15130309289084365,0.15130309289084365,0.15130309289084365,0.11785531559484573,0.15130309289084365,0.15130309289084365,0.15130309289084365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,0.018935938048044974,,,,,,,,,,,,0.018935938048044974,,,,,,,,,,,,,,,0.018935938048044974,,,,,0.02527447375136944,0.02170479556256087,,,,,,,,,,,,,,,,,,,,0.02527447375136944,,0.02170479556256087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890650960050265,0.03030565258153176,0.03030565258153176,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03030565258153176,0.03890650960050265,0.02527447375136944,0.02170479556256087,0.03030565258153176,0.03030565258153176,0.03890650960050265,0.03890650960050265,0.01667361673239855,0.03890650960050265,0.02527447375136944,0.03890650960050265,0.03030565258153176,0.03030565258153176,0.03030565258153176,0.03030565258153176,0.03030565258153176,0.03030565258153176,0.03890650960050265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.018053195536692455,,,0.008316027073025875,,0.007382200735052915,,,,,,,0.008316027073025875,,,0.015503425401829191,,,,,,,,,,,0.015503425401829191,0.015503425401829191,,,,,0.010543465224557878,,,,,,0.04057701010295352,0.018053195536692455,0.015503425401829191,0.018053195536692455,,,,,,,0.021646894701094113,,0.010543465224557878,,,,,,,,,,,,0.015503425401829191,,,,,,,,,,,0.015503425401829191,,,,,,,,0.015503425401829191,,,,0.018053195536692455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027790364000359034,0.018053195536692455,0.018053195536692455,0.027790364000359034,0.027790364000359034,0.018053195536692455,0.027790364000359034,0.021646894701094113,0.027790364000359034,0.021646894701094113,0.027790364000359034,0.027790364000359034,0.027790364000359034,0.021646894701094113,0.027790364000359034,0.027790364000359034,0.021646894701094113,0.027790364000359034,0.027790364000359034,0.027790364000359034,0.015503425401829191,0.027790364000359034,0.027790364000359034,0.010543465224557878,0.027790364000359034,0.027790364000359034,0.021646894701094113,0.027790364000359034,0.021646894701094113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.010723298067849156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01359552094745621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019991259070779747,,,,,,,,,,,,,,,,,,,,,,,0.027913101061937146,,,,0.027913101061937146,,,,,,0.023279120560471853,,0.027913101061937146,0.027913101061937146,0.027913101061937146,0.027913101061937146,0.05582620212387429,0.027913101061937146,,,0.06983736168141556,,,,,,,,,,,,,,,0.027913101061937146,,,,,,,,,,,,,0.027913101061937146,0.035834943053094544,0.035834943053094544,0.035834943053094544,0.019991259070779747,0.027913101061937146,0.035834943053094544,0.035834943053094544,0.035834943053094544,0.019991259070779747,0.035834943053094544,0.019991259070779747,0.035834943053094544,0.035834943053094544,0.035834943053094544,0.027913101061937146,0.035834943053094544,0.01744099557056774,0.035834943053094544,0.035834943053094544,0.035834943053094544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06906071315360277,0.06906071315360277,,,0.041694349911422665,,,,,,,,0.060250711971052195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08041878011799368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06906071315360277,,,,,,,,,,,,0.123793439637963,0.09642707639578288,0.123793439637963,0.123793439637963,0.123793439637963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.04821353819789144,0.04821353819789144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020847174955711333,,0.023483172545606185,,0.030125355985526098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04020939005899684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04821353819789144,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.04821353819789144,0.0618967198189815,0.0618967198189815,0.04821353819789144,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.04821353819789144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.015092049132528443,,,,,,,0.015092049132528443,,0.013397327259910845,,,,,,,,,,0.02813584609961594,,,,,,,,,,,,,,,0.016986587000949974,,,,,,,,,,,,0.016986587000949974,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07857021039656381,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039285105198281906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039285105198281906,,,,,,,,,,0.019134436889012445,,,,,,,,,,,0.039285105198281906,,,,,,0.02813584609961594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039285105198281906,0.03276320671473816,0.05043436429694788,0.05043436429694788,0.039285105198281906,0.024546586358576816,0.039285105198281906,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.039285105198281906,0.05043436429694788,0.05043436429694788,0.05043436429694788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
