,tp,hcm,điều,tra,vụ,cảnh,sát,113,bị,hành,hung,công,an,quận,bình,thạnh,đã,thu,thập,hồ,sơ,lời,khai,ban,đầu,của,các,nhân,chứng,và,nạn,ba,khi,ngăn,cản,hai,người,đàn,ông,đang,đánh,chửi,một,phụ,nữ,tại,quán,karaoke,pha,lê,số,56,nơ,trang,long,việc,xảy,ra,vào,đêm,16,5,chị,trần,thị,liễu,sinh,năm,1973,ngụ,phường,12,rời,nói,trên,xuống,lấy,xe,thì,gặp,nguyễn,thành,quốc,trú,đường,điện,biên,phủ,phan,phương,giáo,viên,trường,tiểu,học,đình,chiểu,đứng,ở,đó,có,nhiều,lẽ,chọc,ghẹo,thô,tục,xem,như,gái,làng,chơi,xúc,phạm,phản,ứng,lại,đập,bạo,2,bảo,vệ,là,tâm,hữu,hoài,linh,đến,can,cũng,lớn,tiếng,quát,nạt,nhận,được,tin,báo,đội,gồm,thiếu,úy,huỳnh,minh,đức,thượng,sĩ,thanh,liêm,phối,hợp,cùng,trung,phùng,quang,huy,trực,hình,sự,14,dân,phòng,hiện,nơi,thấy,ngã,sóng,soài,đất,chiến,lập,tức,túm,áo,giật,đứt,cầu,vai,bảng,tên,vứt,bụng,trong,lúc,luôn,miệng,xưng,thầy,móc,thoại,gọi,cho,vị,lãnh,đạo,thiệp,với,mục,đích,hù,dọa,mọi,bất,nhã,lực,lượng,tăng,cường,mới,khống,chế,đối,tượng,để,đưa,về,trụ,sở
0,0.030942870897412128,0.030942870897412128,0.061885741794824256,0.061885741794824256,0.022580926573412655,0.023054074887267663,0.023054074887267663,0.017689502710754843,0.011527037443633831,0.022580926573412655,0.022580926573412655,0.014218982249413176,0.014218982249413176,0.014218982249413176,0.014218982249413176,0.014218982249413176,0.017689502710754843,0.022580926573412655,0.030942870897412128,0.030942870897412128,0.030942870897412128,0.017689502710754843,0.030942870897412128,0.022580926573412655,0.030942870897412128,0.022580926573412655,0.022580926573412655,0.04516185314682531,0.030942870897412128,0.0074679253414605545,0.030942870897412128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.014309425792097171,0.014309425792097171,,0.014309425792097171,0.02803149505665019,0.02803149505665019,,,,,,,,,,,,,,,,,,,,,0.038411839734718504,0.021959382675419803,0.021959382675419803,0.02803149505665019,0.038411839734718504,0.021959382675419803,0.038411839734718504,0.007270805700513558,0.02803149505665019,0.011579037997351485,0.038411839734718504,0.02803149505665019,0.038411839734718504,0.038411839734718504,0.02803149505665019,0.021959382675419803,0.021959382675419803,0.038411839734718504,0.02803149505665019,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.038411839734718504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,0.10161416958035695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1392429190383546,0.1392429190383546,0.1392429190383546,0.07960276219839679,0.1392429190383546,0.1392429190383546,0.1392429190383546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,0.018958642999217568,0.018958642999217568,0.018958642999217568,,0.015053951048941768,,,,,,,,,,,,0.004978616894307036,,,,,,,,,0.0039046919502757995,0.015053951048941768,,,,,,0.015053951048941768,0.011793001807169894,0.011793001807169894,,0.015053951048941768,,,,,,,,,,,,,0.009479321499608784,0.015053951048941768,0.020628580598274753,0.011793001807169894,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.015053951048941768,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.015053951048941768,0.011793001807169894,0.020628580598274753,0.020628580598274753,0.015053951048941768,0.020628580598274753,0.030107902097883537,0.006218372257836909,0.009957233788614073,0.020628580598274753,0.020628580598274753,0.015053951048941768,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.015053951048941768,0.015053951048941768,0.015053951048941768,0.015053951048941768,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.020628580598274753,0.015053951048941768,0.015053951048941768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,0.035379005421509686,,,,,,,,,,,,,,,,,0.011714075850827399,,,,,,,,,,,,,,,,,,,,,,,,0.02843796449882635,,,0.035379005421509686,,,,,,,,,,,,,,,,0.018655116773510727,0.014935850682921109,,,,,,,,,,,,,,,,,,0.061885741794824256,0.04516185314682531,0.04516185314682531,0.061885741794824256,0.061885741794824256,0.04516185314682531,0.061885741794824256,0.061885741794824256,0.061885741794824256,0.061885741794824256,0.061885741794824256,0.061885741794824256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.04882039387891976,,,,,,,,0.037460123387480844,,,,,,,,,,,,,0.015814430134857643,,,,,,,,,0.012403139136170187,,0.01975247658371724,,,,,,,,,,,,,,,,,,,,,,0.030110785939933785,,,,,,,,,,,,,,,,,,,0.01975247658371724,0.015814430134857643,,,,,,,,,,,,,,,,,,,,,,,0.04781843274369739,,,,,,,0.06552607954746098,0.06552607954746098,0.06552607954746098,0.06552607954746098,0.06552607954746098,0.06552607954746098,0.06552607954746098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,0.015369383258178443,,,,,,,,,,,,,,,,,,,0.030107902097883537,,0.009957233788614073,,,,0.02358600361433979,,,,,0.007809383900551599,,,,,,,,0.02358600361433979,0.02358600361433979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060215804195767074,0.012436744515673817,0.009957233788614073,,,,,,,,,0.030107902097883537,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.018958642999217568,0.030107902097883537,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.009021159738496043,0.009021159738496043,0.013843958643199442,,,,0.011127899151714658,0.011127899151714658,0.011127899151714658,0.011127899151714658,0.011127899151714658,0.013843958643199442,,,,,,,0.01767202949223599,,,,,,0.01168892662141652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01767202949223599,,,,,,,0.01767202949223599,,,,,,,,,,,,,,,,,,,,,,0.01767202949223599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011127899151714658,,,,,,,0.02421615983275732,0.01767202949223599,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.01767202949223599,0.027687917286398883,0.02421615983275732,0.02421615983275732,0.01767202949223599,0.01767202949223599,0.013843958643199442,0.02421615983275732,0.01767202949223599,0.02421615983275732,0.02421615983275732,0.01767202949223599,0.01767202949223599,0.02421615983275732,0.02421615983275732,0.013843958643199442,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,0.02421615983275732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,0.022255798303429317,0.022255798303429317,,,,,,,,,,,,,,0.03534405898447198,,,,,,0.027687917286398883,0.027687917286398883,0.03534405898447198,,,,0.00916753762238666,,0.01459965660535622,,,,,,,,,,,,,,,,,,0.027687917286398883,,,,0.022255798303429317,,,0.027687917286398883,,,,,,,,,0.03534405898447198,,,,,,,0.01459965660535622,0.01168892662141652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022255798303429317,,,,,,,,,,,,,,,,,,,0.027687917286398883,,,,,,,,,,,,,,,,,0.04843231966551464,0.04843231966551464,0.04843231966551464,0.04843231966551464,0.04843231966551464,0.03534405898447198,0.04843231966551464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.026772474062633417,0.026772474062633417,,,,,,,,,,,,,,,,,,,0.026223011504608245,,,,0.008672429428792901,,,,,,,,,0.006801721461770748,,0.010832003287844939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020542648309263688,,,,,,0.010832003287844939,0.017344858857585802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026223011504608245,0.020542648309263688,,,0.026223011504608245,0.026223011504608245,0.020542648309263688,,0.026223011504608245,,,,,,,0.020542648309263688,,,,,,,,,,,,,0.026223011504608245,,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
